"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls"
"HUNT23","3528","HSC 2344",158.55715,-58.30407,285.7084,-0.097,0.225,-7.929,3.628,"hsc2344","UCC G285.7+00.0","Q4P","nan","nan",5.8,False,311.0,True,"000",0.99,0.39,"AC",170.0,285.698,-0.154,158.478,-58.341,0.239,-7.893,3.639,15.954,10.0,4.0
"HE23;HUNT23","1142;1080","CWNU 2413",160.43316,-56.61854,285.7631,1.8666,0.435,-7.83,3.428,"cwnu2413","UCC G285.7+01.8","Q4P","nan","nan",5.7,False,43.0,True,"000",0.83,0.52,"AB",31.0,285.756,1.888,160.403,-56.59,0.435,-7.805,3.426,-10.708,1.0,0.0
"HE23","1243","CWNU 2514",159.3699,-57.69104,285.778,0.649,0.425,-5.973,2.407,"cwnu2514","UCC G285.7+00.6","Q4P","nan","nan",5.1,False,35.0,False,"000",0.64,0.59,"BB",23.0,285.766,0.642,159.34,-57.689,0.436,-5.984,2.393,10.442,2.0,2.0
"CHI23_3","373","CWWDL 4123",156.5629,-60.2035,285.8112,-2.25,0.268,-5.164,2.711,"cwwdl4123","UCC G285.8-02.2","Q4N","nan","nan",7.6,False,82.0,True,"000",0.34,0.43,"CC",30.0,285.832,-2.298,156.523,-60.244,0.246,-5.151,2.685,7.248,2.0,4.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1822;552;1425;5584","UBC 652",162.381,-54.711,285.8489,4.066,0.363,-7.224,3.803,"ubc652","UCC G285.8+04.0","Q4P","nan","nan",8.5,False,34.0,False,"000",0.94,0.86,"AA",18.0,285.794,4.013,162.178,-54.725,0.395,-7.213,3.789,1.37,2.0,5.0
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21;HUNT23","377;686;895;782;4406","NGC 3293",158.97,-58.231,285.8601,0.0747,0.376,-7.671,3.344,"ngc3293","UCC G285.8+00.0","Q4P","nan","nan",3.5,False,573.0,False,"000",1.0,0.97,"AA",544.0,285.859,0.069,158.971,-58.233,0.394,-7.671,3.36,-9.113,6.0,4.0
"HUNT23","3521","HSC 2336",121.47581,-73.16064,285.861,-20.74,3.588,-5.858,17.494,"hsc2336","UCC G285.8-20.7","Q4N","nan","nan",52.1,False,33.0,True,"000",0.15,0.49,"DC",31.0,285.943,-20.743,121.5,-73.268,3.392,-6.237,17.535,14.121,8.0,4.0
"CHI23_3","374","CWWDL 4128",155.8654,-61.1258,286.0125,-3.2128,0.25,-5.495,2.988,"cwwdl4128","UCC G286.0-03.2","Q4N","nan","nan",4.3,False,41.0,True,"000",0.52,0.36,"BC",17.0,286.0,-3.202,155.837,-61.114,0.206,-5.495,2.974,46.012,3.0,0.0
"BICA19","1897","Bica 432",163.07121,-54.2922,286.02,4.62,"nan","nan","nan","bica432","UCC G286.0+04.6","Q4P","nan","nan",5.1,False,30.0,True,"000",0.28,0.44,"CC",18.0,286.059,4.63,163.136,-54.298,0.192,-5.762,2.275,32.179,3.0,1.0
"HUNT23","3529","HSC 2348",157.87455,-59.52438,286.0218,-1.3278,0.044,-4.456,2.456,"hsc2348","UCC G286.0-01.3","Q4N","nan","nan",1.8,False,34.0,True,"001",0.62,0.6,"BB",29.0,286.034,-1.332,157.877,-59.53,0.068,-4.462,2.465,"nan",0.0,0.0
"KHARCHENKO12;BICA19;HUNT23","483;1898;146","VDBH 106;vdBergh-Hagen 106;MWSC 1863;BH 106",163.18567,-54.265,286.068,4.674,0.376,-7.485,2.51,"vdbh106;vdberghhagen106;mwsc1863;bh106","UCC G286.0+04.6a","Q4P","nan","nan",2.9,False,25.0,True,"000",0.24,0.3,"DC",0.0,286.072,4.681,163.187,-54.253,0.38,-7.426,2.515,"nan",0.0,0.0
"HE23","392","CWNU 1663",160.56761,-57.15609,286.084,1.429,0.374,-8.985,2.715,"cwnu1663","UCC G286.0+01.4","Q4P","nan","nan",6.6,False,34.0,False,"000",0.77,0.6,"AB",30.0,286.078,1.437,160.557,-57.137,0.371,-8.986,2.715,-18.528,8.0,1.0
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;HUNT23","263;1899;894;781;4405","NGC 3255;Collinder 221;OCL 817;VDBH 96;vdBergh-Hagen 96;ESO 127 20;FSR 1546;MWSC 1804",156.635,-60.675,286.0901,-2.632,0.12,-5.913,3.322,"ngc3255;collinder221;ocl817;vdbh96;vdberghhagen96;eso12720;fsr1546;mwsc1804","UCC G286.0-02.6","Q4N","nan","nan",1.3,False,254.0,False,"000",1.0,0.78,"AA",234.0,286.089,-2.631,156.633,-60.674,0.145,-5.888,3.321,21.178,2.0,1.0
"HE23;HUNT23","1467;1231","CWNU 2738",158.7583,-58.92268,286.1086,-0.5802,0.217,-5.47,3.012,"cwnu2738","UCC G286.1-00.5","Q4N","nan","nan",5.4,False,155.0,False,"000",0.97,0.59,"AB",116.0,286.117,-0.584,158.767,-58.93,0.198,-5.488,3.003,-11.484,4.0,1.0
"CHI23_3","406","CWWDL 5121",157.3427,-60.1812,286.1303,-2.0286,0.365,-5.948,2.938,"cwwdl5121","UCC G286.1-02.0","Q4N","nan","nan",7.4,False,34.0,True,"000",0.15,0.46,"DC",11.0,286.073,-2.04,157.237,-60.165,0.287,-5.958,2.928,-7.131,1.0,6.0
"HUNT23","3530","HSC 2350",161.95609,-55.87792,286.1651,2.9169,0.092,-4.292,2.029,"hsc2350","UCC G286.1+02.9","Q4P","nan","nan",1.9,False,126.0,False,"000",1.0,0.54,"AB",115.0,286.157,2.926,161.958,-55.866,0.086,-4.236,2.032,54.039,3.0,0.0
"KHARCHENKO12;BICA19;CANTAT20;HUNT23","105;1900;349;1418","ESO 092 05;MWSC 1752",150.801,-64.755,286.1835,-7.5053,0.061,-2.919,2.397,"eso09205;mwsc1752","UCC G286.1-07.5","Q4N","nan","nan",1.7,False,428.0,False,"000",1.0,0.5,"AC",474.0,286.183,-7.502,150.802,-64.753,0.066,-3.025,2.447,65.026,2.0,0.0
"CANTAT20;CASTRO20;HUNT23","1449;168;5321","UBC 259",157.621,-60.078,286.1959,-1.8687,0.377,-5.457,2.859,"ubc259","UCC G286.1-01.8","Q4N","nan","nan",5.7,False,80.0,False,"000",1.0,1.0,"AA",65.0,286.201,-1.848,157.629,-60.06,0.384,-5.452,2.866,8.985,1.0,54.0
"LOKTIN17;CANTAT20;DIAS21;HUNT23","687;896;783;4407","NGC 3324",159.341,-58.615,286.2187,-0.1633,0.356,-7.112,2.782,"ngc3324","UCC G286.2-00.1","Q4N","nan","nan",4.2,False,305.0,False,"000",1.0,0.66,"AB",257.0,286.22,-0.169,159.333,-58.622,0.38,-7.104,2.791,-20.222,8.0,5.0
"KHARCHENKO12;LOKTIN17","302;166","Collinder 223",157.8565,-59.9375,286.225,-1.6877,"nan","nan","nan","collinder223","UCC G286.2-01.6","Q4N","nan","nan",2.1,False,25.0,True,"000",0.26,0.35,"CC",0.0,286.225,-1.692,157.858,-59.94,0.236,-5.76,2.833,"nan",0.0,3.0
"KHARCHENKO12","314","DBSB 51",158.257,-59.615,286.2348,-1.3075,"nan","nan","nan","dbsb51","UCC G286.2-01.3","Q4N","nan","nan",3.0,False,25.0,True,"000",0.13,0.3,"DC",0.0,286.23,-1.307,158.235,-59.602,0.257,-6.865,2.668,"nan",0.0,4.0
"KHARCHENKO12;BICA19","356;1902","Carraro 1;MWSC 1829",159.23491,-58.75162,286.2379,-0.3093,"nan","nan","nan","carraro1;mwsc1829","UCC G286.2-00.3","Q4N","nan","nan",3.2,False,29.0,True,"000",0.27,0.47,"CC",28.0,286.226,-0.305,159.199,-58.736,0.38,-7.356,3.422,"nan",0.0,4.0
"KHARCHENKO12","260","Loden 172",156.96,-60.7,286.2388,-2.5699,"nan","nan","nan","loden172","UCC G286.2-02.5","Q4N","nan","nan",6.1,False,156.0,True,"000",0.68,0.48,"BC",89.0,286.232,-2.58,156.936,-60.705,0.187,-6.089,3.565,13.137,9.0,2.0
"KHARCHENKO12;BICA19;HUNT23","56;1901;22","ASCC 51;MWSC 1647",139.523,-69.69,286.2508,-14.0741,1.818,-7.613,7.964,"ascc51;mwsc1647","UCC G286.2-14.0","Q4N","nan","nan",21.9,False,51.0,True,"000",0.16,0.65,"DB",24.0,286.196,-14.059,139.587,-69.663,1.843,-7.602,8.018,9.047,9.0,1.0
"HUNT23","3532","HSC 2352",161.53337,-56.52634,286.255,2.233,0.233,-7.567,3.742,"hsc2352","UCC G286.2+02.2","Q4P","nan","nan",4.1,False,33.0,False,"000",0.34,0.41,"CC",24.0,286.27,2.227,161.565,-56.542,0.231,-7.698,3.707,11.579,1.0,1.0
"CHI23_3","405","CWWDL 5099",157.8726,-60.0263,286.2773,-1.7599,0.383,-5.433,2.785,"cwwdl5099","UCC G286.2-01.7","Q4N","nan","nan",5.0,False,29.0,True,"000",0.97,0.89,"AA",21.0,286.232,-1.817,157.733,-60.063,0.383,-5.439,2.831,"nan",0.0,8.0
"HE23;HUNT23","550;883","CWNU 1821",158.51914,-59.52116,286.3022,-1.1595,0.465,-5.544,2.881,"cwnu1821","UCC G286.3-01.1","Q4N","nan","nan",4.3,False,42.0,False,"000",0.7,0.63,"BB",15.0,286.296,-1.157,158.521,-59.51,0.465,-5.554,2.862,-17.945,1.0,4.0
"JAEHNIG21","6","XDOCC-7",159.48,-58.72,286.3332,-0.2193,2.28,-14.32,0.93,"xdocc7","UCC G286.3-00.2","Q4N","nan","nan",8.1,False,36.0,True,"100",0.58,0.79,"BA",29.0,286.439,-0.377,159.543,-58.914,2.243,-14.35,0.916,9.545,16.0,228.0
"CHI23_3","243","CWWDL 2750",161.0146,-57.251,286.3423,1.4598,0.219,-6.667,3.252,"cwwdl2750","UCC G286.3+01.4","Q4P","nan","nan",2.3,False,25.0,False,"000",0.16,0.32,"DC",0.0,286.372,1.478,161.084,-57.258,0.209,-6.862,3.11,2.033,4.0,1.0
"HUNT23","3533","HSC 2353",157.76164,-60.25905,286.3489,-1.9882,0.359,-5.947,2.335,"hsc2353","UCC G286.3-01.9","Q4N","nan","nan",3.1,False,31.0,False,"000",0.8,0.56,"AB",16.0,286.346,-2.007,157.742,-60.27,0.366,-5.97,2.319,"nan",0.0,5.0
"KHARCHENKO12","253","Hogg 7",157.282,-60.745,286.3968,-2.5264,"nan","nan","nan","hogg7","UCC G286.3-02.5","Q4N","nan","nan",3.6,False,25.0,True,"000",0.19,0.38,"DC",0.0,286.391,-2.515,157.276,-60.734,0.259,-5.959,2.436,"nan",0.0,2.0
"KHARCHENKO12;BICA19","120;1903","ASCC 56;MWSC 1772",152.0698,-64.37266,286.3969,-6.8741,"nan","nan","nan","ascc56;mwsc1772","UCC G286.3-06.8","Q4N","nan","nan",5.7,False,50.0,True,"000",0.83,0.42,"AC",18.0,286.374,-6.832,152.075,-64.327,0.053,-3.453,2.502,62.499,2.0,1.0
"KHARCHENKO12;BICA19;HUNT23","423;1904;27","ASCC 61;MWSC 1853",161.542,-56.85776,286.4127,1.9414,0.333,-7.962,3.608,"ascc61;mwsc1853","UCC G286.4+01.9","Q4P","nan","nan",3.9,False,51.0,True,"100",1.0,1.0,"AA",43.0,286.496,1.824,161.565,-57.007,0.336,-7.969,3.61,-20.986,10.0,4.0
"KHARCHENKO12;BICA19","1668;1905","MWSC 5154",186.23732,4.04744,286.4579,66.0683,"nan","nan","nan","mwsc5154","UCC G286.4+66.0","Q4P","nan","nan",8.7,False,25.0,True,"000",0.58,0.39,"BC",0.0,286.455,66.087,186.239,4.057,0.189,-4.66,-3.671,"nan",0.0,0.0
"HUNT23","3534","HSC 2354",158.75915,-59.63121,286.4626,-1.194,0.209,-5.495,2.401,"hsc2354","UCC G286.4-01.1","Q4N","nan","nan",1.6,False,68.0,False,"000",0.6,0.66,"BB",56.0,286.458,-1.205,158.741,-59.637,0.209,-5.49,2.377,16.279,2.0,3.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1670;406;1325;5484","UBC 499",158.639,-59.752,286.4704,-1.3289,0.396,-6.543,2.81,"ubc499","UCC G286.4-01.3","Q4N","nan","nan",6.0,False,25.0,False,"000",0.72,0.78,"BA",0.0,286.489,-1.331,158.64,-59.771,0.425,-6.529,2.801,"nan",0.0,71.0
"HUNT23","3535","HSC 2355",151.57981,-64.84009,286.5031,-7.3756,0.681,-7.63,5.053,"hsc2355","UCC G286.5-07.3","Q4N","nan","nan",8.6,False,38.0,True,"000",0.6,0.34,"BC",20.0,286.499,-7.367,151.592,-64.823,0.6,-7.65,5.081,-11.792,6.0,4.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1672;407;1326;5485","UBC 500",162.663,-55.845,286.5043,3.1259,0.37,-7.308,3.001,"ubc500","UCC G286.5+03.1","Q4P","nan","nan",8.5,False,80.0,True,"000",1.0,0.81,"AA",52.0,286.539,3.079,162.667,-55.882,0.386,-7.294,2.976,-19.744,2.0,12.0
"HUNT23","3536","HSC 2356",159.58737,-58.97833,286.5079,-0.4175,1.9,-14.658,0.942,"hsc2356","UCC G286.5-00.4","Q4N","nan","nan",6.5,False,54.0,False,"000",0.58,1.0,"BA",29.0,286.476,-0.421,159.543,-58.975,2.232,-14.491,0.831,8.071,15.0,102.0
"KHARCHENKO12;BICA19","242;2840","Hogg 8;OCL 821;ESO 128 02;MWSC 1811",157.30096,-60.95381,286.5131,-2.7002,"nan","nan","nan","hogg8;ocl821;eso12802;mwsc1811","UCC G286.5-02.7","Q4N","nan","nan",4.6,False,57.0,True,"000",0.65,0.44,"BC",32.0,286.561,-2.714,157.36,-60.973,0.276,-6.312,2.639,21.618,1.0,2.0
"CANTAT20;DIAS21","507;418","Gulliver 1",161.582,-57.034,286.5136,1.7953,0.323,-7.926,3.582,"gulliver1","UCC G286.5+01.7","Q4P","nan","nan",3.6,False,193.0,False,"000",1.0,0.82,"AA",164.0,286.514,1.787,161.578,-57.046,0.333,-7.968,3.61,-20.892,19.0,5.0
"BICA19","3171","Whitman 1",152.1015,-64.56248,286.52,-7.02,"nan","nan","nan","whitman1","UCC G286.5-07.0","Q4N","nan","nan",3.1,False,25.0,True,"000",0.34,0.25,"CD",0.0,286.512,-7.009,152.104,-64.558,0.253,-6.158,4.139,"nan",0.0,2.0
"CANTAT20;CASTRO20;TARRICQ22;HE22_1","1451;169;319;431","UBC 260",140.148,-69.885,286.5496,-14.0485,1.78,-7.755,8.005,"ubc260","UCC G286.5-14.0","Q4N","nan","nan",20.2,False,71.0,True,"100",0.81,0.93,"AA",41.0,286.688,-13.993,140.647,-69.892,1.803,-7.782,7.892,11.388,23.0,27.0
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","341;1041;111;100;44;60;145","VDBH 99;BH 99;vdBergh-Hagen 99",159.553,-59.168,286.5852,-0.5916,2.225,-14.494,0.919,"vdbh99;bh99;vdberghhagen99","UCC G286.5-00.5","Q4N","nan","nan",17.9,False,452.0,False,"000",1.0,1.0,"AA",337.0,286.659,-0.622,159.657,-59.229,2.23,-14.516,0.91,8.347,91.0,232.0
"HE23;HUNT23","1283;1139","CWNU 2554",160.45636,-58.37376,286.6118,0.33,0.322,-6.487,3.451,"cwnu2554","UCC G286.6+00.3","Q4P","nan","nan",4.6,False,76.0,False,"000",0.91,0.82,"AA",68.0,286.617,0.326,160.453,-58.388,0.321,-6.494,3.454,-16.348,1.0,5.0
"CHI23_3","97","CWWDL 805",158.1769,-60.4377,286.6168,-2.0373,0.29,-6.007,2.859,"cwwdl805","UCC G286.6-02.0","Q4N","nan","nan",3.2,False,25.0,False,"000",0.49,0.45,"CC",0.0,286.641,-2.025,158.233,-60.439,0.257,-6.34,2.946,26.883,4.0,11.0
"HUNT23","3537","HSC 2358",160.40929,-58.46862,286.6354,0.2349,0.38,-7.161,2.956,"hsc2358","UCC G286.6+00.2","Q4P","nan","nan",5.2,False,39.0,False,"000",0.55,0.73,"BB",32.0,286.656,0.294,160.528,-58.434,0.38,-7.164,2.95,"nan",0.0,5.0
"HE23;HUNT23","407;821","CWNU 1678",162.38837,-56.47426,286.6511,2.4952,0.464,-6.897,3.937,"cwnu1678","UCC G286.6+02.4","Q4P","nan","nan",7.4,False,34.0,False,"000",0.57,0.6,"BB",30.0,286.639,2.483,162.375,-56.459,0.459,-6.934,3.918,-17.313,1.0,3.0
"KHARCHENKO12;BICA19","148;1906","Ruprecht 88;OCL 822;ESO 092 20;MWSC 1790",154.71762,-63.1324,286.6559,-5.1882,"nan","nan","nan","ruprecht88;ocl822;eso09220;mwsc1790","UCC G286.6-05.1","Q4N","nan","nan",6.1,False,41.0,True,"000",0.21,0.39,"DC",25.0,286.668,-5.198,154.749,-63.116,0.228,-6.566,3.597,29.326,3.0,0.0
"CHI23_3","307","CWWDL 3301",152.2593,-64.8026,286.7166,-7.1754,0.274,-4.939,3.382,"cwwdl3301","UCC G286.7-07.1","Q4N","nan","nan",3.0,False,25.0,True,"000",0.4,0.36,"CC",0.0,286.7,-7.163,152.226,-64.778,0.265,-4.921,3.366,"nan",0.0,2.0
"CASTRO22;HUNT23","479;5926","UBC 1480",158.86179,-60.0681,286.7251,-1.547,0.19,-7.129,3.105,"ubc1480","UCC G286.7-01.5","Q4N","nan","nan",5.0,False,92.0,False,"000",0.82,0.86,"AA",60.0,286.719,-1.542,158.85,-60.059,0.193,-7.136,3.107,6.315,4.0,33.0
"KHARCHENKO12;LOKTIN17;HUNT23","439;401;4182","Loden 189",162.615,-56.399,286.7292,2.6188,0.765,-7.505,3.268,"loden189","UCC G286.7+02.6","Q4P","nan","nan",15.1,False,32.0,True,"100",0.91,0.51,"AB",23.0,286.602,2.66,162.344,-56.322,0.766,-7.521,3.305,3.032,18.0,8.0
"LIUPANG19;CANTAT20;HUNT23","8;704;1694","FoF 403",161.024,-58.095,286.7432,0.717,0.37,-7.047,2.935,"fof403","UCC G286.7+00.7","Q4P","ubc501","0.85",3.6,False,203.0,False,"000",1.0,0.87,"AA",188.0,286.747,0.719,161.023,-58.096,0.377,-7.048,2.967,-11.398,3.0,3.0
"CANTAT20;CASTRO20;DIAS21","1823;553;1426","UBC 653",160.101,-59.0,286.7499,-0.3081,0.383,-7.472,3.012,"ubc653","UCC G286.7-00.3","Q4N","nan","nan",7.2,False,64.0,False,"000",0.68,0.75,"BA",44.0,286.705,-0.366,159.979,-59.038,0.394,-7.348,3.18,"nan",0.0,65.0
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","739;694;1907;904;790;197;312;4414","NGC 3680;Melotte 106;Collinder 247;OCL 823;ESO 265 32;FSR 1548;MWSC 1942",171.392,-43.24,286.7512,16.9175,0.933,-7.278,1.118,"ngc3680;melotte106;collinder247;ocl823;eso26532;fsr1548;mwsc1942","UCC G286.7+16.9","Q4P","nan","nan",10.1,False,143.0,False,"000",1.0,1.0,"AA",131.0,286.758,16.921,171.395,-43.235,0.945,-7.256,1.209,1.988,68.0,0.0
"CASTRO20","408","UBC 501",161.04156,-58.10184,286.7546,0.7153,0.37,-7.033,2.945,"ubc501","UCC G286.7+00.7a","Q4P","fof403","0.85",4.5,False,200.0,False,"000",1.0,1.0,"AA",171.0,286.75,0.715,161.022,-58.099,0.376,-7.05,2.968,-2.559,4.0,50.0
"CASTRO22;HUNT23","480;5927","UBC 1481",158.94237,-60.06228,286.7571,-1.522,0.401,-7.656,2.731,"ubc1481","UCC G286.7-01.5a","Q4N","nan","nan",7.0,False,50.0,False,"000",0.9,0.66,"AB",39.0,286.743,-1.519,158.881,-60.06,0.402,-7.644,2.729,-6.043,1.0,68.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1673;409;1327;5486","UBC 502",159.583,-59.54,286.7803,-0.9087,0.541,-5.712,2.068,"ubc502","UCC G286.7-00.9","Q4N","nan","nan",5.1,False,45.0,False,"000",0.9,0.77,"AA",40.0,286.802,-0.904,159.642,-59.557,0.54,-5.715,2.061,18.795,2.0,107.0
"KHARCHENKO12","289","Bochum 9",158.925,-60.13,286.7832,-1.585,"nan","nan","nan","bochum9","UCC G286.7-01.5b","Q4N","nan","nan",2.4,False,25.0,True,"000",0.38,0.4,"CC",0.0,286.775,-1.596,158.897,-60.129,0.253,-5.357,2.621,"nan",0.0,3.0
"KHARCHENKO12;BICA19;CANTAT20;HUNT23","338;1908;334;1394","Kronberger 38;DC 5;DSH J1039.9-5911;FSR 1549;MWSC 1838",159.996,-59.192,286.7952,-0.5023,0.198,-5.356,2.396,"kronberger38;dc5;dshj103995911;fsr1549;mwsc1838","UCC G286.7-00.5","Q4N","nan","nan",2.0,False,363.0,False,"000",1.0,0.67,"AB",361.0,286.798,-0.501,160.003,-59.195,0.188,-5.404,2.382,4.454,9.0,6.0
"CANTAT20;CASTRO20;HUNT23","1824;554;5585","UBC 654",159.284,-59.875,286.8131,-1.2746,0.231,-5.713,2.491,"ubc654","UCC G286.8-01.2","Q4N","nan","nan",1.7,False,43.0,False,"000",0.15,1.0,"DA",20.0,286.806,-1.29,159.261,-59.886,0.254,-5.765,2.438,"nan",0.0,43.0
"CANTAT20;CASTRO20;DIAS21;HUNT23","1674;410;1328;5487","UBC 503",156.274,-62.321,286.8161,-4.1199,0.464,-7.424,5.209,"ubc503","UCC G286.8-04.1","Q4N","nan","nan",7.4,False,87.0,False,"000",1.0,0.68,"AB",75.0,286.81,-4.128,156.245,-62.33,0.472,-7.441,5.257,2.463,12.0,11.0
"CASTRO22;HUNT23","481;5928","UBC 1482",161.59181,-57.68506,286.8193,1.2203,0.203,-5.567,2.776,"ubc1482","UCC G286.8+01.2","Q4P","nan","nan",2.5,False,82.0,False,"000",0.75,1.0,"AA",48.0,286.817,1.225,161.586,-57.684,0.194,-5.568,2.782,12.883,8.0,12.0
"HUNT23","3538","HSC 2359",160.60378,-58.72348,286.8459,0.0591,0.173,-5.404,2.613,"hsc2359","UCC G286.8+00.0","Q4P","nan","nan",2.0,False,33.0,False,"000",0.52,0.61,"BB",20.0,286.849,0.069,160.619,-58.716,0.167,-5.371,2.504,"nan",0.0,2.0
"CHI23_3","331","CWWDL 3456",155.7646,-62.8102,286.8799,-4.6587,0.228,-5.595,3.326,"cwwdl3456","UCC G286.8-04.6","Q4N","nan","nan",2.8,False,25.0,True,"000",0.23,0.25,"DC",0.0,286.872,-4.67,155.774,-62.834,0.227,-5.639,3.329,3.753,1.0,0.0
"HUNT23","3539","HSC 2361",159.91337,-59.48154,286.8983,-0.7761,0.503,-6.356,2.528,"hsc2361","UCC G286.8-00.7","Q4N","nan","nan",7.6,False,38.0,True,"000",0.85,0.54,"AB",29.0,286.872,-0.72,159.933,-59.391,0.505,-6.364,2.518,-5.004,2.0,16.0
"CHI23_3","186","CWWDL 2180",161.7407,-57.7109,286.9019,1.2341,0.247,-6.006,2.718,"cwwdl2180","UCC G286.9+01.2","Q4P","nan","nan",2.7,False,25.0,True,"000",0.27,0.4,"CC",0.0,286.907,1.223,161.722,-57.719,0.24,-5.967,2.752,14.983,2.0,2.0
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","407;2748;1187;1059;263;390;4944","Ruprecht 91;OCL 824;ESO 169 01;MWSC 1855",161.964,-57.483,286.9037,1.4915,0.927,-11.179,2.421,"ruprecht91;ocl824;eso16901;mwsc1855","UCC G286.9+01.4","Q4P","nan","nan",11.5,False,263.0,False,"000",1.0,0.73,"AB",259.0,286.897,1.475,161.962,-57.483,0.949,-11.222,2.456,0.794,65.0,13.0
"CHI23_3","644","CWWDL 11243",162.4144,-57.0369,286.9181,1.9996,0.273,-6.506,3.069,"cwwdl11243","UCC G286.9+01.9","Q4P","nan","nan",2.9,False,25.0,True,"000",0.11,0.38,"DC",0.0,286.896,2.019,162.396,-57.012,0.285,-6.454,3.093,1.499,1.0,3.0
"HE22_1;HUNT23","618;566","CWNU 1053",162.95024,-56.46163,286.9232,2.6455,1.941,-17.636,6.253,"cwnu1053","UCC G286.9+02.6","Q4P","nan","nan",31.6,False,70.0,True,"100",0.94,0.57,"AB",64.0,287.131,2.696,163.337,-56.513,1.967,-17.844,6.34,-2.221,25.0,31.0
"HAO22","543","OC 0544",160.31552,-59.16532,286.9259,-0.4002,0.393,-7.373,3.002,"oc0544","UCC G286.9-00.4","Q4N","nan","nan",2.2,False,25.0,True,"000",0.64,0.47,"BC",0.0,286.932,-0.397,160.317,-59.167,0.388,-7.392,3.023,-26.144,2.0,12.0
"HUNT23","3540","HSC 2362",160.74909,-58.76814,286.9335,0.0555,0.351,-6.249,2.808,"hsc2362","UCC G286.9+00.0","Q4P","nan","nan",4.4,False,56.0,False,"000",0.17,0.58,"DB",33.0,286.921,0.046,160.712,-58.766,0.355,-6.245,2.807,"nan",0.0,7.0
"KHARCHENKO12;BICA19","868;1909","MWSC 5116",174.76934,-36.33629,287.0043,24.2873,"nan","nan","nan","mwsc5116","UCC G287.0+24.2","Q4P","nan","nan",6.3,False,60.0,True,"000",0.72,0.3,"BC",62.0,286.998,24.292,174.767,-36.33,0.226,-5.985,-0.291,25.128,1.0,0.0
"CHI23_3","96","CWWDL 794",158.8081,-60.6963,287.0152,-2.1049,0.212,-5.231,2.451,"cwwdl794","UCC G287.0-02.1","Q4N","nan","nan",5.7,False,27.0,True,"000",0.09,0.43,"DC",3.0,287.01,-2.132,158.775,-60.724,0.221,-5.216,2.456,5.455,3.0,6.0
"HUNT23","3541","HSC 2363",158.81894,-60.69352,287.0184,-2.0998,0.143,-4.878,2.548,"hsc2363","UCC G287.0-02.0","Q4N","nan","nan",2.1,False,177.0,False,"000",0.9,0.83,"AA",149.0,287.013,-2.099,158.81,-60.692,0.139,-4.851,2.543,68.516,1.0,6.0
"KHARCHENKO12;LOKTIN17;DIAS21;HUNT23","342;138;179;276","Bochum 10",160.5564,-59.1322,287.0187,-0.3121,0.384,-7.362,3.024,"bochum10","UCC G287.0-00.3","Q4N","nan","nan",5.7,False,67.0,False,"000",0.9,0.67,"AB",49.0,287.088,-0.3,160.741,-59.174,0.388,-7.5,2.871,"nan",0.0,12.0
"HUNT23","3542","HSC 2364",158.05504,-61.33707,287.0227,-2.8422,0.407,-4.898,2.029,"hsc2364","UCC G287.0-02.8","Q4N","nan","nan",3.9,False,25.0,True,"000",0.54,0.45,"BC",0.0,287.006,-2.852,158.018,-61.334,0.413,-4.909,2.07,26.315,5.0,1.0
"CHI23_3","124","CWWDL 1374",159.9219,-59.788,287.0505,-1.0422,0.208,-5.69,2.592,"cwwdl1374","UCC G287.0-01.0","Q4N","nan","nan",2.1,False,25.0,True,"000",0.15,0.36,"DC",0.0,287.05,-1.043,159.914,-59.795,0.194,-5.595,2.597,-597.947,1.0,4.0
"CHI23_3","404","CWWDL 5091",159.0025,-60.6347,287.0672,-2.0041,0.42,-7.62,2.672,"cwwdl5091","UCC G287.0-02.0a","Q4N","ubc1483","0.61",5.5,False,165.0,False,"000",1.0,0.66,"AB",159.0,287.095,-1.998,159.054,-60.646,0.403,-7.715,2.641,-27.711,2.0,11.0
"CASTRO22","482","UBC 1483",159.02,-60.63,287.0724,-1.9958,0.41,-7.72,2.65,"ubc1483","UCC G287.0-01.9","Q4N","cwwdl5091","0.61",6.8,False,128.0,False,"000",1.0,0.69,"AB",114.0,287.096,-1.996,159.048,-60.648,0.404,-7.724,2.637,-7.446,1.0,60.0
