"fname","N_clust","N_clust_max","Nbox","frame_limit"
theia1966,"nan",199,"nan","nan"
theia1975,"nan",109,"nan","nan"
theia1976,"nan",84,"nan","nan"
theia1982,"nan",42,"nan","nan"
theia199,"nan",92,"nan","nan"
theia200,"nan",53,"nan","nan"
theia2000,"nan",145,"nan","nan"
theia2007,"nan",45,"nan","nan"
theia2018,"nan",43,"nan","nan"
theia202,"nan",44,"nan","nan"
theia2032,"nan",49,"nan","nan"
theia2045,"nan",62,"nan","nan"
theia2052,"nan",32,"nan","nan"
theia2062,"nan",64,"nan","nan"
theia2078,"nan",28,"nan","nan"
theia2087,"nan",92,"nan","nan"
theia2096,"nan",54,"nan","nan"
theia2103,"nan",40,"nan","nan"
theia2110,"nan",109,"nan","nan"
theia2115,"nan",44,"nan","nan"
theia2118,"nan",138,"nan","nan"
theia2119,"nan",68,"nan","nan"
theia2121,"nan",28,"nan","nan"
theia2122,"nan",46,"nan","nan"
theia213,"nan",45,"nan","nan"
theia2133,"nan",83,"nan","nan"
theia2135,"nan",107,"nan","nan"
theia2139,"nan",91,"nan","nan"
theia2145,"nan",45,"nan","nan"
theia2151,"nan",33,"nan","nan"
theia2166,"nan",36,"nan","nan"
theia2175,"nan",46,"nan","nan"
theia2179,"nan",112,"nan","nan"
theia2185,"nan",28,"nan","nan"
theia2192,"nan",39,"nan","nan"
theia222,"nan",76,"nan","nan"
theia2227,"nan",49,"nan","nan"
theia2231,"nan",25,"nan","nan"
theia224,"nan",52,"nan","nan"
theia2249,"nan",45,"nan","nan"
theia2252,"nan",79,"nan","nan"
theia2254,"nan",32,"nan","nan"
theia2266,"nan",85,"nan","nan"
theia2267,"nan",341,"nan","nan"
theia227,"nan",79,"nan","nan"
theia228,"nan",61,"nan","nan"
theia2289,"nan",108,"nan","nan"
theia229,"nan",185,"nan","nan"
theia2296,"nan",84,"nan","nan"
theia2299,"nan",54,"nan","nan"
theia23,"nan",121,"nan","nan"
theia230,"nan",83,"nan","nan"
theia232,"nan",152,"nan","nan"
theia2325,"nan",93,"nan","nan"
theia2330,"nan",109,"nan","nan"
theia2335,"nan",25,"nan","nan"
theia2341,"nan",53,"nan","nan"
theia2351,"nan",33,"nan","nan"
theia2356,"nan",54,"nan","nan"
theia236,"nan",25,"nan","nan"
theia2360,"nan",109,"nan","nan"
theia2376,"nan",39,"nan","nan"
theia2395,"nan",100,"nan","nan"
theia24,"nan",33,"nan","nan"
theia240,"nan",47,"nan","nan"
theia2406,"nan",137,"nan","nan"
theia242,"nan",65,"nan","nan"
theia2421,"nan",77,"nan","nan"
theia2436,"nan",25,"nan","nan"
theia2443,"nan",93,"nan","nan"
theia2448,"nan",107,"nan","nan"
theia2449,"nan",52,"nan","nan"
theia2450,"nan",86,"nan","nan"
theia246,"nan",25,"nan","nan"
theia2460,"nan",110,"nan","nan"
theia2468,"nan",90,"nan","nan"
theia247,"nan",190,"nan","nan"
theia2478,"nan",113,"nan","nan"
theia248,"nan",153,"nan","nan"
theia2482,"nan",44,"nan","nan"
theia2488,"nan",43,"nan","nan"
theia249,"nan",82,"nan","nan"
theia2493,"nan",55,"nan","nan"
theia2501,"nan",74,"nan","nan"
theia2505,"nan",53,"nan","nan"
theia2510,"nan",60,"nan","nan"
theia2517,"nan",62,"nan","nan"
theia2526,"nan",88,"nan","nan"
theia253,"nan",83,"nan","nan"
theia2541,"nan",35,"nan","nan"
theia256,"nan",69,"nan","nan"
theia2561,"nan",82,"nan","nan"
theia26,"nan",83,"nan","nan"
theia260,"nan",95,"nan","nan"
theia2615,"nan",25,"nan","nan"
theia2619,"nan",50,"nan","nan"
theia2621,"nan",48,"nan","nan"
theia2649,"nan",92,"nan","nan"
theia2651,"nan",163,"nan","nan"
theia2665,"nan",34,"nan","nan"
theia267,"nan",72,"nan","nan"
theia269,"nan",55,"nan","nan"
theia2727,"nan",60,"nan","nan"
theia2728,"nan",28,"nan","nan"
theia2730,"nan",65,"nan","nan"
theia274,"nan",448,"nan","nan"
theia2745,"nan",60,"nan","nan"
theia277,"nan",41,"nan","nan"
theia2782,"nan",25,"nan","nan"
theia280,"nan",89,"nan","nan"
theia2803,"nan",69,"nan","nan"
theia2812,"nan",84,"nan","nan"
theia2819,"nan",86,"nan","nan"
theia282,"nan",233,"nan","nan"
theia2822,"nan",34,"nan","nan"
theia283,"nan",116,"nan","nan"
theia2850,"nan",25,"nan","nan"
theia286,"nan",60,"nan","nan"
theia2897,"nan",86,"nan","nan"
theia29,"nan",45,"nan","nan"
theia290,"nan",39,"nan","nan"
theia2901,"nan",53,"nan","nan"
theia2902,"nan",75,"nan","nan"
theia291,"nan",95,"nan","nan"
theia292,"nan",62,"nan","nan"
theia2921,"nan",25,"nan","nan"
theia2924,"nan",118,"nan","nan"
theia2936,"nan",82,"nan","nan"
theia2937,"nan",31,"nan","nan"
theia2945,"nan",36,"nan","nan"
theia295,"nan",25,"nan","nan"
theia2966,"nan",32,"nan","nan"
theia2982,"nan",160,"nan","nan"
theia2999,"nan",117,"nan","nan"
theia3005,"nan",97,"nan","nan"
theia3010,"nan",46,"nan","nan"
theia3047,"nan",36,"nan","nan"
theia3048,"nan",175,"nan","nan"
theia3067,"nan",58,"nan","nan"
theia3097,"nan",70,"nan","nan"
theia3099,"nan",25,"nan","nan"
theia31,"nan",81,"nan","nan"
theia311,"nan",27,"nan","nan"
theia3114,"nan",41,"nan","nan"
theia3118,"nan",115,"nan","nan"
theia3127,"nan",172,"nan","nan"
theia314,"nan",101,"nan","nan"
theia3144,"nan",25,"nan","nan"
theia3152,"nan",52,"nan","nan"
theia316,"nan",86,"nan","nan"
theia3167,"nan",27,"nan","nan"
theia319,"nan",47,"nan","nan"
theia3202,"nan",81,"nan","nan"
theia322,"nan",25,"nan","nan"
theia3227,"nan",45,"nan","nan"
theia3229,"nan",81,"nan","nan"
theia323,"nan",105,"nan","nan"
theia3251,"nan",25,"nan","nan"
theia3260,"nan",72,"nan","nan"
theia3263,"nan",65,"nan","nan"
theia3265,"nan",70,"nan","nan"
theia3272,"nan",25,"nan","nan"
theia3274,"nan",78,"nan","nan"
theia3286,"nan",25,"nan","nan"
theia3308,"nan",25,"nan","nan"
theia3309,"nan",25,"nan","nan"
theia3317,"nan",25,"nan","nan"
theia3318,"nan",215,"nan","nan"
theia3319,"nan",40,"nan","nan"
theia332,"nan",31,"nan","nan"
theia3327,"nan",65,"nan","nan"
theia3329,"nan",30,"nan","nan"
theia333,"nan",73,"nan","nan"
theia3333,"nan",25,"nan","nan"
theia3337,"nan",36,"nan","nan"
theia3339,"nan",44,"nan","nan"
theia3381,"nan",75,"nan","nan"
theia339,"nan",72,"nan","nan"
theia3397,"nan",207,"nan","nan"
theia3402,"nan",41,"nan","nan"
theia3409,"nan",166,"nan","nan"
theia3423,"nan",25,"nan","nan"
theia3428,"nan",83,"nan","nan"
theia345,"nan",27,"nan","nan"
theia3455,"nan",31,"nan","nan"
theia3457,"nan",135,"nan","nan"
theia3462,"nan",25,"nan","nan"
theia3475,"nan",61,"nan","nan"
theia3494,"nan",35,"nan","nan"
theia35,"nan",156,"nan","nan"
theia3502,"nan",30,"nan","nan"
theia3524,"nan",106,"nan","nan"
theia354,"nan",25,"nan","nan"
theia358,"nan",55,"nan","nan"
theia3581,"nan",135,"nan","nan"
theia3582,"nan",50,"nan","nan"
theia3609,"nan",53,"nan","nan"
theia361,"nan",25,"nan","nan"
theia3623,"nan",1000,"nan","nan"
theia3628,"nan",76,"nan","nan"
theia365,"nan",25,"nan","nan"
theia3659,"nan",25,"nan","nan"
theia366,"nan",81,"nan","nan"
theia3666,"nan",51,"nan","nan"
theia3669,"nan",167,"nan","nan"
theia3686,"nan",38,"nan","nan"
theia3715,"nan",25,"nan","nan"
theia3716,"nan",35,"nan","nan"
theia3721,"nan",47,"nan","nan"
theia373,"nan",25,"nan","nan"
theia3739,"nan",38,"nan","nan"
theia3740,"nan",94,"nan","nan"
theia3747,"nan",53,"nan","nan"
theia3768,"nan",45,"nan","nan"
theia3779,"nan",42,"nan","nan"
theia3784,"nan",27,"nan","nan"
theia3796,"nan",25,"nan","nan"
theia38,"nan",1000,"nan","nan"
theia3823,"nan",74,"nan","nan"
theia383,"nan",95,"nan","nan"
theia3832,"nan",59,"nan","nan"
theia3849,"nan",59,"nan","nan"
theia3857,"nan",173,"nan","nan"
theia3862,"nan",58,"nan","nan"
theia387,"nan",119,"nan","nan"
theia3886,"nan",38,"nan","nan"
theia391,"nan",112,"nan","nan"
theia3916,"nan",88,"nan","nan"
theia3922,"nan",85,"nan","nan"
theia3932,"nan",57,"nan","nan"
theia3967,"nan",38,"nan","nan"
theia3975,"nan",96,"nan","nan"
theia398,"nan",94,"nan","nan"
theia3980,"nan",25,"nan","nan"
theia3986,"nan",59,"nan","nan"
theia399,"nan",51,"nan","nan"
theia3992,"nan",33,"nan","nan"
theia3995,"nan",26,"nan","nan"
theia4,"nan",85,"nan","nan"
theia4007,"nan",25,"nan","nan"
theia401,"nan",194,"nan","nan"
theia4013,"nan",70,"nan","nan"
theia403,"nan",25,"nan","nan"
theia4069,"nan",86,"nan","nan"
theia411,"nan",66,"nan","nan"
theia415,"nan",25,"nan","nan"
theia4165,"nan",126,"nan","nan"
theia420,"nan",151,"nan","nan"
theia4208,"nan",117,"nan","nan"
theia4212,"nan",48,"nan","nan"
theia4228,"nan",76,"nan","nan"
theia4244,"nan",42,"nan","nan"
theia4245,"nan",39,"nan","nan"
theia4284,"nan",25,"nan","nan"
theia4310,"nan",60,"nan","nan"
theia4356,"nan",29,"nan","nan"
theia436,"nan",25,"nan","nan"
theia4367,"nan",76,"nan","nan"
theia4371,"nan",32,"nan","nan"
theia4372,"nan",39,"nan","nan"
theia4401,"nan",88,"nan","nan"
theia4419,"nan",37,"nan","nan"
theia4432,"nan",29,"nan","nan"
theia4456,"nan",25,"nan","nan"
theia446,"nan",135,"nan","nan"
theia447,"nan",31,"nan","nan"
theia4482,"nan",41,"nan","nan"
theia4509,"nan",58,"nan","nan"
theia453,"nan",25,"nan","nan"
theia4535,"nan",121,"nan","nan"
theia455,"nan",25,"nan","nan"
theia4560,"nan",816,"nan","nan"
theia458,"nan",73,"nan","nan"
theia46,"nan",25,"nan","nan"
theia4690,"nan",56,"nan","nan"
theia47,"nan",49,"nan","nan"
theia470,"nan",249,"nan","nan"
theia4708,"nan",54,"nan","nan"
theia472,"nan",25,"nan","nan"
theia4725,"nan",85,"nan","nan"
theia48,"nan",30,"nan","nan"
theia480,"nan",35,"nan","nan"
theia4877,"nan",50,"nan","nan"
theia4912,"nan",35,"nan","nan"
theia4930,"nan",34,"nan","nan"
theia4940,"nan",68,"nan","nan"
theia497,"nan",115,"nan","nan"
theia4981,"nan",65,"nan","nan"
theia5,"nan",155,"nan","nan"
theia5015,"nan",35,"nan","nan"
theia502,"nan",28,"nan","nan"
theia5094,"nan",60,"nan","nan"
theia5150,"nan",294,"nan","nan"
theia517,"nan",511,"nan","nan"
theia521,"nan",27,"nan","nan"
theia5228,"nan",36,"nan","nan"
theia5254,"nan",46,"nan","nan"
theia5280,"nan",47,"nan","nan"
theia5292,"nan",61,"nan","nan"
theia5320,"nan",115,"nan","nan"
theia5347,"nan",55,"nan","nan"
theia5356,"nan",51,"nan","nan"
theia54,"nan",48,"nan","nan"
theia540,"nan",25,"nan","nan"
theia5422,"nan",213,"nan","nan"
theia5426,"nan",485,"nan","nan"
theia5431,"nan",126,"nan","nan"
theia545,"nan",42,"nan","nan"
theia546,"nan",102,"nan","nan"
theia5496,"nan",43,"nan","nan"
theia5504,"nan",80,"nan","nan"
theia551,"nan",31,"nan","nan"
theia553,"nan",188,"nan","nan"
theia558,"nan",96,"nan","nan"
theia560,"nan",47,"nan","nan"
theia5630,"nan",33,"nan","nan"
theia5677,"nan",67,"nan","nan"
theia569,"nan",40,"nan","nan"
theia5705,"nan",40,"nan","nan"
theia5724,"nan",69,"nan","nan"
theia5731,"nan",40,"nan","nan"
theia5736,"nan",68,"nan","nan"
theia5761,"nan",206,"nan","nan"
theia5779,"nan",38,"nan","nan"
theia58,"nan",288,"nan","nan"
theia585,"nan",57,"nan","nan"
theia586,"nan",40,"nan","nan"
theia5867,"nan",38,"nan","nan"
theia589,"nan",30,"nan","nan"
theia592,"nan",57,"nan","nan"
theia6,"nan",84,"nan","nan"
theia6042,"nan",25,"nan","nan"
theia6066,"nan",71,"nan","nan"
theia6111,"nan",89,"nan","nan"
theia613,"nan",25,"nan","nan"
theia614,"nan",28,"nan","nan"
theia6166,"nan",147,"nan","nan"
theia618,"nan",25,"nan","nan"
theia6187,"nan",25,"nan","nan"
theia619,"nan",74,"nan","nan"
theia622,"nan",25,"nan","nan"
theia624,"nan",25,"nan","nan"
theia6242,"nan",125,"nan","nan"
theia625,"nan",104,"nan","nan"
theia638,"nan",93,"nan","nan"
theia643,"nan",136,"nan","nan"
theia648,"nan",25,"nan","nan"
theia649,"nan",79,"nan","nan"
theia65,"nan",37,"nan","nan"
theia651,"nan",54,"nan","nan"
theia652,"nan",34,"nan","nan"
theia659,"nan",67,"nan","nan"
theia6599,"nan",96,"nan","nan"
theia66,"nan",39,"nan","nan"
theia665,"nan",74,"nan","nan"
theia667,"nan",202,"nan","nan"
theia6680,"nan",47,"nan","nan"
theia669,"nan",25,"nan","nan"
theia67,"nan",56,"nan","nan"
theia68,"nan",40,"nan","nan"
theia684,"nan",36,"nan","nan"
theia69,"nan",31,"nan","nan"
theia696,"nan",64,"nan","nan"
theia6978,"nan",161,"nan","nan"
theia6979,"nan",33,"nan","nan"
theia698,"nan",59,"nan","nan"
theia6999,"nan",107,"nan","nan"
theia7,"nan",47,"nan","nan"
theia70,"nan",78,"nan","nan"
theia701,"nan",74,"nan","nan"
theia7028,"nan",32,"nan","nan"
theia704,"nan",30,"nan","nan"
theia7057,"nan",43,"nan","nan"
theia708,"nan",56,"nan","nan"
theia7082,"nan",45,"nan","nan"
theia71,"nan",25,"nan","nan"
theia710,"nan",45,"nan","nan"
theia711,"nan",105,"nan","nan"
theia713,"nan",117,"nan","nan"
theia72,"nan",140,"nan","nan"
theia729,"nan",38,"nan","nan"
theia73,"nan",26,"nan","nan"
theia738,"nan",25,"nan","nan"
theia743,"nan",105,"nan","nan"
theia745,"nan",25,"nan","nan"
theia746,"nan",61,"nan","nan"
theia7478,"nan",39,"nan","nan"
theia7490,"nan",41,"nan","nan"
theia752,"nan",28,"nan","nan"
theia754,"nan",572,"nan","nan"
theia7580,"nan",57,"nan","nan"
theia759,"nan",149,"nan","nan"
theia7593,"nan",74,"nan","nan"
theia766,"nan",60,"nan","nan"
theia7673,"nan",54,"nan","nan"
theia771,"nan",66,"nan","nan"
theia773,"nan",76,"nan","nan"
theia775,"nan",85,"nan","nan"
theia776,"nan",25,"nan","nan"
theia7778,"nan",47,"nan","nan"
theia780,"nan",74,"nan","nan"
theia782,"nan",49,"nan","nan"
theia792,"nan",119,"nan","nan"
theia7938,"nan",80,"nan","nan"
theia8,"nan",75,"nan","nan"
theia80,"nan",25,"nan","nan"
theia8014,"nan",33,"nan","nan"
theia8068,"nan",50,"nan","nan"
theia807,"nan",104,"nan","nan"
theia8106,"nan",74,"nan","nan"
theia817,"nan",120,"nan","nan"
theia818,"nan",35,"nan","nan"
theia822,"nan",50,"nan","nan"
theia824,"nan",240,"nan","nan"
theia828,"nan",56,"nan","nan"
theia833,"nan",25,"nan","nan"
theia834,"nan",61,"nan","nan"
theia836,"nan",110,"nan","nan"
theia844,"nan",77,"nan","nan"
theia85,"nan",47,"nan","nan"
theia850,"nan",121,"nan","nan"
theia856,"nan",51,"nan","nan"
theia862,"nan",175,"nan","nan"
theia863,"nan",77,"nan","nan"
theia865,"nan",48,"nan","nan"
theia872,"nan",58,"nan","nan"
theia873,"nan",51,"nan","nan"
theia874,"nan",57,"nan","nan"
theia882,"nan",37,"nan","nan"
theia888,"nan",27,"nan","nan"
theia89,"nan",67,"nan","nan"
theia896,"nan",59,"nan","nan"
theia900,"nan",52,"nan","nan"
theia903,"nan",65,"nan","nan"
theia925,"nan",49,"nan","nan"
theia93,"nan",91,"nan","nan"
theia933,"nan",25,"nan","nan"
theia953,"nan",147,"nan","nan"
theia954,"nan",25,"nan","nan"
theia96,"nan",140,"nan","nan"
theia962,"nan",25,"nan","nan"
theia97,"nan",449,"nan","nan"
theia974,"nan",69,"nan","nan"
theia978,"nan",66,"nan","nan"
theia98,"nan",86,"nan","nan"
theia980,"nan",126,"nan","nan"
theia984,"nan",90,"nan","nan"
theia986,"nan",139,"nan","nan"
theia990,"nan",65,"nan","nan"
trapezium,"nan",50,"nan","nan"
trumpler28,"nan",250,"nan","nan"
ubc1,"nan","nan",3,"nan"
ubc100,"nan",166,"nan","nan"
ubc1001,"nan",46,"nan","nan"
ubc1002,"nan",113,"nan","nan"
ubc1003,"nan",70,"nan","nan"
ubc1004,"nan",707,"nan","nan"
ubc1005,"nan",49,"nan","nan"
ubc1006,"nan",225,"nan","nan"
ubc1007,"nan",66,"nan","nan"
ubc1008,"nan",25,"nan","nan"
ubc1009,"nan",73,"nan","nan"
ubc101,"nan",119,"nan","nan"
ubc1010,"nan",85,"nan","nan"
ubc1011,"nan",309,"nan","nan"
ubc1012,"nan",102,"nan","nan"
ubc1013,"nan",80,"nan","nan"
ubc1014,"nan",44,"nan","nan"
ubc1015,"nan",904,"nan","nan"
ubc1016,"nan",66,"nan","nan"
ubc1017,"nan",32,"nan","nan"
ubc1018,"nan",425,"nan","nan"
ubc1019,"nan",161,"nan","nan"
ubc102,"nan",69,"nan","nan"
ubc1020,"nan",318,"nan","nan"
ubc1021,"nan",109,"nan","nan"
ubc1022,"nan",60,"nan","nan"
ubc1023,"nan",64,"nan","nan"
ubc1024,"nan",155,"nan","nan"
ubc1025,"nan",72,"nan","nan"
ubc1026,"nan",143,"nan","nan"
ubc1027,"nan",366,"nan","nan"
ubc1028,"nan",86,"nan","nan"
ubc1029,"nan",79,"nan","nan"
ubc103,100,"nan","nan","nan"
ubc1030,"nan",63,"nan","nan"
ubc1031,"nan",130,"nan","nan"
ubc1032,"nan",38,"nan","nan"
ubc1033,"nan",41,"nan","nan"
ubc1034,"nan",123,"nan","nan"
ubc1035,"nan",179,"nan","nan"
ubc1036,"nan",163,"nan","nan"
ubc1037,"nan",92,"nan","nan"
ubc1038,"nan",74,"nan","nan"
ubc1039,"nan",92,"nan","nan"
ubc104,"nan",132,"nan","nan"
ubc1040,75,"nan","nan","nan"
ubc1041,"nan",56,"nan","nan"
ubc1042,"nan",109,"nan","nan"
ubc1043,"nan",59,"nan","nan"
ubc1044,"nan",93,"nan","nan"
ubc1045,"nan",67,"nan","nan"
ubc1046,"nan",65,"nan","nan"
ubc1047,"nan",38,"nan","nan"
ubc1048,"nan",53,"nan","nan"
ubc1049,"nan",174,"nan","nan"
ubc105,"nan",123,"nan","nan"
ubc1050,"nan",34,"nan","nan"
ubc1051,100,"nan","nan","nan"
ubc1052,"nan",59,"nan","nan"
ubc1053,"nan",110,"nan","nan"
ubc1054,"nan",43,"nan","nan"
ubc1055,"nan",76,"nan","nan"
ubc1056,"nan",53,"nan","nan"
ubc1057,"nan",174,"nan","nan"
ubc1058,"nan",94,"nan","nan"
ubc1059,"nan",44,"nan","nan"
ubc106,"nan",664,"nan","nan"
ubc1060,"nan",81,"nan","nan"
ubc1061,"nan",91,"nan","nan"
ubc1062,"nan",96,"nan","nan"
ubc1063,"nan",76,"nan","nan"
ubc1064,"nan",138,"nan","nan"
ubc1065,"nan",27,"nan","nan"
ubc1066,"nan",78,"nan","nan"
ubc1067,"nan",96,"nan","nan"
ubc1068,"nan",34,"nan","nan"
ubc1069,"nan",68,"nan","nan"
ubc107,"nan",174,"nan","nan"
ubc1070,"nan",46,"nan","nan"
ubc1071,"nan",28,"nan","nan"
ubc1072,"nan",145,"nan","nan"
ubc1073,"nan",164,"nan","nan"
ubc1074,"nan",35,"nan","nan"
ubc1075,"nan",74,"nan","nan"
ubc1076,"nan",41,"nan","nan"
ubc1077,"nan",92,"nan","nan"
ubc1078,"nan",78,"nan","nan"
ubc1079,"nan",44,"nan","nan"
ubc108,"nan",127,"nan","nan"
ubc1080,"nan",176,"nan","nan"
ubc1081,"nan",83,"nan","nan"
ubc1082,"nan",59,"nan","nan"
ubc1083,"nan",28,"nan","nan"
ubc1084,"nan",124,"nan","nan"
ubc1085,"nan",85,"nan","nan"
ubc1086,"nan",33,"nan","nan"
ubc1087,"nan",59,"nan","nan"
ubc1088,"nan",52,"nan","nan"
ubc1089,"nan",56,"nan","nan"
ubc1090,"nan",60,"nan","nan"
ubc1091,"nan",97,"nan","nan"
ubc1092,"nan",74,"nan","nan"
ubc1093,"nan",73,"nan","nan"
ubc1094,"nan",126,"nan","nan"
ubc1095,"nan",68,"nan","nan"
ubc1096,"nan",41,"nan","nan"
ubc1097,"nan",97,"nan","nan"
ubc1098,"nan",30,"nan","nan"
ubc1099,75,"nan","nan","nan"
ubc10a,"nan",27,"nan","nan"
ubc10b,"nan",112,"nan","nan"
ubc11,"nan",155,"nan","nan"
ubc110,"nan",133,"nan","nan"
ubc1100,"nan",72,"nan","nan"
ubc1101,"nan",92,"nan","nan"
ubc1102,"nan",82,"nan","nan"
ubc1103,"nan",107,"nan","nan"
ubc1104,"nan",75,"nan","nan"
ubc1105,"nan",91,"nan","nan"
ubc1106,"nan",56,"nan","nan"
ubc1107,"nan",49,"nan","nan"
ubc1108,"nan",129,"nan","nan"
ubc1109,"nan",51,"nan","nan"
ubc1110,"nan",60,"nan","nan"
ubc1111,"nan",44,"nan","nan"
ubc1112,"nan",73,"nan","nan"
ubc1113,"nan",52,"nan","nan"
ubc1114,"nan",38,"nan","nan"
ubc1115,"nan",59,"nan","nan"
ubc1116,"nan",64,"nan","nan"
ubc1117,"nan",44,"nan","nan"
ubc1118,"nan",305,"nan","nan"
ubc1119,"nan",41,"nan","nan"
ubc1120,"nan",33,"nan","nan"
ubc1121,"nan",42,"nan","nan"
ubc1122,"nan",37,"nan","nan"
ubc1123,"nan",41,"nan","nan"
ubc1124,"nan",52,"nan","nan"
ubc1125,"nan",54,"nan","nan"
ubc1126,"nan",57,"nan","nan"
ubc1127,"nan",46,"nan","nan"
ubc1128,"nan",42,"nan","nan"
ubc1129,"nan",38,"nan","nan"
ubc113,"nan",221,"nan","nan"
ubc1130,"nan",89,"nan","nan"
ubc1131,"nan",155,"nan","nan"
ubc1132,"nan",43,"nan","nan"
ubc1133,"nan",94,"nan","nan"
ubc1134,"nan",65,"nan","nan"
ubc1135,"nan",126,"nan","nan"
ubc1136,"nan",70,"nan","nan"
ubc1137,"nan",38,"nan","nan"
ubc1138,"nan",53,"nan","nan"
ubc1139,"nan",54,"nan","nan"
ubc114,"nan",109,"nan","nan"
ubc1140,"nan",75,"nan","nan"
ubc1141,"nan",67,"nan","nan"
ubc1142,"nan",61,"nan","nan"
ubc1143,"nan",123,"nan","nan"
ubc1144,"nan",80,"nan","nan"
ubc1145,"nan",60,"nan","nan"
ubc1146,"nan",87,"nan","nan"
ubc1147,"nan",81,"nan","nan"
ubc1148,"nan",40,"nan","nan"
ubc1149,"nan",66,"nan","nan"
ubc1150,"nan",55,"nan","nan"
ubc1151,"nan",58,"nan","nan"
ubc1152,"nan",48,"nan","nan"
ubc1153,"nan",50,"nan","nan"
ubc1154,"nan",60,"nan","nan"
ubc1155,"nan",25,"nan","nan"
ubc1156,"nan",27,"nan","nan"
ubc1157,"nan",58,"nan","nan"
ubc1158,"nan",35,"nan","nan"
ubc1159,"nan",88,"nan","nan"
ubc1160,"nan",112,"nan","nan"
ubc1161,"nan",59,"nan","nan"
ubc1162,"nan",49,"nan","nan"
ubc1163,"nan",207,"nan","nan"
ubc1164,"nan",25,"nan","nan"
ubc1165,"nan",99,"nan","nan"
ubc1166,"nan",38,"nan","nan"
ubc1167,"nan",36,"nan","nan"
ubc1168,"nan",51,"nan","nan"
ubc1169,"nan",72,"nan","nan"
ubc1170,"nan",25,"nan","nan"
ubc1171,"nan",48,"nan","nan"
ubc1172,"nan",105,"nan","nan"
ubc1173,"nan",45,"nan","nan"
ubc1174,"nan",26,"nan","nan"
ubc1175,"nan",76,"nan","nan"
ubc1176,"nan",41,"nan","nan"
ubc1177,"nan",47,"nan","nan"
ubc1178,"nan",48,"nan","nan"
ubc1179,"nan",25,"nan","nan"
ubc118,"nan",156,"nan","nan"
ubc1180,"nan",52,"nan","nan"
ubc1181,"nan",43,"nan","nan"
ubc1182,"nan",114,"nan","nan"
ubc1183,"nan",45,"nan","nan"
ubc1184,"nan",113,"nan","nan"
ubc1185,"nan",106,"nan","nan"
ubc1186,"nan",51,"nan","nan"
ubc1187,"nan",28,"nan","nan"
ubc1188,"nan",25,"nan","nan"
ubc1189,"nan",40,"nan","nan"
ubc119,"nan",113,"nan","nan"
ubc1190,"nan",52,"nan","nan"
ubc1191,"nan",75,"nan","nan"
ubc1192,"nan",54,"nan","nan"
ubc1193,"nan",41,"nan","nan"
ubc1194,50,"nan","nan","nan"
ubc1195,"nan",123,"nan","nan"
ubc1196,"nan",57,"nan","nan"
ubc1197,"nan",27,"nan","nan"
ubc1198,"nan",49,"nan","nan"
ubc1199,"nan",66,"nan","nan"
ubc120,"nan",95,"nan","nan"
ubc1200,"nan",70,"nan","nan"
ubc1201,"nan",72,"nan","nan"
ubc1202,"nan",81,"nan","nan"
ubc1203,"nan",40,"nan","nan"
ubc1204,"nan",62,"nan","nan"
ubc1205,"nan",82,"nan","nan"
ubc1206,"nan",25,"nan","nan"
ubc1207,50,"nan","nan","nan"
ubc1208,125,"nan","nan","nan"
ubc1209,"nan",304,"nan","nan"
ubc121,"nan",161,"nan","nan"
ubc1210,"nan",59,"nan","nan"
ubc1211,"nan",90,"nan","nan"
ubc1212,"nan",62,"nan","nan"
ubc1213,"nan",32,"nan","nan"
ubc1214,"nan",33,"nan","nan"
ubc1215,"nan",53,"nan","nan"
ubc1216,"nan",73,"nan","nan"
ubc1217,"nan",28,"nan","nan"
ubc1218,"nan",97,"nan","nan"
ubc1219,"nan",52,"nan","nan"
ubc122,"nan",196,"nan","nan"
ubc1220,"nan",46,"nan","nan"
ubc1221,"nan",48,"nan","nan"
ubc1222,"nan",87,"nan","nan"
ubc1223,"nan",43,"nan","nan"
ubc1224,"nan",64,"nan","nan"
ubc1225,"nan",64,"nan","nan"
ubc1226,"nan",74,"nan","nan"
ubc1227,"nan",32,"nan","nan"
ubc1228,"nan",43,"nan","nan"
ubc1229,"nan",77,"nan","nan"
ubc123,"nan",133,"nan","nan"
ubc1230,"nan",37,"nan","nan"
ubc1231,"nan",46,"nan","nan"
ubc1232,50,"nan","nan","nan"
ubc1233,"nan",60,"nan","nan"
ubc1234,"nan",39,"nan","nan"
ubc1235,100,"nan","nan","nan"
ubc1236,"nan",179,"nan","nan"
ubc1237,"nan",40,"nan","nan"
ubc1238,"nan",38,"nan","nan"
ubc1239,"nan",35,"nan","nan"
ubc124,"nan",141,"nan","nan"
ubc1240,"nan",75,"nan","nan"
ubc1241,"nan",61,"nan","nan"
ubc1242,"nan",93,"nan","nan"
ubc1243,"nan",42,"nan","nan"
ubc1244,"nan",169,"nan","nan"
ubc1245,"nan",48,"nan","nan"
ubc1246,"nan",105,"nan","nan"
ubc1247,"nan",55,"nan","nan"
ubc1248,"nan",91,"nan","nan"
ubc1249,"nan",156,"nan","nan"
ubc125,"nan",96,"nan","nan"
ubc1250,"nan",80,"nan","nan"
ubc1251,"nan",39,"nan","nan"
ubc1252,"nan",49,"nan","nan"
ubc1253,"nan",58,"nan","nan"
ubc1254,"nan",112,"nan","nan"
ubc1255,"nan",86,"nan","nan"
ubc1256,"nan",91,"nan","nan"
ubc1257,"nan",27,"nan","nan"
