"fname","N_clust","N_clust_max","Nbox","frame_limit"
cwnu4413,"nan",47,"nan","nan"
cwnu4414,"nan",86,"nan","nan"
cwnu4415,"nan",50,"nan","nan"
cwnu4416,"nan",112,"nan","nan"
cwnu4417,"nan",274,"nan","nan"
cwnu4418,"nan",120,"nan","nan"
cwnu4419,"nan",139,"nan","nan"
cwnu442,"nan",73,"nan","nan"
cwnu4420,"nan",260,"nan","nan"
cwnu4421,"nan",85,"nan","nan"
cwnu4422,"nan",231,"nan","nan"
cwnu4423,"nan",44,"nan","nan"
cwnu4424,"nan",56,"nan","nan"
cwnu4425,"nan",53,"nan","nan"
cwnu4426,"nan",263,"nan","nan"
cwnu4427,"nan",63,"nan","nan"
cwnu4428,"nan",202,"nan","nan"
cwnu4429,"nan",71,"nan","nan"
cwnu443,"nan",54,"nan","nan"
cwnu4430,"nan",36,"nan","nan"
cwnu4431,"nan",58,"nan","nan"
cwnu4432,"nan",58,"nan","nan"
cwnu4433,"nan",63,"nan","nan"
cwnu4434,"nan",64,"nan","nan"
cwnu4435,"nan",63,"nan","nan"
cwnu4436,"nan",100,"nan","nan"
cwnu4437,"nan",108,"nan","nan"
cwnu4438,"nan",360,"nan","nan"
cwnu4439,"nan",78,"nan","nan"
cwnu444,"nan",64,"nan","nan"
cwnu4440,"nan",64,"nan","nan"
cwnu4441,"nan",65,"nan","nan"
cwnu4442,"nan",112,"nan","nan"
cwnu4443,"nan",130,"nan","nan"
cwnu4444,"nan",55,"nan","nan"
cwnu4445,"nan",81,"nan","nan"
cwnu4446,"nan",59,"nan","nan"
cwnu4447,"nan",121,"nan","nan"
cwnu4448,"nan",166,"nan","nan"
cwnu4449,"nan",141,"nan","nan"
cwnu445,"nan",68,"nan","nan"
cwnu4450,"nan",80,"nan","nan"
cwnu4451,"nan",79,"nan","nan"
cwnu4452,"nan",81,"nan","nan"
cwnu4453,"nan",70,"nan","nan"
cwnu4454,"nan",86,"nan","nan"
cwnu4455,"nan",85,"nan","nan"
cwnu4456,"nan",270,"nan","nan"
cwnu4457,"nan",30,"nan","nan"
cwnu4458,"nan",364,"nan","nan"
cwnu4459,"nan",54,"nan","nan"
cwnu446,"nan",184,"nan","nan"
cwnu4460,"nan",50,"nan","nan"
cwnu4461,"nan",65,"nan","nan"
cwnu4462,"nan",43,"nan","nan"
cwnu4463,"nan",82,"nan","nan"
cwnu4464,"nan",47,"nan","nan"
cwnu4465,"nan",56,"nan","nan"
cwnu4466,"nan",65,"nan","nan"
cwnu4467,"nan",65,"nan","nan"
cwnu4468,"nan",52,"nan","nan"
cwnu4469,"nan",60,"nan","nan"
cwnu447,"nan",73,"nan","nan"
cwnu4470,"nan",258,"nan","nan"
cwnu4471,"nan",52,"nan","nan"
cwnu4472,"nan",45,"nan","nan"
cwnu4473,"nan",70,"nan","nan"
cwnu4474,"nan",111,"nan","nan"
cwnu4475,"nan",93,"nan","nan"
cwnu4476,"nan",130,"nan","nan"
cwnu4477,"nan",70,"nan","nan"
cwnu4478,"nan",139,"nan","nan"
cwnu4479,"nan",56,"nan","nan"
cwnu448,"nan",64,"nan","nan"
cwnu4480,"nan",138,"nan","nan"
cwnu4481,"nan",79,"nan","nan"
cwnu4482,"nan",43,"nan","nan"
cwnu4483,"nan",56,"nan","nan"
cwnu4484,"nan",84,"nan","nan"
cwnu4485,"nan",35,"nan","nan"
cwnu4486,"nan",50,"nan","nan"
cwnu4487,"nan",109,"nan","nan"
cwnu4488,"nan",57,"nan","nan"
cwnu4489,"nan",177,"nan","nan"
cwnu449,"nan",59,"nan","nan"
cwnu4490,"nan",181,"nan","nan"
cwnu4492,"nan",132,"nan","nan"
cwnu4493,"nan",53,"nan","nan"
cwnu4494,"nan",162,"nan","nan"
cwnu4495,"nan",238,"nan","nan"
cwnu4496,"nan",276,"nan","nan"
cwnu4497,"nan",133,"nan","nan"
cwnu4498,"nan",59,"nan","nan"
cwnu4499,"nan",69,"nan","nan"
cwnu45,"nan",51,"nan","nan"
cwnu450,"nan",92,"nan","nan"
cwnu4500,"nan",59,"nan","nan"
cwnu4501,"nan",59,"nan","nan"
cwnu4502,"nan",140,"nan","nan"
cwnu4503,"nan",70,"nan","nan"
cwnu4504,"nan",144,"nan","nan"
cwnu4505,"nan",145,"nan","nan"
cwnu4506,"nan",73,"nan","nan"
cwnu4507,"nan",69,"nan","nan"
cwnu4508,"nan",71,"nan","nan"
cwnu4509,"nan",65,"nan","nan"
cwnu451,"nan",60,"nan","nan"
cwnu4510,"nan",59,"nan","nan"
cwnu4511,"nan",164,"nan","nan"
cwnu4512,"nan",162,"nan","nan"
cwnu4513,"nan",161,"nan","nan"
cwnu4514,"nan",79,"nan","nan"
cwnu4515,"nan",241,"nan","nan"
cwnu4516,"nan",73,"nan","nan"
cwnu4517,"nan",57,"nan","nan"
cwnu4518,"nan",58,"nan","nan"
cwnu4519,"nan",124,"nan","nan"
cwnu452,"nan",68,"nan","nan"
cwnu4520,"nan",64,"nan","nan"
cwnu4521,"nan",39,"nan","nan"
cwnu4522,"nan",61,"nan","nan"
cwnu4523,"nan",91,"nan","nan"
cwnu4524,"nan",119,"nan","nan"
cwnu4525,"nan",91,"nan","nan"
cwnu4526,"nan",179,"nan","nan"
cwnu4527,"nan",68,"nan","nan"
cwnu4528,"nan",127,"nan","nan"
cwnu4529,"nan",238,"nan","nan"
cwnu453,"nan",60,"nan","nan"
cwnu4530,"nan",194,"nan","nan"
cwnu4531,"nan",124,"nan","nan"
cwnu4532,"nan",53,"nan","nan"
cwnu4533,"nan",85,"nan","nan"
cwnu4534,"nan",121,"nan","nan"
cwnu4535,"nan",190,"nan","nan"
cwnu4536,"nan",84,"nan","nan"
cwnu4537,"nan",53,"nan","nan"
cwnu4538,"nan",81,"nan","nan"
cwnu4539,"nan",118,"nan","nan"
cwnu454,"nan",48,"nan","nan"
cwnu4540,"nan",188,"nan","nan"
cwnu4541,"nan",203,"nan","nan"
cwnu4542,"nan",97,"nan","nan"
cwnu4543,"nan",95,"nan","nan"
cwnu4544,"nan",210,"nan","nan"
cwnu4545,"nan",96,"nan","nan"
cwnu4546,"nan",52,"nan","nan"
cwnu4547,"nan",108,"nan","nan"
cwnu4548,"nan",86,"nan","nan"
cwnu4549,"nan",52,"nan","nan"
cwnu455,"nan",59,"nan","nan"
cwnu4550,"nan",237,"nan","nan"
cwnu4551,"nan",49,"nan","nan"
cwnu4552,"nan",115,"nan","nan"
cwnu4553,"nan",133,"nan","nan"
cwnu4554,"nan",341,"nan","nan"
cwnu4555,"nan",168,"nan","nan"
cwnu4556,"nan",381,"nan","nan"
cwnu4557,"nan",166,"nan","nan"
cwnu4558,"nan",320,"nan","nan"
cwnu4559,"nan",380,"nan","nan"
cwnu456,"nan",110,"nan","nan"
cwnu4560,"nan",233,"nan","nan"
cwnu4561,"nan",52,"nan","nan"
cwnu4562,"nan",124,"nan","nan"
cwnu4563,"nan",79,"nan","nan"
cwnu4564,"nan",75,"nan","nan"
cwnu4565,"nan",146,"nan","nan"
cwnu4566,"nan",160,"nan","nan"
cwnu4567,"nan",134,"nan","nan"
cwnu4568,"nan",91,"nan","nan"
cwnu4569,"nan",98,"nan","nan"
cwnu457,"nan",52,"nan","nan"
cwnu4570,"nan",90,"nan","nan"
cwnu4571,"nan",81,"nan","nan"
cwnu4572,"nan",77,"nan","nan"
cwnu4573,"nan",53,"nan","nan"
cwnu4574,"nan",193,"nan","nan"
cwnu4575,"nan",37,"nan","nan"
cwnu4576,"nan",101,"nan","nan"
cwnu4577,"nan",54,"nan","nan"
cwnu4578,"nan",43,"nan","nan"
cwnu4579,"nan",169,"nan","nan"
cwnu458,"nan",54,"nan","nan"
cwnu4580,"nan",95,"nan","nan"
cwnu4581,"nan",92,"nan","nan"
cwnu4582,"nan",41,"nan","nan"
cwnu4583,"nan",143,"nan","nan"
cwnu4584,"nan",42,"nan","nan"
cwnu4585,"nan",56,"nan","nan"
cwnu4586,"nan",25,"nan","nan"
cwnu4587,"nan",41,"nan","nan"
cwnu4588,"nan",55,"nan","nan"
cwnu4589,"nan",43,"nan","nan"
cwnu459,"nan",75,"nan","nan"
cwnu4590,"nan",51,"nan","nan"
cwnu4591,"nan",133,"nan","nan"
cwnu4592,"nan",147,"nan","nan"
cwnu4593,"nan",57,"nan","nan"
cwnu4594,"nan",88,"nan","nan"
cwnu4595,"nan",73,"nan","nan"
cwnu4596,"nan",109,"nan","nan"
cwnu4597,"nan",55,"nan","nan"
cwnu4598,"nan",55,"nan","nan"
cwnu4599,"nan",63,"nan","nan"
cwnu46,"nan",48,"nan","nan"
cwnu460,"nan",68,"nan","nan"
cwnu4600,"nan",54,"nan","nan"
cwnu4601,"nan",79,"nan","nan"
cwnu4602,"nan",176,"nan","nan"
cwnu4603,"nan",79,"nan","nan"
cwnu4604,"nan",45,"nan","nan"
cwnu4605,"nan",80,"nan","nan"
cwnu4606,"nan",56,"nan","nan"
cwnu4607,"nan",176,"nan","nan"
cwnu4608,"nan",240,"nan","nan"
cwnu4609,"nan",150,"nan","nan"
cwnu461,"nan",110,"nan","nan"
cwnu4610,"nan",99,"nan","nan"
cwnu4611,"nan",109,"nan","nan"
cwnu4612,"nan",52,"nan","nan"
cwnu4613,"nan",67,"nan","nan"
cwnu4614,"nan",168,"nan","nan"
cwnu4615,"nan",67,"nan","nan"
cwnu4616,"nan",33,"nan","nan"
cwnu4617,"nan",154,"nan","nan"
cwnu4618,"nan",76,"nan","nan"
cwnu4619,"nan",62,"nan","nan"
cwnu462,"nan",121,"nan","nan"
cwnu4620,"nan",46,"nan","nan"
cwnu4621,"nan",44,"nan","nan"
cwnu4622,"nan",70,"nan","nan"
cwnu4623,"nan",66,"nan","nan"
cwnu4624,"nan",66,"nan","nan"
cwnu4625,"nan",53,"nan","nan"
cwnu4626,"nan",90,"nan","nan"
cwnu4627,"nan",57,"nan","nan"
cwnu4628,"nan",59,"nan","nan"
cwnu4629,"nan",55,"nan","nan"
cwnu463,"nan",102,"nan","nan"
cwnu4631,"nan",60,"nan","nan"
cwnu4632,"nan",102,"nan","nan"
cwnu4633,"nan",164,"nan","nan"
cwnu4634,"nan",58,"nan","nan"
cwnu4635,"nan",315,"nan","nan"
cwnu4636,"nan",371,"nan","nan"
cwnu4637,"nan",354,"nan","nan"
cwnu4638,"nan",312,"nan","nan"
cwnu4639,"nan",231,"nan","nan"
cwnu464,"nan",51,"nan","nan"
cwnu4640,"nan",335,"nan","nan"
cwnu4641,"nan",293,"nan","nan"
cwnu4642,"nan",322,"nan","nan"
cwnu4643,"nan",321,"nan","nan"
cwnu4644,"nan",206,"nan","nan"
cwnu4645,"nan",63,"nan","nan"
cwnu4646,"nan",214,"nan","nan"
cwnu4647,"nan",95,"nan","nan"
cwnu4648,"nan",51,"nan","nan"
cwnu4649,"nan",235,"nan","nan"
cwnu465,"nan",126,"nan","nan"
cwnu4650,"nan",205,"nan","nan"
cwnu4651,"nan",209,"nan","nan"
cwnu4652,"nan",51,"nan","nan"
cwnu4653,"nan",96,"nan","nan"
cwnu4654,"nan",96,"nan","nan"
cwnu4655,"nan",66,"nan","nan"
cwnu4656,"nan",505,"nan","nan"
cwnu4657,"nan",64,"nan","nan"
cwnu4658,"nan",186,"nan","nan"
cwnu4659,"nan",68,"nan","nan"
cwnu466,"nan",51,"nan","nan"
cwnu4660,"nan",465,"nan","nan"
cwnu4661,"nan",214,"nan","nan"
cwnu4662,"nan",68,"nan","nan"
cwnu4663,"nan",93,"nan","nan"
cwnu4664,"nan",71,"nan","nan"
cwnu4665,"nan",54,"nan","nan"
cwnu4666,"nan",479,"nan","nan"
cwnu4667,"nan",108,"nan","nan"
cwnu4668,"nan",59,"nan","nan"
cwnu4669,"nan",90,"nan","nan"
cwnu467,"nan",203,"nan","nan"
cwnu4670,"nan",266,"nan","nan"
cwnu4671,"nan",54,"nan","nan"
cwnu4672,"nan",80,"nan","nan"
cwnu4673,"nan",219,"nan","nan"
cwnu4674,"nan",166,"nan","nan"
cwnu4675,"nan",137,"nan","nan"
cwnu4676,"nan",77,"nan","nan"
cwnu4677,"nan",296,"nan","nan"
cwnu4678,"nan",102,"nan","nan"
cwnu4679,"nan",117,"nan","nan"
cwnu468,"nan",52,"nan","nan"
cwnu4680,"nan",74,"nan","nan"
cwnu4681,"nan",72,"nan","nan"
cwnu4682,"nan",72,"nan","nan"
cwnu4683,"nan",41,"nan","nan"
cwnu4684,"nan",72,"nan","nan"
cwnu4685,"nan",232,"nan","nan"
cwnu4686,"nan",235,"nan","nan"
cwnu4687,"nan",119,"nan","nan"
cwnu4688,"nan",86,"nan","nan"
cwnu4689,"nan",86,"nan","nan"
cwnu469,"nan",67,"nan","nan"
cwnu4690,"nan",55,"nan","nan"
cwnu4691,"nan",49,"nan","nan"
cwnu4692,"nan",145,"nan","nan"
cwnu4693,"nan",53,"nan","nan"
cwnu4694,"nan",194,"nan","nan"
cwnu4695,"nan",194,"nan","nan"
cwnu4696,"nan",239,"nan","nan"
cwnu4697,"nan",85,"nan","nan"
cwnu4698,"nan",52,"nan","nan"
cwnu4699,"nan",71,"nan","nan"
cwnu47,"nan",65,"nan","nan"
cwnu470,"nan",56,"nan","nan"
cwnu4700,"nan",105,"nan","nan"
cwnu4701,"nan",393,"nan","nan"
cwnu4702,"nan",42,"nan","nan"
cwnu4703,"nan",118,"nan","nan"
cwnu4704,"nan",93,"nan","nan"
cwnu4705,"nan",120,"nan","nan"
cwnu4706,"nan",164,"nan","nan"
cwnu4707,"nan",283,"nan","nan"
cwnu4708,"nan",189,"nan","nan"
cwnu4709,"nan",61,"nan","nan"
cwnu471,"nan",49,"nan","nan"
cwnu4710,"nan",64,"nan","nan"
cwnu4711,"nan",120,"nan","nan"
cwnu4712,"nan",353,"nan","nan"
cwnu4713,"nan",82,"nan","nan"
cwnu4714,"nan",106,"nan","nan"
cwnu4715,"nan",119,"nan","nan"
cwnu4716,"nan",52,"nan","nan"
cwnu4717,"nan",87,"nan","nan"
cwnu4718,"nan",32,"nan","nan"
cwnu4719,"nan",150,"nan","nan"
cwnu472,"nan",60,"nan","nan"
cwnu4720,"nan",88,"nan","nan"
cwnu4721,"nan",201,"nan","nan"
cwnu4722,"nan",150,"nan","nan"
cwnu4723,"nan",111,"nan","nan"
cwnu4724,"nan",175,"nan","nan"
cwnu4725,"nan",124,"nan","nan"
cwnu4726,"nan",227,"nan","nan"
cwnu4727,"nan",66,"nan","nan"
cwnu4728,"nan",122,"nan","nan"
cwnu4729,"nan",53,"nan","nan"
cwnu473,"nan",60,"nan","nan"
cwnu4730,"nan",293,"nan","nan"
cwnu4731,"nan",175,"nan","nan"
cwnu4732,"nan",116,"nan","nan"
cwnu4733,"nan",197,"nan","nan"
cwnu4734,"nan",204,"nan","nan"
cwnu4735,"nan",86,"nan","nan"
cwnu4736,"nan",371,"nan","nan"
cwnu4737,"nan",241,"nan","nan"
cwnu4738,"nan",81,"nan","nan"
cwnu4739,"nan",45,"nan","nan"
cwnu474,"nan",54,"nan","nan"
cwnu4740,"nan",85,"nan","nan"
cwnu4741,"nan",107,"nan","nan"
cwnu4742,"nan",170,"nan","nan"
cwnu4743,"nan",50,"nan","nan"
cwnu4744,"nan",499,"nan","nan"
cwnu4745,"nan",70,"nan","nan"
cwnu4746,"nan",159,"nan","nan"
cwnu4747,"nan",63,"nan","nan"
cwnu4748,"nan",40,"nan","nan"
cwnu4749,"nan",130,"nan","nan"
cwnu475,"nan",48,"nan","nan"
cwnu4750,"nan",326,"nan","nan"
cwnu4751,"nan",422,"nan","nan"
cwnu4752,"nan",131,"nan","nan"
cwnu4753,"nan",279,"nan","nan"
cwnu4754,"nan",250,"nan","nan"
cwnu4755,"nan",72,"nan","nan"
cwnu4756,"nan",208,"nan","nan"
cwnu4757,"nan",70,"nan","nan"
cwnu4758,"nan",43,"nan","nan"
cwnu4759,"nan",63,"nan","nan"
cwnu476,"nan",171,"nan","nan"
cwnu4760,"nan",246,"nan","nan"
cwnu4761,"nan",431,"nan","nan"
cwnu4762,"nan",455,"nan","nan"
cwnu4763,"nan",469,"nan","nan"
cwnu4764,"nan",152,"nan","nan"
cwnu4765,"nan",136,"nan","nan"
cwnu4766,"nan",35,"nan","nan"
cwnu4767,"nan",473,"nan","nan"
cwnu4768,"nan",32,"nan","nan"
cwnu4769,"nan",30,"nan","nan"
cwnu477,"nan",48,"nan","nan"
cwnu4770,"nan",30,"nan","nan"
cwnu4771,"nan",30,"nan","nan"
cwnu4772,"nan",34,"nan","nan"
cwnu4773,"nan",36,"nan","nan"
cwnu4774,"nan",34,"nan","nan"
cwnu4775,"nan",34,"nan","nan"
cwnu4776,"nan",28,"nan","nan"
cwnu4777,"nan",34,"nan","nan"
cwnu4778,"nan",34,"nan","nan"
cwnu4779,"nan",33,"nan","nan"
cwnu478,"nan",49,"nan","nan"
cwnu4780,"nan",27,"nan","nan"
cwnu4781,"nan",37,"nan","nan"
cwnu4782,"nan",33,"nan","nan"
cwnu4783,"nan",35,"nan","nan"
cwnu4784,"nan",200,"nan","nan"
cwnu4785,"nan",199,"nan","nan"
cwnu4786,"nan",310,"nan","nan"
cwnu4787,"nan",93,"nan","nan"
cwnu4788,"nan",77,"nan","nan"
cwnu4789,"nan",75,"nan","nan"
cwnu479,"nan",86,"nan","nan"
cwnu4790,"nan",73,"nan","nan"
cwnu4791,"nan",62,"nan","nan"
cwnu4792,"nan",58,"nan","nan"
cwnu4793,"nan",58,"nan","nan"
cwnu4794,"nan",53,"nan","nan"
cwnu4795,"nan",45,"nan","nan"
cwnu4796,"nan",44,"nan","nan"
cwnu4797,"nan",44,"nan","nan"
cwnu4798,"nan",38,"nan","nan"
cwnu4799,"nan",25,"nan","nan"
cwnu48,"nan",68,"nan","nan"
cwnu480,"nan",51,"nan","nan"
cwnu4800,"nan",168,"nan","nan"
cwnu4801,"nan",133,"nan","nan"
cwnu4802,"nan",133,"nan","nan"
cwnu4803,"nan",124,"nan","nan"
cwnu4804,"nan",122,"nan","nan"
cwnu4805,"nan",120,"nan","nan"
cwnu4806,"nan",108,"nan","nan"
cwnu4807,"nan",105,"nan","nan"
cwnu4808,"nan",103,"nan","nan"
cwnu4809,"nan",101,"nan","nan"
cwnu481,"nan",48,"nan","nan"
cwnu4810,"nan",99,"nan","nan"
cwnu4811,"nan",98,"nan","nan"
cwnu4812,"nan",88,"nan","nan"
cwnu4813,"nan",84,"nan","nan"
cwnu4814,"nan",84,"nan","nan"
cwnu4815,"nan",80,"nan","nan"
cwnu4816,"nan",54,"nan","nan"
cwnu4817,"nan",35,"nan","nan"
cwnu4818,"nan",53,"nan","nan"
cwnu4819,"nan",35,"nan","nan"
cwnu482,"nan",51,"nan","nan"
cwnu4820,"nan",49,"nan","nan"
cwnu4821,"nan",216,"nan","nan"
cwnu4822,"nan",42,"nan","nan"
cwnu4823,"nan",122,"nan","nan"
cwnu4824,"nan",60,"nan","nan"
cwnu4825,"nan",82,"nan","nan"
cwnu4826,"nan",35,"nan","nan"
cwnu4827,"nan",115,"nan","nan"
cwnu4828,"nan",70,"nan","nan"
cwnu4829,"nan",107,"nan","nan"
cwnu483,"nan",118,"nan","nan"
cwnu4830,"nan",116,"nan","nan"
cwnu4831,"nan",54,"nan","nan"
cwnu4832,"nan",139,"nan","nan"
cwnu4833,"nan",250,"nan","nan"
cwnu4834,"nan",119,"nan","nan"
cwnu4835,"nan",41,"nan","nan"
cwnu4836,"nan",39,"nan","nan"
cwnu4837,"nan",53,"nan","nan"
cwnu4838,"nan",50,"nan","nan"
cwnu4839,"nan",83,"nan","nan"
cwnu484,"nan",51,"nan","nan"
cwnu4840,"nan",31,"nan","nan"
cwnu4841,"nan",54,"nan","nan"
cwnu4842,"nan",70,"nan","nan"
cwnu4843,"nan",44,"nan","nan"
cwnu4844,"nan",46,"nan","nan"
cwnu4845,"nan",43,"nan","nan"
cwnu4846,"nan",75,"nan","nan"
cwnu4847,"nan",37,"nan","nan"
cwnu4848,"nan",33,"nan","nan"
cwnu4849,"nan",139,"nan","nan"
cwnu485,"nan",56,"nan","nan"
cwnu4850,"nan",139,"nan","nan"
cwnu4851,"nan",125,"nan","nan"
cwnu4852,"nan",53,"nan","nan"
cwnu4853,"nan",203,"nan","nan"
cwnu4854,"nan",138,"nan","nan"
cwnu4855,"nan",93,"nan","nan"
cwnu4856,"nan",54,"nan","nan"
cwnu4857,"nan",87,"nan","nan"
cwnu4858,"nan",147,"nan","nan"
cwnu4859,"nan",75,"nan","nan"
cwnu486,"nan",70,"nan","nan"
cwnu4860,"nan",78,"nan","nan"
cwnu4861,"nan",75,"nan","nan"
cwnu4862,"nan",232,"nan","nan"
cwnu4863,"nan",156,"nan","nan"
cwnu4864,"nan",92,"nan","nan"
cwnu4865,"nan",73,"nan","nan"
cwnu4866,"nan",152,"nan","nan"
cwnu4867,"nan",83,"nan","nan"
cwnu4868,"nan",97,"nan","nan"
cwnu4869,"nan",207,"nan","nan"
cwnu487,"nan",94,"nan","nan"
cwnu4870,"nan",80,"nan","nan"
cwnu4871,"nan",250,"nan","nan"
cwnu4872,"nan",134,"nan","nan"
cwnu4873,"nan",44,"nan","nan"
cwnu4874,"nan",191,"nan","nan"
cwnu4875,"nan",56,"nan","nan"
cwnu4876,"nan",115,"nan","nan"
cwnu4877,"nan",153,"nan","nan"
cwnu4878,"nan",133,"nan","nan"
cwnu4879,"nan",103,"nan","nan"
cwnu488,"nan",59,"nan","nan"
cwnu4880,"nan",43,"nan","nan"
cwnu4881,"nan",136,"nan","nan"
cwnu4882,"nan",120,"nan","nan"
cwnu4883,"nan",70,"nan","nan"
cwnu4884,"nan",104,"nan","nan"
cwnu4885,"nan",54,"nan","nan"
cwnu4886,"nan",95,"nan","nan"
cwnu4887,"nan",83,"nan","nan"
cwnu4888,"nan",245,"nan","nan"
cwnu4889,"nan",128,"nan","nan"
cwnu489,"nan",105,"nan","nan"
cwnu4890,"nan",133,"nan","nan"
cwnu4891,"nan",190,"nan","nan"
cwnu4892,"nan",227,"nan","nan"
cwnu4893,"nan",460,"nan","nan"
cwnu4894,"nan",63,"nan","nan"
cwnu4895,"nan",148,"nan","nan"
cwnu4896,"nan",69,"nan","nan"
cwnu4897,"nan",156,"nan","nan"
cwnu4898,"nan",108,"nan","nan"
cwnu49,"nan",64,"nan","nan"
cwnu490,"nan",67,"nan","nan"
cwnu491,"nan",51,"nan","nan"
cwnu492,"nan",96,"nan","nan"
cwnu493,"nan",52,"nan","nan"
cwnu494,"nan",252,"nan","nan"
cwnu495,"nan",104,"nan","nan"
cwnu496,"nan",102,"nan","nan"
cwnu497,"nan",68,"nan","nan"
cwnu498,"nan",62,"nan","nan"
cwnu499,"nan",54,"nan","nan"
cwnu5,"nan",454,"nan","nan"
cwnu50,"nan",57,"nan","nan"
cwnu500,"nan",73,"nan","nan"
cwnu501,"nan",54,"nan","nan"
cwnu502,"nan",86,"nan","nan"
cwnu503,"nan",78,"nan","nan"
cwnu504,"nan",60,"nan","nan"
cwnu505,"nan",60,"nan","nan"
cwnu506,"nan",72,"nan","nan"
cwnu507,"nan",49,"nan","nan"
cwnu508,"nan",72,"nan","nan"
cwnu509,"nan",49,"nan","nan"
cwnu51,"nan",156,"nan","nan"
cwnu510,"nan",52,"nan","nan"
cwnu511,"nan",54,"nan","nan"
cwnu512,"nan",35,"nan","nan"
cwnu513,"nan",30,"nan","nan"
cwnu514,"nan",51,"nan","nan"
cwnu515,"nan",60,"nan","nan"
cwnu516,"nan",49,"nan","nan"
cwnu517,"nan",51,"nan","nan"
cwnu518,"nan",57,"nan","nan"
cwnu519,"nan",480,"nan","nan"
cwnu52,"nan",65,"nan","nan"
cwnu520,"nan",48,"nan","nan"
cwnu521,"nan",51,"nan","nan"
cwnu522,"nan",179,"nan","nan"
cwnu523,"nan",176,"nan","nan"
cwnu524,"nan",32,"nan","nan"
cwnu525,"nan",577,"nan","nan"
cwnu526,"nan",51,"nan","nan"
cwnu527,"nan",54,"nan","nan"
cwnu528,"nan",316,"nan","nan"
cwnu529,"nan",33,"nan","nan"
cwnu53,"nan",60,"nan","nan"
cwnu530,"nan",52,"nan","nan"
cwnu531,"nan",38,"nan","nan"
cwnu532,"nan",25,"nan","nan"
cwnu533,"nan",273,"nan","nan"
cwnu534,"nan",438,"nan","nan"
cwnu535,"nan",49,"nan","nan"
cwnu536,"nan",112,"nan","nan"
cwnu537,"nan",60,"nan","nan"
cwnu538,"nan",54,"nan","nan"
cwnu539,"nan",35,"nan","nan"
cwnu54,"nan",164,"nan","nan"
cwnu540,"nan",30,"nan","nan"
cwnu541,"nan",27,"nan","nan"
cwnu55,"nan",89,"nan","nan"
cwnu56,"nan",116,"nan","nan"
cwnu57,"nan",54,"nan","nan"
cwnu58,"nan",140,"nan","nan"
cwnu59,"nan",92,"nan","nan"
cwnu6,"nan",51,"nan","nan"
cwnu60,"nan",156,"nan","nan"
cwnu61,"nan",48,"nan","nan"
cwnu62,"nan",88,"nan","nan"
cwnu63,"nan",116,"nan","nan"
cwnu64,"nan",62,"nan","nan"
cwnu65,"nan",52,"nan","nan"
cwnu66,"nan",72,"nan","nan"
cwnu67,"nan",70,"nan","nan"
cwnu68,"nan",105,"nan","nan"
cwnu69,"nan",68,"nan","nan"
cwnu7,"nan",75,"nan","nan"
cwnu70,"nan",88,"nan","nan"
cwnu71,"nan",86,"nan","nan"
cwnu72,"nan",110,"nan","nan"
cwnu73,"nan",49,"nan","nan"
cwnu74,"nan",59,"nan","nan"
cwnu75,"nan",65,"nan","nan"
cwnu76,"nan",51,"nan","nan"
cwnu77,"nan",73,"nan","nan"
cwnu78,"nan",54,"nan","nan"
cwnu79,"nan",171,"nan","nan"
cwnu8,"nan",68,"nan","nan"
cwnu80,"nan",51,"nan","nan"
cwnu81,"nan",52,"nan","nan"
cwnu82,"nan",62,"nan","nan"
cwnu83,"nan",107,"nan","nan"
cwnu84,"nan",70,"nan","nan"
cwnu85,"nan",256,"nan","nan"
cwnu86,"nan",121,"nan","nan"
cwnu87,"nan",54,"nan","nan"
cwnu88,"nan",67,"nan","nan"
cwnu89,"nan",65,"nan","nan"
cwnu9,"nan",65,"nan","nan"
cwnu90,"nan",62,"nan","nan"
cwnu91,"nan",348,"nan","nan"
cwnu92,"nan",51,"nan","nan"
cwnu93,"nan",92,"nan","nan"
cwnu94,"nan",102,"nan","nan"
cwnu95,"nan",70,"nan","nan"
cwnu96,"nan",75,"nan","nan"
cwnu97,"nan",59,"nan","nan"
cwnu98,"nan",49,"nan","nan"
cwnu99,"nan",49,"nan","nan"
cwwdl10030,"nan",115,"nan","nan"
cwwdl10077,"nan",33,"nan","nan"
cwwdl10091,"nan",72,"nan","nan"
cwwdl10098,"nan",49,"nan","nan"
cwwdl10188,"nan",35,"nan","nan"
cwwdl10236,"nan",52,"nan","nan"
cwwdl10247,"nan",43,"nan","nan"
cwwdl10254,"nan",54,"nan","nan"
cwwdl10272,"nan",32,"nan","nan"
cwwdl10273,"nan",72,"nan","nan"
cwwdl10283,"nan",67,"nan","nan"
cwwdl10304,"nan",52,"nan","nan"
cwwdl10326,"nan",54,"nan","nan"
cwwdl10366,"nan",36,"nan","nan"
cwwdl10371,"nan",35,"nan","nan"
cwwdl10380,"nan",32,"nan","nan"
cwwdl10393,"nan",52,"nan","nan"
cwwdl10399,"nan",46,"nan","nan"
cwwdl10415,"nan",158,"nan","nan"
cwwdl10416,"nan",115,"nan","nan"
cwwdl10420,"nan",75,"nan","nan"
cwwdl10421,"nan",51,"nan","nan"
cwwdl10422,"nan",54,"nan","nan"
cwwdl10423,"nan",70,"nan","nan"
cwwdl10425,"nan",41,"nan","nan"
cwwdl10426,"nan",59,"nan","nan"
cwwdl10428,"nan",153,"nan","nan"
