"COCD","Name","GLON","GLAT","Dist","E(B-V)","logt","DM(B)","I(M.B)","DM(V)","I(M.V)","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
165,"Ruprecht 34",237.19,2.15,800,0.1,8.9,9.925,-0.418,9.825,-1.161,9.602,-2.402,9.574,-2.882,9.552,-3.182,116.4706,-20.3825
166,"Haffner 16",242.09,0.47,3165,0.18,7.51,13.24,-3.488,13.06,-3.373,12.659,-3.736,12.608,-3.693,12.569,-3.53,117.5819,-25.459
167,"NGC 2477",253.56,-5.84,1222,0.28,8.61,11.583,-2.886,11.303,-3.217,10.68,-4.978,10.6,-5.584,10.539,-5.773,118.037,-38.5283
168,"ESO 123-26",273.11,-16.32,550,0.13,8.33,9.235,-1.204,9.105,-1.292,8.816,-1.479,8.779,-1.646,8.75,-1.777,118.0485,-60.3603
169,"NGC 2467",243.15,0.34,1355,0.34,8.05,12.054,-3.742,11.714,-3.569,10.957,-3.65,10.86,-3.697,10.786,-3.701,118.0595,-26.4368
170,"NGC 2479",235.98,5.37,1200,0.1,8.99,10.806,-0.851,10.706,-1.376,10.483,-2.756,10.455,-3.152,10.433,-3.223,118.7629,-17.7118
171,"NGC 2482",241.62,2.03,1343,0.09,8.48,11.009,-3.146,10.919,-3.438,10.719,-4.553,10.693,-4.981,10.673,-5.026,118.7925,-24.2558
172,"NGC 2483",244.79,0.23,1659,0.3,7.49,12.329,-3.961,12.029,-3.764,11.361,-3.382,11.276,-3.429,11.211,-3.404,118.9031,-27.8991
173,"Trumpler 9",243.07,1.29,2289,0.19,7.99,12.577,-4.544,12.387,-4.512,11.964,-4.777,11.91,-4.994,11.869,-5.019,118.9208,-25.879
174,"NGC 2489",246.71,-0.77,3700,0.37,7.25,14.358,-4.331,13.988,-4.199,13.164,-3.872,13.059,-3.986,12.979,-4.047,119.064,-30.0593
175,"NGC 2516",273.81,-15.85,346,0.07,8.08,7.982,-3.829,7.912,-4.189,7.756,-6.285,7.736,-7.046,7.721,-7.294,119.522,-60.7457
176,"Ruprecht 44",245.74,0.48,4655,0.62,7.33,15.883,-6.577,15.262,-6.478,13.882,-5.68,13.705,-5.666,13.571,-5.563,119.707,-28.5798
177,"Ruprecht 43",246.06,0.39,1300,0.27,8.47,11.677,-2.712,11.407,-2.682,10.806,-2.876,10.729,-2.996,10.67,-3.047,119.8109,-28.8995
178,"NGC 2506",230.56,9.93,3460,0.08,9.05,13.023,-3.721,12.943,-4.493,12.765,-5.794,12.742,-6.409,12.725,-6.549,119.9981,-10.7691
179,"Ruprecht 47",248.25,-0.19,3006,0.25,8.07,13.415,-4.453,13.165,-4.348,12.609,-4.315,12.537,-4.308,12.483,-4.343,120.5757,-31.066
180,"NGC 2527",246.09,1.85,601,0.04,8.85,9.058,-2.338,9.018,-2.734,8.929,-3.578,8.918,-3.966,8.909,-4.03,121.2385,-28.1516
181,"ESO 430-18",248.57,0.75,830,0.0,9.05,9.595,-0.78,9.595,-1.457,9.595,-2.766,9.595,-3.311,9.595,-3.36,121.7015,-30.8339
182,"Vel OB2",263.28,-7.99,411,0.03,7.26,8.192,-3.844,8.162,-3.725,8.095,-3.605,8.087,-3.662,8.08,-3.685,122.3743,-47.8989
183,"NGC 2547",264.46,-8.6,457,0.04,7.7,8.464,-3.101,8.424,-3.009,8.335,-2.864,8.324,-2.882,8.315,-2.89,122.5303,-49.2122
184,"NGC 2539",233.73,11.11,1363,0.08,8.75,11.0,-3.54,10.92,-3.972,10.742,-5.481,10.719,-6.0,10.702,-6.144,122.6658,-12.8398
185,"Ruprecht 53",245.81,3.56,1700,0.11,8.59,11.603,-3.657,11.493,-4.012,11.248,-4.961,11.217,-5.372,11.193,-5.484,122.6924,-26.9933
186,"NGC 2546",254.83,-2.05,919,0.13,7.92,10.35,-5.063,10.22,-4.947,9.931,-4.868,9.894,-4.852,9.865,-4.805,122.9775,-37.6092
187,"Ruprecht 55",250.69,0.81,4892,0.56,6.97,15.744,-6.779,15.183,-6.664,13.937,-6.297,13.777,-6.06,13.655,-5.975,123.1175,-32.5792
188,"Ruprecht 56",257.29,-3.52,410,0.12,8.7,8.556,0.096,8.436,-0.016,8.169,-0.271,8.135,-0.487,8.109,-0.502,123.1292,-40.4699
189,"NGC 2548",227.87,15.39,769,0.03,8.75,9.553,-3.962,9.523,-4.194,9.456,-4.958,9.448,-5.237,9.441,-5.319,123.4254,-5.7494
190,"VDBH 23, vdBergh-Hagen 23",254.02,-1.0,437,0.05,7.14,8.407,-4.292,8.357,-4.094,8.246,-3.761,8.231,-3.62,8.221,-3.572,123.516,-36.3549
191,"Haffner 26",249.6,2.34,1000,0.08,7.47,10.328,-2.009,10.248,-1.887,10.07,-1.65,10.047,-1.582,10.03,-1.661,123.9075,-30.8252
192,"NGC 2567",249.79,2.96,1677,0.13,8.64,11.656,-3.008,11.526,-3.386,11.237,-4.364,11.2,-4.742,11.171,-4.747,124.6291,-30.6363
193,"NGC 2571",249.1,3.53,1339,0.14,7.22,11.208,-4.035,11.068,-3.794,10.756,-3.464,10.716,-3.411,10.686,-3.386,124.7274,-29.7463
194,"Collinder 185",255.05,0.56,1486,0.21,8.18,11.721,-2.489,11.511,-2.871,11.044,-4.692,10.984,-5.414,10.938,-5.643,125.8365,-36.3271
195,"VDBH 34, vdBergh-Hagen 34",262.57,-2.97,950,0.03,8.48,10.012,-2.195,9.982,-2.245,9.915,-2.539,9.907,-2.64,9.9,-2.766,127.8074,-44.4959
196,"Pismis 4",262.91,-2.47,593,0.01,8.11,8.906,-2.554,8.896,-2.53,8.874,-2.581,8.871,-2.626,8.869,-2.704,128.654,-44.4727
197,"NGC 2627",251.58,6.65,2034,0.09,8.71,11.911,-2.38,11.821,-2.81,11.621,-5.637,11.595,-6.461,11.575,-6.736,129.3095,-29.9527
198,"Ruprecht 64",259.75,0.53,800,0.06,8.45,9.761,-3.579,9.701,-3.65,9.567,-3.984,9.55,-4.086,9.537,-4.176,129.3287,-40.1447
199,"Pismis 6",264.78,-2.91,1668,0.38,7.58,12.669,-4.468,12.289,-4.29,11.443,-4.189,11.335,-4.229,11.252,-4.231,129.7545,-46.2291
200,"Ruprecht 65",263.07,-1.56,500,0.07,8.57,8.782,-0.232,8.712,-0.696,8.556,-1.855,8.536,-2.219,8.521,-2.328,129.8024,-44.0517
201,"NGC 2632",205.89,32.48,187,0.01,8.9,6.4,-2.362,6.39,-2.785,6.368,-3.686,6.365,-3.943,6.363,-4.087,130.0866,19.6886
202,"IC 2391",270.36,-6.83,176,0.01,7.88,6.269,-3.066,6.259,-2.956,6.237,-2.737,6.234,-2.733,6.232,-2.774,130.1427,-53.0264
203,"Ruprecht 67",262.79,-0.8,1504,0.43,8.38,12.65,-2.554,12.219,-2.829,11.262,-2.953,11.139,-3.077,11.046,-3.038,130.3978,-43.3656
204,"Mamajek 1",292.48,-21.65,105,0.0,6.9,5.106,-0.333,5.106,-0.406,5.106,-0.855,5.106,-0.935,5.106,-0.934,130.5361,-79.024
205,"IC 2395",266.63,-3.59,709,0.07,7.08,9.54,-4.79,9.47,-4.579,9.314,-4.247,9.294,-4.195,9.279,-4.142,130.6213,-48.107
206,"NGC 2659",264.17,-1.65,1713,0.51,7.23,13.261,-3.785,12.75,-3.517,11.615,-3.409,11.469,-3.322,11.359,-3.267,130.6467,-44.9763
207,"Bochum 7",265.19,-1.96,5754,0.86,7.08,17.327,-7.586,16.466,-7.244,14.552,-7.123,14.307,-7.117,14.12,-6.883,131.1986,-45.9691
208,"NGC 2670",267.48,-3.63,1188,0.43,8.1,12.138,-3.178,11.707,-3.335,10.75,-4.257,10.627,-4.761,10.534,-4.812,131.364,-48.7989
209,"NGC 2669",270.82,-6.07,1046,0.18,7.97,10.836,-2.79,10.656,-2.757,10.255,-2.867,10.204,-3.185,10.165,-3.203,131.6054,-52.9225
210,"Trumpler 10",262.76,0.64,417,0.03,7.38,8.224,-3.222,8.194,-3.148,8.127,-3.008,8.119,-2.991,8.112,-2.999,131.9131,-42.4476
211,"Ruprecht 71",266.37,-1.9,1300,0.05,8.78,10.775,-2.069,10.725,-2.345,10.614,-3.27,10.599,-3.777,10.589,-3.88,132.3378,-46.8508
212,"NGC 2682",215.7,31.92,908,0.06,9.41,10.036,-2.299,9.976,-3.046,9.842,-4.679,9.825,-5.23,9.812,-5.323,132.8485,11.8069
213,"VDBH 56, vdBergh-Hagen 56",264.48,1.46,680,0.2,7.24,9.983,-3.277,9.783,-3.134,9.338,-2.863,9.281,-2.852,9.237,-2.939,134.2725,-43.246
214,"Collinder 205",269.21,-1.85,1500,0.77,7.03,14.038,-5.411,13.267,-5.185,11.553,-5.038,11.334,-5.005,11.166,-4.933,135.1267,-48.9882
215,"ESO 165-09",274.92,-5.93,450,0.05,8.96,8.471,-0.407,8.421,-1.035,8.31,-1.66,8.295,-1.913,8.285,-1.967,136.2971,-55.9583
216,"Platais 8",277.54,-7.79,150,0.0,7.75,5.88,-2.815,5.88,-2.685,5.88,-2.767,5.88,-2.911,5.88,-2.967,136.9461,-59.1371
217,"ESO 166-04",273.9,-3.97,885,0.15,8.45,10.35,-1.884,10.2,-2.297,9.866,-3.478,9.823,-3.765,9.791,-3.862,137.6303,-53.8877
218,"Platais 9",267.21,3.15,200,0.0,8.09,6.505,-2.068,6.505,-2.021,6.505,-1.999,6.505,-1.998,6.505,-2.027,138.5358,-44.1387
219,"VDBH 66, vdBergh-Hagen 66",276.0,-3.01,7000,0.3,7.48,15.455,-6.104,15.155,-6.574,14.487,-8.865,14.402,-9.628,14.337,-9.883,141.3172,-54.7175
220,"IC 2488",277.83,-4.42,1134,0.23,8.53,11.216,-3.831,10.986,-4.256,10.474,-5.599,10.408,-6.109,10.359,-6.252,141.9076,-57.0007
221,"Ruprecht 78",275.7,-1.88,1641,0.35,7.14,12.511,-3.658,12.161,-3.479,11.382,-3.388,11.282,-3.392,11.206,-3.371,142.2863,-53.695
222,"NGC 2910",275.31,-1.18,2607,0.34,7.46,13.475,-5.033,13.135,-4.854,12.378,-4.326,12.281,-4.312,12.207,-4.275,142.6154,-52.9182
223,"Turner 5",264.23,11.05,400,0.1,8.49,8.42,-2.279,8.32,-2.339,8.097,-2.566,8.069,-2.675,8.047,-2.716,143.1269,-36.4615
224,"NGC 2925",275.91,-1.23,774,0.08,8.05,9.772,-2.729,9.692,-2.68,9.514,-2.839,9.491,-2.885,9.474,-2.881,143.2909,-53.3634
225,"Ruprecht 79",277.09,-0.82,1979,0.74,7.84,14.517,-5.415,13.776,-4.904,12.129,-5.33,11.918,-5.84,11.757,-5.804,145.2326,-53.8459
226,"Ruprecht 80",270.75,6.71,2500,0.3,8.33,13.22,-3.367,12.92,-3.737,12.252,-4.172,12.167,-4.579,12.102,-4.676,145.5104,-44.0123
227,"Ruprecht 82",277.73,-0.47,2455,0.29,8.5,13.139,-3.748,12.849,-4.039,12.204,-4.039,12.121,-4.169,12.058,-4.187,146.4444,-53.997
228,"NGC 3033",279.59,-2.07,922,0.33,8.62,11.177,-1.89,10.847,-1.924,10.112,-1.946,10.018,-1.857,9.947,-1.783,147.148,-56.417
229,"Ruprecht 84",285.32,-8.82,1800,0.1,8.56,11.686,-2.586,11.586,-2.962,11.363,-4.213,11.335,-4.677,11.313,-4.823,147.2806,-65.252
230,"NGC 3036",283.66,-6.83,1200,0.4,8.61,12.037,-2.452,11.636,-3.209,10.746,-4.968,10.632,-5.69,10.545,-5.922,147.3147,-62.6705
231,"Pismis 16",277.82,0.68,1824,0.61,7.72,13.807,-4.847,13.196,-4.658,11.838,-4.186,11.664,-4.09,11.532,-4.013,147.7959,-53.1682
232,"Collinder 213",276.82,2.76,1400,0.07,8.84,11.018,-1.863,10.948,-2.735,10.792,-4.576,10.772,-5.184,10.757,-5.312,148.6441,-50.9202
233,"Ruprecht 85",280.15,0.16,1400,0.21,8.7,11.592,-2.315,11.382,-2.727,10.915,-3.487,10.855,-3.852,10.809,-3.931,150.3807,-55.0127
234,"NGC 3114",283.25,-3.87,911,0.08,8.24,10.126,-5.635,10.046,-5.808,9.868,-6.437,9.845,-6.738,9.828,-6.865,150.4825,-60.0954
235,"Loden 28",282.21,-2.21,3950,0.62,7.3,15.526,-7.045,14.905,-6.851,13.525,-7.368,13.348,-7.616,13.214,-7.68,150.7992,-58.1441
236,"Loden 1",281.02,-0.17,360,0.1,9.29,8.192,-0.105,8.092,-0.851,7.869,-2.761,7.841,-3.436,7.819,-3.576,151.2648,-55.7962
237,"Trumpler 12",283.82,-3.7,1300,0.05,8.81,10.775,-1.412,10.725,-1.83,10.614,-3.528,10.599,-4.15,10.589,-4.252,151.6059,-60.297
238,"Hogg 6",283.95,-3.85,1600,0.05,8.61,11.226,-1.581,11.176,-1.789,11.065,-2.423,11.05,-2.628,11.04,-2.675,151.6398,-60.4946
239,"Ruprecht 161",284.63,-4.34,940,0.09,8.39,10.235,-2.653,10.145,-2.643,9.945,-2.813,9.919,-2.986,9.899,-3.143,152.1818,-61.2887
240,"VDBH 91, vdBergh-Hagen 91",284.03,-1.6,740,0.08,8.21,9.674,-1.3,9.594,-1.354,9.416,-1.658,9.393,-1.799,9.376,-1.964,154.3097,-58.6934
241,"NGC 3228",280.69,4.54,499,0.03,8.43,8.614,-1.863,8.584,-1.827,8.517,-1.773,8.509,-2.009,8.502,-1.992,155.3275,-51.7289
242,"Loden 46",282.6,2.07,540,0.14,9.03,9.236,-0.923,9.096,-1.342,8.784,-2.162,8.744,-2.555,8.714,-2.628,155.7787,-54.8376
243,"IC 2581",284.59,0.02,2446,0.45,7.22,13.788,-8.787,13.337,-8.808,12.335,-8.945,12.207,-9.109,12.109,-9.114,156.8594,-57.6305
244,"Ruprecht 89",284.97,-0.34,750,0.04,8.98,9.539,-0.26,9.499,-0.386,9.41,-1.095,9.399,-1.102,9.39,-1.079,157.1161,-58.1359
245,"Loden 143",285.3,-0.89,600,0.1,8.45,9.301,-5.193,9.201,-5.435,8.978,-6.015,8.95,-6.179,8.928,-6.229,157.1083,-58.7773
246,"Loden 89",284.35,0.87,380,0.05,8.47,8.104,-0.269,8.054,-0.481,7.943,-1.111,7.928,-1.361,7.918,-1.397,157.2977,-56.7798
247,"Loden 59",283.08,3.28,650,0.02,8.45,9.147,-1.426,9.127,-1.451,9.082,-1.621,9.077,-1.669,9.072,-1.835,157.5747,-54.0606
248,"Collinder 223",286.05,-1.65,1686,0.18,8.41,11.872,-2.586,11.692,-3.165,11.291,-5.719,11.24,-6.357,11.201,-6.669,157.5956,-59.8155
249,"Ruprecht 90",285.4,-0.2,6000,0.32,7.1,15.203,-7.232,14.883,-7.026,14.171,-6.856,14.079,-6.717,14.01,-6.66,157.9522,-58.2371
250,"Loden 112",284.68,1.17,2500,0.6,6.96,14.451,-6.015,13.85,-5.832,12.515,-5.704,12.343,-5.497,12.213,-5.377,158.0946,-56.6914
251,"Loden 153",285.67,0.09,2670,0.28,6.74,13.281,-5.717,13.001,-5.41,12.378,-4.961,12.298,-4.877,12.237,-4.797,158.6719,-58.123
252,"Bochum 9",286.78,-1.57,710,0.11,8.38,9.707,-1.957,9.597,-2.284,9.352,-5.226,9.321,-6.212,9.297,-6.489,158.9344,-60.1153
253,"NGC 3293",285.85,0.07,2471,0.25,6.94,12.989,-7.655,12.739,-7.417,12.183,-7.117,12.111,-6.913,12.057,-6.972,158.9489,-58.2301
254,"NGC 3324",286.22,-0.19,2301,0.46,6.72,13.697,-7.929,13.236,-7.899,12.212,-8.15,12.081,-8.447,11.981,-8.373,159.318,-58.639
255,"VDBH 99, vdBergh-Hagen 99",286.52,-0.58,531,0.06,7.86,8.871,-4.043,8.811,-4.648,8.677,-6.834,8.66,-7.566,8.647,-7.758,159.4533,-59.126
256,"NGC 3330",284.19,3.86,894,0.05,8.3,9.962,-2.065,9.912,-2.055,9.801,-2.2,9.786,-2.312,9.776,-2.345,159.7047,-54.1144
257,"ESO 062-11",291.5,-9.15,910,0.42,8.53,11.518,-2.286,11.097,-2.437,10.162,-3.565,10.042,-4.082,9.951,-4.156,159.7202,-69.0258
258,"Melotte 101",289.86,-5.56,1995,0.46,8.35,13.387,-4.52,12.926,-4.743,11.902,-5.67,11.771,-6.124,11.671,-6.277,160.5421,-65.0976
259,"IC 2602",289.54,-4.94,160,0.03,7.83,6.144,-3.04,6.114,-2.975,6.047,-3.068,6.039,-3.205,6.032,-3.294,160.5798,-64.4007
260,"Bochum 10",287.04,-0.3,2027,0.3,6.93,12.764,-7.392,12.464,-7.283,11.796,-7.25,11.711,-7.374,11.646,-7.248,160.6042,-59.1317
261,"Alessi 5",288.08,-2.05,398,0.15,7.71,8.614,-3.212,8.464,-3.124,8.13,-2.956,8.087,-2.97,8.055,-2.981,160.7772,-61.1654
262,"Collinder 228",287.64,-1.06,1909,0.26,6.68,12.47,-7.508,12.21,-7.27,11.631,-7.108,11.557,-7.119,11.501,-7.169,160.9389,-60.085
263,"Trumpler 14",287.4,-0.58,2753,0.45,6.67,14.045,-6.557,13.594,-6.27,12.592,-6.447,12.464,-6.553,12.366,-6.25,160.9669,-59.5485
264,"Trumpler 15",287.41,-0.37,2117,0.45,7.08,13.475,-4.997,13.024,-4.753,12.022,-4.418,11.894,-4.443,11.796,-4.277,161.178,-59.3677
265,"Trumpler 16",287.62,-0.65,2842,0.52,6.9,14.401,-7.778,13.88,-7.751,12.723,-11.069,12.574,-11.504,12.461,-12.291,161.2866,-59.7134
266,"Ruprecht 91",286.87,1.49,900,0.01,8.63,9.812,-2.285,9.802,-3.666,9.78,-6.429,9.777,-7.309,9.775,-7.73,161.9071,-57.4689
267,"Loden 189",286.72,2.59,720,0.13,8.64,9.82,-2.133,9.69,-2.247,9.401,-2.778,9.364,-3.003,9.335,-3.219,162.5768,-56.4206
268,"Ruprecht 92",289.39,-1.98,2362,0.46,7.53,13.753,-5.497,13.292,-5.226,12.268,-4.546,12.137,-4.506,12.037,-4.416,163.2803,-61.7007
269,"ESO 128-16",287.93,1.16,900,0.03,8.92,9.894,-1.55,9.864,-2.017,9.797,-3.865,9.789,-4.3,9.782,-4.378,163.4101,-58.2386
270,"Trumpler 17",288.66,0.45,2189,0.6,7.51,14.162,-4.925,13.561,-4.645,12.226,-4.478,12.054,-4.5,11.924,-4.412,164.0851,-59.1947
271,"Collinder 236",289.58,-1.23,800,0.07,8.37,9.802,-1.551,9.732,-1.682,9.576,-2.112,9.556,-2.312,9.541,-2.431,164.3157,-61.1066
272,"Bochum 12",289.85,-1.78,2218,0.24,7.68,12.714,-3.84,12.474,-3.644,11.94,-3.734,11.871,-3.925,11.819,-3.98,164.3375,-61.7192
273,"NGC 3496",289.53,-0.46,990,0.47,8.62,11.906,-3.637,11.435,-3.771,10.389,-4.861,10.255,-5.344,10.153,-5.478,164.887,-60.3872
274,"Pismis 17",289.48,0.09,3504,0.47,7.32,14.651,-6.357,14.18,-6.105,13.134,-5.927,13.0,-5.878,12.898,-5.853,165.2538,-59.8661
275,"Ruprecht 93",290.46,-1.11,1437,0.23,8.64,11.73,-2.918,11.5,-3.735,10.988,-4.299,10.922,-4.71,10.873,-4.799,166.0837,-61.3609
276,"NGC 3532",289.6,1.39,497,0.04,8.45,8.646,-4.645,8.606,-4.948,8.517,-5.875,8.506,-6.309,8.497,-6.43,166.4971,-58.7252
277,"Loden 306",290.55,-0.82,2000,0.24,6.76,12.489,-5.703,12.249,-5.474,11.715,-5.021,11.646,-5.023,11.594,-4.948,166.4953,-61.1307
278,"Feinstein 1",290.15,0.44,1159,0.42,6.97,12.043,-6.286,11.622,-6.052,10.687,-5.601,10.567,-5.529,10.476,-5.494,166.755,-59.815
279,"VDBH 111, vdBergh-Hagen 111",291.95,-3.16,2700,0.25,8.35,13.182,-4.317,12.932,-4.33,12.376,-4.662,12.304,-4.89,12.25,-4.94,167.3097,-63.831
280,"Loden 309",290.74,-0.14,600,0.25,8.63,9.916,-1.234,9.666,-1.503,9.11,-1.742,9.038,-2.194,8.984,-2.319,167.3978,-60.5782
281,"NGC 3572",290.71,0.21,2004,0.34,6.88,12.903,-5.264,12.563,-4.977,11.806,-4.997,11.709,-4.785,11.635,-4.657,167.6117,-60.2431
282,"Basel 17",290.25,1.34,1637,0.16,7.88,11.726,-3.493,11.566,-3.624,11.21,-3.549,11.164,-3.472,11.13,-3.449,167.6185,-59.0231
283,"Trumpler 18",290.99,-0.13,1358,0.31,7.77,11.935,-5.183,11.625,-5.024,10.935,-4.722,10.847,-4.721,10.779,-4.677,167.877,-60.6637
284,"NGC 3590",291.2,-0.17,1651,0.45,7.55,12.935,-5.74,12.484,-5.637,11.482,-5.451,11.354,-5.611,11.256,-5.615,168.2448,-60.7792
285,"Stock 13",290.5,1.6,1577,0.22,7.37,11.891,-5.001,11.671,-4.818,11.181,-4.509,11.119,-4.467,11.071,-4.403,168.2568,-58.8759
286,"IC 2714",292.4,-1.79,1238,0.34,8.41,11.858,-3.396,11.518,-3.537,10.761,-4.685,10.664,-5.054,10.59,-5.1,169.3652,-62.7242
287,"NGC 3680",286.75,16.92,934,0.07,9.09,10.139,-1.278,10.069,-2.021,9.913,-3.606,9.893,-4.263,9.878,-4.363,171.3916,-43.2373
288,"Ruprecht 94",294.05,-1.98,3400,0.3,7.19,13.887,-7.52,13.587,-7.433,12.919,-7.532,12.834,-7.577,12.769,-7.556,172.6641,-63.4501
289,"Ruprecht 164",293.23,0.62,780,0.11,9.0,9.911,-1.019,9.801,-1.696,9.556,-2.069,9.525,-2.371,9.501,-2.441,172.7025,-60.724
290,"Loden 372",292.55,2.76,1200,0.4,8.55,12.037,-2.862,11.636,-2.781,10.746,-2.527,10.632,-2.395,10.545,-2.323,172.7211,-58.4786
291,"Loden 402",293.44,0.7,2450,0.18,8.2,12.684,-4.895,12.504,-4.952,12.103,-5.654,12.052,-5.953,12.013,-6.027,173.1612,-60.7114
292,"IC 2944",294.49,-1.32,1794,0.32,6.9,12.581,-4.867,12.261,-4.656,11.549,-4.452,11.457,-4.459,11.388,-4.432,174.0308,-62.9507
293,"NGC 3766",294.11,-0.03,1745,0.18,7.52,11.947,-6.241,11.767,-6.431,11.366,-8.15,11.315,-9.007,11.276,-9.275,174.0447,-61.6059
294,"VDBH 121, vdBergh-Hagen 121",294.81,-1.62,2735,0.29,6.64,13.374,-8.176,13.084,-7.905,12.439,-7.503,12.356,-7.437,12.293,-7.335,174.5214,-63.3292
295,"IC 2948",294.99,-1.72,2600,0.3,6.75,13.305,-6.921,13.005,-6.46,12.337,-6.511,12.252,-6.429,12.187,-6.377,174.8454,-63.4752
296,"Stock 14",295.21,-0.66,2146,0.22,7.0,12.56,-7.009,12.34,-7.443,11.85,-8.018,11.788,-8.38,11.74,-8.452,175.936,-62.5125
297,"Ruprecht 96",295.89,-0.1,860,0.25,9.0,10.697,-0.998,10.447,-1.786,9.891,-3.95,9.819,-4.626,9.765,-4.821,177.6519,-62.1372
298,"Loden 481",295.84,0.77,1520,0.24,8.19,11.893,-4.536,11.653,-5.13,11.119,-8.053,11.05,-8.939,10.998,-9.289,177.9734,-61.2792
299,"Loden 480",295.7,3.69,1200,0.3,8.71,11.626,-1.923,11.326,-2.425,10.658,-2.941,10.573,-3.494,10.508,-3.613,178.9876,-58.4005
300,"Ruprecht 98",297.3,-2.28,610,0.16,8.78,9.583,-2.637,9.423,-2.956,9.067,-3.906,9.021,-4.125,8.987,-4.271,179.6576,-64.5728
301,"NGC 4052",297.3,-0.9,1209,0.16,8.4,11.068,-1.669,10.908,-1.967,10.552,-3.032,10.506,-3.395,10.472,-3.387,180.2806,-63.2202
302,"Ruprecht 99",297.66,-1.5,660,0.05,9.29,9.303,-0.262,9.253,-0.709,9.142,-1.753,9.127,-2.124,9.117,-2.235,180.8183,-63.8776
303,"NGC 4103",297.57,1.16,1664,0.28,7.59,12.254,-5.597,11.974,-5.447,11.351,-5.292,11.271,-5.292,11.21,-5.241,181.6611,-61.2446
304,"ESO 130-06",297.37,3.1,2200,0.12,8.33,12.204,-4.616,12.084,-4.621,11.817,-4.748,11.783,-4.973,11.757,-5.005,181.9326,-59.2989
305,"Loden 565",297.65,1.71,650,0.2,8.05,9.885,-2.48,9.685,-3.642,9.24,-6.021,9.183,-6.801,9.139,-6.941,182.0165,-60.7162
306,"ESO 130-08",297.73,2.94,800,0.0,9.02,9.515,-1.483,9.515,-1.824,9.515,-2.498,9.515,-2.663,9.515,-2.726,182.5779,-59.5157
307,"Loden 615",299.65,-2.1,1000,0.05,8.63,10.205,-1.632,10.155,-1.833,10.044,-2.681,10.029,-3.165,10.019,-3.241,185.1447,-64.7749
308,"Melotte 111",222.43,83.4,87,0.0,8.78,4.698,-1.219,4.698,-1.484,4.698,-2.068,4.698,-2.27,4.698,-2.37,185.6227,25.8542
309,"NGC 4349",299.73,0.84,2176,0.38,8.32,13.246,-5.928,12.866,-6.063,12.02,-6.856,11.912,-7.253,11.829,-7.331,186.0581,-61.8625
310,"Collinder 258",299.97,1.97,1198,0.16,8.05,11.048,-3.686,10.888,-3.624,10.532,-3.946,10.486,-4.036,10.452,-4.026,186.7904,-60.7621
311,"NGC 4439",300.06,2.65,1785,0.35,7.71,12.693,-3.533,12.343,-3.428,11.564,-3.473,11.464,-3.37,11.388,-3.339,187.0983,-60.0932
312,"Hogg 23",300.16,1.84,1250,0.07,8.31,10.772,-2.007,10.702,-2.296,10.546,-3.62,10.526,-4.02,10.511,-4.119,187.154,-60.9089
313,"NGC 4463",300.64,-2.01,1050,0.52,7.97,12.239,-4.65,11.718,-4.593,10.561,-4.708,10.412,-4.902,10.299,-4.921,187.4762,-64.7859
314,"Ruprecht 105",300.88,1.24,950,0.05,9.01,10.094,-0.862,10.044,-1.479,9.933,-4.873,9.918,-5.737,9.908,-6.083,188.5483,-61.563
315,"NGC 4609",301.89,-0.13,1223,0.33,7.78,11.79,-3.261,11.46,-3.226,10.725,-3.102,10.631,-3.329,10.56,-3.376,190.5653,-62.9832
316,"Loden 682",302.42,2.22,900,0.2,8.41,10.591,-1.595,10.391,-1.653,9.946,-2.29,9.889,-2.414,9.845,-2.402,191.8159,-60.6476
317,"Loden 694",303.12,2.12,1700,0.24,7.38,12.136,-4.694,11.896,-4.498,11.362,-4.428,11.293,-4.398,11.241,-4.349,193.2442,-60.7512
318,"NGC 4755",303.2,2.51,1976,0.38,6.98,13.037,-8.278,12.657,-8.122,11.811,-7.923,11.703,-7.867,11.62,-7.893,193.4011,-60.3606
319,"NGC 4852",304.03,3.27,1330,0.25,8.63,11.644,-3.572,11.394,-3.827,10.838,-4.981,10.766,-5.393,10.712,-5.517,195.0252,-59.5833
320,"NGC 5045",305.47,-0.63,1500,0.37,7.11,12.397,-6.711,12.027,-6.57,11.203,-6.527,11.098,-6.5,11.018,-6.543,198.533,-63.3899
321,"NGC 5043",306.01,2.66,970,0.15,8.79,10.549,-1.994,10.399,-2.349,10.065,-3.425,10.022,-4.016,9.99,-4.126,199.0299,-60.0642
322,"Stock 16",306.08,0.2,1640,0.48,6.78,13.043,-5.795,12.562,-5.511,11.494,-5.067,11.357,-5.105,11.253,-5.051,199.691,-62.5046
323,"Collinder 269",306.16,-3.51,1300,0.27,8.52,11.677,-2.664,11.407,-2.922,10.806,-3.906,10.729,-4.246,10.67,-4.31,200.8595,-66.181
324,"Loden 821",307.02,2.83,2800,0.5,7.29,14.287,-5.884,13.786,-5.913,12.673,-7.001,12.531,-7.471,12.422,-7.677,200.993,-59.7833
325,"Loden 807",306.75,0.13,925,0.2,8.3,10.651,-2.606,10.451,-2.529,10.006,-2.697,9.949,-2.73,9.905,-2.755,201.1498,-62.4957
