"Name","Type","Type?","GLON","GLAT","d","E(B-V)","logt","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
"NGC_1348, MWSC_289","nan","nan",146.981,-3.712,1800.0,0.849,8.45,11.958,-3.617,11.686,-3.883,11.55,-3.971,53.5381,51.3989
"Berkeley_10, MWSC_290","nan","nan",138.615,8.881,2201.0,0.799,8.81,12.354,-5.538,12.098,-6.008,11.97,-6.102,54.8855,66.4883
"IC_348, MWSC_301","nan","nan",160.501,-17.812,480.0,1.049,6.78,9.248,-1.686,8.912,-2.192,8.744,-2.252,56.1438,32.1491
"Juchert_11, MWSC_304","nan","nan",147.076,-0.515,3000.0,1.901,8.9,13.91,-4.674,13.301,-5.171,12.997,-5.249,56.8238,53.901
"Melotte_22, MWSC_305","nan","nan",166.199,-23.489,130.0,0.021,8.15,5.586,-3.502,5.579,-3.527,5.576,-3.564,56.4966,24.3693
"Tombaugh_5, MWSC_306","nan","nan",143.952,3.604,1350.0,0.55,8.846,11.093,-4.833,10.917,-5.173,10.829,-5.22,57.0028,59.0687
"NGC_1444, MWSC_308","nan","nan",148.101,-1.314,1300.0,0.6,6.85,11.051,-5.316,10.859,-5.27,10.763,-5.196,57.3379,52.6384
"King_7, MWSC_321","nan","nan",149.795,-1.027,2628.0,1.249,8.85,13.1,-7.141,12.7,-7.643,12.5,-7.777,59.767,51.7807
"Alicante_1, MWSC_323","nan","nan",146.247,3.122,4299.0,0.6,6.35,13.648,-5.296,13.456,-5.25,13.36,-5.203,59.7722,57.2389
"FSR_0689, MWSC_329","nan","nan",157.231,-8.472,1705.0,1.062,9.2,12.01,-3.367,11.67,-3.778,11.5,-3.866,60.7548,41.3017
"NGC_1502, MWSC_343","nan","nan",143.668,7.652,1023.0,0.625,7.08,10.55,-5.083,10.35,-5.082,10.25,-5.041,61.9434,62.3305
"NGC_1513, MWSC_346","nan","nan",152.559,-1.611,1400.0,0.67,8.5,11.268,-4.131,11.053,-4.274,10.946,-4.298,62.4143,49.5089
"FSR_0674, MWSC_350","nan","nan",153.412,-1.885,3400.0,1.02,8.56,13.476,-5.021,13.149,-5.249,12.986,-5.308,63.0832,48.7277
"NGC_1528, MWSC_353","nan","nan",152.07,0.235,950.0,0.25,8.55,10.089,-4.245,10.009,-4.507,9.969,-4.597,63.8359,51.1895
"FSR_0765, MWSC_357","nan","nan",170.319,-17.116,2100.0,0.4,9.315,11.932,-3.333,11.804,-3.745,11.74,-3.794,64.4841,26.2107
"Waterloo_1, MWSC_359","nan","nan",151.267,1.781,4400.0,0.91,8.6,13.947,-6.862,13.656,-7.499,13.51,-7.684,64.6459,52.8587
"IC_361, MWSC_362","nan","nan",147.511,5.656,3000.0,0.65,8.982,12.907,-5.785,12.699,-6.142,12.595,-6.206,64.7272,58.2491
"Berkeley_11, MWSC_368","nan","nan",157.06,-3.667,1964.0,0.666,8.7,12.0,-6.583,11.787,-7.289,11.68,-7.662,65.1039,44.9142
"NGC_1545, MWSC_369","nan","nan",153.381,0.204,863.0,0.354,8.81,9.965,-1.554,9.852,-1.876,9.795,-1.91,65.2837,50.2516
"NGC_1548, MWSC_371","nan","nan",162.887,-9.184,2501.0,1.099,9.02,12.872,-4.566,12.52,-4.997,12.344,-5.086,65.3226,36.9197
"FSR_0762, MWSC_372","nan","nan",170.129,-15.809,2500.0,0.899,8.3,12.711,-4.113,12.423,-4.557,12.279,-4.606,65.4166,27.2343
"FSR_0756, MWSC_375","nan","nan",168.635,-13.719,2702.0,0.75,8.795,12.76,-3.51,12.52,-3.773,12.4,-3.823,66.045,29.7142
"Melotte_25, MWSC_379","nan","nan",180.058,-22.349,50.0,0.01,8.896,3.487,"nan",3.484,"nan",3.482,"nan",66.7166,15.867
"Czernik_18, MWSC_381","nan","nan",168.248,-12.312,1263.0,0.6,8.68,10.988,-5.888,10.796,-6.803,10.7,-7.094,66.9482,30.9447
"NGC_1582, MWSC_388","nan","nan",159.245,-3.033,1000.0,0.2,8.665,10.16,-3.965,10.096,-4.298,10.064,-4.35,67.8644,43.7898
"NGC_1605, MWSC_394","nan","nan",158.57,-1.577,2600.0,0.97,7.61,12.853,-4.007,12.542,-4.106,12.387,-4.124,68.7195,45.2742
"IRAS_04324+5106, MWSC_399","nan","nan",154.37,2.582,6408.0,1.978,8.38,15.62,-7.96,14.986,-8.597,14.67,-8.764,69.0786,51.1794
"Berkeley_67, MWSC_404","nan","nan",154.823,2.479,2000.0,0.7,9.242,12.066,-4.487,11.842,-4.915,11.73,-4.998,69.4391,50.7745
"FSR_0768, MWSC_407","nan","nan",170.901,-11.182,2289.0,0.937,8.85,12.55,-3.715,12.25,-3.968,12.1,-4.023,69.9215,29.7447
"Berkeley_68, MWSC_412","nan","nan",162.09,-2.397,1800.0,0.67,9.11,11.814,-4.501,11.599,-4.946,11.492,-5.033,71.1051,42.1001
"Berkeley_12, MWSC_413","nan","nan",161.639,-2.016,3300.0,0.7,9.6,13.154,-5.555,12.93,-6.106,12.818,-6.21,71.0972,42.6902
"NGC_1647, MWSC_416","nan","nan",180.297,-16.731,572.0,0.354,8.3,9.07,-3.732,8.957,-3.982,8.9,-4.031,71.489,19.1699
"Alessi_2, MWSC_419","nan","nan",152.271,6.379,520.0,0.15,8.698,8.7,-2.111,8.652,-2.352,8.628,-2.414,71.5519,55.2546
"FSR_0767, MWSC_424","nan","nan",170.606,-8.718,3423.0,0.708,9.35,13.24,-4.462,13.013,-4.818,12.9,-4.886,71.9007,31.5494
"NGC_1662, MWSC_425","nan","nan",187.701,-21.127,437.0,0.3,8.695,8.444,-3.57,8.348,-3.915,8.3,-3.966,72.1052,10.9248
"NGC_1663, MWSC_426","nan","nan",185.866,-19.671,1490.0,0.416,9.4,11.2,-3.662,11.067,-4.167,11.0,-4.225,72.307,13.1695
"ASCC_12, MWSC_427","nan","nan",163.039,-1.868,600.0,0.15,8.63,9.011,-1.49,8.963,-1.674,8.939,-1.722,72.4713,41.7187
"FSR_0742, MWSC_429","nan","nan",165.882,-4.06,1250.0,0.7,8.95,11.046,-2.343,10.822,-2.781,10.71,-2.826,72.6365,38.1342
"NGC_1664, MWSC_430","nan","nan",161.699,-0.443,1200.0,0.25,8.75,10.596,-4.451,10.516,-4.755,10.476,-4.819,72.7978,43.6598
"Teutsch_5, MWSC_438","nan","nan",167.579,-4.12,3001.0,0.6,9.38,12.867,-6.153,12.675,-6.878,12.579,-7.114,73.923,36.7829
"Berkeley_13, MWSC_439","nan","nan",155.06,5.917,2800.0,0.849,8.87,12.917,-4.191,12.645,-4.575,12.509,-4.63,73.9314,52.8149
"Czernik_19, MWSC_441","nan","nan",174.087,-8.845,2499.0,0.67,7.835,12.527,-3.888,12.312,-4.033,12.205,-4.033,74.2679,28.7809
"Skiff_J0458+43.0, MWSC_442","nan","nan",162.998,0.123,3000.0,0.4,8.7,12.706,-4.813,12.578,-5.129,12.514,-5.199,74.5268,43.007
"FSR_0744, MWSC_447","nan","nan",167.112,-2.805,1250.0,0.7,8.85,11.046,-3.065,10.822,-3.358,10.71,-3.416,74.8557,37.9649
"Berkeley_14, MWSC_448","nan","nan",162.807,0.653,5460.0,0.354,9.3,13.97,-6.718,13.857,-7.342,13.8,-7.516,74.9354,43.4853
"FSR_0722, MWSC_452","nan","nan",162.529,1.345,2501.0,0.999,8.8,12.792,-4.13,12.472,-4.506,12.312,-4.583,75.4544,44.1302
"Berkeley_15, MWSC_453","nan","nan",162.255,1.614,1300.0,0.35,9.4,10.85,-3.149,10.738,-3.763,10.682,-3.863,75.5172,44.5114
"FSR_0690, MWSC_456","nan","nan",157.901,5.131,1711.0,0.416,9.0,11.5,-3.589,11.367,-3.993,11.3,-4.075,75.7231,50.1003
"NGC_1708, MWSC_458","nan","nan",155.733,6.863,630.0,0.3,8.755,9.237,-1.916,9.141,-2.182,9.093,-2.231,75.8477,52.8648
"FSR_0771, MWSC_460","nan","nan",172.259,-5.647,1705.0,0.75,8.515,11.76,-3.828,11.52,-4.157,11.4,-4.244,75.9352,32.1649
"NGC_1746, MWSC_461","nan","nan",179.12,-10.482,800.0,0.3,8.64,9.756,-4.805,9.66,-5.189,9.612,-5.292,76.131,23.8304
"FSR_0841, MWSC_464","nan","nan",181.269,-11.495,2428.0,0.541,8.68,12.36,-3.222,12.187,-3.564,12.1,-3.606,76.5768,21.5266
"Bica_6, MWSC_465","nan","nan",166.98,-1.009,1150.0,0.31,9.19,10.552,-2.426,10.453,-2.858,10.403,-2.938,76.573,39.165
"Platais_4, MWSC_467","nan","nan",180.474,-10.787,275.0,0.271,8.55,7.415,-3.553,7.328,-4.481,7.285,-4.811,76.7093,22.5728
"SAI_41, MWSC_469","nan","nan",167.692,-1.318,3720.0,0.458,9.5,13.22,-3.579,13.073,-4.023,13.0,-4.116,76.8055,38.4105
"Skiff_J0507+30.8, MWSC_470","nan","nan",173.755,-5.852,5151.0,0.26,9.21,13.768,-5.327,13.685,-5.92,13.643,-6.07,76.789,30.8504
"FSR_0809, MWSC_471","nan","nan",176.577,-7.637,2500.0,0.87,9.2,12.688,-4.188,12.409,-4.557,12.27,-4.611,77.0417,27.5352
"NGC_1778, MWSC_472","nan","nan",168.884,-2.033,1500.0,0.3,8.45,11.121,-3.146,11.025,-3.405,10.977,-3.477,76.9847,37.0281
"SAI_43, MWSC_473","nan","nan",158.6,5.68,3900.0,0.179,8.905,13.099,-4.353,13.042,-4.83,13.013,-4.951,77.0555,49.8726
"King_17, MWSC_474","nan","nan",167.289,-0.739,3000.0,0.7,7.85,12.947,-4.118,12.723,-4.186,12.611,-4.181,77.0904,39.08
"FSR_0683, MWSC_475","nan","nan",155.914,7.703,1522.0,0.739,9.2,11.505,-2.658,11.268,-3.009,11.15,-3.077,77.1485,53.22
"FSR_0920, MWSC_476","nan","nan",192.829,-18.061,2882.0,0.937,8.655,13.05,-4.131,12.75,-4.254,12.6,-4.278,77.4077,8.5953
"Teutsch_132, MWSC_477","nan","nan",167.679,-0.658,4001.0,0.799,6.9,13.652,-3.884,13.396,-4.02,13.268,-4.016,77.473,38.8152
"NGC_1802, MWSC_478","nan","nan",179.583,-9.249,2100.0,0.581,9.15,12.077,-4.785,11.891,-5.295,11.798,-5.409,77.5182,24.1803
"NGC_1807, MWSC_479","nan","nan",186.097,-13.482,2812.0,0.791,8.25,12.88,-5.373,12.627,-5.603,12.5,-5.637,77.6951,16.5218
"FSR_0796, MWSC_480","nan","nan",174.761,-5.578,4598.0,0.271,9.4,13.53,-4.934,13.443,-5.456,13.4,-5.561,77.7325,30.2049
"NGC_1798, MWSC_483","nan","nan",160.695,4.844,5247.0,0.312,9.3,13.85,-7.138,13.75,-7.945,13.7,-8.184,77.8987,47.6949
"NGC_1817, MWSC_484","nan","nan",186.171,-13.092,1504.0,0.354,8.9,11.17,-4.993,11.057,-5.386,11.0,-5.428,78.0745,16.6803
"ASCC_13, MWSC_486","nan","nan",163.434,3.333,800.0,0.2,7.71,9.676,-4.216,9.612,-4.48,9.58,-4.529,78.4393,44.5955
"FSR_0851, MWSC_490","nan","nan",183.831,-10.88,1092.0,0.958,9.15,10.96,-3.182,10.653,-3.559,10.5,-3.648,78.6516,19.8157
"Dolidze_16, MWSC_491","nan","nan",173.217,-3.514,868.0,0.333,7.6,9.96,-1.562,9.853,-1.835,9.8,-1.873,78.6406,32.6603
"FSR_0670, MWSC_492","nan","nan",152.329,11.344,2007.0,0.583,9.005,11.98,-3.53,11.793,-3.935,11.7,-4.0,78.8421,58.2047
"FSR_0707, MWSC_494","nan","nan",161.196,5.403,2390.0,0.645,9.115,12.41,-3.845,12.203,-4.228,12.1,-4.299,79.0046,47.6138
"Patchick_3, MWSC_495","nan","nan",162.896,4.32,2991.0,0.687,8.905,12.93,-6.596,12.71,-7.287,12.6,-7.531,79.1368,45.6054
"BDSB_68, MWSC_499","nan","nan",169.653,-0.072,3497.0,0.906,8.5,13.445,-4.8,13.155,-5.193,13.01,-5.269,79.5475,37.5576
"NGC_1901, MWSC_500","nan","nan",279.026,-33.603,406.0,0.021,8.85,8.06,-1.736,8.053,-2.069,8.05,-2.171,79.5612,-68.4395
"Kronberger_18, MWSC_502","nan","nan",169.646,0.045,2700.0,0.7,7.25,12.718,-3.56,12.494,-3.775,12.382,-3.847,79.6631,37.6306
"FSR_0857, MWSC_503","nan","nan",184.945,-10.5,2056.0,1.041,8.0,12.4,-3.107,12.067,-3.196,11.9,-3.186,79.6347,19.1204
"SAI_46, MWSC_504","nan","nan",170.681,-0.447,5441.0,0.999,9.2,14.48,-5.191,14.16,-5.764,14.0,-5.881,79.9029,36.5008
"NGC_1857, MWSC_505","nan","nan",168.44,1.216,3299.0,0.5,8.67,12.993,-5.014,12.833,-5.234,12.753,-5.31,80.0048,39.2901
"ASCC_14, MWSC_507","nan","nan",171.851,-1.078,1100.0,0.371,8.53,10.504,-7.275,10.385,-8.157,10.326,-8.621,80.0902,35.1802
"Czernik_20, MWSC_508","nan","nan",168.279,1.422,2000.0,0.6,9.19,11.986,-5.678,11.794,-6.3,11.698,-6.539,80.1045,39.5399
"Berkeley_17, MWSC_509","nan","nan",175.652,-3.656,1800.0,0.849,9.6,11.958,-5.044,11.686,-5.644,11.55,-5.774,80.1461,30.5907
"Berkeley_18, MWSC_512","nan","nan",163.644,5.044,5800.0,0.45,9.63,14.178,-7.656,14.034,-8.408,13.962,-8.591,80.5917,45.4049
"Dolidze_17, MWSC_513","nan","nan",195.855,-16.099,1031.0,0.416,9.18,10.4,-1.711,10.267,-2.142,10.2,-2.194,80.6252,7.161
"ASCC_15, MWSC_514","nan","nan",170.951,0.055,1400.0,0.389,8.685,11.043,-3.178,10.918,-3.521,10.856,-3.593,80.6078,36.5651
"NGC_1893, MWSC_516","nan","nan",173.577,-1.66,3300.0,0.949,6.55,13.354,-6.488,13.05,-6.582,12.898,-6.578,80.6981,33.4298
"Collinder_62, MWSC_518","nan","nan",167.257,2.557,1472.0,0.5,8.905,11.24,-4.492,11.08,-4.958,11.0,-5.043,80.5672,41.0255
"FSR_0861, MWSC_521","nan","nan",185.884,-9.779,2070.0,0.375,9.025,11.88,-3.402,11.76,-3.697,11.7,-3.735,80.8093,18.7464
"Dolidze_19, MWSC_524","nan","nan",195.122,-15.333,1710.0,1.041,8.59,12.0,-4.6,11.667,-5.192,11.5,-5.339,80.9202,8.1606
"Dol-Dzim_2, MWSC_525","nan","nan",192.212,-13.558,1371.0,0.666,9.025,11.22,-2.348,11.007,-2.707,10.9,-2.755,80.9621,11.4906
"SAI_47, MWSC_526","nan","nan",166.356,3.54,1523.0,0.271,9.2,11.13,-2.764,11.043,-3.173,11.0,-3.24,80.9748,42.3228
"Berkeley_19, MWSC_527","nan","nan",176.913,-3.629,4800.0,0.4,9.5,13.727,-4.423,13.599,-4.916,13.535,-5.005,80.9934,29.5675
"SAI_48, MWSC_529","nan","nan",173.702,-1.394,4001.0,0.799,8.95,13.652,-4.619,13.396,-4.875,13.268,-4.908,81.0459,33.4768
"FSR_0964, MWSC_530","nan","nan",197.618,-16.549,2795.0,0.833,8.26,12.9,-3.825,12.633,-3.888,12.5,-3.935,81.1049,5.4764
"ASCC_16, MWSC_531","nan","nan",201.066,-18.527,397.0,0.021,7.0,8.01,-2.12,8.003,-2.66,8.0,-2.723,81.0298,1.6405
"Berkeley_69, MWSC_532","nan","nan",174.44,-1.853,2799.0,0.67,9.01,12.773,-6.206,12.558,-6.823,12.451,-6.999,81.0883,32.6087
"FSR_0868, MWSC_533","nan","nan",186.473,-9.687,2304.0,0.583,8.9,12.28,-3.548,12.093,-3.802,12.0,-3.836,81.2246,18.3101
"ASCC_17, MWSC_534","nan","nan",176.562,-3.049,1850.0,0.371,7.265,11.633,-3.873,11.514,-4.035,11.455,-4.036,81.3211,30.1827
"FSR_0913, MWSC_535","nan","nan",192.342,-13.159,1633.0,1.041,8.9,11.9,-3.963,11.567,-4.454,11.4,-4.568,81.3762,11.5933
"FSR_0775, MWSC_536","nan","nan",172.648,-0.31,1300.0,0.57,8.72,11.027,-2.872,10.844,-3.194,10.753,-3.255,81.4148,34.9575
"NGC_1896, MWSC_537","nan","nan",177.369,-3.504,2600.0,0.6,9.1,12.556,-4.943,12.364,-5.443,12.268,-5.533,81.4048,29.2603
"Berkeley_70, MWSC_538","nan","nan",166.871,3.601,5001.0,0.5,9.35,13.896,-6.421,13.736,-7.132,13.656,-7.259,81.4308,41.931
"NGC_1883, MWSC_539","nan","nan",163.076,6.15,5752.0,0.625,8.545,14.3,-6.728,14.1,-7.314,14.0,-7.443,81.4589,46.4909
"Collinder_65, MWSC_540","nan","nan",188.884,-10.877,325.0,0.135,8.065,7.665,-3.196,7.622,-3.49,7.6,-3.565,81.5168,15.6708
"ASCC_18, MWSC_541","nan","nan",202.017,-18.43,313.0,0.062,7.15,7.53,-0.676,7.51,-1.134,7.5,-1.175,81.555,0.9007
"SAI_49, MWSC_542","nan","nan",159.502,8.585,3200.0,0.541,9.15,12.96,-4.709,12.787,-5.264,12.7,-5.367,81.5963,50.79
"Czernik_21, MWSC_543","nan","nan",171.888,0.456,4301.0,0.849,9.35,13.849,-7.202,13.577,-7.776,13.441,-7.93,81.673,36.0159
"FSR_0777, MWSC_546","nan","nan",173.041,-0.1,1173.0,0.479,7.0,10.73,-3.372,10.577,-3.395,10.5,-3.381,81.8945,34.7487
"ASCC_19, MWSC_547","nan","nan",204.859,-19.486,314.0,0.052,7.5,7.525,-1.203,7.508,-1.348,7.5,-1.41,81.9154,-1.9645
"Dolidze_20, MWSC_548","nan","nan",173.857,-0.612,797.0,0.291,7.4,9.74,-1.776,9.647,-1.858,9.6,-1.838,81.9285,33.7858
"FSR_0882, MWSC_550","nan","nan",188.065,-9.824,1887.0,0.375,9.35,11.68,-4.112,11.56,-4.566,11.5,-4.625,81.9926,16.9156
"Waterloo_2, MWSC_551","nan","nan",168.423,3.079,550.0,0.171,8.33,8.839,-0.971,8.784,-1.187,8.757,-1.213,81.9974,40.3527
"NGC_1907, MWSC_552","nan","nan",172.614,0.299,1600.0,0.5,8.6,11.422,-4.942,11.262,-5.303,11.182,-5.4,82.0098,35.3254
"Kronberger_1, MWSC_555","nan","nan",173.094,0.046,1919.0,0.573,6.9,11.875,-3.612,11.692,-3.721,11.6,-3.727,82.0781,34.7857
"ASCC_20, MWSC_556","nan","nan",201.659,-17.522,394.0,0.062,7.0,8.03,-2.962,8.01,-3.114,8.0,-3.118,82.1827,1.6401
"NGC_1912, MWSC_557","nan","nan",172.307,0.695,1144.0,0.333,8.35,10.56,-5.374,10.453,-5.567,10.4,-5.609,82.2058,35.8004
"Teutsch_52, MWSC_561","nan","nan",170.45,2.252,4200.0,1.081,8.8,13.983,-5.591,13.637,-6.238,13.464,-6.38,82.5494,38.2077
"NGC_1963, MWSC_569","nan","nan",240.971,-30.894,1703.0,0.76,8.125,11.765,-4.205,11.522,-4.479,11.4,-4.537,83.036,-36.3793
"FSR_0884, MWSC_570","nan","nan",188.398,-8.811,2711.0,0.416,9.315,12.5,-4.588,12.367,-5.013,12.3,-5.106,83.0721,17.1782
"Berkeley_20, MWSC_572","nan","nan",203.484,-17.381,8399.0,0.121,9.78,14.718,-6.274,14.679,-6.853,14.66,-6.986,83.1473,0.1838
"FSR_0761, MWSC_574","nan","nan",169.417,3.648,3741.0,1.041,6.55,13.7,-5.718,13.367,-5.821,13.2,-5.777,83.3302,39.8341
"Dol-Dzim_3, MWSC_575","nan","nan",180.668,-3.577,2241.0,0.77,8.915,12.37,-2.305,12.123,-2.558,12.0,-2.608,83.3832,26.4694
"FSR_0842, MWSC_576","nan","nan",181.531,-3.912,3816.0,1.374,6.55,14.01,-5.292,13.57,-5.371,13.35,-5.32,83.5874,25.5637
"FSR_0886, MWSC_578","nan","nan",188.661,-8.223,1685.0,0.521,9.11,11.55,-3.575,11.383,-3.952,11.3,-4.02,83.7386,17.2686
"Collinder_69, MWSC_580","nan","nan",195.165,-12.012,411.0,0.09,6.76,8.143,-4.585,8.114,-4.6,8.1,-4.477,83.827,9.8304
"Dol-Dzim_4, MWSC_592","nan","nan",181.381,-3.428,1658.0,1.249,8.455,12.1,-3.595,11.7,-3.81,11.5,-3.854,83.9509,25.9504
"FSR_1027, MWSC_593","nan","nan",207.15,-18.195,2325.0,0.521,9.11,12.25,-3.524,12.083,-3.896,12.0,-3.953,84.0714,-3.2794
"NGC_1960, MWSC_594","nan","nan",174.518,1.081,1200.0,0.25,7.565,10.596,-4.359,10.516,-4.508,10.476,-4.523,84.0734,34.1587
"Morgan_8, MWSC_597","nan","nan",210.123,-19.592,314.0,0.042,7.2,7.52,-0.154,7.507,-0.564,7.5,-0.642,84.1059,-6.4198
"FSR_0807, MWSC_599","nan","nan",176.507,-0.112,1750.0,1.149,7.0,12.137,-3.779,11.769,-3.821,11.585,-3.811,84.1509,31.8404
"Koposov_36, MWSC_601","nan","nan",177.064,-0.428,1600.0,0.831,8.445,11.687,-3.738,11.421,-4.003,11.288,-4.042,84.1898,31.2009
"FSR_0815, MWSC_603","nan","nan",177.081,-0.207,2153.0,1.041,8.655,12.5,-3.158,12.167,-3.322,12.0,-3.38,84.4186,31.3051
"NGC_1996, MWSC_608","nan","nan",181.834,-3.088,2056.0,1.041,8.515,12.4,-5.037,12.067,-5.331,11.9,-5.407,84.539,25.7503
"FSR_0812, MWSC_609","nan","nan",176.761,0.102,2801.0,1.099,7.3,13.118,-4.098,12.766,-4.179,12.59,-4.194,84.5237,31.7409
"Stock_10, MWSC_616","nan","nan",171.748,3.527,500.0,0.079,8.42,8.559,-2.71,8.534,-2.853,8.521,-2.874,84.7999,37.8052
"FSR_0816, MWSC_620","nan","nan",177.087,0.198,2220.0,1.145,7.8,12.65,-5.159,12.283,-5.289,12.1,-5.343,84.8234,31.5165
"FSR_0817, MWSC_622","nan","nan",177.62,-0.106,1359.0,0.416,9.05,11.0,-2.216,10.867,-2.583,10.8,-2.634,84.8546,30.9035
"Koposov_27, MWSC_625","nan","nan",175.552,1.218,2500.0,0.75,8.755,12.591,-3.329,12.351,-3.625,12.231,-3.727,84.8781,33.3588
"FSR_0930, MWSC_626","nan","nan",194.346,-10.17,2035.0,0.645,8.645,12.06,-2.959,11.853,-3.22,11.75,-3.259,85.0229,11.4605
"Sh2_235, MWSC_629","nan","nan",173.505,2.779,2307.0,1.041,6.62,12.65,-3.773,12.317,-3.889,12.15,-3.87,85.1678,35.921
"Berkeley_71, MWSC_634","nan","nan",176.634,0.888,3260.0,0.87,9.02,13.264,-4.781,12.985,-5.088,12.846,-5.162,85.2286,32.2668
"FSR_0874, MWSC_635","nan","nan",186.764,-5.396,912.0,0.625,8.86,10.3,-1.538,10.1,-1.819,10.0,-1.846,85.2333,20.357
"Teutsch_2, MWSC_638","nan","nan",170.751,4.642,3601.0,0.55,8.95,13.223,-3.534,13.047,-3.804,12.959,-3.845,85.3403,39.2382
"BDSB_73, MWSC_639","nan","nan",173.645,2.892,1110.0,0.541,8.875,10.66,-3.362,10.487,-3.714,10.4,-3.782,85.3774,35.8618
"FSR_0821, MWSC_642","nan","nan",178.731,-0.184,1213.0,0.562,9.1,10.87,-2.679,10.69,-3.073,10.6,-3.168,85.461,29.9201
"FSR_0823, MWSC_650","nan","nan",179.127,-0.25,1100.0,0.55,8.805,10.648,-1.808,10.472,-2.137,10.384,-2.199,85.6368,29.5489
"Teutsch_45, MWSC_651","nan","nan",177.918,0.503,2999.0,0.991,7.1,13.18,-3.58,12.863,-3.755,12.704,-3.772,85.6408,30.9732
"FSR_0826, MWSC_653","nan","nan",179.664,-0.506,2100.0,1.149,7.3,12.533,-3.801,12.165,-3.93,11.981,-3.936,85.7113,28.9575
"NGC_2026, MWSC_655","nan","nan",187.207,-5.08,1226.0,0.333,8.62,10.71,-2.447,10.603,-2.746,10.55,-2.777,85.7661,20.1456
"B_35, MWSC_656","nan","nan",196.872,-10.606,612.0,0.208,8.92,9.1,-2.5,9.033,-2.882,9.0,-2.957,85.9141,9.0953
"Koposov_77, MWSC_657","nan","nan",185.965,-4.114,1750.0,0.57,9.445,11.673,-3.095,11.49,-3.568,11.399,-3.655,85.9593,21.7055
"Teutsch_10, MWSC_661","nan","nan",179.954,-0.287,2600.0,1.02,7.8,12.893,-4.561,12.566,-4.651,12.403,-4.663,86.098,28.8256
"FSR_0850, MWSC_662","nan","nan",183.521,-2.289,1836.0,0.562,7.3,11.77,-4.085,11.59,-4.361,11.5,-4.418,86.2714,24.739
"NGC_2039, MWSC_663","nan","nan",197.556,-10.277,2241.0,0.77,8.58,12.37,-5.149,12.123,-5.571,12.0,-5.714,86.542,8.6759
"IRAS_05439+3035, MWSC_666","nan","nan",178.767,1.176,2600.0,1.199,7.2,13.037,-4.021,12.653,-4.087,12.461,-4.102,86.8249,30.6006
"FSR_1066, MWSC_667","nan","nan",211.819,-17.355,1656.0,0.791,9.025,11.73,-4.301,11.477,-4.819,11.35,-4.955,86.8434,-6.8642
"Koposov_10, MWSC_669","nan","nan",174.654,3.694,1819.0,0.625,8.775,11.8,-2.269,11.6,-2.522,11.5,-2.542,86.8654,35.4196
"FSR_0864, MWSC_670","nan","nan",186.227,-3.209,3102.0,0.906,8.25,13.185,-5.548,12.895,-5.751,12.75,-5.812,86.9391,21.9504
"FSR_0978, MWSC_671","nan","nan",200.692,-11.493,2143.0,1.072,7.95,12.515,-3.627,12.171,-3.68,12.0,-3.662,87.0004,5.3964
"Basel_4, MWSC_672","nan","nan",179.291,1.28,2801.0,0.5,8.665,12.637,-4.674,12.477,-4.941,12.397,-4.997,87.2418,30.2056
"Collinder_74, MWSC_673","nan","nan",198.998,-10.402,2637.0,0.604,9.09,12.59,-4.735,12.397,-5.142,12.3,-5.208,87.1397,7.3806
"FSR_0846, MWSC_674","nan","nan",182.564,-0.729,1881.0,1.02,7.3,12.19,-3.649,11.863,-3.8,11.7,-3.846,87.201,26.3655
"King_8, MWSC_675","nan","nan",176.383,3.095,4500.0,0.631,9.005,13.772,-5.77,13.57,-6.27,13.469,-6.386,87.3176,33.631
"Czernik_23, MWSC_677","nan","nan",180.533,0.814,2449.0,0.521,8.48,12.362,-4.995,12.195,-5.37,12.112,-5.455,87.5158,28.9008
"BDSB_77, MWSC_678","nan","nan",184.859,-1.738,4857.0,0.833,6.2,14.1,-4.092,13.833,-4.327,13.7,-4.367,87.5471,23.8787
"Berkeley_72, MWSC_679","nan","nan",186.277,-2.559,3753.0,0.895,8.84,13.59,-4.248,13.303,-4.518,13.16,-4.566,87.5689,22.2412
"Berkeley_21, MWSC_682","nan","nan",186.817,-2.483,5716.0,0.666,9.3,14.32,-5.546,14.107,-6.093,14.0,-6.206,87.9363,21.816
"Dutra-Bica_83, MWSC_684","nan","nan",182.064,0.411,1863.0,1.083,8.78,12.22,-3.242,11.873,-3.664,11.7,-3.775,88.011,27.3792
"S_242,Sh2_242, MWSC_685","nan","nan",182.441,0.222,2186.0,0.937,6.4,12.45,-2.824,12.15,-3.013,12.0,-3.004,88.0442,26.9585
"Koposov_43, MWSC_687","nan","nan",179.92,1.734,3000.0,0.65,9.115,12.907,-6.57,12.699,-7.267,12.595,-7.514,88.0641,29.8977
"NGC_2099, MWSC_689","nan","nan",177.622,3.103,1400.0,0.35,8.55,11.011,-6.017,10.899,-6.298,10.843,-6.374,88.0788,32.5708
"FSR_0852, MWSC_691","nan","nan",184.124,-0.438,2149.0,0.479,9.0,12.045,-4.696,11.892,-5.125,11.815,-5.205,88.3644,25.1737
"NGC_2112, MWSC_692","nan","nan",205.863,-12.623,977.0,0.625,9.315,10.45,-4.513,10.25,-4.93,10.15,-5.018,88.4258,0.4142
