"RA_ICRS","DE_ICRS","Cluster","N","logAge","AV","MOD","r","Mass","Density","Nrelax","NBSS","NpBS","Reffcl","ReffBSS","_RA.icrs","_DE.icrs"
155.884,-54.667,"Loden_46","nan",8.92,0.21,10.22,6.31,166.3,0.238,6.09,0,0,0.378,"nan",155.884,-54.667
155.347,-54.45,"Teutsch_44","*",9.41,0.58,14.21,2.92,1007.5,14.191,34.59,1,1,0.032,0.007,155.347,-54.45
158.037,-44.451,"UPK_560","nan",8.51,0.07,8.89,10.49,245.0,0.077,0.98,0,0,1.167,"nan",158.037,-44.451
171.392,-43.24,"NGC_3680","nan",9.34,0.1,10.15,2.79,447.4,7.243,41.12,0,0,0.193,"nan",171.392,-43.24
145.902,-50.797,"SAI_109","*",9.02,1.78,14.27,5.5,2158.2,4.642,4.08,5,0,0.05,0.065,145.902,-50.797
150.469,-49.564,"VDBH_85, BH_85","*",9.36,1.1,14.37,4.05,3984.3,21.056,11.49,3,3,0.033,0.024,150.469,-49.564
145.058,-50.326,"NGC_2972","nan",8.69,1.22,11.49,1.49,638.3,69.609,20.47,0,0,0.042,"nan",145.058,-50.326
143.684,-48.04,"Pismis_15","*",8.94,1.89,12.04,1.7,1305.2,95.679,23.62,2,2,0.042,0.024,143.684,-48.04
142.145,-46.607,"Teutsch_103","nan",8.56,2.36,12.24,1.56,434.5,41.163,15.97,0,0,0.032,"nan",142.145,-46.607
140.007,-45.131,"Pismis_12","nan",9.09,1.41,11.62,1.95,1509.1,72.637,25.89,0,0,0.057,"nan",140.007,-45.131
137.032,-43.346,"UPK_528","nan",8.54,0.51,10.03,2.4,220.3,5.744,9.86,0,0,0.173,"nan",137.032,-43.346
139.85,-40.52,"NGC_2849","*",9.02,0.85,13.59,2.46,2201.3,52.822,13.54,2,0,0.032,0.01,139.85,-40.52
143.284,-36.358,"Turner_5","nan",8.51,0.04,8.19,5.93,48.9,0.085,3.49,0,0,0.639,"nan",143.284,-36.358
142.543,-34.136,"UBC_648","*",9.35,0.46,13.53,4.08,338.2,1.743,25.95,2,0,0.065,0.025,142.543,-34.136
142.445,-33.848,"FSR_1407","*",9.61,0.57,12.69,3.14,1571.7,17.557,42.63,4,1,0.06,0.054,142.445,-33.848
111.573,-47.685,"Melotte_66","*",9.63,0.25,13.42,7.42,18163.4,15.3,4.91,10,3,0.107,0.058,111.573,-47.685
109.275,-46.142,"Alessi_3","nan",8.8,0.14,7.37,7.99,300.8,0.212,2.71,0,0,1.967,"nan",109.275,-46.142
128.169,-48.304,"Ruprecht_63","nan",8.76,1.21,13.02,4.41,996.1,4.192,4.07,0,0,0.07,"nan",128.169,-48.304
124.711,-47.786,"FSR_1419","*",9.21,1.25,15.24,6.24,927.8,1.356,7.09,1,0,0.036,0.025,124.711,-47.786
126.105,-47.207,"Ruprecht_60","*",8.99,1.05,13.18,3.02,1456.9,18.972,10.77,1,1,0.063,0.084,126.105,-47.207
116.643,-48.192,"UBC_647","nan",8.95,0.27,10.87,2.95,65.6,0.919,25.98,0,0,0.123,"nan",116.643,-48.192
130.734,-44.932,"UBC_246","nan",8.5,1.59,11.63,3.7,2057.9,14.738,2.24,0,0,0.131,"nan",130.734,-44.932
130.464,-43.363,"Ruprecht_67","nan",8.63,1.26,11.03,1.63,320.7,26.957,19.48,0,0,0.065,"nan",130.464,-43.363
131.557,-41.886,"NGC_2671","nan",8.52,2.31,10.71,1.72,860.8,61.619,10.08,0,0,0.068,"nan",131.557,-41.886
127.45,-41.343,"FoF_2220, LP_2220","nan",8.66,0.68,10.65,4.54,431.7,1.663,4.07,0,0,0.237,"nan",127.45,-41.343
124.477,-41.674,"Pismis_2","*",9.27,3.32,13.05,1.85,16151.7,905.941,17.71,5,0,0.033,0.038,124.477,-41.674
126.366,-39.64,"Saurer_2","*",9.21,3.72,14.04,2.92,5308.5,75.621,11.82,3,0,0.029,0.026,126.366,-39.64
131.035,-39.352,"FSR_1399","nan",8.99,2.7,12.33,1.48,605.5,67.092,42.43,0,0,0.037,"nan",131.035,-39.352
130.287,-38.699,"Pismis_7","nan",8.89,1.6,13.32,2.74,1759.1,30.828,9.24,0,0,0.035,"nan",130.287,-38.699
130.142,-38.071,"Ruprecht_66","*",9.15,1.54,12.82,2.62,1582.9,31.344,18.81,1,0,0.06,0.196,130.142,-38.071
127.834,-38.64,"Pismis_3","*",9.5,2.35,11.86,4.63,21421.8,74.849,6.85,3,0,0.117,0.095,127.834,-38.64
127.249,-38.095,"Gulliver_44","nan",8.65,0.78,10.44,4.05,676.6,3.687,4.09,0,0,0.209,"nan",127.249,-38.095
119.399,-44.648,"UBC_478","nan",9.13,0.47,12.28,4.34,384.3,1.671,13.54,0,0,0.111,"nan",119.399,-44.648
120.415,-41.596,"ESO_311_21","*",9.41,1.83,13.68,4.28,3762.1,16.803,12.16,0,1,0.054,"nan",120.415,-41.596
120.304,-40.676,"FSR_1378","*",9.35,1.11,10.99,1.9,1014.7,51.838,56.96,1,3,0.073,0.046,120.304,-40.676
118.046,-38.537,"NGC_2477","*",9.05,0.68,10.8,3.78,9559.5,63.411,4.42,5,1,0.148,0.092,118.046,-38.537
122.764,-39.994,"FSR_1380","*",9.01,2.47,12.56,2.04,930.3,39.242,23.74,1,1,0.043,0.037,122.764,-39.994
122.164,-37.5,"Gulliver_4","*",9.06,0.94,12.19,3.79,495.9,3.255,13.0,1,0,0.086,0.104,122.164,-37.5
122.055,-36.606,"SAI_86","nan",8.75,1.72,12.8,2.41,990.6,25.597,9.88,0,0,0.049,"nan",122.055,-36.606
123.185,-35.111,"Gulliver_36","nan",8.87,0.47,10.59,3.2,464.5,5.076,10.96,0,0,0.161,"nan",123.185,-35.111
121.787,-36.057,"Teutsch_50","nan",8.79,3.06,13.38,1.9,442.7,23.199,20.21,0,0,0.037,"nan",121.787,-36.057
120.76,-35.07,"UBC_472","nan",9.33,1.58,11.48,1.73,334.6,22.868,90.42,0,0,0.082,"nan",120.76,-35.07
122.648,-34.297,"UBC_473","nan",8.87,0.78,13.27,1.96,278.4,13.227,26.84,0,0,0.042,"nan",122.648,-34.297
123.855,-33.814,"UBC_645","*",8.97,0.3,13.51,13.35,458.4,0.069,1.63,0,2,0.16,"nan",123.855,-33.814
124.866,-33.216,"UBC_474","*",8.87,0.54,13.49,10.63,795.1,0.238,1.52,0,2,0.144,"nan",124.866,-33.216
125.797,-32.972,"NGC_2588","nan",8.74,0.8,13.35,1.55,385.3,37.324,25.56,0,0,0.02,"nan",125.797,-32.972
121.561,-33.053,"UBC_471","nan",8.85,0.91,13.21,6.43,583.7,0.788,3.41,0,0,0.097,"nan",121.561,-33.053
123.71,-31.938,"Ruprecht_58","nan",8.52,0.8,12.54,2.58,1045.8,21.994,5.11,0,0,0.054,"nan",123.71,-31.938
123.911,-30.851,"Haffner_26","nan",8.73,0.46,12.23,3.21,371.5,4.045,8.47,0,0,0.067,"nan",123.911,-30.851
105.863,-40.886,"UPK_495","nan",8.64,0.05,9.1,10.82,115.2,0.033,1.56,0,0,1.013,"nan",105.863,-40.886
116.086,-34.628,"ESO_368_11","nan",8.77,1.11,11.63,1.88,773.1,41.617,16.27,0,0,0.059,"nan",116.086,-34.628
114.683,-33.845,"Arp_Madore_2","*",9.48,1.49,15.35,5.33,9086.0,20.839,7.39,2,0,0.034,0.087,114.683,-33.845
120.872,-30.873,"Ruprecht_50","nan",8.66,0.61,11.67,1.43,231.4,28.566,27.98,0,0,0.037,"nan",120.872,-30.873
121.773,-29.872,"NGC_2533","nan",9.02,0.9,12.1,2.53,747.8,16.589,18.98,0,0,0.063,"nan",121.773,-29.872
121.246,-28.122,"NGC_2527","nan",8.84,0.36,9.11,4.73,1117.4,3.8,4.25,0,0,0.523,"nan",121.246,-28.122
114.9,-30.933,"Ruprecht_28","*",9.07,0.83,13.14,3.55,1427.2,11.353,10.24,2,0,0.055,0.035,114.9,-30.933
117.62,-29.853,"Czernik_32","*",9.05,2.17,13.08,2.6,3260.0,66.148,11.59,1,2,0.04,0.065,117.62,-29.853
118.61,-27.518,"FoF_947, LP_947","nan",9.13,1.22,12.3,3.28,946.1,9.559,15.33,0,0,0.076,"nan",118.61,-27.518
116.362,-27.239,"UBC_466","nan",8.6,1.53,13.32,2.9,466.3,6.95,6.8,0,0,0.065,"nan",116.362,-27.239
119.407,-25.92,"Ruprecht_42","nan",8.53,0.96,14.08,3.43,651.8,5.833,4.01,0,0,0.038,"nan",119.407,-25.92
110.734,-29.502,"Haffner_7","*",8.94,0.47,13.19,2.43,817.3,20.425,16.2,0,1,0.033,"nan",110.734,-29.502
112.783,-28.377,"UBC_233","nan",8.66,0.59,11.9,4.89,371.0,1.146,3.83,0,0,0.124,"nan",112.783,-28.377
113.855,-27.708,"Haffner_11","nan",8.97,1.56,13.74,4.7,2903.1,10.04,4.13,0,0,0.062,"nan",113.855,-27.708
114.423,-26.516,"Ruprecht_27","nan",8.75,0.91,11.57,3.02,793.2,10.337,7.57,0,0,0.102,"nan",114.423,-26.516
116.141,-23.853,"NGC_2447","nan",8.76,0.05,10.04,3.59,2816.6,21.962,3.83,0,0,0.262,"nan",116.141,-23.853
114.192,-23.387,"Ruprecht_25","nan",8.5,1.44,14.71,2.29,537.0,16.261,7.33,0,0,0.025,"nan",114.192,-23.387
109.992,-24.535,"FSR_1284","nan",8.77,0.84,11.84,1.71,274.6,19.849,26.31,0,0,0.044,"nan",109.992,-24.535
108.503,-25.724,"NGC_2354","*",9.15,0.35,10.68,3.63,1383.6,10.244,12.06,2,1,0.189,0.052,108.503,-25.724
109.493,-22.66,"Haffner_5","*",9.67,0.76,11.14,1.77,1655.8,102.075,113.54,4,2,0.065,0.036,109.493,-22.66
112.665,-23.383,"Ruprecht_23","nan",8.61,1.49,12.18,4.09,877.4,4.645,3.36,0,0,0.103,"nan",112.665,-23.383
112.176,-20.807,"ESO_559_13","nan",8.79,0.87,11.83,1.01,87.3,30.374,83.2,0,0,0.031,"nan",112.176,-20.807
136.441,-37.874,"FSR_1402","*",9.48,0.89,13.2,4.05,2166.7,11.384,19.08,3,1,0.068,0.032,136.441,-37.874
134.042,-39.518,"VDBH_55, BH_55","*",9.36,1.22,13.4,4.01,1447.4,7.884,16.83,1,2,0.048,0.124,134.042,-39.518
139.044,-36.624,"NGC_2818","*",8.92,0.43,12.45,4.2,2036.3,9.857,4.95,1,1,0.089,0.034,139.044,-36.624
133.248,-35.476,"ESO_371_25","*",9.31,1.2,13.83,2.34,1581.1,43.309,32.48,3,1,0.028,0.015,133.248,-35.476
131.147,-35.9,"Ruprecht_68","nan",9.26,1.09,12.41,3.93,3993.0,23.261,9.5,0,0,0.091,"nan",131.147,-35.9
