"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","recno"
"HSC 1027",2653,"nan","o",3.19,10,3.19,10,28.79327,71.08356,128.09966,8.854,0.0576,0.02563,0.4539,0.4539,0.9996,0.44471,7.87714,7.87714,-0.04343,0.06221,0.01967,-1.76806,0.11002,0.03479,0.96597,0.03507,0.01109,987.10343,994.30176,1001.60584,10,0,-8727.78325,773.13081,175.39339,-14.36979,26.31152,8.32043,1,0.3433,0.8003,0.91396,0.99976,0.99989,"nan",7.655,8.068,8.423,0.38,0.719,0.985,0.014,0.49,0.713,9.792,9.962,10.133,10,0,0,0,"nan",2654
"HSC 1028",2654,"nan","o",6.06972,77,7.33886,64,25.30079,64.27563,128.30052,1.924,0.15829,0.28523,0.28523,0.41048,13.46657,24.26613,24.26613,34.92174,-1.42478,0.08808,0.01101,-0.09582,0.05907,0.00738,0.16736,0.03091,0.00386,4790.66957,4874.36462,4961.03605,77,0,-11140.90188,3823.10517,192.17098,-49.31886,0.17432,0.12327,2,0.06459,0.1025,0.39966,0.55445,0.82946,"nan",7.295,7.68,7.884,2.409,2.616,2.888,2.035,2.358,2.694,13.294,13.489,13.627,10,0,0,0,"nan",2655
"HSC 1029",2655,"nan","o",9.38269,41,9.38269,41,20.85566,48.9988,128.31839,-13.54,0.32685,0.34962,1.14115,1.14115,5.07448,5.42797,17.71894,17.71894,-5.80138,0.25367,0.03962,-2.54915,0.19757,0.03085,1.08855,0.05357,0.00837,886.52071,889.53261,892.56505,39,0,-8658.71673,678.51619,-186.0589,-31.97448,7.61316,1.79444,18,0.7774,0.9666,0.98179,0.99974,0.9999,"TP ",8.662,8.852,9.08,0.052,0.188,0.271,0.063,0.483,0.693,9.496,9.672,9.863,40,0,0,0,"nan",2656
"HSC 1031",2657,"nan","o",3.62323,46,4.28081,32,24.56874,61.56595,128.47772,-0.8004,0.3403,0.70682,0.70682,1.22874,5.60867,11.64981,11.64981,20.25415,-1.03714,0.12104,0.0214,-1.75433,0.11437,0.02022,1.0199,0.03917,0.00692,941.08745,944.30107,947.53672,41,0,-8709.501,739.17468,9.11296,-23.01934,6.39815,3.19908,4,0.00942,0.0091,0.29643,0.45664,0.84357,"nan",7.69,7.937,8.135,1.615,1.841,2.075,2.121,2.46,2.786,9.689,9.833,9.963,40,0,0,0,"nan",2658
"HSC 1032",2658,"nan","o",3.63694,19,3.85255,13,24.49748,60.96079,128.55303,-1.402,0.20402,0.31604,0.31604,0.59486,6.15844,9.53983,9.53983,17.95659,1.66066,0.14699,0.04077,-3.30506,0.1323,0.03669,0.53406,0.03033,0.00841,1703.72587,1729.49318,1756.05188,17,0,-9199.64145,1352.11457,-18.7519,-8.48978,33.75752,19.48991,3,0.01377,0.01609,0.36291,0.54839,0.8731,"nan",9.425,9.569,9.798,0.844,1.098,1.326,0.727,1.129,1.557,11.033,11.208,11.372,10,0,0,0,"nan",2659
"HSC 1034",2660,"nan","o",5.5579,16,5.5579,16,25.89145,63.17169,128.77374,0.8927,0.08398,0.10137,0.27132,0.27132,4.7308,5.71069,15.28488,15.28488,-2.2412,0.04484,0.01121,-0.45573,0.04251,0.01063,0.28731,0.02044,0.00511,3130.81683,3227.74858,3330.87422,16,0,-10142.95671,2516.13012,76.26555,"nan","nan","nan",0,0.9812,0.9992,0.99978,1.0,1.0,"nan",7.812,8.047,8.298,1.75,1.96,2.211,0.033,0.439,0.647,12.394,12.541,12.695,10,0,0,0,"nan",2661
"HSC 1036",2661,"nan","o",7.36053,32,7.36053,32,25.14993,60.90777,128.87443,-1.395,0.06301,0.07108,0.21238,0.21238,4.38991,4.95187,14.79638,14.79638,-1.52283,0.06187,0.01094,-0.74361,0.05787,0.01023,0.22135,0.02851,0.00504,3902.58158,3991.79641,4085.18565,32,0,-10626.78226,3106.78716,-69.9992,-10.23541,7.21376,2.00074,1,0.3333,0.7532,0.85981,0.99517,0.99728,"nan",8.084,8.309,8.509,1.821,2.056,2.284,1.04,1.465,1.837,12.896,13.053,13.225,20,0,0,0,"nan",2662
"HSC 1037",2662,"nan","o",5.29608,14,5.29608,14,25.69447,62.00817,128.91666,-0.2655,0.33893,0.66012,0.66012,0.66012,4.96102,9.66273,9.66273,9.66273,-3.40771,0.06829,0.01825,-0.8524,0.11179,0.02988,1.15516,0.03932,0.01051,834.34497,838.64559,842.99078,14,0,-8648.80351,652.51053,18.26256,-20.33695,20.36574,11.75817,3,0.9906,0.9993,0.99976,1.0,1.0,"nan",7.677,7.896,8.101,1.316,1.518,1.668,0.0,0.269,0.427,9.425,9.555,9.714,10,0,0,0,"nan",2663
"HSC 1039",2663,"nan","o",4.90813,25,4.96523,24,26.63749,63.58693,129.01518,1.368,0.36142,0.757,0.757,0.91037,6.40307,13.41182,13.41182,16.12958,1.43372,0.07902,0.01613,-1.2972,0.11881,0.02425,0.94998,0.04233,0.00864,1011.0331,1015.05968,1019.11845,24,0,-8760.73317,788.45598,46.66946,-4.53429,9.09667,4.06815,5,0.5529,0.88,0.93335,0.99644,0.99893,"nan",7.741,7.94,8.141,1.747,1.943,2.153,0.513,0.948,1.349,9.877,10.018,10.179,20,0,0,0,"nan",2664
"HSC 1040",2664,"nan","o",3.64483,10,3.64483,10,29.64244,68.09229,129.1513,6.035,0.63107,0.55607,2.54698,2.54698,3.01908,2.66027,12.19254,12.19254,10.47116,0.62731,0.19837,-11.73255,0.49269,0.1558,3.5987,0.04972,0.01572,273.4256,274.09688,274.77146,10,0,-8293.99644,211.37917,50.05758,-3.37486,9.00254,4.02606,5,0.152,0.6497,0.82941,0.9994,0.9994,"nan",7.578,7.883,8.223,0.262,0.589,0.797,0.006,0.508,0.771,6.999,7.168,7.341,10,0,0,0,"nan",2665
"HSC 1041",2665,"nan","o",8.37188,39,9.13626,36,28.17117,65.38646,129.25665,3.27,0.05253,0.05582,0.18419,0.45259,3.27752,3.48294,11.49193,28.23922,-0.0823,0.0597,0.00995,0.36668,0.06619,0.01103,0.25101,0.02708,0.00451,3513.3256,3574.8635,3638.59558,39,0,-10379.91588,2763.58146,230.47156,-50.65782,0.91163,0.40769,5,0.2501,0.5658,0.70235,0.96674,0.98702,"nan",8.534,8.737,8.905,2.196,2.428,2.66,0.999,1.359,1.759,12.669,12.825,12.98,20,0,0,0,"nan",2666
"HSC 1042",2666,"nan","o",3.12766,36,5.36224,21,26.13147,61.29954,129.26238,-0.918,0.01855,0.04527,0.04573,0.32632,1.49438,3.6467,3.68361,26.28892,-0.71985,0.06,0.01309,-0.17972,0.04999,0.01091,0.16723,0.03502,0.00764,4397.60372,4615.74272,4856.65238,36,0,-11042.95193,3573.31035,-45.66931,"nan","nan","nan",0,0.03245,0.0437,0.34109,0.51657,0.85246,"nan",8.482,8.742,9.05,3.171,3.545,3.93,1.295,1.789,2.211,13.228,13.388,13.63,20,0,0,0,"nan",2667
"HSC 1043",2667,"nan","o",5.28884,76,5.83355,72,24.82436,57.42894,129.36287,-4.844,0.20137,0.19661,0.7503,0.83861,9.85675,9.62342,36.72736,41.0508,-1.02934,0.07451,0.00878,-0.73329,0.09536,0.01124,0.32564,0.03425,0.00404,2774.66838,2804.49853,2834.97704,76,0,-9894.91458,2160.54097,-211.48039,"nan","nan","nan",0,0.06871,0.1401,0.44087,0.61656,0.85469,"nan",7.765,7.963,8.235,1.258,1.521,1.731,2.186,2.547,2.857,12.067,12.243,12.396,40,0,0,0,"nan",2668
"HSC 1049",2669,"nan","o",6.26071,23,6.77098,22,28.75429,63.55815,129.93931,1.555,0.39544,0.73506,0.73506,1.34915,7.18089,13.34879,13.34879,24.50388,0.91062,0.13437,0.02865,-3.93834,0.10657,0.02272,0.93074,0.02882,0.00614,1035.73339,1040.43741,1045.18435,23,0,-8789.58794,797.43616,50.73904,-14.09851,5.88638,3.3985,3,0.6036,0.8904,0.94175,0.99965,0.99965,"nan",8.625,8.772,8.997,1.488,1.662,1.85,0.514,0.958,1.285,9.955,10.075,10.243,20,0,0,1,"m:m",2670
"HSC 1052",2670,"nan","o",4.13356,29,5.21044,23,35.52665,71.31354,130.12821,9.72,0.26494,0.42596,0.42596,0.519,4.05204,6.51476,6.51476,7.93771,-0.75345,0.1181,0.02462,-1.58784,0.11251,0.02346,1.09835,0.06022,0.01256,872.48381,876.2758,880.1009,24,0,-8678.24524,660.3867,170.16628,-28.9222,12.12859,7.00245,3,0.00358,0.00624,0.22476,0.41024,0.82389,"nan",7.584,7.83,8.054,1.884,2.121,2.376,1.672,2.128,2.514,9.555,9.708,9.85,20,0,0,0,"nan",2671
"HSC 1053",2671,"nan","o",7.86959,54,8.50094,44,28.77278,62.41402,130.22658,0.4472,0.04599,0.03746,0.19816,0.42822,4.57723,3.7275,19.72028,42.61656,-1.68848,0.07468,0.01126,0.26787,0.05746,0.00866,0.15722,0.03058,0.00461,5553.68657,5701.99814,5858.44839,53,0,-11804.14949,4353.32662,74.7365,"nan","nan","nan",0,0.03346,0.04233,0.32777,0.48755,0.82565,"nan",6.608,6.893,7.062,3.083,3.363,3.553,1.915,2.324,2.652,13.734,13.895,14.065,40,0,0,0,"nan",2672
"HSC 1054",2672,"nan","o",7.02147,29,7.04958,26,23.9441,49.14626,130.35038,-13.09,1.62267,2.61303,2.61303,3.80607,10.53535,16.97262,16.97262,24.74111,9.00641,0.42379,0.08311,-8.31779,0.42365,0.08309,2.65891,0.05069,0.00994,371.22173,371.89942,372.57959,25,0,-8356.72513,276.06471,-62.8006,3.07525,13.58316,3.39579,16,0.3277,0.8716,0.94355,0.99953,0.99985,"nan",7.974,8.19,8.477,0.002,0.155,0.221,0.01,0.338,0.527,7.6,7.779,7.951,20,0,0,0,"nan",2673
"HSC 1055",2673,"nan","o",7.68457,65,8.8249,53,26.17854,56.10889,130.35333,-5.993,0.15256,0.34704,0.38206,0.54626,7.18567,16.34606,17.99543,25.72949,-0.9038,0.08302,0.0114,-1.00645,0.06774,0.00931,0.32485,0.03967,0.00545,2671.66936,2698.64203,2726.16486,65,0,-9860.50507,2045.30467,-256.51768,"nan","nan","nan",0,0.9923,0.9984,0.99908,0.99999,1.0,"TP ",7.66,7.886,8.12,0.562,0.772,0.938,1.149,1.577,1.957,11.996,12.159,12.351,20,0,0,0,"nan",2674
"HSC 1056",2674,"nan","o",5.04321,35,5.14904,10,25.2284,52.93591,130.44719,-9.212,0.07072,0.14112,0.18338,1.42234,1.61709,3.22682,4.19319,32.52933,2.6924,0.09336,0.02952,-3.5217,0.13008,0.04114,0.71401,0.04725,0.01494,1302.20865,1310.10344,1318.09454,35,0,-8961.46948,984.13578,-186.79109,-3.35157,33.53169,23.71049,1,0.9619,0.9937,0.99706,0.99999,0.99999,"nan",8.119,8.313,8.528,0.556,0.737,0.917,0.164,0.551,0.841,10.43,10.578,10.772,20,0,0,0,"nan",2675
"HSC 1057",2675,"nan","o",7.66275,74,8.43246,71,30.7202,64.42015,130.54964,2.61,0.07613,0.13177,0.20694,0.36371,6.98162,12.08471,18.97798,33.35596,-0.7644,0.10691,0.01269,-0.00894,0.07439,0.00883,0.14072,0.03935,0.00467,5136.97165,5254.52806,5377.59089,74,0,-11533.80499,3988.47686,268.83719,-63.33399,13.43368,5.48428,6,0.00429,0.01371,0.13714,0.21744,0.56984,"nan",8.314,8.517,8.735,1.939,2.228,2.444,1.083,1.488,1.877,13.506,13.68,13.824,20,0,0,1,"m:m",2676
"HSC 1059",2677,"nan","o",5.74974,23,5.92868,22,30.4728,63.63208,130.65927,1.822,0.09373,0.18907,0.18907,0.30209,4.80323,9.68965,9.68965,15.48159,-2.05697,0.08635,0.01841,-0.62951,0.04713,0.01005,0.29411,0.03247,0.00692,2891.7827,2936.27826,2982.16452,23,0,-10033.91772,2226.32916,119.07164,-19.62431,36.73858,10.60552,1,0.9864,0.999,0.99962,1.0,1.0,"nan",7.565,7.781,8.026,1.431,1.69,1.878,0.051,0.455,0.669,12.147,12.297,12.469,20,0,0,0,"nan",2678
"HSC 1060",2678,"nan","o",5.3759,64,6.77474,56,29.496,61.93786,130.67224,0.0703,0.16804,0.30053,0.30053,0.39246,7.78855,13.92928,13.92928,18.19047,-1.02369,0.061,0.00815,-0.38977,0.08703,0.01163,0.34103,0.0238,0.00318,2631.46997,2655.60622,2680.18934,63,0,-9852.69716,2014.14508,28.49135,-15.49764,121.84248,35.17289,1,0.9797,0.9945,0.99708,0.99992,0.99995,"nan",7.175,7.375,7.594,1.662,1.857,2.043,1.421,1.79,2.208,11.955,12.114,12.248,40,0,0,0,"nan",2679
"HSC 1061",2679,"nan","o",3.22279,25,4.15545,13,29.59402,62.07843,130.6808,0.218,0.02647,0.05997,0.05997,0.20144,1.65505,3.749,3.749,12.5933,-0.80288,0.06064,0.01682,-0.32409,0.04687,0.013,0.24451,0.02449,0.00679,3494.00118,3581.91152,3674.35974,25,0,-10456.76008,2716.33516,40.4062,-90.67444,0.79224,0.5602,2,0.03213,0.08893,0.33917,0.49632,0.71138,"nan",8.157,8.392,8.6,2.423,2.659,2.894,1.181,1.52,2.01,12.681,12.836,12.986,20,0,0,0,"nan",2680
"HSC 1062",2680,"nan","o",3.2492,26,6.46885,16,38.90739,72.29707,130.75071,11.03,0.87675,1.57187,1.57187,2.97065,7.09428,12.72117,12.72117,24.05701,5.22392,0.34175,0.08544,-4.90914,0.2296,0.0574,2.14581,0.02533,0.00633,462.62497,463.57863,464.53622,22,0,-8418.76915,344.70487,110.22011,-11.9243,17.24306,7.03945,6,0.8961,0.9791,0.98942,0.99994,0.99998,"nan",8.066,8.361,8.668,0.262,0.491,0.706,0.246,0.703,1.076,8.097,8.267,8.42,20,0,0,0,"nan",2681
"HSC 1063",2681,"nan","o",6.36781,32,6.57009,24,29.1747,60.7735,130.81714,-1.095,0.10362,0.18471,0.27868,0.43121,2.22847,3.97239,5.9933,9.27383,-1.80231,0.10243,0.02091,-0.38939,0.09704,0.01981,0.77305,0.03414,0.00697,1224.35421,1232.20464,1240.15639,31,0,-8927.30984,932.36239,-0.69007,-18.59813,22.72416,7.18601,1,0.8455,0.9597,0.97795,0.99952,0.99952,"nan",8.123,8.324,8.551,2.087,2.268,2.485,0.465,0.995,1.278,10.322,10.44,10.597,20,0,0,0,"nan",2682
"HSC 1064",2682,"nan","o",7.05317,34,7.45927,29,32.32865,65.01317,131.03959,3.374,0.05716,0.02581,0.44288,0.70266,1.95848,0.88423,15.17386,24.07503,1.88278,0.15061,0.02797,-1.71949,0.09813,0.01822,0.47872,0.03691,0.00685,1944.19054,1963.02382,1982.22553,33,0,-9408.32011,1478.05651,139.64244,-2.46535,25.84377,18.27431,2,0.03405,0.2158,0.47578,0.78178,0.86453,"nan",8.461,8.607,8.833,1.975,2.211,2.399,0.569,0.96,1.285,11.319,11.461,11.602,20,0,0,0,"nan",2683
"HSC 1065",2683,"nan","o",4.25674,59,6.61156,37,29.59944,59.6354,131.30977,-2.143,0.08776,0.19179,0.19179,0.33166,5.40492,11.81215,11.81215,20.42603,-1.29398,0.06623,0.01089,-0.25583,0.08247,0.01356,0.23462,0.03777,0.00621,3466.13538,3528.69393,3593.55216,58,0,-10450.06819,2648.7329,-105.17363,-82.4239,4.04251,2.85849,1,0.6413,0.9002,0.94316,0.998,0.99909,"nan",7.744,7.979,8.16,1.53,1.774,1.967,1.502,1.906,2.308,12.606,12.735,12.897,40,0,0,0,"nan",2684
"HSC 1066",2684,"nan","o",11.94122,94,12.99989,88,30.64109,61.47025,131.31901,-0.2379,0.11203,0.2693,0.2693,0.47165,5.83541,14.02698,14.02698,24.56694,0.33927,0.09809,0.01046,-0.44614,0.07224,0.0077,0.29354,0.05255,0.0056,2951.6069,2984.29145,3017.70797,91,0,-10092.36049,2241.32017,13.4571,-78.99156,5.60682,1.55505,1,0.9803,0.996,0.9981,1.0,1.0,"nan",7.57,7.778,7.994,2.027,2.214,2.407,1.393,1.811,2.163,12.263,12.384,12.54,80,0,0,0,"nan",2685
"HSC 1067",2685,"nan","o",3.99009,21,4.77458,19,33.36749,65.4472,131.32237,3.921,0.8636,1.95779,1.95779,3.6396,10.41615,23.62097,23.62097,43.95423,-5.54335,0.1691,0.03879,-1.22971,0.18209,0.04177,1.41182,0.02798,0.00642,688.81515,691.01079,693.22046,21,0,-8577.05366,517.73941,69.21215,-12.89205,9.23082,3.48892,7,0.9093,0.9811,0.98994,0.99999,0.99999,"nan",8.106,8.342,8.625,1.165,1.357,1.589,0.388,0.923,1.24,9.015,9.138,9.304,20,0,0,0,"nan",2686
"HSC 1068",2686,"nan","o",3.28538,25,4.41517,20,37.04872,68.95979,131.46912,7.707,0.9229,1.81418,1.81418,2.19322,9.92269,19.51028,19.51028,23.59025,-4.79416,0.26336,0.05889,0.46164,0.16671,0.03728,1.57478,0.0424,0.00948,614.69631,615.97179,617.25258,23,0,-8525.98178,457.38617,104.44411,-22.1486,4.85603,1.71687,8,0.6796,0.9023,0.94659,0.99506,0.99843,"nan",7.408,7.603,7.791,1.155,1.368,1.551,0.689,1.209,1.533,8.702,8.862,8.989,20,0,0,0,"nan",2687
"HSC 1069",2687,"nan","o",11.77442,58,11.77442,58,30.28459,60.25257,131.47964,-1.457,0.05004,0.04312,0.20576,0.20576,2.76442,2.38217,11.36669,11.36669,-1.68198,0.06908,0.00907,-0.38806,0.05805,0.00762,0.291,0.04685,0.00615,3103.71134,3165.17977,3229.13214,57,0,-10217.96109,2370.55984,-54.32989,-66.36967,3.86745,1.93373,4,0.00529,0.00705,0.07395,0.12603,0.5104,"nan",8.368,8.594,8.841,2.921,3.177,3.455,2.082,2.337,2.855,12.403,12.58,12.749,40,0,0,0,"nan",2688
"HSC 1070",2688,"nan","o",4.12319,28,5.30828,18,33.43808,64.89266,131.52449,3.403,0.05126,0.1079,0.1079,0.26907,2.80771,5.91044,5.91044,14.73847,-0.16432,0.06464,0.01524,0.22236,0.07603,0.01792,0.29321,0.0192,0.00452,3055.03538,3138.37078,3226.38013,28,0,-10198.37044,2345.47012,212.4148,"nan","nan","nan",0,0.03629,0.04145,0.38248,0.55563,0.90257,"nan",8.415,8.655,8.91,1.836,2.088,2.362,0.571,1.036,1.477,12.353,12.513,12.668,20,0,0,0,"nan",2689
"HSC 1071",2689,"nan","o",5.38908,15,5.38908,15,33.22811,64.31873,131.618,2.83,0.23908,0.49109,0.49109,0.49109,3.9079,8.02736,8.02736,8.02736,-0.70336,0.06413,0.01656,-2.19467,0.06758,0.01745,1.03101,0.02313,0.00597,931.47655,936.52843,941.63541,15,0,-8743.09961,699.28565,68.62551,-20.48663,24.41054,17.26086,2,0.9173,0.9909,0.99623,1.0,1.0,"nan",7.439,7.684,7.931,1.373,1.675,1.86,0.178,0.7,1.039,9.675,9.846,9.973,10,0,0,0,"nan",2690
"HSC 1072",2690,"nan","o",4.84026,24,5.79733,16,28.35298,55.58492,131.66751,-6.232,0.12938,0.14775,0.14775,0.32558,3.8958,4.4488,4.4488,9.80367,-0.96815,0.06143,0.01536,-0.79649,0.10171,0.02543,0.54877,0.02827,0.00707,1706.83666,1725.23705,1744.03849,24,0,-9262.61895,1281.16328,-163.56697,182.1828,11.16812,7.89705,1,0.7872,0.9705,0.98686,0.99999,0.99999,"nan",7.726,7.961,8.224,0.775,1.009,1.211,0.263,0.784,1.074,11.078,11.223,11.414,20,0,0,0,"nan",2691
"HSC 1073",2691,"nan","o",5.36613,39,6.65054,33,30.08348,59.15289,131.67356,-2.545,0.24099,0.37803,0.37803,0.51296,9.34419,14.65793,14.65793,19.88978,-1.41054,0.07121,0.0124,-0.83021,0.05899,0.01027,0.41432,0.01955,0.0034,2202.86775,2221.57138,2240.59533,39,0,-9597.85405,1657.75729,-74.04909,-9.3753,27.13957,19.19057,1,0.961,0.9888,0.99365,0.99979,0.99989,"nan",7.197,7.416,7.607,1.512,1.659,1.899,1.102,1.423,1.875,11.569,11.761,11.896,20,0,0,0,"nan",2692
"HSC 1074",2692,"nan","o",5.16339,41,6.5266,23,35.6131,66.64089,131.79198,5.348,0.58818,1.36809,1.46533,2.76586,8.85006,20.58823,22.0522,41.64769,7.68169,0.28213,0.05883,0.7676,0.3146,0.0656,1.13918,0.06076,0.01267,858.15152,862.07507,866.03465,41,0,-8693.77584,639.93959,102.6087,-35.62457,2.10181,0.93996,5,0.9024,0.9742,0.98625,0.99995,0.99999,"nan",8.885,9.101,9.342,2.219,2.502,2.747,1.999,2.331,2.719,9.547,9.668,9.832,40,0,0,0,"nan",2693
"HSC 1076",2693,"nan","o",3.69306,15,3.69306,15,40.43925,70.42952,131.97922,9.521,0.12285,0.21505,0.21505,0.21505,6.74798,11.81267,11.81267,11.81267,0.25964,0.1373,0.03545,0.86155,0.06729,0.01737,0.28281,0.02301,0.00594,2805.51708,3147.19967,3583.65081,15,0,-10196.67694,2307.36529,546.66719,"nan","nan","nan",0,0.0,0.0,0.14254,0.29289,0.79389,"nan",9.644,9.845,10.0,2.76,3.837,5.008,0.212,0.776,1.297,12.068,12.473,12.802,10,0,0,0,"nan",2694
"HSC 1077",2694,"nan","o",3.79667,14,5.09941,12,179.22098,64.3581,132.41946,51.75,2.06874,2.7543,6.32482,11.20095,3.52036,4.68853,10.8021,19.29872,-69.19146,4.34097,1.25313,-10.86729,7.02605,2.02825,10.52266,0.61357,0.17712,97.39108,97.45719,97.52338,13,0,-8162.47338,44.53745,97.44247,-3.66252,0.3976,0.1988,4,0.01123,0.0,0.47632,0.76221,0.99999,"nan",9.164,9.584,10.0,0.0,0.618,0.894,0.0,0.442,0.712,4.788,4.933,5.051,10,0,0,0,"nan",2695
"HSC 1078",2695,"nan","o",5.56581,15,5.56581,15,31.27615,57.76805,132.65296,-3.707,0.66042,1.26613,1.26613,1.26613,7.41236,14.21243,14.21243,14.21243,-1.85585,0.20513,0.05296,-5.91186,0.16334,0.04217,1.51896,0.02986,0.00771,641.16829,643.0457,644.93414,15,0,-8556.866,471.95269,-19.65774,-33.84746,4.53949,1.60495,8,0.2089,0.7973,0.91883,0.99993,0.99993,"nan",8.119,8.364,8.579,0.233,0.425,0.564,0.0,0.243,0.404,8.8,8.971,9.147,10,0,0,0,"nan",2696
"HSC 1080",2696,"nan","o",3.88312,25,3.91707,23,32.57807,59.37906,132.83364,-1.968,0.76812,1.83622,1.83622,2.28264,8.67627,20.74691,20.74691,25.79573,-4.54407,0.28033,0.05845,-2.29897,0.15253,0.0318,1.5123,0.04781,0.00997,644.75645,647.1476,649.55656,24,0,-8561.74637,474.29388,-0.29614,-11.1876,8.1226,3.07005,7,0.9641,0.9954,0.99817,1.0,1.0,"nan",7.793,8.058,8.306,0.406,0.651,0.813,0.088,0.647,0.894,8.809,9.003,9.143,20,0,0,1,"m:m",2697
"HSC 1081",2697,"nan","o",3.18161,27,4.77353,13,32.32363,58.71739,132.90642,-2.638,0.06633,0.12652,0.12652,0.31476,4.11122,7.84178,7.84178,19.50907,-1.22188,0.05905,0.01638,0.12306,0.06696,0.01857,0.24672,0.02193,0.00608,3473.75018,3551.15518,3632.0884,27,0,-10537.45555,2598.34769,-136.48374,-29.68997,5.02797,3.55531,1,0.1186,0.2985,0.50796,0.80857,0.89222,"nan",8.636,8.808,9.037,0.79,1.053,1.282,1.407,1.786,2.179,12.634,12.793,12.996,20,0,0,0,"nan",2698
"HSC 1082",2698,"nan","o",8.53466,57,8.70479,55,44.38367,70.98397,132.91287,10.6,0.43162,1.04632,1.04632,1.32551,6.46303,15.66901,15.66901,19.85119,-0.97247,0.16955,0.02286,-2.07385,0.1822,0.02457,1.12019,0.04857,0.00655,855.1308,857.92486,860.73723,45,0,-8695.75194,617.61853,180.05,-19.78568,14.79931,4.9331,9,0.9444,0.9854,0.99135,0.9997,0.99994,"nan",6.807,7.006,7.211,0.716,0.965,1.178,0.739,1.273,1.661,9.509,9.645,9.805,40,0,0,0,"nan",2699
"HSC 1083",2699,"nan","o",3.60512,43,7.37211,26,40.88177,67.62697,133.31262,7.043,0.06615,0.12626,0.17391,0.63976,4.51573,8.61863,11.87112,43.67234,-0.34482,0.10369,0.02034,-0.46293,0.07634,0.01497,0.21544,0.03949,0.00774,3761.54917,3911.03144,4072.8861,42,0,-10783.37483,2824.28037,507.16359,-16.13229,11.05261,6.38123,3,0.3669,0.811,0.89813,0.99986,0.99986,"nan",8.878,9.077,9.345,3.128,3.468,3.746,0.957,1.516,1.938,12.762,12.967,13.128,40,0,0,0,"nan",2700
"HSC 1084",2700,"nan","o",6.45713,49,7.10807,46,40.44898,67.18016,133.34863,6.568,0.09252,0.19509,0.19509,0.2825,9.16904,19.3346,19.3346,27.99778,-0.8488,0.12748,0.0188,0.33563,0.09671,0.01426,0.15728,0.05599,0.00826,5445.75974,5678.4532,5931.91994,49,0,-11992.60854,4102.22172,680.1869,-57.61734,2.79045,0.98657,1,0.8344,0.971,0.98629,0.99994,0.99994,"nan",7.853,8.054,8.303,2.959,3.234,3.424,0.67,1.044,1.44,13.731,13.887,14.062,40,0,0,0,"nan",2701
"HSC 1085",2701,"nan","o",5.6701,54,6.91852,41,34.59724,60.66562,133.38593,-0.4291,0.29554,0.66795,0.74126,1.1638,11.19135,25.29451,28.07102,44.07594,-1.00999,0.07246,0.01132,-0.26804,0.08929,0.01394,0.41931,0.02537,0.00396,2148.56811,2169.6275,2191.1038,54,0,-9612.30355,1576.71965,8.3674,-15.83468,23.12526,8.74052,1,0.01554,0.03009,0.25037,0.39015,0.70359,"nan",7.229,7.499,7.729,3.151,3.373,3.618,2.221,2.589,2.88,11.547,11.688,11.837,40,0,0,0,"nan",2702
"HSC 1086",2702,"nan","o",3.67895,33,3.67895,33,34.66815,60.58316,133.44598,-0.4955,0.40289,0.79639,0.79639,0.79639,13.73083,27.1428,27.1428,27.1428,1.91854,0.11593,0.02018,-1.58703,0.09993,0.0174,0.47088,0.04227,0.00736,1927.99435,1952.65027,1977.94497,32,0,-9464.74047,1417.61728,7.35346,-3.13039,17.71714,10.22899,3,0.00455,0.01552,0.10143,0.15958,0.52054,"nan",8.493,8.7,8.938,2.647,2.942,3.18,1.621,2.038,2.424,11.328,11.476,11.636,20,0,0,0,"nan",2703
"HSC 1090",2703,"nan","o",6.01121,41,6.01121,41,34.27613,59.21202,133.70988,-1.855,0.37654,0.40276,1.31459,1.31459,6.96963,7.45488,24.3365,24.3365,1.01901,0.12789,0.01997,-2.5152,0.20134,0.03144,0.89829,0.03626,0.00566,1056.42866,1060.50519,1064.61331,40,0,-8854.49055,766.18297,-11.65778,-43.91883,45.08191,18.40461,6,0.7422,0.9057,0.93921,0.9958,0.99658,"nan",7.558,7.798,7.989,1.855,2.074,2.244,1.765,2.16,2.53,9.968,10.099,10.244,40,0,0,1,"m:m",2704
"HSC 1092",2704,"nan","o",3.43125,17,5.11015,14,40.65678,65.44023,134.15206,5.02,0.06185,0.13865,0.13865,0.25506,2.8679,6.42939,6.42939,11.82722,-1.05697,0.07043,0.01882,0.25261,0.06394,0.01709,0.32811,0.0213,0.00569,2598.75151,2656.83136,2717.56662,16,0,-9964.92795,1898.94963,257.9952,-35.78173,2.11353,1.49449,2,0.495,0.8012,0.88171,0.99901,0.99937,"nan",8.219,8.409,8.627,3.011,3.255,3.486,1.519,1.909,2.354,11.985,12.119,12.268,10,0,0,0,"nan",2705
