"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","recno"
"OC 0467",5019,"ESO_313-6,MWSC_1515,OCL_740,OC_0467,Ruprecht_64","o",14.08194,210,14.17544,142,129.40816,-40.29214,259.90414,0.4892,0.09949,0.17167,0.27077,0.55345,1.5469,2.66915,4.20998,8.60554,-5.65599,0.15413,0.01293,3.67519,0.14996,0.01258,1.05411,0.05928,0.00497,889.05243,890.85299,892.66087,186,0,-8278.11115,-877.02679,28.80376,22.22295,16.94372,4.23593,16,0.6972,0.8972,0.93335,0.9932,0.9971,"nan",6.504,6.64,6.743,0.8,1.069,1.283,1.666,2.112,2.547,9.587,9.724,9.889,-1,0,1,2,"m:m",5020
"OC 0470",5020,"CWWL_3526,OC_0470","o",23.66023,415,23.66533,412,117.37501,-46.36827,260.19747,-10.14,0.75689,0.87933,2.50369,2.70003,5.14148,5.9733,17.01703,18.35343,-4.68403,0.17715,0.00873,8.97455,0.28871,0.01422,2.54002,0.0476,0.00235,388.9743,389.17961,389.38514,362,0,-8187.37232,-377.50339,-47.57351,15.10333,24.1015,2.80174,74,0.8349,0.9646,0.97795,0.99967,0.99967,"nan",6.642,6.846,7.04,0.067,0.264,0.372,0.26,0.858,1.211,7.763,7.919,8.082,80,0,0,2,"1:m",5021
"OC 0471",5021,"CWNU_430,OC_0471","o",3.46957,20,4.22317,13,125.53215,-42.99194,260.38896,-3.44,0.05226,0.10316,0.10316,0.40386,1.3079,2.58183,2.58183,10.10765,-4.34317,0.0635,0.01761,5.18395,0.07831,0.02172,0.67122,0.02083,0.00578,1425.81286,1433.94196,1442.16429,19,0,-8361.17202,-1411.26729,-64.62952,"nan","nan","nan",0,0.3681,0.7618,0.86017,0.99842,0.99862,"nan",6.743,7.004,7.212,1.666,1.95,2.28,0.958,1.538,2.072,10.657,10.811,10.978,20,0,0,2,"1:m",5022
"OC 0476",5023,"FSR_1411,OC_0476","o",5.83164,47,6.94499,29,128.59132,-43.83653,262.37241,-2.126,0.04646,0.09331,0.09331,0.21926,2.26117,4.54124,4.54124,10.67069,-2.99312,0.06776,0.01258,4.11062,0.08513,0.01581,0.31651,0.03209,0.00596,2744.89961,2788.39921,2833.29974,46,0,-8492.09911,-2761.82354,-81.70777,30.56866,2.32022,1.64065,2,0.00207,0.01086,0.04625,0.07305,0.17394,"nan",8.04,8.347,8.681,3.83,4.183,4.48,2.231,2.622,2.985,12.108,12.28,12.442,40,0,0,2,"m:m",5024
"OC 0477",5024,"OC_0477","o",7.53783,51,8.59129,42,125.66316,-45.5984,262.59312,-4.843,0.07188,0.16718,0.16718,0.2413,3.84786,8.94979,8.94979,12.91759,-3.04033,0.074,0.01142,3.85019,0.07919,0.01222,0.28465,0.0347,0.00535,3026.82616,3067.186,3108.6367,50,0,-8516.6312,-3030.7308,-237.16505,48.67127,4.31641,2.49208,3,0.6088,0.8487,0.90917,0.98814,0.99544,"nan",8.42,8.609,8.804,1.832,2.031,2.26,0.67,1.062,1.436,12.247,12.396,12.522,40,0,0,1,"1:1",5025
"OC 0479",5025,"OC_0479","o",11.1761,92,12.4593,77,119.55156,-49.19828,263.43169,-10.26,0.36229,0.6568,0.9687,2.18146,2.52362,4.57517,6.74823,15.20245,-5.3875,0.11843,0.0135,8.23703,0.15738,0.01794,2.47216,0.03695,0.00421,398.63687,399.0983,399.5608,86,0,-8167.07738,-390.13772,-50.17637,13.02084,44.06133,8.99398,24,0.9612,0.9906,0.99495,0.99997,0.99997,"nan",6.603,6.855,7.022,0.056,0.206,0.324,0.104,0.654,0.95,7.784,7.966,8.113,80,0,0,1,"1:1",5026
"OC 0480",5026,"OC_0480","o",9.62131,86,9.62131,86,132.45675,-43.15165,263.55803,0.5054,0.17466,0.15744,0.69201,0.69201,6.82526,6.15264,27.04371,27.04371,-5.54307,0.11046,0.01191,4.64432,0.12115,0.01306,0.41417,0.03093,0.00333,2224.499,2239.00124,2253.69381,84,0,-8373.12334,-2224.77739,41.19115,-11.66523,0.0,9.2265,1,0.00456,0.01372,0.05322,0.08467,0.18342,"nan",6.64,6.868,7.076,3.084,3.312,3.601,2.536,2.805,3.163,11.598,11.77,11.913,80,0,0,1,"1:1",5027
"OC 0483",5027,"OC_0483","o",8.23828,56,8.9481,51,130.85586,-46.14579,265.18144,-2.256,0.05803,0.12252,0.12252,0.18837,5.23315,11.04906,11.04906,16.9883,-3.06743,0.05297,0.00742,3.57241,0.05641,0.0079,0.14978,0.03115,0.00436,5068.29022,5167.14294,5269.92845,56,0,-8556.20378,-5144.88866,-181.51344,"nan","nan","nan",0,0.3057,0.7834,0.91222,0.99973,0.99973,"nan",6.818,7.087,7.309,2.131,2.41,2.629,0.717,1.234,1.607,13.613,13.75,13.961,10,0,0,1,"1:1",5028
"OC 0492",5028,"OC_0492","o",12.34083,63,12.34083,63,134.28193,-46.04765,266.61259,-0.3572,0.09262,0.07549,0.39888,0.39888,3.35127,2.73126,14.43283,14.43283,-4.51072,0.09681,0.0122,5.48613,0.1048,0.0132,0.45589,0.03193,0.00402,2056.29127,2073.11757,2090.22152,57,0,-8244.50008,-2069.45514,8.18718,93.37087,51.83498,29.92694,3,0.9502,0.9954,0.99845,1.0,1.0,"nan",7.211,7.406,7.635,3.383,3.601,3.787,2.092,2.386,2.823,11.525,11.642,11.807,40,0,0,1,"1:1",5029
"OC 0493",5029,"OC_0493","o",13.78482,130,15.76761,107,131.46298,-48.13602,267.00089,-3.166,0.07654,0.18384,0.18384,0.38615,6.47928,15.56191,15.56191,32.68821,-3.04233,0.05449,0.00527,3.76919,0.06861,0.00663,0.17528,0.0241,0.00233,4791.27244,4850.07635,4910.34161,129,0,-8376.03317,-4836.03843,-246.45736,56.8259,2.87994,1.43997,4,0.9464,0.9849,0.99197,0.99989,0.99992,"nan",8.104,8.314,8.528,1.769,2.001,2.211,1.564,1.862,2.335,13.437,13.563,13.727,80,0,0,1,"1:1",5030
"OC 0494",5030,"OC_0494","o",11.19188,55,11.19188,55,133.09243,-47.96301,267.55415,-2.212,0.03817,0.05323,0.11399,0.11399,3.50463,4.88659,10.46528,10.46528,-3.60514,0.04795,0.00647,3.84576,0.05026,0.00678,0.15222,0.0316,0.00426,5156.035,5260.06134,5368.37171,55,0,-8346.80349,-5251.35312,-181.65279,54.00221,0.42096,0.18826,1,0.04286,0.04286,0.43238,0.63772,0.91617,"nan",7.006,7.317,7.608,3.407,3.662,3.966,1.745,2.161,2.614,13.771,13.901,14.096,40,0,0,1,"1:1",5031
"OC 0497",5031,"CWNU_208,OC_0497","o",9.41536,44,9.41536,44,137.85223,-45.56842,267.91684,1.816,0.1035,0.08815,0.42959,0.42959,1.3511,1.15074,5.60801,5.60801,-8.55925,0.2334,0.03519,4.06843,0.26754,0.04033,1.2913,0.09328,0.01406,745.61246,747.93789,750.27786,28,0,-8149.08715,-747.0683,44.56734,-2.18177,29.92775,12.21795,6,0.1867,0.5761,0.72969,0.98649,0.99143,"nan",6.439,6.602,6.702,1.291,1.527,1.834,1.571,2.061,2.653,9.157,9.327,9.467,40,0,0,2,"1:m",5032
"OC 0501",5032,"OC_0501","o",10.90625,68,11.93089,61,137.25177,-46.43412,268.26643,0.9206,0.20672,0.49267,0.49267,0.78363,5.50224,13.11358,13.11358,20.85898,-5.32105,0.12388,0.01586,1.65171,0.11344,0.01452,0.62431,0.03875,0.00496,1518.51648,1525.03507,1531.60987,66,0,-8168.04106,-1524.1403,45.41911,-0.30853,0.49691,0.35137,2,0.3988,0.7433,0.82829,0.97204,0.98616,"nan",7.477,7.708,7.846,2.053,2.23,2.405,1.092,1.499,1.844,10.748,10.905,11.03,40,0,0,1,"1:1",5033
"OC 0506",5033,"OC_0506","o",10.61476,49,10.61476,49,132.47242,-51.64343,270.15001,-4.857,0.12457,0.09935,0.54668,0.54668,5.02394,4.00707,22.04888,22.04888,-6.80773,0.08588,0.01227,5.77785,0.11722,0.01675,0.38923,0.02872,0.0041,2294.89572,2310.78798,2326.90189,48,0,-8116.44782,-2302.48369,-174.85127,32.29128,1.95399,0.73854,7,0.05214,0.1404,0.4058,0.62371,0.81985,"nan",8.646,8.82,9.024,1.773,2.019,2.236,1.454,1.802,2.173,11.675,11.831,11.995,40,0,0,1,"1:1",5034
"OC 0508",5034,"OC_0508","o",10.79366,81,11.50983,70,137.5462,-49.79273,270.86265,-1.219,0.10455,0.1248,0.34005,0.62855,4.14787,4.9515,13.49123,24.93792,-5.56669,0.13998,0.01673,5.57821,0.12198,0.01458,0.3852,0.03945,0.00472,2251.87337,2273.14276,2294.81777,74,0,-8087.88374,-2272.37044,-27.66146,"nan","nan","nan",0,0.05528,0.07832,0.31317,0.43829,0.70103,"nan",6.901,7.222,7.434,4.089,4.361,4.601,2.362,2.742,3.036,11.661,11.823,12.006,80,0,0,1,"1:1",5035
"OC 0510",5035,"OC_0510","o",3.27197,55,6.91005,40,140.29541,-50.82523,272.82495,-0.673,0.0783,0.15894,0.15894,0.54501,3.21949,6.53558,6.53558,22.41062,-5.32911,0.1024,0.01619,3.53956,0.07356,0.01163,0.38278,0.03481,0.0055,2330.79324,2355.92093,2381.59631,53,0,-8005.94405,-2352.8957,-7.17189,"nan","nan","nan",0,0.976,0.9944,0.99706,0.99999,0.99999,"nan",7.844,8.059,8.246,1.699,1.9,2.08,1.071,1.428,1.826,11.682,11.81,11.951,40,0,0,1,"1:1",5036
"OC 0513",5036,"OC_0513","o",5.95976,33,6.19249,32,142.71427,-51.42007,274.32981,-0.0453,0.08015,0.19574,0.19574,0.2357,2.47785,6.0517,6.0517,7.28706,-5.57333,0.08389,0.01483,4.04642,0.10219,0.01806,0.52767,0.03261,0.00576,1758.37749,1771.37338,1784.56279,32,0,-7988.24479,-1766.31743,19.05453,"nan","nan","nan",0,0.3063,0.7359,0.84028,0.99519,0.99242,"nan",6.474,6.72,6.842,2.148,2.411,2.637,1.058,1.585,2.045,11.082,11.268,11.444,20,0,0,1,"1:1",5037
"OC 0521",5037,"OC_0521","o",6.80141,45,6.80141,45,144.96485,-54.04153,277.1004,-1.071,0.16497,0.25702,0.4677,0.4677,7.76701,12.10039,22.01998,22.01998,-5.42898,0.06715,0.01001,4.50223,0.06412,0.00956,0.33117,0.03197,0.00477,2665.73237,2697.48452,2730.0022,44,0,-7788.73271,-2676.33033,-30.47741,"nan","nan","nan",0,0.1619,0.3695,0.56388,0.85428,0.9355,"nan",7.262,7.512,7.756,2.43,2.694,2.849,1.598,1.969,2.373,11.982,12.139,12.275,40,0,0,1,"1:1",5038
"OC 0523",5038,"OC_0523","o",11.4014,169,12.12555,117,144.73215,-54.5138,277.31107,-1.515,0.06699,0.1353,0.1353,0.28753,4.84849,9.79295,9.79295,20.81186,-4.37315,0.09279,0.00858,3.19679,0.07503,0.00694,0.20165,0.03876,0.00358,4104.02226,4147.1398,4191.17296,167,0,-7594.69463,-4111.98544,-90.20178,9.88354,4.62213,2.31107,4,0.02423,0.03822,0.13985,0.20514,0.42936,"nan",7.639,7.87,8.088,2.761,2.954,3.2,2.318,2.567,2.932,12.941,13.104,13.252,80,0,0,1,"1:1",5039
"OC 0530",5039,"OC_0530","o",10.03623,51,10.03623,51,148.28004,-57.40196,280.69201,-2.444,0.06004,0.05889,0.22291,0.22291,2.79315,2.73963,10.37033,10.37033,-5.54315,0.07928,0.0111,3.66057,0.05579,0.00781,0.34207,0.02525,0.00354,2642.16376,2665.56271,2689.3798,50,0,-7628.17735,-2616.90373,-94.11274,"nan","nan","nan",0,0.9948,0.9993,0.99973,1.0,1.0,"nan",7.28,7.484,7.692,1.699,1.884,2.091,0.262,0.659,0.93,11.992,12.152,12.303,10,0,0,1,"1:1",5040
"OC 0531",5040,"OC_0531","o",4.07224,33,6.87918,23,147.06232,-58.18476,280.68405,-3.46,0.09876,0.21586,0.21586,0.82493,3.15388,6.89332,6.89332,26.34552,-5.96123,0.04442,0.00926,3.83962,0.08359,0.01743,0.51458,0.01593,0.00332,1817.25438,1829.70397,1842.32531,32,0,-7783.66284,-1794.70722,-90.5041,"nan","nan","nan",0,0.9866,0.9985,0.99939,1.0,1.0,"nan",7.98,8.217,8.506,0.507,0.706,0.89,0.001,0.302,0.445,11.154,11.326,11.499,20,0,0,1,"1:1",5041
"OC 0537",5041,"LISC_0192,OC_0537","o",3.05887,138,9.01736,74,153.76794,-58.23449,283.5386,-1.377,0.05215,0.05905,0.17538,0.71063,3.55178,4.02179,11.9457,48.40557,-5.83145,0.14696,0.01708,3.35742,0.13823,0.01607,0.19192,0.04056,0.00472,3856.19386,3902.59553,3950.1275,134,0,-7208.88464,-3793.0562,-75.35358,"nan","nan","nan",0,0.01017,0.02786,0.10088,0.15081,0.2861,"nan",7.352,7.607,7.824,2.839,3.045,3.31,2.481,2.735,3.075,12.791,12.962,13.114,20,0,0,2,"1:m",5042
"OC 0540",5042,"FoF_2059,OC_0540,Theia_295,Theia_5358,Theia_5606,UBC_257","o",17.81201,208,17.94631,205,153.18164,-60.95338,284.83235,-3.788,0.16441,0.31306,0.43249,0.49304,5.50018,10.4734,14.46873,16.49467,-6.33723,0.1109,0.00775,3.0931,0.09286,0.00649,0.48311,0.03522,0.00246,1911.40378,1916.78144,1922.18945,208,0,-7632.69273,-1848.865,-107.08187,-9.7372,17.48172,4.67219,14,0.9609,0.9926,0.99629,0.99999,0.99999,"nan",8.367,8.598,8.801,0.044,0.159,0.234,0.213,0.584,0.86,11.224,11.392,11.598,80,0,0,6,"m:m",5043
"OC 0549",5043,"OC_0549","o",11.91587,75,12.39344,72,158.26331,-62.00552,287.44768,-3.368,0.18053,0.18094,0.65981,0.78233,5.17497,5.18671,18.91466,22.42742,-5.63118,0.1134,0.01336,5.31351,0.12579,0.01482,0.57215,0.02967,0.0035,1635.6405,1642.41799,1649.25189,75,0,-7630.62013,-1564.14613,-76.95348,6.54437,33.11397,13.51872,6,0.994,0.9987,0.99937,1.0,1.0,"nan",7.845,8.071,8.264,0.375,0.567,0.705,0.055,0.358,0.558,10.931,11.085,11.252,40,0,0,1,"1:1",5044
"OC 0557",5044,"OC_0557","o",6.872,30,7.26053,26,163.07207,-64.47339,290.53144,-4.509,0.08991,0.21711,0.21711,0.36656,2.42885,5.86499,5.86499,9.90221,-7.82537,0.06933,0.0136,2.17581,0.09619,0.01887,0.61262,0.02449,0.0048,1540.13177,1547.77291,1555.49025,29,0,-7581.13152,-1444.97159,-102.27797,-10.19604,14.14529,7.07264,4,0.9974,0.9997,0.9999,1.0,1.0,"nan",7.843,8.098,8.272,0.774,0.963,1.171,0.001,0.341,0.495,10.79,10.985,11.14,20,0,0,1,"1:1",5045
"OC 0558",5045,"OC_0558","o",5.9215,42,7.60938,20,167.8656,-59.53766,290.56136,0.9113,0.014,0.02235,0.02235,0.16185,1.07717,1.72013,1.72013,12.45463,-6.98805,0.07027,0.01571,2.32446,0.0537,0.01201,0.1906,0.00964,0.00216,4321.48964,4408.99894,4500.12559,42,0,-6573.51299,-4127.61018,86.95396,22.86862,2.03783,1.01892,4,0.00782,0.01236,0.2017,0.33153,0.77123,"nan",7.975,8.222,8.522,2.211,2.517,2.855,1.285,1.694,2.194,13.127,13.332,13.527,40,0,0,1,"1:1",5046
"OC 0562",5046,"OC_0562","o",15.41363,141,15.58703,139,170.63429,-61.51599,292.53904,-0.4512,0.08664,0.09696,0.29346,0.36786,4.76778,5.33596,16.14999,20.24478,-5.46271,0.06331,0.00537,1.2979,0.07244,0.00614,0.2836,0.02476,0.0021,3127.95347,3153.14516,3178.74592,137,0,-6913.44015,-2912.21427,-7.12676,-16.62697,9.71385,6.86873,2,0.01979,0.03523,0.14104,0.21313,0.42021,"nan",7.55,7.897,8.128,2.251,2.488,2.763,2.228,2.536,2.914,12.315,12.459,12.632,80,0,0,1,"1:1",5047
"OC 0571",5047,"OC_0571","o",5.62678,61,7.24701,50,177.11163,-61.33946,295.45204,0.6141,0.18334,0.36744,0.36744,0.63073,6.18109,12.38784,12.38784,21.26479,-6.40144,0.09269,0.01311,0.55538,0.07316,0.01035,0.48345,0.01759,0.00249,1921.86267,1931.62584,1941.48871,61,0,-7291.84585,-1744.05321,39.37666,-52.49047,1.8625,0.76036,1,0.982,0.9969,0.99839,0.99999,0.99999,"nan",7.568,7.78,7.989,0.565,0.757,0.912,0.415,0.853,1.145,11.266,11.42,11.582,40,0,0,1,"1:1",5048
"OC 0587",5048,"CWNU_486,OC_0587","o",12.3136,75,12.58289,74,193.70706,-61.76693,303.33294,1.102,0.08531,0.11006,0.2653,0.33373,2.74597,3.54256,8.53984,10.74249,-5.2851,0.09901,0.01151,-1.33928,0.05472,0.00636,0.51664,0.0344,0.004,1833.51866,1844.27224,1855.1527,72,0,-7108.64113,-1540.58975,53.67959,61.87066,35.7964,25.31188,2,0.304,0.6456,0.7625,0.95019,0.97546,"nan",7.189,7.488,7.662,3.294,3.512,3.703,2.128,2.452,2.814,11.213,11.327,11.492,40,0,0,2,"1:m",5049
"OC 0588",5049,"CWNU_1122,OC_0588","o",27.42349,409,26.73867,270,195.9978,-60.09601,304.49773,2.738,0.43788,0.27916,2.3682,5.40064,4.99073,3.18167,27.00629,61.7352,-12.07061,0.23124,0.01407,-3.85412,0.25398,0.01546,1.49701,0.04368,0.00266,652.44214,653.01237,653.5836,260,0,-7752.46839,-537.56546,51.04235,-2.31327,9.21988,0.80555,131,0.9983,0.9997,0.99987,1.0,1.0,"nan",8.138,8.366,8.598,0.447,0.639,0.82,0.367,0.885,1.169,8.815,8.99,9.138,20,0,0,2,"1:m",5050
"OC 0589",5050,"CWNU_467,OC_0589","o",12.94,126,12.94,126,196.22485,-61.70705,304.52664,1.123,0.53278,1.0865,1.0865,1.0865,16.78281,34.22824,34.22824,34.22824,-4.94661,0.11676,0.0104,-1.57258,0.08431,0.00751,0.51973,0.0198,0.00176,1798.30955,1804.78408,1811.3054,124,0,-7099.15167,-1486.60979,53.55197,17.38569,36.85078,26.05744,2,0.05724,0.1138,0.33065,0.48607,0.73379,"nan",7.048,7.324,7.571,1.749,2.034,2.26,2.352,2.667,3.047,11.149,11.308,11.503,-1,1,0,2,"1:m",5051
"OC 0594",5051,"OC_0594","o",10.19152,60,10.71003,55,197.53129,-63.197,305.03675,-0.4016,0.02073,0.0098,0.15258,0.22616,1.59344,0.75361,11.72832,17.38447,-6.99215,0.06101,0.00823,-0.76869,0.04748,0.0064,0.19751,0.02095,0.00283,4329.37343,4404.19403,4481.64622,58,0,-5593.67086,-3605.99729,-16.54992,31.55256,68.76053,34.38027,4,0.00412,0.00887,0.06779,0.10226,0.25944,"nan",6.756,7.156,7.518,4.778,5.119,5.494,2.345,2.613,3.073,13.195,13.386,13.589,20,0,0,1,"1:1",5052
"OC 0596",5052,"CWNU_485,OC_0596","o",4.73148,45,6.16467,28,198.85176,-61.59412,305.77909,1.145,0.03427,0.07861,0.07861,0.2183,0.98092,2.25018,2.25018,6.24897,-6.78408,0.10079,0.01905,-1.67195,0.08886,0.01679,0.56411,0.04017,0.00759,1624.71152,1640.08503,1655.75226,43,0,-7163.19065,-1330.29898,51.11882,"nan","nan","nan",0,0.1057,0.5675,0.74945,0.98649,0.98744,"nan",8.297,8.513,8.74,1.541,1.784,1.995,1.645,1.989,2.348,10.897,11.044,11.178,40,0,0,2,"1:m",5053
"OC 0600",5053,"OC_0600","o",4.95729,108,9.11017,85,206.95005,-63.42889,309.18529,-1.244,0.0591,0.07142,0.19087,0.59461,3.12379,3.77475,10.08853,31.42874,-6.51681,0.08966,0.00973,-1.96478,0.07479,0.00811,0.31309,0.03871,0.0042,2999.56848,3028.34145,3057.67177,103,0,-6209.20283,-2346.7368,-49.82006,-34.6628,24.85808,14.35182,3,0.00345,0.01124,0.07113,0.10808,0.26289,"nan",7.313,7.583,7.811,3.076,3.365,3.596,2.666,2.93,3.259,12.273,12.443,12.655,40,0,0,1,"1:1",5054
"OC 0601",5054,"OC_0601","o",11.6083,63,11.7627,57,207.08317,-62.74798,309.39236,-0.5921,0.05031,0.07053,0.14976,0.20408,2.24456,3.14661,6.68153,9.10516,-6.2103,0.06883,0.00912,-1.45798,0.05401,0.00715,0.36406,0.02783,0.00369,2529.42895,2556.26403,2583.67461,62,0,-6499.85929,-1975.4233,-9.76924,3.35094,32.79165,23.1872,2,0.00878,0.01766,0.09245,0.13853,0.32622,"nan",7.404,7.682,7.996,2.83,3.11,3.376,2.137,2.43,2.903,11.861,12.035,12.185,40,0,0,1,"1:1",5055
"OC 0602",5055,"CWNU_420,OC_0602","o",10.57166,46,10.57166,46,205.30595,-56.65062,309.76889,5.559,0.13709,0.27907,0.35344,0.35344,3.82259,7.78149,9.85529,9.85529,-4.45456,0.11322,0.01669,-1.28262,0.09321,0.01374,0.58882,0.02527,0.00373,1588.94773,1597.6211,1606.38969,46,0,-7104.40172,-1222.20748,172.95125,-16.70224,2.29715,0.93781,6,0.9862,0.9979,0.99904,1.0,1.0,"nan",8.461,8.641,8.831,0.491,0.664,0.848,0.062,0.389,0.557,10.842,11.018,11.178,40,0,0,2,"1:m",5056
"OC 0606",5056,"CWNU_247,OC_0606","o",5.98258,45,6.75677,25,212.89677,-63.14147,311.84075,-1.664,0.04814,0.09457,0.09457,0.39934,1.50793,2.9625,2.9625,12.50943,-5.14089,0.06108,0.01222,-2.88823,0.05334,0.01067,0.50779,0.03806,0.00761,1780.80935,1794.76477,1808.94064,45,0,-6925.39671,-1336.5397,-34.39527,"nan","nan","nan",0,0.9647,0.9935,0.99681,0.99999,0.99999,"nan",7.873,8.073,8.329,1.199,1.388,1.587,0.154,0.64,0.859,11.127,11.265,11.419,40,0,0,2,"1:m",5057
"OC 0619",5057,"OC_0619","o",11.02454,79,11.11195,75,223.87722,-60.51993,317.62558,-1.237,0.04355,0.06567,0.12526,0.15619,2.1757,3.28032,6.25741,7.80223,-5.18667,0.08126,0.00938,-3.3345,0.06043,0.00698,0.3057,0.04181,0.00483,2824.04203,2862.13694,2901.27367,71,0,-6008.21164,-1928.55425,-46.41392,33.36571,27.70981,13.8549,4,0.05537,0.0761,0.34747,0.53058,0.85748,"nan",7.404,7.614,7.831,4.159,4.36,4.569,2.072,2.385,2.786,12.169,12.314,12.467,40,0,0,1,"1:1",5058
"OC 0621",5058,"OC_0621","o",4.79344,40,7.25528,33,225.92412,-60.01601,318.75857,-1.273,0.062,0.1445,0.1445,0.28471,3.29545,7.6802,7.6802,15.13241,-4.63931,0.08846,0.0154,-3.18683,0.06639,0.01156,0.29355,0.02538,0.00442,2988.95618,3045.30082,3103.81058,40,0,-5832.84197,-2007.07085,-52.69254,46.75488,64.87898,37.45789,3,0.01006,0.02074,0.08808,0.13348,0.30356,"FP ",7.528,7.803,8.023,4.281,4.502,4.746,1.945,2.351,2.717,12.347,12.487,12.687,40,0,0,1,"1:1",5059
"OC 0622",5059,"OC_0622","o",14.12327,201,17.50715,108,226.90884,-60.40165,318.99477,-1.849,0.04839,0.03239,0.24973,0.58866,2.52696,1.69139,13.04202,30.74379,-5.38934,0.0977,0.0094,-4.44026,0.08299,0.00799,0.29368,0.02816,0.00271,2965.13967,2992.26304,3019.88722,108,0,-5865.29503,-1962.28701,-81.52641,-18.69656,12.59591,5.63306,5,0.01422,0.03279,0.1411,0.19611,0.40408,"nan",7.561,7.783,8.031,2.643,2.869,3.072,2.091,2.426,2.767,12.298,12.458,12.621,10,0,0,1,"1:1",5060
"OC 0626",5060,"OC_0626","o",13.29217,105,13.29217,105,227.82417,-57.95851,320.63195,0.02425,0.03865,0.0151,0.35081,0.35081,1.85762,0.72593,16.86243,16.86243,-3.96427,0.11438,0.01116,-1.91056,0.15092,0.01473,0.3244,0.07791,0.0076,2706.35304,2753.97318,2803.29916,92,0,-5992.91715,-1746.8456,16.5138,-63.80342,2.3073,0.69568,11,0.01377,0.04221,0.24277,0.38238,0.71532,"nan",7.871,8.226,8.472,5.459,5.683,5.966,2.561,2.826,3.216,12.044,12.224,12.368,80,0,0,1,"1:1",5061
"OC 0629",5061,"OC_0629","o",4.64679,78,8.85042,38,230.10815,-57.16077,322.09337,0.06087,0.03666,0.07319,0.07319,0.52973,1.47484,2.9444,2.9444,21.31275,-4.17092,0.10854,0.01761,-3.58696,0.11519,0.01869,0.4029,0.03123,0.00507,2277.32571,2305.13637,2333.63467,72,0,-6303.19276,-1416.22241,18.59167,"nan","nan","nan",0,0.07457,0.1512,0.42033,0.61213,0.80238,"TP?",7.119,7.353,7.626,4.691,4.888,5.106,1.674,2.105,2.521,11.685,11.836,11.971,40,0,0,1,"1:1",5062
"OC 0630",5062,"OC_0630","o",8.36981,35,8.47522,33,233.91775,-56.45479,324.21489,-0.5271,0.20213,0.46618,0.46618,0.53536,3.17907,7.332,7.332,8.42018,-0.82126,0.14046,0.02445,-3.48066,0.1283,0.02233,1.08075,0.03908,0.0068,897.19562,901.12539,905.08974,35,0,-7391.02127,-526.90867,10.63816,1.4122,13.77464,4.87007,8,0.984,0.9979,0.99905,1.0,1.0,"nan",7.658,7.871,8.079,1.091,1.239,1.442,0.206,0.563,0.889,9.551,9.715,9.832,20,0,0,1,"1:1",5063
"OC 0631",5063,"OC_0631","o",6.6957,48,7.02129,47,234.85404,-55.92716,324.94684,-0.4085,0.03177,0.02769,0.12941,0.18363,2.4805,2.16236,10.10445,14.33716,-3.84972,0.09133,0.01332,-3.57559,0.06443,0.0094,0.16606,0.03707,0.00541,4331.78896,4473.53991,4624.88186,41,0,-4460.03525,-2569.25378,-20.47378,-112.55123,7.21092,5.09889,2,0.1306,0.3763,0.56903,0.89682,0.95367,"nan",8.062,8.617,9.432,5.993,6.323,7.0,1.471,2.052,2.67,13.158,13.531,13.759,40,0,0,1,"1:1",5064
"OC 0634",5064,"OC_0634","o",18.42562,175,19.05778,170,235.85774,-56.14119,325.26626,-0.9167,0.04104,0.02459,0.23595,0.3593,3.24447,1.94408,18.65553,28.40827,-4.28599,0.10839,0.00831,-3.77866,0.09181,0.00704,0.19282,0.05577,0.00428,4439.90104,4530.09907,4624.03789,144,0,-4399.77533,-2580.75842,-61.2082,-70.48117,58.30583,26.07516,5,0.00449,0.0127,0.05931,0.08572,0.2079,"FP ",7.349,7.934,8.651,5.757,6.131,6.642,2.206,2.627,3.074,13.292,13.46,13.702,40,0,0,1,"1:1",5065
"OC 0640",5065,"OC_0640,OC_0641","o",21.5677,214,21.5677,214,240.41566,-52.11068,329.88207,0.5159,0.07959,0.07727,0.29784,0.29784,2.95831,2.87216,11.0703,11.0703,-4.90741,0.14431,0.00986,-5.41797,0.12215,0.00835,0.43943,0.06137,0.0042,2114.81747,2129.59938,2144.58939,212,0,-6279.91429,-1068.55175,35.25865,-35.93299,7.60396,1.52079,25,0.05561,0.09738,0.31905,0.44007,0.73949,"nan",8.652,8.846,9.047,3.57,3.753,4.018,2.033,2.396,2.71,11.503,11.65,11.771,80,0,0,2,"1:m",5066
