"Cluster","logAge","Nmemb","RAJ2000","s_RAJ2000","DEJ2000","s_DEJ2000","plx","s_plx","pmRA","s_pmRA","pmDE","s_pmDE","dist","s_dist","[Fe/H]","e_[Fe/H]","o_[Fe/H]","[O/Fe]","e_[O/Fe]","o_[O/Fe]","[Na/Fe]","e_[Na/Fe]","o_[Na/Fe]","[Mg/Fe]","e_[Mg/Fe]","o_[Mg/Fe]","[Al/Fe]","e_[Al/Fe]","o_[Al/Fe]","[Si/Fe]","e_[Si/Fe]","o_[Si/Fe]","[Ca/Fe]","e_[Ca/Fe]","o_[Ca/Fe]","[Ti/Fe]","e_[Ti/Fe]","o_[Ti/Fe]","[V/Fe]","e_[V/Fe]","o_[V/Fe]","[Cr/Fe]","e_[Cr/Fe]","o_[Cr/Fe]","[Mn/Fe]","e_[Mn/Fe]","o_[Mn/Fe]","[Co/Fe]","e_[Co/Fe]","o_[Co/Fe]","[Ni/Fe]","e_[Ni/Fe]","o_[Ni/Fe]","[Cu/Fe]","e_[Cu/Fe]","o_[Cu/Fe]","[Zn/Fe]","e_[Zn/Fe]","o_[Zn/Fe]","[Y/Fe]","e_[Y/Fe]","o_[Y/Fe]","[Zr/Fe]","e_[Zr/Fe]","o_[Zr/Fe]","[Ba/Fe]","e_[Ba/Fe]","o_[Ba/Fe]","[La/Fe]","e_[La/Fe]","o_[La/Fe]","[Nd/Fe]","e_[Nd/Fe]","o_[Nd/Fe]","[Eu/Fe]","e_[Eu/Fe]","o_[Eu/Fe]"
"ASCC_16",7.13,289,81.171005,0.323216,1.652395,0.368368,2.835,0.14,1.355,0.277,-0.019,0.292,0.354,0.019,-0.104,0.06,19.0,0.409,0.277,9.0,-0.017,0.156,9.0,-0.111,0.059,10.0,0.021,0.082,10.0,0.023,0.071,10.0,0.205,0.079,10.0,-0.064,0.116,9.0,-0.025,0.218,4.0,-0.03,0.073,7.0,0.021,0.092,10.0,-0.32,0.306,7.0,-0.039,0.169,9.0,-0.172,0.221,8.0,0.096,0.258,7.0,0.412,0.153,9.0,-0.047,0.165,1.0,0.375,0.15,8.0,0.39,0.141,1.0,"nan","nan","nan","nan","nan","nan"
"ASCC_19",7.02,264,82.046997,0.653333,-1.976446,0.508171,2.767,0.112,1.153,0.266,-1.282,0.247,0.363,0.015,-0.059,0.049,21.0,0.424,0.081,6.0,-0.048,0.036,1.0,-0.071,0.034,10.0,0.058,0.105,10.0,0.001,0.097,10.0,0.101,0.106,10.0,-0.103,0.199,9.0,0.067,0.13,1.0,0.01,0.052,1.0,-0.053,0.093,10.0,0.105,0.429,8.0,-0.113,0.055,10.0,0.067,0.224,10.0,0.187,0.064,1.0,0.533,0.089,1.0,"nan","nan","nan",0.618,0.062,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC_90",8.91,67,264.756836,0.461799,-34.892029,0.529645,1.722,0.052,-1.597,0.201,-2.674,0.178,0.582,0.017,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC_99",8.55,82,282.218628,0.544328,-18.527493,0.663828,3.377,0.119,5.2,0.32,-1.36,0.394,0.297,0.011,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi_24",7.86,152,260.772339,0.943924,-62.673843,0.563663,2.056,0.074,-0.435,0.23,-8.945,0.223,0.486,0.018,0.079,0.013,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi_9",8.45,290,265.907837,2.621027,-47.173027,1.971586,4.781,0.389,9.89,0.885,-9.037,0.76,0.21,0.018,-0.04,0.051,3.0,0.143,0.068,2.0,-0.033,0.044,1.0,-0.041,0.076,2.0,-0.041,0.023,1.0,-0.101,0.085,2.0,0.215,0.042,2.0,0.324,0.053,2.0,"nan","nan","nan",0.093,0.076,1.0,-0.054,0.015,2.0,0.236,0.135,1.0,-0.088,0.018,1.0,-0.137,0.064,1.0,-0.09,0.075,1.0,0.196,0.101,1.0,"nan","nan","nan",-0.062,0.08,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan"
"VDBH_211, BH_211",8.63,101,255.529739,0.098989,-41.11961,0.074067,0.507,0.09,-0.689,0.161,-1.939,0.175,2.007,0.396,0.214,0.015,3.0,-0.127,0.024,3.0,0.28,0.039,3.0,-0.047,0.015,3.0,0.117,0.031,3.0,-0.036,0.015,3.0,0.087,0.025,3.0,-0.038,0.028,3.0,-0.145,0.039,1.0,"nan","nan","nan",0.098,0.014,3.0,-0.04,0.062,3.0,0.15,0.016,3.0,0.032,0.02,3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"VDBH_90, BH_90",8.1,132,153.060669,0.073321,-58.070267,0.040038,0.362,0.06,-5.4,0.143,2.313,0.111,2.759,0.482,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"VDBH_99, BH_99",7.98,425,159.537476,1.025403,-59.167953,0.526917,2.214,0.085,-14.464,0.29,0.954,0.323,0.453,0.018,-0.099,0.006,2.0,0.163,0.041,2.0,0.052,0.006,2.0,-0.072,0.002,2.0,-0.045,0.035,2.0,0.088,0.032,2.0,0.149,0.012,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.007,0.022,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.155,0.009,2.0,0.035,0.049,2.0,"nan","nan","nan",0.221,0.002,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Basel_11b",8.36,77,89.549553,0.064659,21.96394,0.069494,0.514,0.09,1.038,0.141,-4.144,0.162,1.956,0.385,-0.037,0.034,2.0,-0.083,0.076,2.0,0.132,0.017,2.0,-0.054,0.033,2.0,-0.002,0.045,2.0,-0.008,0.021,2.0,0.056,0.026,2.0,-0.045,0.014,2.0,0.138,0.044,1.0,"nan","nan","nan",0.068,0.011,2.0,-0.107,0.016,2.0,0.001,0.013,2.0,-0.149,0.089,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_17",9.86,255,80.130157,0.078879,30.574152,0.066526,0.28,0.12,2.608,0.282,-0.335,0.225,3.312,0.899,-0.154,0.031,7.0,0.091,0.069,5.0,0.03,0.181,5.0,0.074,0.02,5.0,0.156,0.043,5.0,0.043,0.011,5.0,0.1,0.012,5.0,0.018,0.034,5.0,0.12,0.067,5.0,"nan","nan","nan",-0.013,0.021,5.0,0.002,0.025,5.0,0.071,0.011,5.0,0.089,0.053,5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_18",9.64,289,80.530998,0.158172,45.439224,0.110583,0.148,0.087,0.849,0.181,-0.044,0.129,4.818,1.159,-0.621,0.013,1.0,0.296,0.025,1.0,0.069,0.078,1.0,0.052,0.019,1.0,0.094,0.029,1.0,0.031,0.017,1.0,0.097,0.028,1.0,0.194,0.035,1.0,0.02,0.095,1.0,"nan","nan","nan",-0.054,0.033,1.0,0.139,0.076,1.0,-0.019,0.026,1.0,-0.047,0.07,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_19",9.34,46,81.009392,0.048279,29.575743,0.035937,0.124,0.102,0.774,0.208,-0.311,0.113,4.775,1.116,-0.323,0.01,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_20",9.68,38,83.151367,0.022802,0.184905,0.018079,0.053,0.11,0.858,0.325,-0.275,0.293,4.664,1.915,-0.418,0.013,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_29",9.49,12,103.268188,0.018322,16.928677,0.010712,0.008,0.042,0.146,0.051,-0.988,0.083,8.167,2.167,-0.48,0.013,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_31",9.45,100,104.406143,0.051558,8.285992,0.046005,0.141,0.127,0.192,0.177,-0.928,0.161,4.68,1.337,-0.388,0.012,1.0,0.161,0.02,1.0,0.152,0.065,1.0,0.072,0.017,1.0,0.181,0.029,1.0,0.075,0.016,1.0,0.154,0.022,1.0,0.086,0.029,1.0,0.608,0.079,1.0,"nan","nan","nan",-0.019,0.027,1.0,-0.046,0.062,1.0,0.001,0.022,1.0,0.157,0.058,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_32",9.69,369,104.529518,0.053757,6.433011,0.057045,0.283,0.075,-0.344,0.2,-1.617,0.179,3.372,0.701,-0.377,0.064,3.0,0.311,0.097,1.0,0.222,0.035,1.0,-0.011,0.046,1.0,0.121,0.049,1.0,0.16,0.041,1.0,0.272,0.054,1.0,0.114,0.033,1.0,0.177,0.074,1.0,-0.004,0.051,1.0,0.08,0.048,1.0,-0.051,0.06,1.0,-0.239,0.083,1.0,-0.061,0.048,1.0,"nan","nan","nan",0.141,0.085,1.0,0.12,0.083,1.0,0.453,0.061,1.0,0.117,0.081,1.0,0.441,0.113,1.0,0.083,0.075,1.0
"Berkeley_33",8.37,138,104.456863,0.030538,-13.227818,0.035714,0.136,0.071,-0.73,0.118,1.582,0.161,5.17,1.216,-0.227,0.008,1.0,0.095,0.011,1.0,0.219,0.038,1.0,-0.031,0.011,1.0,0.136,0.017,1.0,0.028,0.01,1.0,0.134,0.012,1.0,-0.017,0.016,1.0,0.385,0.042,1.0,"nan","nan","nan",0.016,0.014,1.0,-0.066,0.033,1.0,0.007,0.012,1.0,0.067,0.032,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_43",8.79,212,288.871796,0.050927,11.270375,0.052868,0.168,0.098,-1.045,0.206,-3.52,0.236,4.373,1.096,0.026,0.007,1.0,-0.013,0.012,1.0,0.209,0.034,1.0,-0.076,0.009,1.0,-0.075,0.017,1.0,0.034,0.009,1.0,0.048,0.009,1.0,-0.037,0.014,1.0,0.159,0.041,1.0,"nan","nan","nan",0.135,0.012,1.0,-0.043,0.031,1.0,0.099,0.01,1.0,-0.269,0.028,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_53",8.99,547,313.978577,0.126682,51.056877,0.089044,0.219,0.11,-3.797,0.229,-5.681,0.21,3.954,1.072,-0.074,0.024,4.0,-0.054,0.047,3.0,0.177,0.011,3.0,-0.015,0.004,3.0,0.024,0.038,3.0,0.011,0.014,3.0,0.096,0.009,3.0,-0.009,0.02,3.0,0.023,0.044,1.0,"nan","nan","nan",0.033,0.004,3.0,-0.116,0.005,3.0,0.013,0.023,3.0,-0.022,0.035,3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_66",9.49,31,46.015404,0.06384,58.733822,0.036667,0.147,0.084,-0.095,0.181,0.02,0.309,5.044,1.087,-0.216,0.017,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_71",8.94,59,85.233345,0.067879,32.267975,0.052456,0.213,0.06,0.674,0.134,-1.623,0.095,4.131,0.787,-0.203,0.038,7.0,"nan","nan","nan",0.088,0.129,7.0,-0.008,0.017,7.0,-0.082,0.05,7.0,-0.045,0.016,7.0,0.057,0.053,7.0,0.077,0.045,7.0,"nan","nan","nan","nan","nan","nan",0.008,0.015,7.0,0.129,0.125,7.0,-0.019,0.025,7.0,0.091,0.091,7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_73",9.15,48,95.520035,0.016442,-6.322125,0.024809,0.138,0.183,0.251,0.186,1.087,0.228,4.328,1.369,-0.319,0.058,1.0,0.343,0.101,1.0,0.101,0.037,1.0,-0.034,0.048,1.0,0.155,0.051,1.0,0.122,0.042,1.0,0.027,0.056,1.0,0.025,0.035,1.0,-0.024,0.078,1.0,-0.055,0.053,1.0,-0.147,0.05,1.0,-0.102,0.053,1.0,0.163,0.057,1.0,-0.026,0.042,1.0,-0.034,0.065,1.0,0.21,0.089,1.0,0.104,0.085,1.0,0.218,0.063,1.0,0.359,0.065,1.0,0.551,0.067,1.0,0.352,0.078,1.0
"Berkeley_78",9.59,116,110.911926,0.059387,5.369637,0.046714,0.189,0.087,-0.089,0.173,-1.237,0.145,4.556,0.999,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_9",9.14,144,53.166733,0.086096,52.649879,0.060444,0.506,0.089,1.531,0.186,0.03,0.187,1.992,0.364,-0.077,0.008,1.0,"nan","nan","nan",0.131,0.042,1.0,-0.048,0.011,1.0,0.087,0.019,1.0,-0.047,0.011,1.0,0.054,0.013,1.0,0.001,0.02,1.0,"nan","nan","nan","nan","nan","nan",0.025,0.015,1.0,-0.035,0.043,1.0,0.011,0.013,1.0,-0.02,0.036,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley_98",9.39,147,340.663116,0.1247,52.405293,0.070325,0.255,0.06,-1.347,0.114,-3.202,0.105,3.78,0.706,-0.014,0.015,3.0,0.028,0.001,2.0,-0.04,0.017,3.0,-0.006,0.01,3.0,0.13,0.02,3.0,-0.014,0.008,3.0,0.077,0.004,3.0,-0.043,0.053,3.0,"nan","nan","nan","nan","nan","nan",0.017,0.005,3.0,0.034,0.033,3.0,0.034,0.004,3.0,0.016,0.132,3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Blanco_1",8.02,456,1.098585,119.408798,-29.953302,0.678561,4.191,0.14,18.729,0.441,2.63,0.417,0.24,0.008,-0.056,0.048,21.0,0.165,0.132,21.0,-0.072,0.055,21.0,-0.071,0.038,21.0,-0.075,0.034,20.0,-0.028,0.029,21.0,0.094,0.056,20.0,-0.007,0.043,21.0,-0.142,0.127,10.0,-0.046,0.047,21.0,-0.026,0.039,21.0,0.198,0.083,4.0,-0.082,0.078,21.0,-0.163,0.063,21.0,-0.03,0.054,20.0,0.124,0.093,21.0,0.063,0.178,4.0,0.324,0.055,20.0,0.4,0.082,2.0,0.926,0.13,1.0,"nan","nan","nan"
"COIN-Gaia_25",8.75,95,91.713226,0.25413,20.277161,0.314278,1.202,0.056,-0.494,0.146,-2.653,0.103,0.834,0.04,0.007,0.008,1.0,-0.223,0.016,1.0,0.129,0.038,1.0,-0.094,0.01,1.0,-0.021,0.018,1.0,-0.063,0.01,1.0,0.078,0.011,1.0,-0.038,0.017,1.0,"nan","nan","nan","nan","nan","nan",0.047,0.014,1.0,0.008,0.038,1.0,0.013,0.012,1.0,0.014,0.032,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_135",7.42,525,109.322678,1.168639,-36.978382,1.243239,3.31,0.163,-9.97,0.468,6.184,0.418,0.303,0.016,-0.011,0.044,4.0,0.147,0.082,4.0,-0.067,0.032,4.0,-0.063,0.011,4.0,-0.02,0.027,4.0,-0.073,0.033,4.0,0.164,0.075,4.0,0.03,0.079,4.0,0.021,0.125,2.0,-0.015,0.038,4.0,0.019,0.073,4.0,"nan","nan","nan",-0.13,0.044,3.0,-0.162,0.025,4.0,0.019,0.073,4.0,0.221,0.105,4.0,0.306,0.121,1.0,0.338,0.041,4.0,0.634,0.101,1.0,"nan","nan","nan","nan","nan","nan"
"Collinder_220",8.37,133,156.431259,0.162266,-57.923744,0.095841,0.363,0.043,-7.355,0.094,2.684,0.097,2.751,0.322,-0.077,0.007,1.0,0.012,0.014,1.0,0.318,0.039,1.0,-0.012,0.01,1.0,-0.005,0.018,1.0,0.022,0.01,1.0,0.088,0.011,1.0,-0.031,0.017,1.0,"nan","nan","nan","nan","nan","nan",0.066,0.014,1.0,-0.054,0.037,1.0,-0.016,0.012,1.0,0.019,0.032,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_261",9.8,1851,189.521637,0.230486,-68.376495,0.084223,0.316,0.088,-6.342,0.182,-2.71,0.174,3.117,0.74,0.04,0.107,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_359",7.57,340,270.595093,1.55546,3.285702,1.349075,1.795,0.113,0.643,0.239,-8.658,0.265,0.558,0.036,-0.034,0.012,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_69",7.1,766,83.789902,0.944601,9.816841,0.814238,2.464,0.133,1.162,0.53,-2.16,0.41,0.408,0.023,-0.113,0.092,36.0,0.414,0.16,10.0,0.091,0.161,6.0,-0.098,0.103,13.0,0.123,0.125,13.0,0.032,0.112,13.0,0.141,0.122,13.0,-0.076,0.139,12.0,-0.014,0.069,1.0,0.119,0.098,3.0,-0.065,0.124,13.0,-0.319,0.312,10.0,-0.119,0.043,11.0,0.169,0.167,12.0,-0.16,0.188,4.0,0.373,0.331,2.0,0.216,0.136,2.0,0.353,0.172,4.0,0.176,0.129,1.0,0.237,0.106,1.0,0.142,0.11,1.0
"Collinder_95",7.28,145,97.788918,0.127303,9.882621,0.181033,1.442,0.133,-2.284,0.339,-5.225,0.297,0.708,0.079,-0.133,0.013,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik_18",8.72,45,66.963364,0.061505,30.938221,0.04234,0.734,0.072,1.843,0.232,-2.977,0.146,1.368,0.147,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik_20",9.22,35,80.127342,0.036924,39.543068,0.029503,0.267,0.042,0.632,0.082,-1.576,0.07,3.669,0.471,-0.146,0.002,2.0,"nan","nan","nan",0.037,0.03,2.0,-0.043,0.011,2.0,0.011,0.043,2.0,-0.02,0.004,2.0,0.095,0.0,2.0,-0.029,0.013,2.0,"nan","nan","nan","nan","nan","nan",-0.005,0.0,2.0,0.046,0.174,2.0,-0.025,0.023,2.0,-0.239,0.006,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik_21",9.41,125,81.675674,0.055509,36.013355,0.0558,0.22,0.125,2.274,0.208,-0.914,0.179,3.804,1.088,-0.322,0.006,2.0,0.172,0.102,2.0,0.096,0.041,2.0,-0.032,0.003,2.0,0.032,0.041,2.0,-0.032,0.014,2.0,0.148,0.026,2.0,0.052,0.02,2.0,"nan","nan","nan","nan","nan","nan",0.026,0.002,2.0,0.04,0.196,2.0,0.009,0.006,2.0,-0.072,0.006,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik_23",8.43,108,87.524399,0.058764,28.896927,0.050476,0.247,0.108,0.058,0.186,-1.791,0.163,3.788,1.165,-0.28,0.01,1.0,"nan","nan","nan",0.252,0.051,1.0,0.016,0.013,1.0,-0.123,0.021,1.0,-0.044,0.013,1.0,0.101,0.016,1.0,0.01,0.026,1.0,"nan","nan","nan","nan","nan","nan",0.054,0.02,1.0,0.006,0.053,1.0,-0.054,0.016,1.0,-0.064,0.045,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik_30",9.46,87,112.794678,0.029399,-9.945329,0.031408,0.1,0.079,-0.638,0.177,-0.125,0.174,5.467,1.475,-0.396,0.006,2.0,0.222,0.019,1.0,0.005,0.064,1.0,-0.02,0.017,1.0,0.232,0.029,1.0,0.01,0.016,1.0,0.107,0.022,1.0,-0.003,0.028,1.0,0.355,0.077,1.0,"nan","nan","nan",-0.034,0.027,1.0,0.017,0.061,1.0,0.062,0.022,1.0,0.086,0.057,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik_6",7.45,26,30.530767,0.084615,62.837524,0.028258,0.372,0.038,-1.134,0.066,-0.146,0.096,2.687,0.302,-0.134,0.012,1.0,-0.007,0.027,1.0,-0.024,0.063,1.0,0.019,0.016,1.0,0.217,0.031,1.0,-0.031,0.016,1.0,0.092,0.021,1.0,0.044,0.031,1.0,"nan","nan","nan","nan","nan","nan",-0.001,0.025,1.0,0.345,0.069,1.0,0.036,0.021,1.0,0.133,0.057,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Dolidze_16",7.22,51,78.621506,0.138401,32.687199,0.122385,0.752,0.082,-0.054,0.215,-2.663,0.197,1.335,0.149,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0306",8.71,80,322.1297,0.11857,51.696251,0.078015,0.355,0.049,-2.11,0.097,-2.56,0.112,2.807,0.393,0.15,0.007,1.0,-0.078,0.011,1.0,0.261,0.032,1.0,-0.035,0.009,1.0,0.123,0.017,1.0,-0.018,0.009,1.0,0.157,0.009,1.0,-0.035,0.013,1.0,0.235,0.039,1.0,"nan","nan","nan",0.123,0.011,1.0,-0.016,0.03,1.0,0.154,0.01,1.0,-0.036,0.026,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0494",8.95,38,6.408727,0.095158,63.756081,0.054254,0.212,0.045,-2.518,0.071,-0.823,0.054,4.452,0.735,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0496",9.31,127,6.657134,0.150844,64.008568,0.055209,0.65,0.053,2.24,0.108,-0.609,0.111,1.542,0.13,-0.096,0.008,1.0,-0.119,0.017,1.0,0.113,0.042,1.0,-0.016,0.011,1.0,0.025,0.018,1.0,-0.035,0.011,1.0,0.098,0.012,1.0,-0.002,0.019,1.0,"nan","nan","nan","nan","nan","nan",-0.022,0.015,1.0,-0.084,0.041,1.0,-0.002,0.013,1.0,-0.103,0.035,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0667",8.85,37,61.77063,0.099381,51.144394,0.045747,0.837,0.053,0.899,0.175,-3.794,0.276,1.197,0.075,-0.014,0.009,2.0,"nan","nan","nan",0.125,0.027,2.0,-0.048,0.008,2.0,0.007,0.005,2.0,-0.019,0.008,2.0,0.089,0.012,2.0,-0.065,0.008,2.0,"nan","nan","nan","nan","nan","nan",0.037,0.009,2.0,-0.032,0.031,2.0,-0.006,0.002,2.0,-0.058,0.051,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
