"Cluster","RA_ICRS","DE_ICRS","pmRA*","e_pmRA*","pmDE","e_pmDE","DMode","RV","e_RV","o_RV","f_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","f_[Fe/H]","GX","e_GX","GY","e_GY","GZ","e_GZ","U","e_U","V","e_V","W","e_W","Rap","Rperi","EC","Zmax","RGC","e_RGC","Ageref","Distref","E(B-V)ref","Ref","_RA.icrs","_DE.icrs"
"SAI_25",45.109,57.307,0.608,0.354,-1.205,0.263,2494.3,-57.439636,54.520023,5,"nan",0.0,0.0,0,"nan",-10243.57,505.349,1615.0425,428.7491,-56.9564,15.120321,46.575386,41.670654,204.96951,35.492996,-0.5602374,4.390632,10.517181708308804,8.166350094813824,0.1258237274551098,0.0289026333535415,10366.895,564.94684,0.0,0.0,0.0,"nan",45.109,57.307
"Skiff_J0458+43.0",74.547,43.036,0.595,0.085,-1.109,0.053,2436.1,-6.7693133,"nan",1,"nan",0.0,0.0,0,"nan",-10669.344,596.4296,712.86554,182.52858,6.4624724,1.6547102,13.380578,"nan",236.58313,"nan",4.657978,"nan",11.151978039831446,10.734649812086058,0.0190677262193602,0.0932124496629944,10690.473,613.05804,8.7,3000.0,0.4,"(2)",74.547,43.036
"Skiff_J0507+30.8",76.78,30.846,0.777,0.183,-0.692,0.083,4992.8,-15.424065,2.659954,6,"Y",-0.449,0.08720475,4,"nan",-13271.988,3279.8813,539.78973,358.97272,-509.30115,338.69727,23.21902,3.2919257,226.66245,12.285006,13.828113,4.3722925,14.08277265145012,12.802497505932063,0.0476199472061662,0.6616715420397882,13282.773,3282.5264,9.21,5151.0,0.26,"(2)",76.78,30.846
"Skiff_J0619+18.5",94.829,18.546,-0.529,0.116,-1.284,0.078,1485.5,17.364693,9.824247,8,"Y",-0.064666666,0.18849227,3,"nan",-9785.631,220.79546,-329.3868,50.309532,40.274605,6.1514187,-4.644251,9.579276,242.28056,2.435647,0.17231655,1.3791445,10.502150367745251,9.834636527296478,0.0328229746367416,0.0729465685652355,9792.949,222.42342,7.9,1380.0,0.312,"(2)",94.829,18.546
"Stephenson_1",283.568,36.899,1.11,0.198,-3.01,0.247,356.1,-19.811731,1.9393791,4,"nan",0.21100001,0.059908263,3,"nan",-8205.308,4.811172,315.8792,11.283974,94.360565,3.3707871,7.6403284,0.83865035,234.00919,1.7316179,-1.5535069,0.61818826,8.274630814271472,7.81745709342605,0.0284098448546714,0.1206746283236132,8211.94,4.3839154,7.435,348.33737,0.050645165,"(3)",283.568,36.899
"Stock_1",294.146,25.163,6.034,0.306,0.302,0.332,403.8,-26.60151,17.851534,5,"nan",0.071666665,0.04273562,3,"nan",-8140.14,8.162743,350.22482,14.303265,14.617122,0.59696776,-7.2255173,8.8613205,232.49881,15.497544,-3.5131254,0.9725917,8.436993686227893,7.400086716387549,0.0654733665220959,0.0598131435532053,8147.4785,7.465752,8.676,381.24146,0.12483871,"(3)",294.146,25.163
"Stock_10",84.808,37.85,-3.114,0.265,-0.464,0.246,358.7,-18.202316,5.953076,35,"Y",-0.127332,0.088757075,23,"Y",-8694.34,12.819366,51.60651,1.8669478,22.25326,0.80504626,29.084652,5.8799577,251.78221,0.95839715,1.2227831,0.6011629,10.363737856765376,8.391902177738693,0.1051329453646567,0.056576284810007,8694.514,12.729336,8.06,327.18985,0.08225807,"(3)",84.808,37.85
"Stock_2",33.856,59.522,15.966,0.65,-13.627,0.591,374.5,1.550121,12.29424,47,"Y",-0.106506005,0.07264811,19,"Y",-8597.182,9.608372,271.89987,10.158062,-10.65029,0.3978903,-14.816111,8.522131,229.3151,9.01279,-6.673953,1.2881701,8.987389370690343,7.605904652554118,0.0832556041133841,0.0924877692504266,8601.897,9.93862,8.44,400.0,0.339,"(2)",33.8559,59.5221
"Stock_21",7.59,57.922,-2.161,0.067,-1.787,0.092,1854.0,-62.815514,"nan",1,"nan",0.0,0.0,0,"nan",-9265.222,181.16402,1594.4323,312.19757,-155.9322,30.532167,60.597733,"nan",207.22241,"nan",-1.5002537,"nan",9.717591661413277,7.491687136671791,0.1293432775921538,0.1342665708319369,9411.068,230.53836,8.825,1700.0,0.416,"(1)",7.59,57.922
"Stock_7",37.431,60.627,-3.496,0.162,0.484,0.229,680.1,-21.962795,"nan",1,"nan",0.0,0.0,0,"nan",-8817.674,32.797054,482.67886,33.14116,0.23704195,0.016275516,34.40103,"nan",244.40112,"nan",4.520418,"nan",9.9253147900429,8.559841316990921,0.073868647099626,0.0725093159984078,8831.542,34.31072,7.8,850.0,0.531,"(2)",37.431,60.627
"Stock_8",81.956,34.452,0.094,0.145,-2.249,0.216,2107.0,-6.7129927,16.72795,76,"Y",-0.25499314,0.09086048,12,"Y",-10435.127,456.07617,245.52895,53.447483,-8.210292,1.7872434,15.5778885,16.621729,232.38567,4.873856,-4.4249296,2.9954765,10.778932337299263,10.095394236514496,0.0327453965217851,0.0806392915523618,10436.539,460.75366,7.05,1731.0,0.604,"(2)",81.956,34.452
"Teutsch_1",84.871,33.347,0.653,0.137,-0.767,0.128,3963.3,31.125452,37.1666,3,"nan",0.0,0.0,0,"nan",-12281.223,1879.8063,306.09982,145.99615,83.28976,39.725414,-21.318312,37.048832,235.97241,8.311289,10.624325,2.8724778,14.034188973331505,11.619806681118822,0.0941133040144507,0.2973838684209924,12278.692,1860.4795,7.85,3372.0,0.54,"(1)",84.871,33.347
"Teutsch_10",86.096,28.828,0.834,0.159,-1.892,0.148,2875.6,13.330418,14.928136,7,"nan",-0.13833334,0.24650829,3,"nan",-11209.764,898.64264,2.4540198,0.76844835,-14.425289,4.517113,-2.2350512,14.927969,224.32397,8.294462,3.3761826,2.3938982,11.283969860719182,10.452653885306436,0.0382449448049513,0.0671263787894843,11206.715,907.62274,7.8,2600.0,1.02,"(2)",86.096,28.828
"Teutsch_11",96.352,13.878,0.382,0.162,-0.619,0.134,4890.7,-23.21477,53.50178,3,"nan",-0.204,"nan",1,"nan",-13021.374,2997.0364,-1489.0682,953.31006,56.24733,36.009834,38.333664,51.030766,243.24603,18.307734,8.115473,3.8663971,17.564595298797123,11.22221673497848,0.2203223669358427,0.2828481410744167,13086.835,3077.4963,8.8,5302.0,0.708,"(2)",96.352,13.878
"Teutsch_12",96.428,13.611,-0.704,0.15,-0.98,0.176,3797.3,47.97,3.8042455,2,"nan",-0.2825,0.0007070977,2,"nan",-11955.167,1612.6744,-1168.7815,521.37726,39.58978,17.660418,-31.753881,4.1869626,228.20367,4.601366,-11.689953,7.8207893,12.465788651239,11.730619627068837,0.030383394746618,0.2734485766952441,12037.863,1651.44,0.0,0.0,0.0,"nan",96.428,13.611
"Teutsch_13",100.984,1.404,-0.097,0.093,0.518,0.078,5431.5,80.69214,"nan",1,"nan",0.0,0.0,0,"nan",-13002.753,3576.7627,-2782.5264,2134.4688,-97.528015,74.813385,-64.90529,"nan",222.02931,"nan",9.669659,"nan",14.421228567013811,12.84101014689381,0.057963633753741,0.2720359393256453,13338.067,3848.1108,7.48,2780.0,0.67,"(1)",100.984,1.404
"Teutsch_2",85.342,39.237,0.533,0.159,-1.366,0.12,5110.4,6.655157,13.628475,7,"nan",-0.36366665,0.2677916,3,"nan",-13366.352,3494.1997,818.4156,568.9412,413.58517,287.51276,-1.5710506,13.648743,218.894,18.060713,1.4528131,5.144982,13.785596834942396,12.11712806505472,0.0644128668442856,0.4637150078900051,13369.564,3551.2668,8.95,3601.0,0.55,"(2)",85.342,39.237
"Teutsch_51",88.463,26.834,0.545,0.215,-0.345,0.188,4084.7,3.8752263,53.89693,11,"nan",-0.017,"nan",1,"nan",-12419.294,1990.8822,-195.08762,95.211235,34.214592,16.698198,7.8077455,53.83419,240.96275,6.4380417,12.994249,4.684414,14.199647729959834,12.34805766717716,0.0697457665392941,0.3466664580474827,12402.424,2007.6875,8.725,3787.0,1.27,"(2)",88.463,26.834
"Teutsch_52",82.575,38.244,0.059,0.175,-0.136,0.357,5345.0,5.4835043,25.780321,4,"nan",-0.49066666,0.23339736,3,"nan",-13651.371,3912.6777,895.3986,659.6027,215.30154,158.60358,5.0565486,25.445486,249.50613,9.116382,6.824735,6.2909484,17.30107404420995,13.6186525340162,0.1190961860829304,0.3792498265816649,13698.15,3967.8962,0.0,0.0,0.0,"nan",82.575,38.244
"Tombaugh_5",56.984,59.07,0.515,0.113,-2.388,0.12,1695.0,-33.515453,10.92319,36,"Y",-0.12527078,0.13399667,11,"Y",-9707.8955,241.11597,995.8838,175.54153,106.423485,18.758951,28.587753,8.924062,220.75987,6.794866,-7.302019,2.5162807,9.846101529252016,8.634068500193965,0.065585599435872,0.1818812716817167,9767.934,256.9528,8.846,1350.0,0.55,"(2)",56.984,59.07
"Trumpler_2",39.232,55.905,1.583,0.192,-5.352,0.167,684.8,-6.04542,12.325914,15,"Y",-0.08800079,0.077406794,6,"Y",-8843.065,34.758965,462.81805,31.978184,-47.52437,3.2836757,8.392656,9.067668,238.96396,8.36299,-6.212162,1.4105844,9.061502344118033,8.82342763644524,0.0133114699320334,0.089376952090689,8855.247,36.07208,7.962,736.2073,0.30774194,"(3)",39.232,55.905
"Trumpler_5",99.126,9.465,-0.59,0.191,0.273,0.184,3192.5,47.979656,4.842518,34,"Y",-0.58966666,0.16689618,3,"nan",-11291.303,1052.5554,-1241.4672,442.75623,57.061314,20.350351,-36.231537,4.65399,240.76099,3.9493122,2.0728512,3.4888313,12.878362024619362,11.32000274137727,0.0643993632756494,0.108991113705431,11336.778,1101.3041,9.5,2753.0,0.625,"(2)",99.126,9.465
"Turner_9",296.165,29.494,0.346,0.092,-2.399,0.075,1689.8,-56.727707,92.2045,3,"nan",-0.054,0.15414928,2,"nan",-7625.996,123.842384,1527.2471,264.8925,77.97212,13.523857,1.1770401,39.09782,194.93588,83.44943,-7.337085,4.5728407,8.077860524750163,4.878647776624524,0.2469193608116009,0.1375304691991272,7782.4985,69.38223,8.03,852.0,0.15,"(2)",296.165,29.494
"Waterloo_1",64.682,52.863,0.492,0.133,-0.689,0.081,4115.2,-40.268417,13.755578,4,"nan",-0.08499999,0.0735391,2,"nan",-11965.061,1792.122,1986.3856,982.0103,129.83183,64.18502,38.50277,12.298223,218.68048,9.171728,3.1059837,3.0262716,12.176976040515232,11.26329005599654,0.0389793349937551,0.1781586362496922,12116.049,1934.088,0.0,0.0,0.0,"nan",64.682,52.863
"VDB 1, vdBergh_1",99.275,3.078,0.396,0.18,-0.771,0.164,1811.4,9.022254,35.57848,4,"nan",0.0,0.0,0,"nan",-9931.936,298.37283,-866.3671,162.38092,-56.35578,10.562644,6.7373238,31.246944,241.39218,17.08932,6.9557505,1.8977703,11.262496231701109,9.38774896573354,0.0907857145541529,0.125434259345913,9964.774,311.9819,8.025,1687.0,0.71,"(1)",99.275,3.078
"VDB 85, vdBergh_85",101.718,1.32,-1.0,0.155,0.328,0.223,1719.6,34.392193,15.029757,2,"nan",0.0,0.0,0,"nan",-9810.82,260.51477,-892.0613,158.00337,-12.429853,2.201592,-21.431063,12.887252,239.64276,7.9857855,0.9681368,1.7655678,10.386641711665082,9.910216660581654,0.023472846996601,0.0246015662096194,9850.467,273.5571,7.685,1893.0,0.666,"(2)",101.718,1.32
