"n_FSR","ID","GLON","GLAT","RAJ2000","DEJ2000","rcore","rtid","Dc","Dcont","N","Nc","logRN","Q","Qall","Ident","RA_deg","DEC_deg"
"B","FSR_1635",303.608,19.377,"12 54 57","-43 29 24",0.023,0.206,5,5.0,242,168,"nan",1,100,"nan",193.7375,-43.49
"B","FSR_1638",303.723,-8.538,"13 01 14","-71 23 41",0.021,0.147,7,4.0,223,244,0.892,2,100100,"nan",195.308333,-71.394722
"B","FSR_1639",303.964,-14.298,"13 09 25","-77 08 01",0.086,0.428,2,3.0,1023,1122,"nan",2,100100,"nan",197.354167,-77.133611
"B","FSR_1640",304.084,-14.613,"13 11 58","-77 26 19",0.027,0.217,3,2.0,153,127,"nan",2,100100,"nan",197.991667,-77.438611
"B","FSR_1642",305.164,-10.834,"13 22 31","-73 34 15",0.009,0.439,12,8.0,155,170,0.705,4,110011,"nan",200.629167,-73.570833
"B","FSR_1644",305.514,-4.319,"13 17 54","-67 03 28",0.033,0.166,16,6.0,1037,1367,0.426,1,100000,"nan",199.475,-67.057778
"B","FSR_1646",306.62,8.488,"13 16 24","-54 12 17",0.032,0.126,7,5.0,373,340,0.895,5,110111,"nan",199.1,-54.204722
"B","FSR_1647",306.733,-11.489,"13 45 49","-73 57 29",0.033,0.164,8,6.0,527,578,0.778,0,0,"nan",206.454167,-73.958056
"B","FSR_1648",306.877,6.303,"13 19 47","-56 21 05",0.031,0.124,10,5.0,476,434,0.755,2,100100,"nan",199.945833,-56.351389
"B","FSR_1649",306.888,6.5,"13 19 42","-56 09 15",0.075,0.149,6,3.0,908,996,"nan",5,111110,"nan",199.925,-56.154167
"B","FSR_1650",307.051,-5.596,"13 35 39","-68 06 48",0.006,0.109,21,10.0,99,143,0.52,3,100011,"nan",203.9125,-68.113333
"B","FSR_1652",307.531,9.362,"13 21 49","-53 14 17",0.076,0.152,4,2.0,594,541,"nan",3,100110,"nan",200.454167,-53.238056
"B","FSR_1654",307.72,-5.309,"13 42 03","-67 42 32",0.057,0.343,4,2.0,907,1438,"nan",4,110101,"nan",205.5125,-67.708889
"B","FSR_1656",307.892,-4.247,"13 41 39","-66 38 02",0.025,0.507,8,3.0,600,1042,0.668,3,110100,"nan",205.4125,-66.633889
"B","FSR_1658",308.177,-8.538,"13 55 07","-70 45 30",0.011,0.53,10,6.0,197,197,0.733,4,110011,"nan",208.779167,-70.758333
"B","FSR_1661",308.763,-7.255,"13 57 55","-69 22 14",0.02,0.255,9,4.0,342,312,0.673,4,101110,"nan",209.479167,-69.370556
"B","FSR_1667",309.843,-10.413,"14 21 49","-72 03 40",0.004,0.197,13,7.0,41,34,"nan",4,100111,"nan",215.454167,-72.061111
"B","FSR_1668",310.402,0.379,"13 54 49","-61 34 12",0.014,0.685,14,4.0,459,797,0.615,5,111110,"nan",208.704167,-61.57
"B","FSR_1672",311.89,18.851,"13 38 05","-43 12 27",0.008,0.385,6,6.0,60,66,"nan",4,100111,"nan",204.520833,-43.2075
"B","FSR_1673",312.368,11.153,"13 50 12","-50 38 20",0.02,0.176,8,6.0,275,251,0.578,2,110000,"nan",207.55,-50.638889
"B","FSR_1675",312.864,-18.813,"16 10 29","-77 39 02",0.009,0.212,10,9.0,108,130,"nan",3,10011,"nan",242.620833,-77.650556
"B","FSR_1676",314.187,11.617,"14 00 16","-49 44 40",0.033,0.164,6,4.0,369,405,1.016,2,100100,"nan",210.066667,-49.744444
"B","FSR_1678",314.655,-4.462,"14 44 43","-64 43 24",0.005,0.035,19,7.0,36,43,0.501,3,110001,"nan",221.179167,-64.723333
"B","FSR_1680",314.791,0.597,"14 28 33","-60 01 09",0.006,0.302,15,4.0,91,190,0.581,5,110111,"nan",217.1375,-60.019167
"B","FSR_1683",315.385,19.591,"13 54 38","-41 44 50",0.006,0.031,14,13.0,32,27,"nan",2,10001,"nan",208.658333,-41.747222
"B","FSR_1684",315.61,18.37,"13 57 28","-42 52 12",0.006,0.281,11,10.0,59,65,"nan",3,100011,"nan",209.366667,-42.87
"B","FSR_1685",315.766,-5.258,"14 57 22","-64 56 36",0.022,0.762,11,5.0,814,978,0.622,1,100,"nan",224.341667,-64.943333
"B","FSR_1690",317.636,6.267,"14 32 20","-53 41 57",0.01,0.185,18,8.0,209,209,0.43,2,100001,"nan",218.083333,-53.699167
"B","FSR_1692",318.213,-17.35,"16 45 14","-72 49 51",0.018,0.751,7,6.0,339,309,0.895,3,100110,"nan",251.308333,-72.830833
"B","FSR_1693",318.426,-6.713,"15 25 49","-64 49 56",0.016,0.147,9,4.0,215,236,0.769,2,100100,"nan",231.454167,-64.832222
"B","FSR_1694",318.549,-4.329,"15 15 04","-62 45 40",0.007,0.303,22,8.0,151,87,0.554,4,110011,"nan",228.766667,-62.761111
"B","FSR_1695",319.592,10.368,"14 33 38","-49 10 09",0.013,0.299,10,6.0,228,173,0.731,1,10,"nan",218.408333,-49.169167
"B","FSR_1699",322.653,14.622,"14 39 33","-44 04 14",0.03,1.484,5,3.0,706,489,"nan",3,100110,"nan",219.8875,-44.070556
"B","FSR_1701",323.083,-0.424,"15 28 28","-57 01 12",0.007,0.075,18,5.0,92,175,0.392,6,111111,"nan",232.116667,-57.02
"B","FSR_1705",325.956,11.3,"15 04 16","-45 33 01",0.011,0.089,10,6.0,99,90,0.798,3,100011,"nan",226.066667,-45.550278
"B","FSR_1712",328.826,0.9,"15 54 46","-52 30 07",0.005,0.271,16,5.0,82,143,0.564,5,110111,"nan",238.691667,-52.501944
"B","FSR_1713",329.367,-8.551,"16 44 48","-58 51 22",0.042,0.127,8,4.0,529,580,0.814,3,100110,"nan",251.2,-58.856111
"B","FSR_1718",330.131,-6.72,"16 38 04","-57 05 13",0.015,0.074,17,6.0,222,222,"nan",2,100100,"nan",249.516667,-57.086944
"B","FSR_1720",331.544,17.599,"15 11 38","-37 21 48",0.015,0.733,4,3.0,142,130,"nan",3,100110,"nan",227.908333,-37.363333
"B","FSR_1721",332.887,-16.016,"17 48 57","-60 06 34",0.019,0.864,6,5.0,370,337,0.778,4,110110,"nan",267.2375,-60.109444
"B","FSR_1723",333.029,5.85,"15 55 05","-46 00 51",0.019,0.191,8,3.0,269,295,0.719,1,100,"nan",238.770833,-46.014167
"B","FSR_1725",334.51,-1.188,"16 30 27","-50 07 46",0.011,0.56,12,3.0,266,733,"nan",6,111111,"nan",247.6125,-50.129444
"B","FSR_1728",334.905,17.543,"15 25 01","-35 37 14",0.009,0.194,10,9.0,97,107,0.762,4,110011,"nan",231.254167,-35.620556
"B","FSR_1729",334.924,-6.16,"16 56 25","-53 04 18",0.007,0.343,18,7.0,158,174,0.601,4,100111,"nan",254.104167,-53.071667
"B","FSR_1734",338.859,5.812,"16 19 05","-42 07 44",0.012,0.184,10,4.0,147,161,0.732,2,100100,"nan",244.770833,-42.128889
"B","FSR_1736",339.257,9.274,"16 07 55","-39 21 32",0.016,0.176,11,6.0,270,247,0.746,2,110000,"nan",241.979167,-39.358889
"B","FSR_1737",340.097,7.248,"16 18 21","-40 14 35",0.028,0.141,12,5.0,546,454,0.684,1,100,"nan",244.5875,-40.243056
"B","FSR_1740",340.736,-12.039,"17 49 16","-51 31 14",0.018,0.246,12,6.0,386,267,0.484,1,100000,"nan",267.316667,-51.520556
"B","FSR_1746",345.174,3.429,"16 50 43","-39 04 50",0.01,0.45,17,5.0,260,343,0.564,5,110111,"nan",252.679167,-39.080556
"B","FSR_1748",346.441,8.224,"16 36 35","-35 00 09",0.006,0.038,23,8.0,60,42,"nan",3,110001,"nan",249.145833,-35.0025
"B","FSR_1749",346.485,13.756,"16 17 22","-31 12 12",0.014,0.145,5,3.0,98,89,"nan",3,100110,"nan",244.341667,-31.203333
"B","FSR_1751",346.869,12.205,"16 23 51","-32 00 18",0.006,0.103,27,15.0,114,95,0.428,3,110001,"nan",245.9625,-32.005
"B","FSR_1756",348.559,5.836,"16 52 07","-34 56 44",0.033,0.131,10,3.0,524,478,0.774,2,100100,"nan",253.029167,-34.945556
"B","FSR_1757",348.596,-13.314,"18 17 04","-45 15 25",0.007,0.041,19,10.0,60,50,0.344,3,110001,"nan",274.266667,-45.256944
"B","FSR_1761",350.728,14.091,"16 29 09","-27 57 38",0.017,0.25,7,5.0,206,226,0.949,2,100100,"nan",247.2875,-27.960556
"B","FSR_1763",350.877,5.829,"16 59 04","-33 08 42",0.024,0.098,15,5.0,462,609,0.52,2,100100,"nan",254.766667,-33.145
"B","FSR_1766",352.224,-2.121,"17 34 30","-36 39 01",0.013,0.064,19,5.0,187,677,0.432,5,101111,"nan",263.625,-36.650278
"B","FSR_1769",353.311,6.131,"17 04 52","-31 02 16",0.017,0.135,11,5.0,241,1267,"nan",1,100,"nan",256.216667,-31.037778
"B","FSR_1772",353.879,16.198,"16 31 01","-24 17 04",0.018,0.877,4,3.0,211,160,"nan",2,110,"nan",247.754167,-24.284444
"B","FSR_1773",354.216,-18.127,"18 53 14","-42 08 09",0.031,0.124,6,4.0,282,214,0.835,3,100110,"nan",283.308333,-42.135833
"B","FSR_1774",354.546,-8.646,"18 08 43","-37 56 43",0.04,1.714,7,3.0,1929,2115,"nan",3,100110,"nan",272.179167,-37.945278
"B","FSR_1775",354.553,-5.802,"17 56 12","-36 34 16",0.025,0.153,12,4.0,504,2412,"nan",2,100100,"nan",269.05,-36.571111
"B","FSR_1776",354.719,-5.24,"17 54 11","-36 08 53",0.007,0.062,21,7.0,83,399,0.38,4,111001,"nan",268.545833,-36.148056
"B","FSR_1778",356.384,9.163,"17 02 08","-26 46 57",0.025,0.074,16,6.0,380,346,0.664,2,100100,"nan",255.533333,-26.7825
"B","FSR_1782",357.511,-13.743,"18 38 20","-37 32 40",0.024,0.436,9,5.0,616,512,0.821,3,100110,"nan",279.583333,-37.544444
"B","FSR_1785",358.557,-14.551,"18 44 05","-36 56 13",0.012,0.348,18,11.0,367,306,0.576,2,100010,"nan",281.020833,-36.936944
"B","FSR_1786",358.906,8.649,"17 10 31","-25 04 23",0.042,0.166,7,2.0,618,514,1.0,4,110110,"nan",257.629167,-25.073056
