"Cluster","radius","Ntot","Ncabs","Ncrel","pmRAC","s_pmRAC","pmDEC","s_pmDEC","rhoC","Nfabs","pmRAF","s_pmRAF","pmDEF","s_pmDEF","rhoF","FileName"
"NGC_3572",3.5,278,238,0.86,-7.27,1.09,2.04,0.1,-0.14,40,-9.65,9.47,2.06,7.1,0.08,"NGC_3572.dat"
"NGC_3590",2.5,186,146,0.79,-6.5,0.1,0.87,0.1,-0.23,40,-9.11,6.23,0.18,3.06,0.21,"NGC_3590.dat"
"NGC_3603",3.0,185,133,0.72,-6.75,1.27,1.78,0.1,0.03,52,-10.18,5.74,2.08,6.12,-0.31,"NGC_3603.dat"
"NGC_366",2.75,64,58,0.9,-1.92,0.1,0.62,0.1,0.53,6,3.4,10.81,-7.2,3.03,0.19,"NGC_366.dat"
"NGC_3680",3.5,46,37,0.8,-6.26,0.1,0.45,0.1,0.69,9,-9.2,4.71,2.17,1.87,0.49,"NGC_3680.dat"
"NGC_3766",5.65,904,775,0.86,-6.67,0.1,0.53,0.1,-0.03,129,-8.65,7.99,0.34,6.43,-0.13,"NGC_3766.dat"
"NGC_381",4.0,202,165,0.81,0.54,1.37,-1.28,0.1,-0.24,37,4.84,11.11,1.26,11.09,-0.02,"NGC_381.dat"
"NGC_3960",3.5,226,165,0.73,-6.65,0.1,0.92,0.1,-0.02,61,-9.09,6.22,-0.06,6.65,-0.18,"NGC_3960.dat"
"NGC_4052",5.5,479,355,0.74,-7.9,1.01,-0.86,0.25,-0.04,124,-9.02,7.47,-0.44,5.29,-0.1,"NGC_4052.dat"
"NGC_4103",4.0,421,330,0.78,-7.18,0.1,-0.71,0.1,-0.05,91,-10.76,5.07,-1.66,5.25,-0.1,"NGC_4103.dat"
"NGC_433",2.0,46,41,0.9,-0.73,0.36,-0.65,0.1,0.55,5,7.43,0.55,-1.88,12.13,-0.56,"NGC_433.dat"
"NGC_4337",3.0,212,171,0.81,-8.88,0.87,0.03,0.72,-0.24,41,-7.15,7.88,-1.48,4.71,-0.17,"NGC_4337.dat"
"NGC_4349",3.5,378,323,0.85,-7.54,0.85,-0.7,0.12,-0.07,55,-8.97,4.8,-1.16,4.92,0.12,"NGC_4349.dat"
"NGC_436",3.5,164,152,0.93,-1.82,1.92,0.19,0.1,0.0,12,-10.67,2.67,-4.63,14.27,-0.15,"NGC_436.dat"
"NGC_4439",3.0,145,118,0.81,-7.57,1.77,-0.98,0.26,-0.1,27,-9.48,9.97,-1.11,5.51,-0.34,"NGC_4439.dat"
"NGC_4463",2.75,170,109,0.64,-6.2,0.15,-1.02,0.1,-0.38,61,-12.19,5.59,-1.16,4.21,0.28,"NGC_4463.dat"
"NGC_4609",7.5,547,364,0.67,-5.29,0.78,-1.56,0.1,-0.15,183,-11.29,6.47,-1.98,5.39,0.09,"NGC_4609.dat"
"NGC_4755",6.0,911,751,0.82,-4.68,0.41,-3.03,0.1,-0.04,160,-9.38,6.67,-3.04,5.75,0.0,"NGC_4755.dat"
"NGC_4815",3.5,414,364,0.88,-6.44,1.24,-2.64,1.01,0.15,50,-6.35,10.97,-7.38,8.98,0.19,"NGC_4815.dat"
"NGC_4852",6.0,614,463,0.75,-7.09,1.77,-1.61,0.1,0.05,151,-9.7,10.76,-0.88,8.49,0.09,"NGC_4852.dat"
"NGC_5043",8.0,804,607,0.76,-6.97,3.24,-2.23,1.64,0.09,197,-6.79,13.09,-3.9,8.6,0.24,"NGC_5043.dat"
"NGC_5138",4.5,386,282,0.73,-5.74,2.71,-2.07,0.81,-0.05,104,-8.52,9.64,-3.98,8.73,0.19,"NGC_5138.dat"
"NGC_5168",3.0,285,240,0.84,-5.63,1.06,-2.35,0.1,0.16,45,-7.96,5.98,-2.05,6.32,0.1,"NGC_5168.dat"
"NGC_5269",2.5,93,71,0.77,-4.49,1.04,-2.01,0.1,-0.05,22,-7.15,6.98,-2.95,2.37,0.19,"NGC_5269.dat"
"NGC_5281",4.5,249,167,0.67,-4.86,0.1,-2.58,0.1,0.04,82,-9.88,7.59,-3.72,5.34,0.26,"NGC_5281.dat"
"NGC_5288",2.5,177,139,0.79,-4.8,1.31,-2.46,0.1,0.18,38,-7.27,4.82,-2.74,4.89,-0.28,"NGC_5288.dat"
"NGC_5316",8.0,772,531,0.69,-6.29,0.65,-2.3,0.36,0.07,241,-8.31,6.95,-4.85,4.06,0.17,"NGC_5316.dat"
"NGC_5359",9.0,828,626,0.76,-6.77,3.21,-2.89,1.85,0.08,202,-9.17,10.12,-3.84,7.43,0.27,"NGC_5359.dat"
"NGC_5381",6.5,643,452,0.7,-6.25,1.9,-2.33,0.89,0.18,191,-8.66,8.18,-1.5,8.61,0.09,"NGC_5381.dat"
"NGC_559",5.5,320,270,0.84,-3.33,1.57,0.77,0.18,0.06,50,-0.31,9.49,-0.29,5.64,-0.29,"NGC_559.dat"
"NGC_5593",6.0,387,308,0.8,-4.78,2.54,-2.58,1.45,0.16,79,-9.08,7.32,-5.59,5.37,0.04,"NGC_5593.dat"
"NGC_5606",2.5,120,79,0.66,-5.11,0.16,-2.86,0.1,-0.06,41,-7.23,10.61,-3.38,5.71,0.13,"NGC_5606.dat"
"NGC_5617",6.0,640,490,0.77,-5.52,0.11,-3.25,0.1,0.02,150,-7.17,5.8,-3.97,4.57,0.28,"NGC_5617.dat"
"NGC_5715",4.0,290,204,0.7,-3.27,0.1,-2.71,0.1,0.0,86,-6.74,7.99,-5.89,8.92,0.25,"NGC_5715.dat"
"NGC_5749",6.0,421,322,0.77,-4.12,2.79,-3.23,1.3,-0.02,99,-8.08,9.43,-4.74,7.28,0.29,"NGC_5749.dat"
"NGC_5764",2.5,86,59,0.68,-1.43,0.1,-2.25,0.1,-0.21,27,-7.53,7.83,-3.61,7.68,-0.16,"NGC_5764.dat"
"NGC_5800",6.5,371,271,0.73,-4.51,3.17,-3.25,2.09,-0.1,100,-6.26,12.63,-6.47,9.8,0.21,"NGC_5800.dat"
"NGC_581",3.5,200,182,0.91,-0.75,0.1,-1.36,0.1,0.02,18,-3.24,13.35,-1.82,12.2,-0.44,"NGC_581.dat"
"NGC_5823",7.0,514,337,0.66,-3.12,0.1,-2.42,0.1,0.01,177,-5.29,7.01,-5.07,6.9,0.25,"NGC_5823.dat"
"NGC_5925",6.5,541,400,0.74,-3.15,1.38,-3.48,1.2,0.09,141,-5.39,7.4,-4.37,6.56,0.2,"NGC_5925.dat"
"NGC_5999",2.5,273,208,0.76,-3.15,0.1,-4.08,0.1,-0.09,65,-4.98,9.95,-5.83,5.26,0.18,"NGC_5999.dat"
"NGC_6005",3.5,367,300,0.82,-3.18,1.2,-3.75,1.33,0.01,67,-4.36,7.64,-3.41,9.37,0.3,"NGC_6005.dat"
"NGC_6025",8.0,869,689,0.79,-3.85,1.6,-4.47,2.04,0.16,180,-6.11,7.22,-7.06,8.46,0.17,"NGC_6025.dat"
"NGC_6031",2.5,164,138,0.84,-2.82,0.1,-3.22,0.1,0.02,26,-9.76,10.53,-5.14,8.62,0.46,"NGC_6031.dat"
"NGC_6087",8.0,1071,858,0.8,-2.82,2.25,-4.39,2.16,0.24,213,-4.37,7.33,-7.16,8.68,0.1,"NGC_6087.dat"
"NGC_609",2.5,102,86,0.84,0.29,0.97,0.22,1.58,-0.07,16,3.9,13.03,4.57,8.26,0.08,"NGC_609.dat"
"NGC_6134",4.0,299,218,0.73,2.22,0.1,-4.48,0.1,-0.45,81,-3.37,6.14,-5.5,5.55,0.44,"NGC_6134.dat"
"NGC_6167",4.5,425,365,0.86,-1.74,0.1,-3.43,0.1,0.06,60,-3.45,6.26,-8.7,7.87,-0.16,"NGC_6167.dat"
"NGC_6169",7.0,470,407,0.87,-3.61,3.77,-4.74,3.66,0.3,63,-9.41,9.18,-11.09,11.59,-0.29,"NGC_6169.dat"
"NGC_6178",3.5,289,241,0.83,-1.7,2.04,-3.11,1.64,0.01,48,-5.4,8.05,-6.37,10.6,-0.04,"NGC_6178.dat"
"NGC_6192",5.5,422,306,0.72,0.5,0.1,-0.61,0.1,0.18,116,-4.72,5.58,-4.69,6.65,0.07,"NGC_6192.dat"
"NGC_6193",8.0,553,449,0.81,-1.57,2.27,-4.66,1.36,0.18,104,-4.43,7.47,-9.52,9.66,0.23,"NGC_6193.dat"
"NGC_6216",3.0,167,145,0.87,-2.36,0.72,-3.94,1.02,0.22,22,-6.46,5.66,-2.89,4.07,-0.57,"NGC_6216.dat"
"NGC_6231",8.0,824,565,0.69,-0.64,0.1,-1.94,0.1,0.04,259,-2.79,7.07,-5.41,7.07,0.07,"NGC_6231.dat"
"NGC_6242",5.5,411,321,0.78,1.38,0.1,-1.16,0.1,0.26,90,-2.43,6.01,-5.33,6.5,0.16,"NGC_6242.dat"
"NGC_6249",3.5,216,174,0.81,0.2,1.77,-2.59,0.49,0.08,42,-1.76,6.52,-4.41,7.42,-0.09,"NGC_6249.dat"
"NGC_6250",6.0,141,96,0.68,-0.34,1.71,-4.33,1.49,0.46,45,-2.45,9.57,-11.06,9.31,0.16,"NGC_6250.dat"
"NGC_6253",3.0,310,241,0.78,-3.57,0.56,-5.06,0.1,0.07,69,-1.24,6.29,-5.66,8.31,0.36,"NGC_6253.dat"
"NGC_6281",5.0,232,166,0.72,-1.5,0.53,-3.44,0.14,0.22,66,-4.86,10.0,-5.11,10.82,-0.32,"NGC_6281.dat"
"NGC_6318",3.0,211,167,0.79,-1.44,0.1,-2.13,0.1,-0.04,44,-1.4,4.85,-2.31,5.7,-0.12,"NGC_6318.dat"
"NGC_6322",3.5,150,124,0.83,0.69,0.42,-2.55,0.1,-0.05,26,-3.11,7.12,-4.56,8.73,0.26,"NGC_6322.dat"
"NGC_6334",16.5,1026,793,0.77,-0.71,2.0,-3.47,2.76,0.25,233,-2.77,7.79,-7.63,8.05,0.06,"NGC_6334.dat"
"NGC_6357",3.5,62,54,0.87,-2.0,1.01,-2.51,0.53,0.13,8,1.78,6.24,-10.09,4.11,-0.3,"NGC_6357.dat"
"NGC_6396",2.5,122,105,0.86,-0.38,0.1,-1.67,0.1,0.11,17,-2.24,4.96,-7.57,2.53,-0.49,"NGC_6396.dat"
"NGC_6400",7.0,631,397,0.63,0.62,0.1,-2.14,0.13,-0.05,234,-2.24,6.69,-6.36,8.13,0.09,"NGC_6400.dat"
"NGC_6404",3.5,219,176,0.8,0.12,0.1,-1.15,0.1,-0.01,43,-0.36,5.83,-4.17,5.19,0.15,"NGC_6404.dat"
"NGC_6416",8.0,216,178,0.82,-1.48,2.04,-2.67,2.3,0.36,38,0.18,6.03,-8.87,4.63,0.6,"NGC_6416.dat"
"NGC_6425",6.0,180,112,0.62,2.45,1.32,-2.04,0.1,-0.06,68,-2.49,7.7,-6.68,7.7,0.2,"NGC_6425.dat"
"NGC_6451",4.5,619,440,0.71,-0.05,0.1,-1.62,0.1,-0.05,179,-0.72,6.81,-5.63,7.59,0.21,"NGC_6451.dat"
"NGC_6469",4.5,368,308,0.84,-0.05,1.35,-1.07,2.04,0.21,60,-0.64,8.83,-5.5,6.92,-0.23,"NGC_6469.dat"
"NGC_6494",15.5,1428,915,0.64,-0.16,0.1,-2.08,0.17,0.07,513,-2.39,6.47,-5.23,7.25,0.2,"NGC_6494.dat"
"NGC_6507",7.6,704,544,0.77,-0.99,2.53,-2.98,3.01,0.23,160,-1.41,8.51,-6.94,9.91,-0.03,"NGC_6507.dat"
"NGC_6520",2.0,187,148,0.79,0.48,0.1,0.08,0.1,0.36,39,-3.95,6.13,-3.57,8.79,-0.35,"NGC_6520.dat"
"NGC_6530",8.0,592,398,0.67,0.5,0.1,-2.99,0.1,0.09,194,-1.69,6.28,-4.94,7.72,0.04,"NGC_6530.dat"
"NGC_6531",8.0,474,337,0.71,-0.44,0.1,-2.14,0.1,0.13,137,-0.69,7.53,-7.29,9.23,-0.02,"NGC_6531.dat"
"NGC_6561",8.5,682,552,0.81,-0.66,1.26,-2.06,1.62,0.16,130,-1.92,6.91,-3.93,5.58,0.06,"NGC_6561.dat"
"NGC_6568",7.0,833,595,0.71,0.17,0.4,-1.46,0.89,0.16,238,-1.05,7.26,-2.68,8.21,0.09,"NGC_6568.dat"
"NGC_6573",1.9,70,64,0.91,0.78,1.6,-2.62,3.03,0.11,6,9.18,4.99,-13.75,10.87,0.58,"NGC_6573.dat"
"NGC_6583",3.5,377,297,0.79,0.66,0.1,-0.53,0.81,0.26,80,-1.19,5.17,-3.79,7.42,-0.09,"NGC_6583.dat"
"NGC_6596",6.0,365,272,0.75,0.46,1.27,-2.79,2.06,0.02,93,-0.62,7.06,-5.93,5.99,0.02,"NGC_6596.dat"
"NGC_6603",4.0,632,490,0.78,-1.24,0.85,-1.87,1.2,-0.09,142,-1.36,7.74,-3.07,7.2,0.09,"NGC_6603.dat"
"NGC_6604",3.5,108,95,0.88,-0.01,0.1,-2.83,0.1,0.16,13,1.77,5.15,-4.82,8.67,-0.26,"NGC_6604.dat"
"NGC_6611",4.0,173,143,0.83,0.57,0.1,-1.78,0.1,-0.03,30,1.24,7.81,-3.2,6.81,-0.07,"NGC_6611.dat"
"NGC_6613",3.5,120,97,0.81,-0.6,0.1,-1.5,0.9,-0.07,23,0.33,9.02,-7.92,10.25,-0.04,"NGC_6613.dat"
"NGC_6618",13.5,1151,878,0.76,-0.08,1.92,-3.03,2.61,0.17,273,-0.2,7.03,-6.26,8.58,0.1,"NGC_6618.dat"
"NGC_6625",8.7,570,448,0.79,0.17,1.4,-2.81,2.14,0.06,122,0.71,9.08,-6.23,12.38,0.04,"NGC_6625.dat"
"NGC_663",8.0,593,528,0.89,-0.97,0.1,-0.34,0.1,0.1,65,4.01,8.88,-1.96,7.11,-0.34,"NGC_663.dat"
"NGC_6639",3.5,243,182,0.75,0.03,1.09,-2.43,2.23,0.08,61,-0.01,7.58,-8.17,7.56,0.17,"NGC_6639.dat"
"NGC_6649",3.5,175,157,0.9,-4.14,2.71,-1.45,0.1,0.54,18,-1.03,0.1,-16.23,10.04,0.01,"NGC_6649.dat"
"NGC_6664",7.0,279,212,0.76,-0.49,0.96,-3.86,1.75,0.27,67,-0.01,5.55,-6.73,7.73,0.02,"NGC_6664.dat"
"NGC_6683",2.5,177,150,0.85,-0.1,0.84,-1.17,1.22,-0.05,27,2.82,5.07,-4.88,6.97,0.4,"NGC_6683.dat"
"NGC_6694",4.5,573,455,0.79,-0.79,0.89,-1.92,1.65,0.11,118,-1.56,9.69,-4.12,9.49,-0.1,"NGC_6694.dat"
"NGC_6704",3.5,241,206,0.86,0.02,0.1,-2.15,0.1,0.08,35,-3.96,5.07,-3.16,8.88,-0.08,"NGC_6704.dat"
"NGC_6709",8.0,1095,875,0.8,-0.95,1.99,-4.24,2.02,0.17,220,-2.48,9.36,-4.39,10.24,-0.07,"NGC_6709.dat"
"NGC_6716",6.0,480,409,0.85,-1.37,2.38,-3.84,2.87,0.18,71,2.4,6.03,-7.89,8.29,0.34,"NGC_6716.dat"
"NGC_6735",7.0,588,468,0.8,-0.24,0.94,-2.6,1.72,0.19,120,-0.43,8.5,-6.02,8.79,-0.13,"NGC_6735.dat"
"NGC_6737",5.4,320,257,0.8,-1.02,3.15,-3.2,3.58,0.06,63,2.28,8.59,-7.41,7.47,0.17,"NGC_6737.dat"
"NGC_6738",8.5,823,671,0.81,-1.38,2.34,-4.33,3.08,0.2,152,-0.49,11.02,-6.67,11.21,0.04,"NGC_6738.dat"
"NGC_6743",4.5,136,110,0.81,-0.37,2.7,-4.64,3.9,0.06,26,-3.24,12.73,-4.9,11.92,0.05,"NGC_6743.dat"
"NGC_6755",8.0,811,576,0.71,-0.41,0.73,-3.57,0.37,0.06,235,-0.02,7.07,-5.38,7.95,0.14,"NGC_6755.dat"
"NGC_6756",3.0,170,148,0.87,-1.78,0.54,-3.79,0.1,0.31,22,-0.55,9.24,-1.97,6.36,0.07,"NGC_6756.dat"
"NGC_6773",5.3,289,235,0.81,-0.73,2.15,-5.09,3.1,0.17,54,0.21,9.8,-12.18,11.59,-0.12,"NGC_6773.dat"
"NGC_6775",2.2,60,44,0.74,-1.05,3.23,-3.1,1.98,0.41,16,5.62,6.44,-7.57,7.11,0.14,"NGC_6775.dat"
"NGC_6791",6.0,394,269,0.68,-1.08,1.07,-2.78,1.83,0.02,125,-1.24,9.42,-5.53,11.14,0.28,"NGC_6791.dat"
"NGC_6800",3.5,148,101,0.68,-1.5,2.12,-3.6,2.6,0.04,47,-3.06,9.14,-8.76,11.58,0.18,"NGC_6800.dat"
"NGC_6802",3.5,298,247,0.83,-2.67,2.04,-5.73,2.46,0.14,51,-5.29,11.96,-5.65,13.78,0.14,"NGC_6802.dat"
"NGC_6811",8.0,434,279,0.64,-3.84,0.29,-7.08,1.44,0.2,155,-1.58,7.44,-2.96,9.06,0.35,"NGC_6811.dat"
"NGC_6819",7.5,1093,785,0.72,-3.38,0.49,-4.28,0.55,0.07,308,-3.24,7.11,-5.69,9.45,0.2,"NGC_6819.dat"
"NGC_6823",4.0,121,93,0.76,-1.78,0.1,-4.99,0.1,0.3,28,2.34,10.26,-2.01,12.26,0.1,"NGC_6823.dat"
"NGC_6827",2.5,82,62,0.75,-2.96,1.94,-4.42,2.12,-0.32,20,-4.8,12.34,-4.18,19.68,0.32,"NGC_6827.dat"
"NGC_6828",5.5,252,188,0.75,-1.84,3.55,-4.16,2.76,0.44,64,-2.48,8.0,-7.85,11.44,0.3,"NGC_6828.dat"
"NGC_6830",3.5,167,148,0.88,-3.85,2.28,-5.58,1.74,0.29,19,5.95,12.04,-1.99,12.31,-0.1,"NGC_6830.dat"
"NGC_6834",3.5,256,216,0.84,-2.27,0.1,-3.65,0.1,0.23,40,1.18,5.96,1.31,2.43,-0.24,"NGC_6834.dat"
"NGC_6837",3.3,80,72,0.91,-1.71,3.69,-4.15,3.49,0.29,8,-8.25,9.0,-21.45,6.09,-0.46,"NGC_6837.dat"
"NGC_6839",4.0,311,253,0.81,-4.6,1.83,-4.9,2.68,0.35,58,-1.6,10.88,-2.85,8.55,0.07,"NGC_6839.dat"
"NGC_6843",3.5,107,78,0.73,-3.41,3.7,-4.42,3.17,-0.13,29,2.17,9.27,-2.14,9.42,0.12,"NGC_6843.dat"
"NGC_6858",6.0,257,200,0.78,-3.0,3.02,-4.44,3.34,0.3,57,0.02,8.3,-7.68,9.87,0.24,"NGC_6858.dat"
"NGC_6866",8.0,589,417,0.71,-2.42,0.4,-5.28,1.71,0.11,172,-2.39,7.49,-4.41,10.74,0.37,"NGC_6866.dat"
"NGC_6873",8.5,730,591,0.81,-4.11,2.17,-4.61,3.73,0.21,139,-1.58,9.18,-5.06,11.19,0.11,"NGC_6873.dat"
"NGC_6904",5.0,255,240,0.94,-3.25,3.07,-5.1,3.37,0.17,15,-3.68,13.13,-2.89,16.94,-0.27,"NGC_6904.dat"
"NGC_6910",6.0,206,137,0.66,-3.52,0.38,-4.62,0.1,-0.08,69,0.93,7.79,-3.01,10.2,0.4,"NGC_6910.dat"
"NGC_6913",6.0,186,109,0.59,-2.65,0.1,-5.16,0.1,0.64,77,-2.68,6.51,-5.68,6.71,0.16,"NGC_6913.dat"
"NGC_6939",6.0,356,294,0.83,-3.44,0.1,-5.16,0.1,0.0,62,-0.85,8.87,-1.43,9.19,0.55,"NGC_6939.dat"
"NGC_6940",13.5,1255,900,0.72,-1.82,0.71,-6.09,3.16,0.08,355,-1.41,9.98,-4.22,8.95,0.35,"NGC_6940.dat"
"NGC_6996",8.0,440,290,0.66,-4.19,0.1,-6.0,0.1,0.1,150,-2.64,7.48,-3.73,10.46,0.27,"NGC_6996.dat"
"NGC_6997",5.0,198,156,0.79,-4.27,0.1,-6.33,0.1,0.07,42,-3.77,7.85,-0.5,9.09,0.46,"NGC_6997.dat"
"NGC_7024",3.5,93,54,0.58,-1.4,0.98,-5.33,0.1,-0.13,39,-3.37,7.07,-6.58,7.35,0.37,"NGC_7024.dat"
"NGC_7031",8.0,206,159,0.77,-2.54,1.63,-3.52,0.82,0.1,47,0.0,7.84,-3.54,10.29,0.29,"NGC_7031.dat"
"NGC_7037",3.5,104,71,0.68,-3.09,1.89,-5.34,3.23,0.41,33,-0.88,11.96,-1.9,7.08,0.46,"NGC_7037.dat"
"NGC_7039",8.0,1055,863,0.82,-3.26,2.22,-3.64,2.31,0.24,192,-1.64,11.25,-2.99,10.93,0.03,"NGC_7039.dat"
"NGC_7062",3.5,168,148,0.88,-3.61,0.69,-3.8,0.1,0.07,20,-1.76,12.69,-4.16,9.82,0.48,"NGC_7062.dat"
"NGC_7063",5.5,186,167,0.9,-1.21,3.7,-2.78,3.46,0.32,19,-0.93,9.86,-9.44,6.34,0.79,"NGC_7063.dat"
"NGC_7071",5.0,270,207,0.77,-3.89,1.8,-3.86,1.68,0.23,63,-5.38,9.74,-1.6,8.92,-0.05,"NGC_7071.dat"
"NGC_7086",7.0,405,352,0.87,-3.09,0.1,-1.85,0.1,0.23,53,0.63,9.84,-4.26,11.7,0.53,"NGC_7086.dat"
"NGC_7093",7.5,416,292,0.7,-4.39,2.8,-3.48,1.99,0.19,124,-1.73,9.11,-4.3,10.36,0.24,"NGC_7093.dat"
"NGC_7127",3.5,75,45,0.6,-3.86,1.73,-3.2,0.89,0.0,30,-1.08,12.64,-7.22,11.39,-0.03,"NGC_7127.dat"
"NGC_7129",4.5,25,20,0.78,-1.47,2.97,-1.38,3.1,0.78,5,10.61,17.6,20.28,10.14,-0.12,"NGC_7129.dat"
"NGC_7142",7.0,313,228,0.73,-2.22,0.77,-1.28,2.1,0.08,85,-1.16,9.98,-1.14,10.19,0.42,"NGC_7142.dat"
"NGC_7160",3.5,76,58,0.77,-4.48,0.1,-1.48,0.97,0.27,18,-1.31,9.83,3.58,14.17,-0.1,"NGC_7160.dat"
"NGC_7209",8.0,452,346,0.76,-2.51,3.41,-1.68,2.37,0.39,106,-0.32,11.05,-4.12,9.81,0.25,"NGC_7209.dat"
"NGC_7226",2.0,77,66,0.86,-3.11,2.44,-4.13,1.81,0.49,11,-11.35,9.17,-6.03,10.17,0.86,"NGC_7226.dat"
"NGC_7235",3.5,133,104,0.78,-4.39,0.1,-2.54,0.1,-0.06,29,-2.64,10.97,-7.09,6.65,0.69,"NGC_7235.dat"
"NGC_7245",4.5,273,197,0.72,-6.49,1.29,-3.18,0.19,0.26,76,-5.4,9.58,-4.86,6.94,-0.02,"NGC_7245.dat"
"NGC_7281",7.0,433,394,0.91,-2.94,2.55,-1.87,1.37,0.25,39,-5.32,10.81,1.04,7.85,0.27,"NGC_7281.dat"
"NGC_7296",5.0,303,227,0.75,-4.08,1.44,-2.1,0.38,0.08,76,-2.02,10.09,-3.01,7.5,0.08,"NGC_7296.dat"
"NGC_7352",5.5,255,229,0.9,-2.72,2.17,-1.3,1.59,0.28,26,-0.57,13.0,0.81,10.63,0.54,"NGC_7352.dat"
"NGC_7394",5.5,179,127,0.71,-3.0,2.64,-2.89,0.61,0.32,52,-1.86,10.62,-4.94,10.99,0.06,"NGC_7394.dat"
"NGC_7419",3.5,129,112,0.87,-2.85,0.1,-1.69,0.1,0.27,17,-4.53,8.5,-5.01,8.4,0.45,"NGC_7419.dat"
"NGC_7423",3.5,144,131,0.91,-2.92,1.9,-1.54,1.69,0.07,13,-0.25,9.46,-9.33,3.61,0.68,"NGC_7423.dat"
"NGC_7429",8.0,231,185,0.8,-0.93,2.73,-1.49,1.57,0.04,46,-1.81,9.96,0.25,8.81,0.43,"NGC_7429.dat"
"NGC_743",5.0,152,116,0.76,-0.76,0.1,-1.68,0.1,0.28,36,2.13,13.52,-7.73,7.1,-0.19,"NGC_743.dat"
"NGC_7438",5.0,180,150,0.83,-2.24,3.45,-1.31,1.32,-0.02,30,0.15,9.64,-3.68,7.75,0.28,"NGC_7438.dat"
"NGC_744",3.5,91,78,0.86,-1.66,1.29,-1.67,0.1,0.17,13,5.23,8.36,-3.07,1.58,-0.16,"NGC_744.dat"
"NGC_7510",4.0,179,150,0.84,-3.46,0.1,-2.14,0.1,0.36,29,-2.14,9.22,0.7,9.41,0.03,"NGC_7510.dat"
"NGC_7654",8.5,896,756,0.84,-2.87,0.1,-0.77,0.1,0.14,140,-2.25,10.62,-1.13,8.02,-0.09,"NGC_7654.dat"
"NGC_7686",9.0,336,269,0.8,-2.13,3.44,-2.11,2.08,0.15,67,-0.32,11.77,-5.52,8.23,0.31,"NGC_7686.dat"
"NGC_7708",13.0,489,352,0.72,-1.83,3.32,0.72,1.82,0.01,137,3.79,12.19,1.08,9.13,0.27,"NGC_7708.dat"
"NGC_7790",3.5,198,161,0.81,-1.89,1.74,-1.76,0.1,0.04,37,4.12,10.17,-2.05,8.89,-0.03,"NGC_7790.dat"
"NGC_7795",11.5,1027,879,0.86,-1.57,2.73,-0.95,1.46,-0.03,148,0.11,11.17,-3.14,7.26,0.14,"NGC_7795.dat"
"NGC_7801",5.0,106,84,0.79,-2.98,3.38,-3.74,2.65,-0.02,22,6.2,7.93,-5.08,6.15,0.56,"NGC_7801.dat"
"NGC_884",10.1,992,867,0.87,-0.83,0.1,-1.04,0.1,0.01,125,1.92,8.41,-3.46,8.61,-0.14,"NGC_884.dat"
"NGC_956",5.5,81,64,0.79,0.78,3.62,-3.03,3.17,0.12,17,4.17,15.63,-3.78,13.74,-0.55,"NGC_956.dat"
"NGC_957",6.0,253,216,0.85,-0.55,0.1,-0.79,0.1,-0.02,37,2.87,7.47,-3.07,6.98,-0.3,"NGC_957.dat"
"Pismis_1",2.5,90,76,0.84,-2.6,0.65,3.23,0.63,-0.03,14,-4.43,10.52,-0.01,10.35,-0.22,"Pismis_1.dat"
"Pismis_11",2.0,47,41,0.88,-5.27,0.1,2.91,0.1,-0.04,6,0.94,12.92,6.71,2.25,-0.99,"Pismis_11.dat"
"Pismis_12",3.5,129,110,0.85,-5.86,1.01,4.19,1.23,-0.02,19,-11.92,7.65,5.95,9.86,-0.78,"Pismis_12.dat"
"Pismis_15",2.8,102,85,0.83,-4.1,0.1,1.81,0.1,-0.18,17,-2.93,10.35,6.21,5.12,-0.1,"Pismis_15.dat"
"Pismis_18",3.0,250,180,0.72,-6.0,0.87,-2.29,0.32,0.24,70,-10.34,9.01,-1.5,7.75,0.01,"Pismis_18.dat"
"Pismis_19",2.5,155,134,0.87,-5.18,1.02,-3.7,1.69,0.23,21,-5.52,9.34,-1.06,18.29,0.08,"Pismis_19.dat"
"Pismis_20",3.0,164,124,0.76,-3.09,1.18,-2.23,0.31,-0.07,40,-2.43,7.44,-6.16,2.04,-0.06,"Pismis_20.dat"
"Pismis_21",3.0,157,129,0.82,-4.02,1.84,-4.02,1.17,0.19,28,-6.77,8.99,-5.71,11.16,0.11,"Pismis_21.dat"
"Pismis_22",3.0,153,134,0.87,-3.38,1.52,-3.92,1.46,0.18,19,-9.19,7.3,-7.84,8.52,0.07,"Pismis_22.dat"
"Pismis_24",2.0,32,26,0.8,-1.9,0.7,-2.26,0.31,-0.19,6,-1.64,3.33,-11.15,4.28,-0.31,"Pismis_24.dat"
"Pismis_3",3.5,90,76,0.85,-4.55,1.4,6.76,1.92,0.08,14,-4.49,12.99,7.66,7.62,-0.22,"Pismis_3.dat"
"Pismis_4",13.5,906,741,0.82,-5.95,2.57,4.7,2.21,-0.33,165,-7.93,9.19,6.48,11.91,-0.11,"Pismis_4.dat"
"Pismis_5",7.0,70,40,0.57,-6.76,1.68,3.54,0.1,-0.52,30,-8.19,6.75,6.95,8.73,-0.25,"Pismis_5.dat"
"Pismis_7",2.5,54,46,0.86,-4.89,1.41,2.14,1.48,0.17,8,-10.04,4.59,10.51,5.31,0.16,"Pismis_7.dat"
"Pismis_Moreno_1",4.0,47,35,0.75,-2.59,0.1,-2.57,0.1,-0.55,12,-3.77,7.96,-4.32,9.24,0.32,"Pismis_Moreno_1.dat"
