"Cluster","Fe","Fe_err","Reference","X_XYZ_low","X_XYZ_med","X_XYZ_up","Y_XYZ_low","Y_XYZ_med","Y_XYZ_up","Z_XYZ_low","Z_XYZ_med","Z_XYZ_up","U_LSR_low","U_LSR_med","U_LSR_up","V_LSR_low","V_LSR_med","V_LSR_up","W_LSR_low","W_LSR_med","W_LSR_up","R_Rzphi_low","R_Rzphi_med","R_Rzphi_up","phi_Rzphi_low","phi_Rzphi_med","phi_Rzphi_up","z_Rzphi_low","z_Rzphi_med","z_Rzphi_up","vR_Rzphi_low","vR_Rzphi_med","vR_Rzphi_up","vphi_Rzphi_low","vphi_Rzphi_med","vphi_Rzphi_up","vz_Rzphi_low","vz_Rzphi_med","vz_Rzphi_up","vT_Rzphi_low","vT_Rzphi_med","vT_Rzphi_up","J_R_low","J_R_med","J_R_up","L_Z_low","L_Z_med","L_Z_up","J_Z_low","J_Z_med","J_Z_up","ecc_low","ecc_med","ecc_up","zmax_low","zmax_med","zmax_up","R_peri_low","R_peri_med","R_peri_up","R_ap_low","R_ap_med","R_ap_up","Energy_low","Energy_med","Energy_up","Rguid_low","Rguid_med","Rguid_up"
"Berkeley_81",0.234,0.06,"GES",4.79655,4.90284,5.00439,2.1165,2.18423,2.25511,-0.16173,-0.15587,-0.15026,63.57112,64.51052,65.45552,-7.53546,-6.35106,-5.21808,1.75409,2.05576,2.36576,5.30023,5.36737,5.43356,0.40011,0.41911,0.43949,-0.16173,-0.15587,-0.15026,22.91515,26.5036,30.40926,243.91231,245.31649,246.61465,8.80732,9.10798,9.41803,243.91231,245.31649,246.61465,7.13174,8.0823,9.33562,1293.25272,1316.85099,1339.4134,1.72266,1.85619,2.00176,0.08705,0.09324,0.1009,0.18862,0.19507,0.20188,5.01389,5.14082,5.2602,6.13543,6.19836,6.26616,-65052.94101,-64156.81495,-63301.01421,5.50797,5.61002,5.7082
"Berkeley_9",-0.09,0.06,"APOGEE",9.77196,9.79455,9.81714,1.07214,1.08733,1.10253,-0.06745,-0.06618,-0.0649,7.8165,8.01652,8.21748,-18.94065,-18.74902,-18.56171,8.93056,9.09165,9.25687,9.8306,9.85472,9.87886,0.10928,0.11056,0.11184,-0.06745,-0.06618,-0.0649,5.11325,5.52103,5.92861,223.04691,223.2451,223.43778,16.1559,16.3171,16.48255,223.04691,223.2451,223.43778,0.42517,0.49756,0.57547,2195.75836,2199.99479,2204.23908,2.4678,2.52875,2.59179,0.01708,0.01845,0.01983,0.30645,0.31122,0.31617,9.63773,9.64928,9.66083,9.97655,10.01253,10.04757,-37459.20311,-37357.45784,-37256.68633,9.7785,9.79986,9.82127
"Berkeley_91",0.09,0.01,"APOGEE",8.17969,8.17984,8.18002,4.53799,4.93663,5.40085,0.04782,0.04982,0.05216,69.46506,75.57233,82.76484,-51.17284,-50.97209,-50.77383,-21.79621,-19.68643,-17.93275,9.35419,9.55406,9.80214,0.50651,0.543,0.58355,0.04782,0.04982,0.05216,21.70822,24.11929,26.79878,205.39384,207.66502,210.47622,-14.79719,-12.66323,-10.89749,205.39384,207.66502,210.47622,16.92151,18.48968,20.10442,1921.53822,1983.67608,2062.55662,1.06119,1.45537,2.04534,0.11057,0.11714,0.12376,0.19214,0.23123,0.28448,7.49283,7.81073,8.20774,9.59042,9.87907,10.26761,-43664.19719,-42066.83422,-40095.55246,8.41571,8.72077,9.11137
"Berkeley_98",0.0,0.01,"APOGEE",9.10515,9.12232,9.13984,3.75048,3.81993,3.89082,-0.36732,-0.36017,-0.35317,65.43921,66.40391,67.40587,-58.50385,-57.25049,-56.0153,-34.32055,-33.56301,-32.80917,9.84732,9.88982,9.93354,0.39073,0.39656,0.40246,-0.36732,-0.36017,-0.35317,-1.18852,-0.33555,0.54856,198.46925,199.60949,200.782,-27.27606,-26.51659,-25.75902,198.46925,199.60949,200.782,15.71444,17.49956,19.34486,1957.16509,1974.15898,1991.24218,10.53318,11.16327,11.82869,0.10795,0.11429,0.12055,0.69607,0.72219,0.74935,7.74626,7.86838,7.99235,9.85625,9.89928,9.94355,-42194.4535,-41793.99562,-41391.4514,8.59032,8.67389,8.75808
"Blanco_1",-0.05314,0.048,"GALAH",8.13524,8.1353,8.13535,0.01169,0.01171,0.01172,-0.20862,-0.20832,-0.20803,-18.57722,-18.53466,-18.4937,-6.63379,-6.6066,-6.57853,-10.57752,-10.48622,-10.39353,8.13525,8.13531,8.13536,0.00144,0.00144,0.00144,-0.20862,-0.20832,-0.20803,7.76317,7.8044,7.84715,234.59525,234.62242,234.65053,-3.27089,-3.17955,-3.08682,234.59525,234.62242,234.65053,1.88078,1.89216,1.90382,1908.49681,1908.72424,1908.95892,1.6294,1.63594,1.64257,0.03834,0.03845,0.03857,0.22464,0.22512,0.2256,8.05852,8.0594,8.06027,8.70201,8.70395,8.70591,-44625.60857,-44619.33046,-44612.72685,8.352,8.35311,8.35425
"Briceno_1",-0.06,0.06,"APOGEE","nan",8.58611,"nan","nan",-0.15634,"nan","nan",-0.11853,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.58754,"nan","nan",-0.01821,"nan","nan",-0.11853,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"COIN-Gaia_25",0.01066,0.008,"GALAH",8.9929,8.99821,9.00381,-0.1441,-0.14312,-0.1422,0.02443,0.02444,0.02444,15.35314,15.36655,15.38024,-5.49916,-5.42273,-5.34758,-6.73792,-6.6618,-6.58228,8.99402,8.99935,9.00497,-0.016,-0.0159,-0.01581,0.02443,0.02444,0.02444,-30.22594,-30.19356,-30.16218,235.28828,235.36659,235.44417,0.46512,0.54124,0.62074,235.28828,235.36659,235.44417,16.94942,16.98341,17.01765,2117.22272,2118.17392,2119.12162,0.02235,0.02301,0.02378,0.10907,0.10916,0.10925,0.02945,0.02987,0.03037,8.44954,8.45329,8.45708,10.51883,10.52491,10.53109,-38917.55143,-38894.25111,-38870.80152,9.38408,9.38884,9.39358
"COIN-Gaia_30",0.03756,0.05,"SPA-Zhang",8.60529,8.60702,8.60858,0.59544,0.59785,0.60002,0.12774,0.12816,0.12853,33.84043,33.95283,34.06255,-8.9969,-8.88004,-8.76061,0.6796,0.74429,0.8091,8.62587,8.62776,8.62946,0.06908,0.06935,0.06959,0.12774,0.12816,0.12853,-28.93503,-28.8463,-28.75913,234.80392,234.92197,235.04527,7.826,7.89048,7.95532,234.80392,234.92197,235.04527,14.0526,14.12088,14.18737,2025.51877,2026.85919,2028.16549,1.06002,1.06933,1.07924,0.10146,0.10169,0.10191,0.19893,0.19993,0.201,8.10509,8.11059,8.11615,9.93811,9.94677,9.9555,-41181.12176,-41146.05499,-41111.67231,8.92752,8.93416,8.94063
"Chamaleon_I, Chamaeleon_I",-0.09489,0.017,"GESY-Spina","nan",8.01128,"nan","nan",-0.32563,"nan","nan",-0.07781,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.01789,"nan","nan",-0.04062,"nan","nan",-0.07781,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Chupina_1",0.0,0.02,"APOGEE","nan",9.41178,"nan","nan",-0.8788,"nan","nan",0.96552,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.45272,"nan","nan",-0.0931,"nan","nan",0.96552,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Chupina_3",0.01,0.02,"APOGEE","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Chupina_4",0.0,0.01,"APOGEE","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Chupina_5",0.09,0.01,"APOGEE","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_110",-0.12892,0.05,"GES",10.21202,10.22243,10.23258,-1.16883,-1.16305,-1.15713,-0.04656,-0.04621,-0.04585,-25.44912,-25.25484,-25.06114,-31.47415,-31.33834,-31.20614,-22.64537,-22.52618,-22.40488,10.27737,10.28838,10.29911,-0.11373,-0.11329,-0.11283,-0.04656,-0.04621,-0.04585,-9.82893,-9.59633,-9.35443,210.03948,210.16373,210.2846,-15.31804,-15.19901,-15.07735,210.03948,210.16373,210.2846,7.29414,7.3894,7.488,2160.30594,2162.21169,2164.0686,2.23005,2.27138,2.31266,0.07103,0.07148,0.07194,0.29876,0.30202,0.30524,8.97869,8.98682,8.99505,10.35731,10.37057,10.38413,-38074.64968,-38027.78782,-37981.41858,9.60008,9.60966,9.61899
"Collinder_135",-0.00757,0.044,"GALAH",8.28531,8.28552,8.28573,-0.28001,-0.27946,-0.27891,-0.03407,-0.03395,-0.03384,-18.63161,-18.52471,-18.41588,-8.68667,-8.42598,-8.16171,-12.26704,-12.1991,-12.13104,8.29,8.29023,8.29046,-0.03378,-0.03372,-0.03365,-0.03407,-0.03395,-0.03384,-0.50055,-0.38742,-0.27525,232.67556,232.93348,233.19434,-4.96004,-4.89243,-4.82462,232.67556,232.93348,233.19434,0.50359,0.57085,0.64358,1928.91986,1931.06382,1933.22052,0.19903,0.20356,0.20812,0.01975,0.02101,0.0223,0.07582,0.07658,0.07731,8.28964,8.28995,8.29024,8.62406,8.64587,8.66801,-44222.02784,-44162.05196,-44101.57966,8.45182,8.46232,8.47288
"Collinder_220",-0.08,0.01,"APOGEE",7.48044,7.48781,7.49526,-2.68818,-2.65977,-2.63107,0.00597,0.00617,0.00637,-100.61395,-99.56847,-98.52914,-13.01378,-12.74501,-12.47599,-21.10216,-20.84612,-20.59211,7.94364,7.94618,7.94879,-0.34499,-0.34131,-0.33759,0.00597,0.00617,0.00637,6.74982,6.95144,7.15425,244.83002,244.94874,245.07237,-13.545,-13.29238,-13.04023,244.83002,244.94874,245.07237,7.92727,8.09892,8.27661,1944.84832,1946.40359,1948.02846,1.0969,1.1409,1.18613,0.07784,0.07864,0.07947,0.1928,0.19701,0.20133,7.91918,7.92093,7.92282,9.25645,9.27297,9.29033,-43469.44743,-43419.81381,-43367.98484,8.52987,8.53749,8.54547
"Collinder_261",0.04408,0.107,"GALAH",6.50837,6.51871,6.52904,-2.70534,-2.6886,-2.67186,-0.28836,-0.28642,-0.28448,-95.34899,-94.82411,-94.30976,-24.38452,-24.07108,-23.75027,-43.28775,-43.00237,-42.71834,7.04825,7.05139,7.05458,-0.39394,-0.39119,-0.38844,-0.28836,-0.28642,-0.28448,-5.37092,-5.28147,-5.19428,232.55188,232.74027,232.92617,-35.74641,-35.46241,-35.17974,232.55188,232.74027,232.92617,0.50084,0.52918,0.55851,1639.3768,1641.14346,1642.91165,11.81455,12.00917,12.20593,0.02148,0.02205,0.02264,0.59664,0.60198,0.60746,7.02017,7.0245,7.02881,7.33012,7.34138,7.35254,-51933.65715,-51885.13515,-51836.99159,7.06515,7.0734,7.08167
"Collinder_350",0.00756,0.05,"SPA-Zhang",7.85814,7.85943,7.86072,0.16118,0.16183,0.16249,0.11781,0.11819,0.11857,-12.67771,-12.52096,-12.36757,-11.01754,-10.92909,-10.84372,3.62203,3.69331,3.76459,7.85982,7.8611,7.86238,0.0205,0.02059,0.02067,0.11781,0.11819,0.11857,5.99586,6.15147,6.30634,230.14173,230.23312,230.32156,10.91066,10.98154,11.0526,230.14173,230.23312,230.32156,0.49738,0.51849,0.54056,1809.06714,1809.8697,1810.67931,1.31065,1.32278,1.33475,0.02022,0.02065,0.02109,0.18916,0.19005,0.19092,7.72139,7.72812,7.73476,8.05148,8.05395,8.05646,-47497.57866,-47474.822,-47451.83674,7.87008,7.87394,7.87784
"Collinder_359",-0.03086,0.012,"GALAH",7.70349,7.70501,7.70678,0.27435,0.27539,0.27627,0.14332,0.14376,0.14414,6.70233,7.50254,8.29071,-18.91489,-18.44766,-17.98955,-13.08505,-12.87795,-12.67131,7.70845,7.70993,7.71166,0.03558,0.03573,0.03585,0.14332,0.14376,0.14414,-11.36858,-10.59434,-9.81483,222.81828,223.31305,223.79738,-5.85561,-5.65104,-5.44634,222.81828,223.31305,223.79738,2.54836,2.58709,2.63437,1717.89791,1721.74933,1725.57257,0.99448,1.01102,1.02785,0.04677,0.04712,0.04752,0.16123,0.1623,0.16342,7.10968,7.12664,7.14211,7.81051,7.82997,7.85162,-50173.48046,-50055.36373,-49937.55126,7.43466,7.45292,7.47106
"Collinder_463",-0.14244,0.05,"SPA-Zhang",8.70353,8.70461,8.7055,0.68815,0.68956,0.69074,0.16936,0.16965,0.1699,11.78533,11.98838,12.19308,-4.9328,-4.66597,-4.40146,-4.73778,-4.6747,-4.61407,8.73069,8.73188,8.73286,0.0789,0.07905,0.07918,0.16936,0.16965,0.1699,-4.54733,-4.32059,-4.09777,237.4071,237.65744,237.90532,2.47502,2.53869,2.59991,237.4071,237.65744,237.90532,3.80623,3.95414,4.10694,2072.98255,2075.1864,2077.3764,1.02076,1.02433,1.028,0.05242,0.0534,0.05439,0.19004,0.19067,0.19133,8.71457,8.71704,8.71944,9.67897,9.70051,9.72205,-40346.50313,-40287.45078,-40228.62393,9.16326,9.17423,9.18514
"Collinder_69",-0.11087,0.092,"GALAH",8.56074,8.56159,8.56244,-0.10411,-0.10388,-0.10365,-0.0588,-0.05861,-0.05843,-25.24346,-25.1161,-24.98693,-11.70426,-11.65496,-11.6067,-5.97943,-5.93028,-5.88174,8.56137,8.56222,8.56307,-0.01216,-0.01213,-0.01211,-0.0588,-0.05861,-0.05843,11.11739,11.24731,11.37538,229.69022,229.73848,229.7856,1.34742,1.39645,1.44458,229.69022,229.73848,229.7856,1.86825,1.90548,1.94277,1966.67035,1967.08313,1967.50053,0.13693,0.1381,0.13933,0.03767,0.03804,0.03841,0.0644,0.06467,0.06495,8.31809,8.32262,8.32716,8.97811,8.98085,8.98371,-43170.47781,-43160.29249,-43149.97143,8.63705,8.63908,8.64113
"Collinder_70",-0.1,0.06,"APOGEE","nan",8.50687,"nan","nan",-0.15224,"nan","nan",-0.08596,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.50823,"nan","nan",-0.01789,"nan","nan",-0.08596,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_92",-0.42,0.01,"APOGEE","nan",10.59006,"nan","nan",-1.13098,"nan","nan",-0.15316,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",10.65028,"nan","nan",-0.10639,"nan","nan",-0.15316,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder_95",-0.14,0.02,"APOGEE",8.81023,8.81468,8.81913,-0.25677,-0.25498,-0.2532,0.02751,0.02753,0.02754,-11.11541,-11.05798,-11.00066,-16.89214,-16.77941,-16.67074,-14.40713,-14.27215,-14.13394,8.81387,8.81837,8.82286,-0.02911,-0.02892,-0.02873,0.02751,0.02753,0.02754,-6.57224,-6.48926,-6.40665,224.2527,224.36664,224.47772,-7.12332,-6.98825,-6.85007,224.2527,224.36664,224.47772,0.81659,0.84699,0.8788,1977.73437,1978.5615,1979.38977,0.36702,0.38129,0.39553,0.02485,0.02531,0.02578,0.10489,0.10698,0.10902,8.47841,8.48452,8.49068,8.91984,8.92514,8.93049,-42900.9485,-42879.27482,-42857.43048,8.6915,8.69557,8.69965
"Czernik_18",-0.07,0.02,"APOGEE",9.45521,9.47614,9.49707,0.26517,0.26952,0.27386,-0.26472,-0.26013,-0.25553,10.51116,10.81086,11.11782,-25.24317,-24.83793,-24.45507,-1.23395,-1.01431,-0.79444,9.45893,9.47997,9.50101,0.02804,0.02843,0.02883,-0.26472,-0.26013,-0.25553,-16.07891,-15.74929,-15.41755,216.5367,216.93695,217.31727,5.98325,6.20279,6.42218,216.5367,216.93695,217.31727,5.82744,6.02654,6.23348,2054.24539,2056.47625,2058.73163,2.19357,2.24895,2.3067,0.06504,0.06614,0.06728,0.2838,0.28787,0.2921,8.52161,8.53635,8.55183,9.73065,9.74605,9.76167,-40659.69142,-40603.01491,-40546.73011,9.07005,9.08114,9.09235
"Czernik_20",-0.16,0.03,"APOGEE",11.7796,11.88923,12.00356,0.74686,0.7696,0.79331,0.1285,0.13165,0.13494,-37.1191,-36.64472,-36.17706,-23.67473,-22.74335,-21.87027,-6.6731,-6.3221,-5.96411,11.80325,11.91412,12.02975,0.06332,0.06464,0.06599,0.1285,0.13165,0.13494,39.02265,39.62161,40.23844,215.39806,216.38755,217.31343,0.68852,1.04002,1.39837,215.39806,216.38755,217.31343,31.13039,32.39389,33.71248,2564.30596,2577.99533,2591.84302,0.38803,0.39898,0.41068,0.13414,0.1365,0.13892,0.14664,0.14948,0.15256,10.2589,10.30547,10.35224,13.45167,13.56443,13.67737,-29156.24017,-28878.58245,-28600.00933,11.66348,11.73439,11.80619
"Czernik_21",-0.32,0.01,"APOGEE",12.46458,12.66283,12.87615,0.61089,0.63915,0.66955,0.07234,0.07453,0.07688,-50.84661,-50.41293,-49.9931,-38.3749,-36.29325,-34.41035,28.15348,29.48103,30.93702,12.47954,12.67895,12.89355,0.04897,0.05043,0.05195,0.07234,0.07453,0.07688,48.93508,49.50499,50.07926,200.54539,202.70689,204.67329,35.55605,36.88467,38.34174,200.54539,202.70689,204.67329,55.41396,58.51877,61.98463,2552.98118,2569.81607,2586.86906,20.10282,22.59604,25.57409,0.17754,0.18169,0.18621,1.3652,1.47715,1.6072,9.96258,10.01819,10.07606,14.27547,14.4678,14.67401,-28107.41916,-27673.12777,-27219.2602,11.60485,11.69202,11.78039
"Czernik_23",-0.28,0.01,"APOGEE",11.52398,11.65663,11.79767,-0.03409,-0.03276,-0.03151,0.08309,0.08539,0.08784,-17.94721,-17.9355,-17.92384,-27.32962,-26.23776,-25.23164,-14.41005,-13.78713,-13.19248,11.52402,11.65668,11.79772,-0.00289,-0.00281,-0.00273,0.08309,0.08539,0.08784,6.25525,6.27343,6.29106,213.92947,215.02059,216.02656,-7.10524,-6.4823,-5.88768,213.92947,215.02059,216.02656,1.47355,1.75837,2.12647,2488.59552,2506.23094,2524.49932,0.53916,0.63122,0.74087,0.02985,0.0325,0.03563,0.1527,0.16687,0.18278,10.94491,11.00998,11.07739,11.62955,11.75226,11.88396,-31338.71495,-30985.17938,-30621.47257,11.27231,11.36326,11.45759
"Czernik_24",-0.1516,0.04,"GES",11.79856,11.97934,12.17494,-0.56582,-0.53813,-0.51254,-0.11971,-0.11262,-0.10608,-15.41972,-14.97922,-14.52742,-48.20504,-45.95114,-43.89045,-22.61824,-21.44159,-20.33006,11.80969,11.99142,12.18808,-0.04644,-0.04489,-0.04341,-0.11971,-0.11262,-0.10608,-5.44013,-4.82152,-4.22495,192.99789,195.27391,197.3456,-15.3233,-14.14571,-13.0341,192.99789,195.27391,197.3456,20.42733,23.84573,27.98621,2328.48963,2341.14158,2354.39048,2.2706,2.73382,3.30109,0.11414,0.12296,0.13275,0.33327,0.37345,0.42043,9.31824,9.37454,9.42733,11.82218,12.00638,12.20523,-33963.86255,-33598.22408,-33215.47104,10.45145,10.51597,10.58361
"Czernik_30",-0.4,0.01,"APOGEE",13.90056,14.33621,14.83103,-6.97299,-6.45437,-5.99777,0.64531,0.69253,0.74617,-63.97556,-63.17739,-62.47926,-54.8209,-54.24431,-53.60782,-19.90842,-17.87137,-16.07745,15.13932,15.72214,16.38847,-0.43949,-0.42303,-0.40734,0.64531,0.69253,0.74617,-32.04782,-29.20106,-26.5642,191.30701,191.91886,192.53996,-12.46412,-10.42745,-8.63678,191.30701,191.91886,192.53996,40.73585,44.33231,48.98685,2903.3406,3017.05237,3146.30401,6.46125,7.55943,9.07617,0.14328,0.14721,0.15184,0.75493,0.85678,0.99251,11.76044,12.26615,12.83304,15.74304,16.50103,17.38339,-22973.24411,-21150.67468,-19167.2083,13.43459,14.0347,14.72003
"Czernik_6",-0.13214,0.012,"GALAH",9.98175,10.03527,10.09115,2.0822,2.14399,2.20849,0.08179,0.08347,0.08523,47.04198,47.404,47.7743,-33.41155,-33.0939,-32.76982,-7.11796,-6.79212,-6.47417,10.19661,10.26174,10.32999,0.20565,0.21048,0.21546,0.08179,0.08347,0.08523,-14.51013,-13.69795,-12.86704,215.32596,215.76845,216.21999,-0.01309,0.31302,0.63113,215.32596,215.76845,216.21999,4.61561,5.24981,5.90073,2195.87219,2214.08208,2233.16369,0.1921,0.19756,0.20359,0.05569,0.05963,0.06346,0.08421,0.08566,0.08724,9.19364,9.31412,9.44038,10.43897,10.49492,10.55399,-37419.00706,-37024.11785,-36613.52041,9.77907,9.87095,9.96738
"Czernik_7",-0.07,0.01,"APOGEE","nan",10.15286,"nan","nan",2.25937,"nan","nan",0.05879,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",10.40122,"nan","nan",0.21897,"nan","nan",0.05879,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Dol_Dzim_4",-0.47,0.01,"APOGEE","nan",9.83287,"nan","nan",-0.04023,"nan","nan",-0.06856,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.83295,"nan","nan",-0.00409,"nan","nan",-0.06856,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO_092_05",-0.3444,0.07,"GES",3.92366,4.51145,4.98496,-14.68057,-12.65229,-11.01832,-2.00194,-1.72189,-1.49629,-247.39056,-210.85721,-181.40163,-136.85704,-125.96115,-117.18743,-0.25607,1.93624,4.61568,12.09352,13.43256,15.19586,-1.30963,-1.22828,-1.14593,-2.00194,-1.72189,-1.49629,-43.06778,-41.42994,-39.45512,206.27585,226.87187,255.30973,7.58788,9.83833,12.59702,206.27585,226.87187,255.30973,42.74692,59.57405,207.39537,2496.17859,3047.99183,3878.55037,30.36075,35.74226,43.66174,"nan","nan","nan",1.675,2.18501,3.3635,9.95666,12.39512,14.76412,13.68413,17.27249,25.81721,-29177.96631,-19850.78106,-7488.78383,11.3114,14.19845,18.6586
"FSR_0304",-0.07,0.01,"APOGEE","nan",8.2663,"nan","nan",1.42016,"nan","nan",0.04131,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.3874,"nan","nan",0.17014,"nan","nan",0.04131,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0306",0.15548,0.007,"GALAH",8.38681,8.39038,8.394,2.81075,2.85884,2.90752,0.04981,0.05024,0.05067,46.47272,47.25478,48.07582,-33.55725,-31.17765,-28.82079,-5.43303,-5.23494,-5.03735,8.84528,8.86406,8.88329,0.32338,0.32839,0.33345,0.04981,0.05024,0.05067,11.49754,12.51717,13.56127,215.45887,217.66189,219.8449,1.67169,1.87121,2.06917,215.45887,217.66189,219.8449,4.21296,4.96863,6.05417,1909.07968,1929.50245,1949.89495,0.10558,0.11014,0.11544,0.05676,0.06192,0.06865,0.05645,0.05768,0.05904,7.81736,7.95972,8.09251,8.96187,9.01016,9.07267,-44568.0043,-44053.73285,-43532.89249,8.35484,8.45467,8.55463
"FSR_0394",-0.1,0.01,"APOGEE","nan",9.66748,"nan","nan",4.49841,"nan","nan",-0.03721,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",10.66282,"nan","nan",0.43552,"nan","nan",-0.03721,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0494",-0.01,0.01,"APOGEE",10.33182,10.40717,10.48628,3.71794,3.84801,3.98456,0.10844,0.11136,0.11443,77.31002,78.93252,80.65317,-28.92777,-27.96223,-26.96354,-14.07814,-13.56903,-13.09113,10.98042,11.09578,11.21779,0.34543,0.35416,0.36313,0.10844,0.11136,0.11443,-11.33917,-10.44883,-9.54396,229.70447,231.24968,232.86363,-7.0738,-6.56044,-6.07871,229.70447,231.24968,232.86363,5.58291,6.89602,8.66353,2522.36267,2565.63219,2611.6588,0.6579,0.73408,0.82376,0.05766,0.06355,0.07056,0.1775,0.19145,0.20758,10.8237,10.97669,11.12905,12.15089,12.46461,12.81208,-30575.76079,-29720.62585,-28822.97236,11.44655,11.67035,11.90902
"FSR_0496",-0.1,0.01,"APOGEE",8.94176,8.94854,8.95547,1.31156,1.3232,1.33511,0.06096,0.06128,0.06161,-2.27396,-2.06152,-1.8548,-27.91702,-27.63442,-27.3512,-6.65051,-6.55339,-6.45648,9.03744,9.04584,9.05445,0.14564,0.1468,0.14799,0.06096,0.06128,0.06161,21.91055,22.32995,22.74558,212.35425,212.62409,212.90381,0.60611,0.70271,0.79973,212.35425,212.62409,212.90381,12.77703,13.09615,13.4291,1920.99213,1923.38732,1925.84243,0.12594,0.1269,0.12791,0.09919,0.1004,0.10165,0.06342,0.06373,0.06406,7.63499,7.64876,7.66272,9.33773,9.35624,9.37451,-43989.19218,-43922.94403,-43854.8835,8.41304,8.42475,8.43676
