"Cluster","Fe","Fe_err","Reference","X_XYZ_low","X_XYZ_med","X_XYZ_up","Y_XYZ_low","Y_XYZ_med","Y_XYZ_up","Z_XYZ_low","Z_XYZ_med","Z_XYZ_up","U_LSR_low","U_LSR_med","U_LSR_up","V_LSR_low","V_LSR_med","V_LSR_up","W_LSR_low","W_LSR_med","W_LSR_up","R_Rzphi_low","R_Rzphi_med","R_Rzphi_up","phi_Rzphi_low","phi_Rzphi_med","phi_Rzphi_up","z_Rzphi_low","z_Rzphi_med","z_Rzphi_up","vR_Rzphi_low","vR_Rzphi_med","vR_Rzphi_up","vphi_Rzphi_low","vphi_Rzphi_med","vphi_Rzphi_up","vz_Rzphi_low","vz_Rzphi_med","vz_Rzphi_up","vT_Rzphi_low","vT_Rzphi_med","vT_Rzphi_up","J_R_low","J_R_med","J_R_up","L_Z_low","L_Z_med","L_Z_up","J_Z_low","J_Z_med","J_Z_up","ecc_low","ecc_med","ecc_up","zmax_low","zmax_med","zmax_up","R_peri_low","R_peri_med","R_peri_up","R_ap_low","R_ap_med","R_ap_up","Energy_low","Energy_med","Energy_up","Rguid_low","Rguid_med","Rguid_up"
"NGC_2311",-0.32,0.01,"APOGEE",9.86367,9.88995,9.91646,-1.34682,-1.32628,-1.30592,0.00393,0.00425,0.00457,-88.59951,-88.43268,-88.26906,-50.0191,-49.80795,-49.59131,-9.31659,-9.11438,-8.90475,9.94974,9.97848,10.00751,-0.13499,-0.13331,-0.13163,0.00393,0.00425,0.00457,50.99428,51.23296,51.4592,199.70824,200.01486,200.33274,-1.79621,-1.5942,-1.38509,199.70824,200.01486,200.33274,58.47285,59.13026,59.7818,1987.15645,1995.84945,2004.58403,0.01749,0.02286,0.0288,0.20512,0.20664,0.20814,0.02671,0.0306,0.03439,7.19681,7.24154,7.28671,10.9797,11.01365,11.04791,-40683.05621,-40488.68379,-40295.29481,8.73793,8.78082,8.82395
"NGC_2318",-0.03,0.01,"APOGEE",9.13777,9.14294,9.1479,-1.00948,-1.00431,-0.99892,-0.08276,-0.08221,-0.08163,0.34446,0.47745,0.61152,-10.69842,-10.55884,-10.42091,-17.83262,-17.72355,-17.60989,9.1922,9.19793,9.20343,-0.10991,-0.10941,-0.10889,-0.08276,-0.08221,-0.08163,-36.84216,-36.64107,-36.43849,227.90913,228.04348,228.17599,-10.58399,-10.47489,-10.36121,227.90913,228.04348,228.17599,20.75266,21.01121,21.26724,2096.04832,2097.49968,2098.93828,1.11066,1.13384,1.15677,0.12109,0.12179,0.12249,0.21284,0.2153,0.21772,8.27141,8.27444,8.27745,10.55319,10.56939,10.58544,-39233.3597,-39190.17733,-39147.64895,9.27826,9.2855,9.29269
"NGC_2324",-0.19,0.02,"APOGEE",12.45775,12.53832,12.62038,-2.93518,-2.88096,-2.82773,0.334,0.33982,0.34574,-38.53312,-37.58922,-36.64114,-23.76398,-23.12807,-22.48557,-5.59115,-5.35855,-5.12712,12.77465,12.86505,12.95721,-0.22851,-0.22585,-0.2232,0.334,0.33982,0.34574,-24.19368,-23.01818,-21.80225,218.0814,218.50793,218.92896,1.77378,2.00661,2.23894,218.0814,218.50793,218.92896,10.70268,12.06788,13.48954,2791.23827,2811.14288,2831.76838,2.19459,2.23588,2.27801,0.07573,0.08018,0.08453,0.37145,0.37837,0.3856,11.92762,12.00259,12.0769,13.92847,14.09449,14.26445,-25568.38658,-25213.21413,-24847.56058,12.84578,12.95011,13.05833
"NGC_2355",-0.14,0.01,"APOGEE",9.97196,9.98487,9.99751,-0.78678,-0.78132,-0.77574,0.4395,0.44248,0.4454,-43.17991,-42.55058,-41.91921,-11.9397,-11.65777,-11.37673,-29.18156,-28.87653,-28.57539,10.00209,10.01539,10.02842,-0.07854,-0.07809,-0.07764,0.4395,0.44248,0.4454,12.88682,13.53678,14.17651,231.10379,231.34361,231.5784,-21.80209,-21.49664,-21.1943,231.10379,231.34361,231.5784,6.05691,6.19895,6.35645,2312.84302,2316.9474,2321.00995,9.99147,10.19969,10.41601,0.06256,0.06328,0.06409,0.73898,0.74903,0.75943,9.83916,9.86246,9.88509,11.17046,11.19541,11.22054,-34382.99623,-34288.28304,-34195.60927,10.37174,10.39264,10.41333
"NGC_2420",-0.19,0.03,"APOGEE",10.61951,10.64147,10.6637,-0.81376,-0.80649,-0.7993,0.95023,0.95855,0.96697,-68.52522,-68.39221,-68.26262,-43.38554,-43.17297,-42.96518,1.305,1.53798,1.76823,10.64955,10.67199,10.69471,-0.07616,-0.07564,-0.07513,0.95023,0.95855,0.96697,42.0062,42.15657,42.30726,201.639,201.83055,202.01669,8.7639,8.99688,9.22728,201.639,201.83055,202.01669,42.88477,43.14169,43.4034,2150.95787,2153.90145,2156.89091,16.68795,16.84804,17.01154,0.17014,0.17063,0.17111,1.04594,1.05325,1.0606,8.26174,8.27577,8.29005,11.66078,11.68126,11.70122,-36549.29667,-36476.00996,-36402.29961,9.55313,9.56791,9.58293
"NGC_2425",-0.2083,0.18,"GES",10.55396,10.59563,10.63786,-3.09479,-3.04166,-2.98923,0.25239,0.25637,0.26042,-116.92139,-115.92344,-114.92269,-43.11313,-42.27433,-41.42709,-34.18412,-33.46949,-32.77167,10.96912,11.02357,11.07889,-0.28311,-0.27955,-0.276,0.25239,0.25637,0.26042,45.41255,45.94736,46.48262,219.08072,220.18769,221.33459,-26.57661,-25.86511,-25.1699,219.08072,220.18769,221.33459,38.58087,39.49558,40.4489,2403.69768,2427.17509,2451.90191,9.83858,10.44712,11.09063,0.15285,0.15457,0.15631,0.8284,0.86506,0.90407,9.43694,9.55015,9.6664,12.89267,13.03836,13.19156,-31647.49241,-31159.39378,-30655.50345,10.8359,10.95633,11.08339
"NGC_2437",0.00756,0.04,"SPA-Zhang",9.19619,9.19859,9.20098,-1.3046,-1.30154,-1.29848,0.14497,0.14525,0.14554,-45.09124,-44.9143,-44.73732,-29.39091,-29.17134,-28.94958,-21.40526,-21.33617,-21.26758,9.28741,9.29021,9.29301,-0.14085,-0.14056,-0.14027,0.14497,0.14525,0.14554,3.6312,3.83356,4.03522,214.52764,214.72267,214.92034,-14.01817,-13.94896,-13.88032,214.52764,214.72267,214.92034,3.80737,3.96438,4.12499,1992.79262,1994.8436,1996.81134,2.2856,2.30488,2.32435,0.05335,0.05447,0.05558,0.2801,0.28143,0.28274,8.3253,8.34365,8.36158,9.30185,9.30489,9.30781,-42270.13161,-42221.95233,-42175.9609,8.76573,8.77585,8.78557
"NGC_2447",-0.08,0.01,"APOGEE",8.69276,8.6938,8.695,-0.89703,-0.89496,-0.89314,0.02925,0.02926,0.02927,-38.07634,-37.8932,-37.70939,-5.59067,-5.28979,-4.98855,-2.62881,-2.59928,-2.5692,8.73852,8.73975,8.74115,-0.1028,-0.10258,-0.10239,0.02925,0.02926,0.02927,2.29432,2.49596,2.69884,237.17127,237.45391,237.73671,4.73708,4.76645,4.79664,237.17127,237.45391,237.73671,3.34496,3.52217,3.70783,2072.7553,2075.30455,2077.80213,0.1898,0.19181,0.19386,0.04915,0.0504,0.05168,0.08031,0.08077,0.08123,8.73226,8.73399,8.73563,9.63533,9.66134,9.68726,-40418.93543,-40350.68192,-40283.41556,9.16213,9.17482,9.18726
"NGC_2451A",-0.06767,0.019,"GESY-Spina",8.236,8.236,8.23609,-0.18324,-0.18295,-0.18295,0.00064,0.00067,0.00067,-27.45708,-27.36178,-27.26799,-14.7955,-14.53412,-14.26822,-13.09292,-13.03719,-12.98101,8.23803,8.23803,8.23813,-0.02224,-0.02221,-0.02221,0.00064,0.00067,0.00067,11.16194,11.26,11.35804,226.75289,227.01239,227.27637,-5.75907,-5.70354,-5.64755,226.75289,227.01239,227.27637,1.72981,1.78022,1.83428,1868.00349,1870.148,1872.32259,0.21236,0.21665,0.22092,0.03709,0.03765,0.03823,0.07724,0.078,0.07875,7.85577,7.87019,7.88439,8.47983,8.48586,8.4922,-45847.10146,-45789.35449,-45730.60738,8.1549,8.16531,8.17587
"NGC_2451B",-0.02118,0.01,"GESY-Spina",8.28882,8.28909,8.28936,-0.34873,-0.34788,-0.34703,-0.01867,-0.01857,-0.01846,-19.46988,-19.33833,-19.2064,-10.36024,-9.97547,-9.58759,-12.69746,-12.63115,-12.56412,8.29608,8.29639,8.2967,-0.04204,-0.04194,-0.04184,-0.01867,-0.01857,-0.01846,-1.56962,-1.42772,-1.28615,231.0291,231.40754,231.79038,-5.38797,-5.32204,-5.25522,231.0291,231.40754,231.79038,0.20089,0.26686,0.34289,1916.69949,1919.84833,1923.02571,0.19812,0.20294,0.20773,0.01251,0.01441,0.01632,0.07485,0.07563,0.07638,8.28948,8.29009,8.29071,8.50059,8.53245,8.56473,-44564.06771,-44476.49547,-44387.776,8.39206,8.40745,8.42298
"NGC_2477",0.14327,0.04,"GES",8.60098,8.60157,8.60216,-1.43691,-1.43491,-1.43291,-0.12689,-0.12668,-0.12646,-15.5149,-15.46332,-15.41295,-2.48985,-2.36635,-2.24161,-12.72137,-12.68534,-12.64779,8.71952,8.72043,8.72135,-0.16551,-0.1653,-0.16508,-0.12689,-0.12668,-0.12646,-35.03187,-34.96204,-34.89254,236.22538,236.34168,236.45915,-5.4241,-5.38805,-5.35052,236.22538,236.34168,236.45915,21.1662,21.31545,21.46614,2059.95025,2060.99694,2062.03928,0.79717,0.80148,0.80571,0.12329,0.12369,0.12409,0.17782,0.17834,0.17884,8.09326,8.09518,8.09705,10.36989,10.38038,10.39076,-40112.12615,-40081.84461,-40051.81456,9.09841,9.10361,9.1088
"NGC_2479",-0.03,0.01,"APOGEE",9.0597,9.0672,9.07453,-1.3297,-1.31883,-1.3077,0.17567,0.17695,0.1782,-44.10698,-43.92581,-43.7426,-23.08467,-22.98439,-22.88195,-20.2655,-20.05543,-19.84499,9.15359,9.16261,9.17144,-0.1455,-0.14444,-0.14335,0.17567,0.17695,0.1782,1.0438,1.13324,1.21976,220.58964,220.71707,220.84531,-12.88064,-12.67113,-12.46118,220.58964,220.71707,220.84531,0.79524,0.84933,0.90507,2019.22784,2022.32007,2025.40043,2.25782,2.31679,2.37641,0.02426,0.02509,0.02592,0.27466,0.27868,0.28271,8.69509,8.71765,8.74004,9.15765,9.16633,9.17499,-41707.20817,-41627.31845,-41547.66721,8.89637,8.91168,8.92694
"NGC_2509",-0.09244,0.06,"SPA-Zhang",9.62523,9.63584,9.64646,-2.33726,-2.32036,-2.30346,0.30802,0.3101,0.31217,-56.5824,-56.35464,-56.13157,-39.2846,-39.056,-38.8381,-18.87669,-18.68307,-18.48882,9.89701,9.91128,9.92557,-0.23771,-0.23631,-0.2349,0.30802,0.3101,0.31217,-3.50126,-3.27845,-3.05738,206.95642,207.17185,207.38417,-11.45414,-11.26091,-11.06699,206.95642,207.17185,207.38417,9.33589,9.57195,9.81546,2048.80127,2053.30137,2057.86342,3.6952,3.76717,3.83991,0.08219,0.08329,0.08442,0.38229,0.38682,0.3914,8.3694,8.39901,8.42856,9.91034,9.92547,9.94078,-40582.17612,-40474.54518,-40366.33095,9.043,9.06536,9.08803
"NGC_2516",-0.07644,0.025,"GALAH",8.15154,8.15156,8.15158,-0.39721,-0.39692,-0.39664,-0.08828,-0.0882,-0.08812,-22.2076,-22.1705,-22.13437,-25.42293,-25.21571,-25.00593,-4.78537,-4.71777,-4.64998,8.16121,8.16121,8.16122,-0.04869,-0.04865,-0.04862,-0.08828,-0.0882,-0.08812,0.5316,0.56205,0.59237,216.1,216.30812,216.51817,2.53242,2.59994,2.66779,216.1,216.30812,216.51817,4.35353,4.49811,4.6433,1763.63737,1765.33531,1767.05111,0.33526,0.33765,0.34013,0.06036,0.06137,0.06238,0.09459,0.09493,0.09528,7.20339,7.21797,7.23276,8.16189,8.16191,8.16194,-48752.34642,-48707.19926,-48661.55125,7.65229,7.6604,7.6686
"NGC_2539",0.06026,0.007,"OCCASO",8.94429,8.94725,8.95037,-1.05334,-1.04907,-1.04504,0.28183,0.28282,0.28387,-22.44149,-22.21958,-21.99863,-22.95164,-22.65495,-22.35177,-8.62645,-8.53001,-8.43118,9.00514,9.00854,9.01214,-0.11715,-0.11672,-0.11631,0.28183,0.28282,0.28387,-14.64682,-14.38862,-14.12675,218.1263,218.39604,218.6718,-1.30895,-1.21212,-1.11287,218.1263,218.39604,218.6718,4.88895,4.92926,4.97371,1964.87496,1967.4606,1969.97968,2.41944,2.43487,2.45046,0.06084,0.0611,0.0614,0.28782,0.28899,0.29018,8.15127,8.16472,8.17783,9.21506,9.22732,9.23949,-42957.42881,-42890.33251,-42824.89245,8.62822,8.64093,8.65333
"NGC_2547",-0.02231,0.009,"GESY-Spina",8.21558,8.21567,8.21572,-0.3861,-0.38551,-0.38463,-0.03352,-0.03343,-0.0333,-16.39475,-16.32975,-16.26637,-11.44124,-10.98269,-10.52134,-11.4289,-11.34705,-11.26616,8.22458,8.22471,8.22479,-0.04696,-0.04689,-0.04678,-0.03352,-0.03343,-0.0333,-5.60758,-5.53322,-5.45793,229.79479,230.25031,230.71035,-4.12887,-4.04713,-3.96635,229.79479,230.25031,230.71035,0.42882,0.47259,0.52943,1889.98558,1893.73963,1897.53451,0.14745,0.15187,0.1564,0.0184,0.01929,0.0204,0.0641,0.06491,0.06574,8.11385,8.12458,8.13386,8.41813,8.44431,8.47261,-45292.05846,-45187.18339,-45080.87359,8.26176,8.28004,8.29853
"NGC_2548",0.01269,0.057,"GALAH",8.67817,8.67933,8.68068,-0.5559,-0.5544,-0.55312,0.23191,0.23239,0.23296,-10.54456,-10.35496,-10.16852,-3.15206,-2.94611,-2.73685,0.07702,0.16025,0.24186,8.69578,8.69702,8.69847,-0.06395,-0.06379,-0.06365,0.23191,0.23239,0.23296,-16.13614,-15.93469,-15.73678,237.56775,237.76236,237.95872,7.35814,7.44194,7.52406,237.56775,237.76236,237.95872,7.40897,7.64992,7.89469,2066.09557,2067.83344,2069.57049,2.24247,2.254,2.26571,0.07314,0.07429,0.07543,0.29375,0.29436,0.29498,8.52102,8.52292,8.52487,9.86964,9.89089,9.91215,-40323.75065,-40273.68936,-40223.68594,9.12898,9.13762,9.14627
"NGC_2632",0.13827,0.041,"GALAH",8.31907,8.31929,8.31929,-0.06892,-0.06892,-0.06881,0.12532,0.12548,0.12548,-43.26816,-43.18196,-43.097,-20.66573,-20.61501,-20.5648,-9.82424,-9.75613,-9.68688,8.31935,8.31958,8.31958,-0.00828,-0.00828,-0.00827,0.12532,0.12548,0.12548,30.19839,30.28342,30.36945,220.83322,220.88342,220.93333,-2.44247,-2.3741,-2.30471,220.83322,220.88342,220.93333,13.59158,13.67289,13.75521,1837.2348,1837.6503,1838.06323,0.62081,0.62386,0.62682,0.10441,0.10472,0.10504,0.13915,0.1395,0.13984,7.24249,7.24623,7.24998,8.93957,8.94142,8.94335,-46232.91871,-46223.31316,-46213.69776,8.00589,8.0079,8.00989
"NGC_2660",-0.07221,0.04,"GES",8.40614,8.4085,8.41088,-3.26797,-3.23455,-3.20144,-0.14649,-0.14474,-0.143,-91.26977,-90.34658,-89.41723,-18.93258,-18.00881,-17.08007,13.94587,14.13272,14.32778,8.99513,9.00917,9.02344,-0.37059,-0.36723,-0.36389,-0.14649,-0.14474,-0.143,-6.62357,-6.22142,-5.81918,235.86411,236.79007,237.68574,21.4698,21.65921,21.85566,235.86411,236.79007,237.68574,4.23465,5.03608,5.88514,2123.20416,2133.24126,2143.25702,4.45217,4.54482,4.64176,0.05465,0.05943,0.06408,0.43013,0.43791,0.44599,8.95855,8.9745,8.99027,10.00492,10.10872,10.21072,-38925.91641,-38661.80955,-38397.70165,9.41401,9.46428,9.51449
"NGC_2678",0.0,0.01,"APOGEE","nan",8.79764,"nan","nan",-0.45181,"nan","nan",0.49608,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.80923,"nan","nan",-0.05131,"nan","nan",0.49608,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_2682",0.01,0.03,"APOGEE",8.78274,8.78398,8.78501,-0.43707,-0.43632,-0.43543,0.49179,0.49274,0.49354,-48.44899,-48.3617,-48.27661,-24.99646,-24.93744,-24.87845,-21.76278,-21.66839,-21.57467,8.79353,8.79481,8.79588,-0.04971,-0.04963,-0.04954,0.49179,0.49274,0.49354,26.47308,26.55194,26.63186,217.83264,217.88832,217.94383,-14.36489,-14.27054,-14.17683,217.83264,217.88832,217.94383,11.10637,11.18256,11.25978,1915.75704,1916.27497,1916.78869,9.01386,9.06109,9.10901,0.09257,0.0929,0.09322,0.60983,0.61177,0.61373,7.74503,7.74947,7.75388,9.33401,9.33665,9.33926,-43643.70575,-43630.27455,-43616.5039,8.38745,8.38998,8.39249
"NGC_3532",-0.02685,0.06,"GES",8.01592,8.01602,8.01612,-0.45621,-0.45593,-0.45565,0.03624,0.03625,0.03625,-23.32732,-23.26473,-23.20228,-14.08143,-13.92242,-13.76185,1.56302,1.5849,1.60707,8.02889,8.02898,8.02906,-0.05685,-0.05682,-0.05678,0.03624,0.03625,0.03625,-0.82142,-0.76918,-0.71695,227.47966,227.64157,227.8047,8.8841,8.90593,8.92812,227.47966,227.64157,227.8047,0.0674,0.08269,0.09941,1826.42751,1827.72597,1829.03941,0.56526,0.56783,0.57044,0.00741,0.00821,0.00901,0.12182,0.12211,0.12239,7.8888,7.9012,7.91381,8.03181,8.03207,8.03232,-47068.66339,-47031.89803,-46994.74738,7.95371,7.95998,7.96632
"NGC_358",-0.31,0.01,"APOGEE","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_3960",-0.08355,0.16,"GES",7.14503,7.15143,7.15794,-2.2783,-2.2642,-2.24982,0.28924,0.29093,0.29259,-83.02685,-82.52701,-82.03703,-12.8258,-12.40806,-11.99787,0.66548,0.74378,0.81913,7.49948,7.5013,7.50319,-0.30867,-0.30662,-0.30453,0.28924,0.29093,0.29259,-1.05373,-0.97504,-0.89402,239.32969,239.71735,240.1049,8.16744,8.24583,8.32158,239.32969,239.71735,240.1049,2.39659,2.60166,2.81654,1795.1627,1798.18082,1801.22015,3.66594,3.70541,3.74456,0.04452,0.04634,0.04817,0.33533,0.33721,0.33912,7.50364,7.50543,7.50725,8.20433,8.23478,8.26541,-47659.11055,-47564.27524,-47469.04816,7.80325,7.81775,7.83235
"NGC_4337",0.24,0.03,"APOGEE",6.79884,6.80996,6.82122,-2.45482,-2.43504,-2.41499,0.24149,0.24328,0.24506,-114.11397,-113.09945,-112.08484,-42.36068,-41.25373,-40.16802,5.25158,5.38238,5.51277,7.22844,7.23221,7.2361,-0.3465,-0.3434,-0.34027,0.24149,0.24328,0.24506,28.36081,28.70167,29.03369,221.54951,222.64409,223.76043,12.84733,12.9781,13.10866,221.54951,222.64409,223.76043,10.66309,10.96419,11.31058,1602.14819,1610.20365,1618.28583,3.30848,3.35553,3.40135,0.098,0.09954,0.10131,0.30395,0.30622,0.3085,6.2814,6.32489,6.36712,7.6947,7.72316,7.75422,-53303.79228,-53055.32084,-52802.46989,6.89186,6.92925,6.96682
"NGC_4815",0.02986,0.16,"GES",6.03586,6.0579,6.07994,-3.22165,-3.1885,-3.15535,-0.12323,-0.1217,-0.12018,-105.1145,-104.16529,-103.24521,-33.50945,-32.85725,-32.19155,-13.91438,-13.73904,-13.56728,6.84183,6.84578,6.84996,-0.49028,-0.48449,-0.47871,-0.12323,-0.1217,-0.12018,-14.91513,-14.66354,-14.41719,227.4078,227.77826,228.14024,-6.34369,-6.17077,-6.00154,227.4078,227.77826,228.14024,2.58887,2.71763,2.84897,1556.24652,1559.32891,1562.41606,0.87849,0.90658,0.93554,0.0492,0.05044,0.05169,0.14162,0.14389,0.14622,6.35883,6.3796,6.4003,7.05093,7.05734,7.06385,-55466.00113,-55366.83844,-55267.57631,6.67999,6.69416,6.70835
