ID,ra,ra_sigma,dec,dec_sigma,plx,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,Nmem,n17,class,Age,Age_sigma,[Fe/H],[Fe/H]_sigma,M,M_sigma,Av,Av_sigma
CKCWDM_63574,108.3826,0.003,-1.7315,0.0095,0.1504,-0.3825,0.0825,0.0491,0.2786,217,0.0121,4.1197,0.0004,28,28,1,8.8692,0.0182,0.30433,0.17089,14.11346,0.0514,0.64995,0.00994
CKCWDM_63577,112.5272,0.0033,-8.2465,0.0076,0.1703,-1.1514,0.199,0.7069,0.1018,224.7106,0.0107,4.7329,0.0002,28,28,1,8.9141,0.0217,-0.27875,0.1666,13.84205,0.04898,0.79563,0.01029
CKCWDM_63616,112.0585,0.0039,-6.375,0.0108,0.1435,-1.0777,0.2154,0.7112,0.1056,222.8346,0.0146,5.2078,0.0002,24,24,1,8.9292,0.029,0.07002,0.04247,14.21151,0.05092,0.66159,0.01013
CKCWDM_63661,111.3308,0.0019,-6.0944,0.0082,0.1929,-1.0563,0.1143,0.8277,0.2412,222.2448,0.0098,4.701,0.0004,22,22,1,8.756,0.0166,0.11771,0.07086,13.57187,0.05027,0.59664,0.00992
CKCWDM_63692,113.4156,0.0015,-8.2485,0.0045,0.1672,-1.1979,0.103,1.0622,0.155,225.1322,0.006,5.5053,0.0001,20,20,1,8.9264,0.0267,-0.89322,0.484,13.88277,0.05031,0.64009,0.01045
CKCWDM_63742,113.3009,0.0013,-11.2327,0.0023,0.1577,-1.2717,0.0821,1.0392,0.0836,227.7075,0.0031,3.9784,0.0004,24,24,1,8.8943,0.0396,0.32465,0.18399,14.01162,0.04831,0.83276,0.01042
CKCWDM_63748,115.6227,0.0034,-13.0198,0.0044,0.1806,-1.3583,0.1888,1.5266,0.0813,230.3796,0.007,5.0966,0.0007,23,23,1,8.9118,0.0188,-0.29283,0.16209,13.71367,0.05132,0.90905,0.01005
CKCWDM_63814,117.1069,0.0007,-15.4734,0.0049,0.1829,-1.3728,0.0884,1.5374,0.1277,233.235,0.0051,5.1315,0.0004,21,21,1,8.9185,0.024,-0.59952,0.35199,13.68741,0.05104,0.41286,0.0097
CKCWDM_63824,120.5497,0.003,-20.9477,0.0063,0.1328,-1.6333,0.1521,1.8288,0.2773,239.6366,0.0088,5.1375,0.0002,27,27,1,8.8784,0.0318,-0.85514,0.47366,14.38467,0.05159,0.56776,0.00956
CKCWDM_63832,120.9832,0.0006,-22.2812,0.0008,0.195,-2.6553,0.1064,2.7902,0.1418,240.9875,0.001,4.7777,0.0002,23,22,1,8.8764,0.0379,-0.58634,0.34234,13.55001,0.04971,0.60051,0.00993
CKCWDM_63840,121.5824,0.001,-22.4547,0.0017,0.15,-1.7406,0.2295,1.7157,0.3002,241.4303,0.0023,5.1553,0.0003,21,21,1,8.9091,0.0321,-0.28518,0.17166,14.11996,0.05103,0.55083,0.01024
CKCWDM_63864,122.1782,0.004,-24.6292,0.007,0.1684,-1.7845,0.1104,1.871,0.5637,243.5665,0.0101,4.4513,0.0003,25,23,1,8.7622,0.0159,0.311,0.17457,13.86555,0.05033,0.55809,0.00978
CKCWDM_63897,122.4607,0.001,-25.5399,0.0031,0.1907,-2.1884,0.1014,2.3929,0.4375,244.4736,0.0038,4.1748,0.0001,20,19,1,8.9396,0.0165,-0.87601,0.4888,13.59576,0.05168,0.56327,0.01038
CKCWDM_63909,128.9157,0.0015,-31.8594,0.0006,0.1844,-2.5688,0.2695,2.4466,0.3687,252.9159,0.0011,5.2412,0.0006,33,30,1,8.7623,0.021,0.1987,0.1213,13.66859,0.04965,0.60694,0.01005
CKCWDM_63937,126.1095,0.0013,-30.3575,0.0018,0.1607,-1.9434,0.1671,2.1514,0.359,250.2844,0.0025,4.1688,0.0003,24,23,1,8.9236,0.0383,-0.57197,0.32942,13.96994,0.0498,0.70441,0.01004
CKCWDM_63941,128.6571,0.0058,-31.2535,0.0052,0.1866,-2.6553,0.1118,2.7446,0.1753,252.295,0.009,5.4245,0.0005,33,33,1,8.9141,0.0302,-0.276,0.17219,13.63916,0.05124,0.57824,0.0102
CKCWDM_63955,127.7942,0.0015,-29.6007,0.0017,0.1751,-2.3859,0.122,2.4426,0.1855,250.5126,0.0024,5.7969,0.0004,27,26,1,8.915,0.0344,-0.27786,0.1662,13.78021,0.05024,0.54546,0.01004
CKCWDM_63964,125.5555,0.0016,-29.0964,0.0016,0.1946,-2.0881,0.2151,2.1588,0.0845,248.9702,0.0026,4.4922,0.0003,21,21,1,8.9237,0.0175,-0.82086,0.50592,13.55172,0.0518,0.89595,0.00996
CKCWDM_64044,143.9735,0.0008,-44.5091,0.0026,0.1818,-4.3516,0.1952,3.6078,0.313,270.2576,0.0019,5.6061,0.0011,31,27,1,8.925,0.0255,-0.27874,0.16368,13.69982,0.05117,1.4304,0.00961
CKCWDM_64092,146.7254,0.0024,-48.2468,0.0007,0.1814,-4.8574,0.3125,3.2184,0.1938,274.1613,0.0017,4.0443,0.0001,28,28,1,8.9238,0.026,-0.60109,0.3478,13.70643,0.05091,1.61943,0.00975
CKCWDM_64107,146.6279,0.0019,-47.8813,0.001,0.1663,-3.989,0.1186,3.231,0.1169,273.8753,0.0017,4.2819,0.0002,25,25,1,8.9254,0.0357,0.12015,0.07099,13.89277,0.05106,1.34262,0.00994
CKCWDM_64151,148.5169,0.003,-49.0961,0.0028,0.1726,-4.998,0.5973,3.4348,0.4125,275.6183,0.0034,4.1367,0.0006,38,37,1,8.9263,0.0343,-0.58287,0.33713,13.81274,0.0499,1.34765,0.0101
CKCWDM_64153,153.2585,0.0063,-50.0874,0.0007,0.1684,-4.2891,0.177,2.3715,0.2383,278.6852,0.0029,5.1769,0.0004,32,32,1,8.9431,0.0154,0.31751,0.17354,13.86593,0.05111,0.92169,0.01008
CKCWDM_64161,150.9411,0.0024,-50.3647,0.001,0.1626,-4.8874,0.3872,3.209,0.0699,277.6388,0.0007,4.0874,0.0014,26,25,1,8.9146,0.0203,-0.85315,0.48974,13.94574,0.05141,1.56538,0.00993
CKCWDM_64168,151.7414,0.0034,-50.6972,0.0009,0.1643,-4.6125,0.1603,2.9063,0.0973,278.2473,0.0017,4.1201,0.0006,24,24,1,8.9262,0.024,-0.58455,0.34502,13.91922,0.04974,1.25877,0.01003
CKCWDM_64171,152.9031,0.001,-49.5936,0.0004,0.1397,-4.8842,0.1635,3.3329,0.1606,278.2127,0.0005,5.4509,0.0004,22,22,1,8.9129,0.0232,-0.84641,0.49319,14.2713,0.05037,0.88954,0.00979
CKCWDM_64183,152.5966,0.0009,-49.3474,0.001,0.1669,-5.2131,0.2393,3.5366,0.2457,277.9067,0.0008,5.5375,0.0006,25,24,1,8.9309,0.0378,0.20706,0.12238,13.88671,0.05222,0.73844,0.00995
CKCWDM_64184,152.6892,0.0025,-50.7026,0.0007,0.1952,-4.818,0.1357,2.8334,0.1207,278.7403,0.0011,4.4647,0.0006,20,20,1,8.9261,0.0262,-0.8468,0.48289,13.54711,0.0508,1.08054,0.01015
CKCWDM_64198,154.8315,0.0007,-50.9818,0.0012,0.1335,-4.5054,0.1669,2.1774,0.1007,280.0196,0.0008,4.9959,0.0007,21,21,1,8.9242,0.03,-0.58856,0.34398,14.36954,0.05065,0.83922,0.01039
CKCWDM_64202,152.5847,0.0007,-50.9663,0.0006,0.1451,-4.6285,0.1565,3.164,0.3015,278.8386,0.0003,4.2112,0.0007,21,21,1,8.9175,0.0298,-0.38975,0.23547,14.18962,0.05,1.1051,0.01004
CKCWDM_64225,157.822,0.0006,-51.7476,0.0006,0.1529,-5.1523,0.1605,2.6984,0.1755,282.016,0.0005,5.3407,0.0003,23,23,1,8.9342,0.0373,0.19745,0.1155,14.07546,0.05128,1.06794,0.01017
CKCWDM_64243,161.6819,0.0026,-54.2124,0.0015,0.1582,-5.0461,0.1151,2.2459,0.1545,285.2579,0.0017,4.3235,0.0007,28,26,1,8.9261,0.0313,-0.28274,0.1616,14.00082,0.05018,1.09837,0.01037
CKCWDM_64259,167.0507,0.0012,-54.8284,0.0005,0.1614,-5.7815,0.1456,1.9767,0.1015,288.3491,0.0005,5.0937,0.0003,28,27,1,8.8736,0.0235,-0.89813,0.48875,13.96132,0.04864,0.84773,0.01021
CKCWDM_64284,170.9498,0.0014,-56.5007,0.0002,0.1563,-6.0721,0.4066,1.8115,0.0373,291.0124,0.0005,4.3293,0.0002,23,22,1,8.9291,0.0303,0.07003,0.04226,14.02588,0.05127,1.29275,0.00987
CKCWDM_64403,293.8844,0.0021,29.7479,0.0004,0.1917,-2.5242,0.0648,-4.5766,0.3276,64.1909,0.0012,4.5014,0.0008,33,30,1,8.8965,0.0369,0.32066,0.18434,13.5822,0.05093,1.39354,0.01007
CKCWDM_64496,294.5961,0.0004,30.0582,0.0008,0.1509,-2.6625,0.0862,-4.9549,0.2419,64.7627,0.0009,4.1119,0.0002,34,33,1,8.9264,0.0193,-0.39367,0.23245,14.10589,0.05119,1.71721,0.01029
CKCWDM_64517,295.252,0.0012,31.1705,0.0002,0.1587,-2.6669,0.1668,-4.9963,0.0949,66.0124,0.0005,4.1626,0.0007,27,23,1,8.8678,0.0308,-0.85626,0.50633,13.99601,0.05084,1.60134,0.00986
CKCWDM_64519,295.0484,0.0002,31.6105,0.0004,0.1823,-2.3189,0.1654,-4.0135,0.2643,66.3119,0.0003,4.5294,0.0002,27,26,1,8.9217,0.0209,0.31594,0.19094,13.69507,0.05148,1.38775,0.01001
CKCWDM_64546,295.5676,0.0006,32.5336,0.0003,0.1393,-2.4836,0.0534,-5.2712,0.2421,67.3354,0.0004,4.5981,0.0003,23,22,1,8.9392,0.0396,0.28521,0.15833,14.28207,0.05111,1.47543,0.01014
CKCWDM_64580,295.2358,0.0005,31.5405,0.0006,0.1329,-3.0117,0.0707,-5.3764,0.2674,66.329,0.0007,4.356,0.0003,21,21,1,8.8301,0.0194,0.19727,0.11765,14.3824,0.04965,1.35634,0.00987
CKCWDM_64637,295.5623,0.0003,33.4905,0.0015,0.1759,-2.5846,0.3459,-5.1442,0.7163,68.1699,0.0011,5.0715,0.0007,24,22,1,8.8765,0.0312,-0.83462,0.49788,13.772,0.04976,0.90935,0.00983
CKCWDM_64654,296.7751,0.001,34.451,0.0012,0.169,-2.6404,0.0945,-4.8876,0.2573,69.5069,0.0016,4.6722,0.0002,22,22,1,8.9284,0.0264,0.3111,0.17629,13.85836,0.04992,1.49262,0.01006
CKCWDM_64679,297.1527,0.0007,34.1682,0.0005,0.1475,-2.7348,0.0598,-4.7145,0.1961,69.4179,0.0008,4.2607,0.0002,20,19,1,8.9251,0.033,-0.58568,0.33795,14.15338,0.05157,1.53456,0.00998
CKCWDM_64715,298.2073,0.0007,37.1454,0.001,0.1459,-2.8714,0.1337,-4.969,0.1368,72.4302,0.0012,5.0241,0.0002,22,22,1,8.9267,0.0293,-0.87908,0.48268,14.18022,0.05141,0.84783,0.01017
CKCWDM_64717,298.0242,0.0003,37.2989,0.0005,0.1623,-1.9583,0.0814,-3.6736,0.1699,72.489,0.0004,5.2276,0.0003,22,21,1,8.7564,0.0404,-0.27373,0.16168,13.94652,0.04933,0.84824,0.00992
CKCWDM_64719,297.995,0.0007,34.9237,0.0003,0.1609,-2.3736,0.0984,-4.2739,0.1269,70.423,0.0004,4.0435,0.0004,22,21,1,8.9085,0.0161,-0.17518,0.10816,13.96588,0.05073,2.58206,0.01022
CKCWDM_64731,299.1318,0.0009,37.7187,0.0007,0.1853,-2.9368,0.1143,-4.4942,0.1693,73.3014,0.0011,4.6863,0.0002,25,24,1,8.9253,0.038,-0.57019,0.33604,13.65928,0.04954,1.19926,0.00983
CKCWDM_64732,298.7369,0.0006,37.9767,0.0009,0.1241,-2.482,0.0929,-4.5051,0.1502,73.3631,0.0009,5.0863,0.0004,26,24,1,8.9229,0.0387,0.26228,0.1486,14.53266,0.0532,1.013,0.01013
CKCWDM_64767,299.3022,0.0011,37.7199,0.0006,0.1513,-3.0706,0.1121,-4.8301,0.2052,73.3722,0.0008,4.5715,0.0004,28,25,1,8.9129,0.0356,-0.27851,0.16595,14.10157,0.04846,1.29078,0.01018
CKCWDM_64768,300.0459,0.0012,37.8059,0.0011,0.1257,-2.8454,0.1478,-4.796,0.0894,73.7523,0.0009,4.1138,0.001,28,28,1,8.9336,0.0359,0.32149,0.1836,14.50123,0.0507,2.34045,0.00995
CKCWDM_64783,300.1292,0.0014,38.7609,0.0005,0.1681,-3.0509,0.2274,-5.2003,0.1339,74.6031,0.0008,4.5573,0.0005,24,24,1,8.9118,0.0277,0.29803,0.16309,13.87133,0.05143,1.62718,0.01005
CKCWDM_64792,300.4864,0.0004,39.1178,0.0007,0.1685,-2.7735,0.1817,-4.4884,0.3051,75.054,0.0006,4.5077,0.0003,23,23,1,8.9129,0.02,-0.59468,0.32172,13.86649,0.05086,1.9626,0.00983
CKCWDM_64800,299.6104,0.0003,37.7675,0.0009,0.1403,-2.6678,0.1288,-4.457,0.0975,73.5396,0.0009,4.3876,0.0002,22,22,1,8.9361,0.0363,-0.03858,0.02426,14.26595,0.04967,1.71387,0.00978
CKCWDM_64829,300.1567,0.0003,37.5418,0.0008,0.175,-2.4628,0.0911,-4.4761,0.2875,73.5727,0.0007,3.9009,0.0003,20,20,1,8.9175,0.0342,-0.38913,0.23802,13.78021,0.05102,2.45285,0.01044
CKCWDM_64863,300.0482,0.001,40.1024,0.0002,0.1462,-2.547,0.2213,-4.4976,0.4182,75.7192,0.0003,5.3104,0.0004,25,25,1,8.9219,0.0189,-0.29669,0.16525,14.17598,0.05039,1.28097,0.00995
CKCWDM_64873,300.564,0.0006,40.4515,0.0007,0.1598,-2.8225,0.1636,-4.9193,0.1337,76.2245,0.0004,5.1573,0.0006,23,22,1,8.9359,0.0377,0.19493,0.12289,13.98211,0.05088,1.6178,0.01018
CKCWDM_64895,301.0391,0.0007,40.4944,0.0005,0.1393,-2.8732,0.1544,-4.911,0.1007,76.4523,0.0004,4.8726,0.0005,20,20,1,8.9279,0.0194,-0.8893,0.48951,14.27776,0.04905,1.9144,0.00979
CKCWDM_64970,315.574,0.0016,54.584,0.0009,0.1469,-2.59,0.1544,-2.6306,0.3064,93.611,0.0012,5.3287,0.0002,20,20,1,8.9285,0.026,-0.86623,0.48152,14.16409,0.04967,4.08789,0.0099
CKCWDM_65047,324.5831,0.006,58.495,0.001,0.1506,-2.3025,0.0664,-2.1115,0.2047,99.899,0.0025,4.5449,0.0002,20,20,1,8.9218,0.0169,-0.89169,0.4919,14.10988,0.05147,3.75527,0.00987
CKCWDM_65097,329.385,0.0049,61.6731,0.0008,0.1755,-2.2997,0.1836,-1.7393,0.1474,103.7873,0.0016,5.4471,0.0003,30,30,1,8.9139,0.0178,-0.39468,0.23263,13.77926,0.05117,2.33291,0.00982
CKCWDM_65840,106.3917,0.0019,8.0232,0.0061,0.1713,-0.3799,0.2093,-0.6456,0.0342,207.361,0.0079,6.7732,0.0002,26,26,1,8.7479,0.0341,0.31834,0.17903,13.8315,0.04986,0.49364,0.00992
CKCWDM_65906,111.225,0.0018,-1.9107,0.0069,0.1577,-0.802,0.0579,0.5532,0.0625,218.4759,0.0087,6.5579,0.0001,22,22,1,8.9152,0.0281,-0.85534,0.51715,14.00962,0.05076,0.34869,0.01009
CKCWDM_65907,111.4649,0.0019,-4.6672,0.0034,0.1913,-1.073,0.2406,0.4049,0.1538,221.0414,0.0051,5.4872,0.0002,22,22,1,8.8777,0.0387,0.30547,0.17656,13.58836,0.04915,0.63809,0.00987
CKCWDM_65947,120.2431,0.0015,-16.4221,0.0036,0.1946,-1.8648,0.1593,2.0557,0.2936,235.5982,0.0044,7.2467,0.0006,21,20,1,8.7783,0.0296,0.26817,0.14815,13.55195,0.04887,0.37078,0.01007
CKCWDM_65952,119.6237,0.0008,-18.4573,0.0032,0.1646,-1.4891,0.2449,1.804,0.2718,237.0449,0.0036,5.6893,0.0004,25,24,1,8.9184,0.0219,-0.29478,0.16768,13.9167,0.04953,0.46096,0.01017
CKCWDM_65985,128.3298,0.0008,-30.8635,0.0019,0.1978,-2.6918,0.1586,2.7819,0.1427,251.8125,0.0022,5.4293,0.0004,23,21,1,8.9251,0.0212,-0.59952,0.34771,13.51914,0.05232,0.52317,0.00989
CKCWDM_65997,128.4524,0.0023,-30.4355,0.001,0.1511,-2.5972,0.0693,1.945,0.1863,251.528,0.0024,5.7672,0.0003,21,21,1,8.921,0.0333,-0.85571,0.48111,14.09965,0.04892,0.52769,0.0103
CKCWDM_66003,128.5786,0.002,-30.2753,0.0022,0.1877,-2.8985,0.2559,2.6897,0.5755,251.4629,0.0036,5.9498,0.0001,20,19,1,8.9044,0.0237,0.32471,0.17986,13.63009,0.05069,0.5234,0.00998
CKCWDM_66006,130.6423,0.0019,-32.3546,0.003,0.1963,-2.7232,0.114,2.2472,0.137,254.1994,0.0034,6.1087,0.001,45,43,1,8.9239,0.0308,-0.57437,0.33487,13.53487,0.05054,0.9576,0.01026
CKCWDM_66030,139.2636,0.0033,-40.1317,0.0025,0.1921,-3.9218,0.1781,3.3695,0.1923,264.6805,0.0043,6.3113,0.0002,28,28,1,8.9108,0.0159,-0.27714,0.16709,13.58188,0.05076,1.19628,0.00998
CKCWDM_66036,139.207,0.0021,-39.3222,0.0013,0.1506,-3.3306,0.1931,2.5314,0.1597,264.0624,0.0024,6.8406,0.0002,27,27,1,8.9252,0.033,-0.2803,0.17077,14.10573,0.05104,1.02315,0.00997
CKCWDM_66068,153.8181,0.001,-49.9016,0.0002,0.1722,-4.891,0.3157,2.8632,0.292,278.8773,0.0005,5.5338,0.0002,24,23,1,8.9063,0.0377,0.32732,0.18738,13.81809,0.04909,0.97505,0.00995
CKCWDM_66178,298.2222,0.0006,37.8519,0.0007,0.1628,-3.0844,0.2301,-5.5174,0.2782,73.0476,0.0006,5.3723,0.0005,30,30,1,8.9057,0.0302,0.16316,0.09442,13.93883,0.05039,0.81711,0.01005
CKCWDM_66772,106.0487,0.0029,8.6662,0.01,0.1814,-0.444,0.1644,-0.2974,0.0532,206.629,0.0128,6.7567,0.0002,24,24,1,8.8446,0.0319,-0.39324,0.23325,13.70742,0.05111,0.34777,0.01009
CKCWDM_66848,130.6011,0.0037,-31.3146,0.0035,0.1986,-2.6094,0.1822,2.2826,0.2189,253.3485,0.0058,6.7153,0.0004,28,28,1,8.9316,0.0182,0.12251,0.07262,13.5056,0.04906,0.65052,0.01004
CKCWDM_66855,146.7663,0.0016,-44.751,0.001,0.1665,-4.2825,0.2264,2.7287,0.1257,271.9202,0.0015,6.7357,0.0003,20,19,1,8.7219,0.0302,0.29011,0.1644,13.89263,0.05021,0.71527,0.01004
CKCWDM_67159,102.5996,0.0021,19.7975,0.0037,0.1807,0.0912,0.1151,-1.1579,0.1439,195.0604,0.005,8.6641,0.0007,20,20,1,8.9119,0.0375,0.32399,0.1825,13.71402,0.04961,0.38242,0.00986
CKCWDM_67230,108.9279,0.0036,7.0939,0.0114,0.1567,-0.2104,0.108,-0.5954,0.1396,209.3324,0.0144,8.6083,0.0009,22,22,1,8.9166,0.0196,-0.58214,0.33754,14.02348,0.05078,0.20208,0.00968
CKCWDM_67637,79.2898,0.0122,53.4455,0.0093,0.1781,1.1183,0.1091,-0.9694,0.209,156.472,0.0137,8.8783,0.0002,23,23,1,8.9248,0.0227,-0.29266,0.17142,13.74482,0.05005,1.22504,0.01013
CKCWDM_67658,84.8391,0.0135,50.4522,0.0049,0.1743,0.6083,0.0871,-1.5964,0.2293,160.8928,0.0087,10.1545,0.0019,27,26,1,8.9107,0.0345,-0.2801,0.17026,13.79251,0.05168,0.99392,0.01048
CKCWDM_67738,73.8747,0.0123,61.4568,0.0058,0.1476,0.6905,0.0831,-0.9259,0.1063,148.1529,0.0074,11.2152,0.0014,22,22,1,8.9131,0.0158,0.02035,0.01241,14.15389,0.04787,1.78641,0.00998
