"Name","Type","n_Type","RAJ2000","DEJ2000","GLON","GLAT","r0","r1","r2","pmRA","pmDE","e_pm","RV","e_RV","o_RV","N1sr0","N1sr1","N1sr2","d","E(B-V)","MOD","E(J-Ks)","E(J-H)","dH","logt","e_logt","Nt","rc","e_rc","rt","e_rt","k","e_k","Src","SType","[Fe/H]","e_[Fe/H]","o_[Fe/H]"
"FSR_0553, MWSC_132","nan","nan",25.234,64.515,128.222,2.15,0.025,0.06,0.12,-1.15,0.87,0.3,"nan","nan",0,14,44,119,7500.0,0.999,14.697,0.48,0.32,0.02,8.6,"nan","nan",4.18,0.53,29.48,3.14,0.82,0.09,"DIAS","irc","nan","nan",0
"NGC_637, MWSC_133","nan","nan",25.777,64.045,128.545,1.735,0.011,0.075,0.145,-0.25,-2.0,0.49,-39.1,7.1,2,3,30,103,2304.0,0.583,12.0,0.28,0.187,0.0,6.74,"nan","nan",0.53,0.2,9.72,3.77,6.15,2.6,"COCD","nan","nan","nan",0
"FSR_0539, MWSC_134","nan","nan",25.792,74.405,126.454,11.885,0.02,0.06,0.14,-0.35,1.29,0.46,"nan","nan",0,4,22,58,2121.0,0.521,11.8,0.25,0.167,0.0,9.305,0.053,6.0,1.19,0.29,9.67,2.49,4.99,0.81,"FPOS","nan","nan","nan",0
"NGC_657, MWSC_135","nan","nan",25.849,55.84,130.222,-6.298,0.018,0.05,0.095,-1.07,-1.53,0.59,"nan","nan",0,3,18,38,1934.0,0.521,11.6,0.25,0.167,0.0,9.0,"nan","nan",0.65,0.22,3.83,1.17,8.38,2.27,"DIAS","nan","nan","nan",0
"NGC_654, MWSC_137","nan","nan",25.995,61.9,129.072,-0.347,0.02,0.105,0.16,0.9,-3.36,0.26,-38.8,2.5,1,11,86,179,1786.0,0.75,11.501,0.36,0.24,0.0,7.25,"nan","nan",0.61,0.08,10.0,1.51,54.35,6.89,"COCD","nan","nan","nan",0
"NGC_659, MWSC_138","nan","nan",26.092,60.67,129.368,-1.542,0.025,0.07,0.155,-0.46,-0.63,0.28,"nan","nan",0,23,68,234,2300.0,0.65,12.018,0.312,0.208,-0.01,7.762,0.193,2.0,0.79,0.25,10.68,3.74,5.71,1.63,"COCD","nan","nan","nan",0
"NGC_663, MWSC_139","nan","nan",26.55,61.225,129.47,-0.953,0.035,0.1,0.24,-0.98,-1.94,0.21,-31.6,2.01,6,17,113,516,2100.0,0.7,11.836,0.336,0.224,0.0,7.5,"nan","nan",2.29,0.32,14.21,1.97,8.83,0.59,"COCD","nan","nan","nan",0
"Collinder_463, MWSC_140","nan","nan",27.3,71.78,127.461,9.415,0.05,0.22,0.51,1.79,0.56,0.22,-7.2,0.28,1,9,121,567,800.0,0.3,9.612,0.144,0.096,0.0,8.45,0.066,4.0,3.73,0.81,10.47,1.55,9.61,2.34,"COCD","nan","nan","nan",0
"ASCC_6, MWSC_141","nan","nan",26.82,57.68,130.36,-4.388,0.035,0.08,0.19,-0.52,-0.68,0.39,-20.0,7.4,1,17,39,205,1350.0,0.3,10.748,0.144,0.096,-0.01,7.8,"nan","nan",1.4,0.6,8.47,3.58,2.29,0.46,"COCD","nan","nan","nan",0
"Berkeley_5, MWSC_142","nan","nan",26.925,62.933,129.277,0.753,0.022,0.05,0.08,0.11,-2.78,0.58,"nan","nan",0,5,22,36,6000.0,1.399,14.341,0.672,0.448,0.05,8.83,"nan","nan",1.75,0.43,12.25,2.85,1.94,0.37,"DIAS","nan","nan","nan",0
"Berkeley_6, MWSC_145","nan","nan",27.825,61.06,130.107,-0.978,0.025,0.07,0.15,-1.29,-3.22,0.28,"nan","nan",0,16,52,168,2500.0,0.781,12.241,0.375,0.25,0.0,8.6,"nan","nan",1.47,0.79,8.84,4.59,0.83,0.3,"DIAS","nan","nan","nan",0
"IC_166, MWSC_146","nan","nan",28.095,61.865,130.045,-0.165,0.04,0.125,0.245,-4.52,-1.27,0.16,-36.7,4.04,4,42,205,566,4801.0,0.849,13.68,0.408,0.272,0.0,9.0,0.011,78.0,5.51,0.95,35.4,6.12,0.99,0.08,"DIAS","nan",-0.178,0.2,4
"Stock_4, MWSC_147","nan","nan",28.282,57.01,131.283,-4.861,0.035,0.095,0.21,0.93,0.49,0.38,"nan","nan",0,8,28,120,900.0,0.05,9.787,0.024,0.016,-0.02,8.6,"nan","nan",1.63,0.59,4.78,1.28,5.3,2.08,"COCD","nan","nan","nan",0
"Berkeley_7, MWSC_149","nan","nan",28.545,62.37,130.13,0.375,0.025,0.045,0.11,-4.3,-1.95,0.37,"nan","nan",0,22,45,144,2600.0,0.799,12.332,0.384,0.256,-0.015,7.25,"nan","nan",0.72,0.29,6.85,2.99,6.41,1.9,"DIAS","nan","nan","nan",0
"Czernik_5, MWSC_150","nan","nan",28.927,61.354,130.552,-0.567,0.018,0.045,0.09,-3.13,-3.18,0.35,"nan","nan",0,12,40,102,2400.0,1.099,12.255,0.528,0.352,-0.02,8.615,"nan","nan",0.56,0.22,6.61,2.83,6.76,2.35,"DIAS","nan","nan","nan",0
"NGC_752, MWSC_151","nan","nan",29.272,37.79,136.994,-23.286,0.1,0.65,1.4,8.36,-12.1,0.18,4.7,0.75,15,4,180,402,450.0,0.04,8.279,0.019,0.013,-0.03,9.13,"nan","nan",3.07,0.46,13.83,1.96,11.79,1.05,"COCD","nan",-0.088,0.07,16
"IRAS_01546+6319, MWSC_152","nan","nan",29.332,63.49,130.201,1.549,0.05,0.18,0.39,-3.17,-1.04,0.26,"nan","nan",0,13,93,378,2400.0,2.301,12.641,1.105,0.737,0.1,6.59,"nan","nan",10.08,4.24,22.0,5.51,0.41,0.27,"LLEM","emb","nan","nan",0
"NGC_744, MWSC_153","nan","nan",29.644,55.478,132.401,-6.158,0.04,0.195,0.345,-0.3,-3.92,0.14,"nan","nan",0,19,243,629,1382.0,0.381,10.825,0.183,0.122,-0.02,8.375,"nan","nan",0.82,0.23,13.09,4.03,9.68,2.45,"COCD","nan","nan","nan",0
"NGC_743, MWSC_154","nan","nan",29.655,60.157,131.198,-1.636,0.025,0.09,0.17,-1.81,-2.77,0.29,-6.5,4.5,2,9,64,215,1100.0,0.45,10.352,0.216,0.144,-0.03,8.29,0.09,3.0,1.71,0.28,5.96,0.78,21.17,2.94,"DIAS","dub","nan","nan",0
"ASCC_7, MWSC_156","nan","nan",29.775,58.925,131.575,-2.81,0.035,0.09,0.18,1.94,-1.21,0.28,-49.0,10.0,1,17,70,254,2000.0,0.45,11.65,0.216,0.144,0.0,7.4,"nan","nan",1.28,0.36,10.46,3.02,2.81,0.59,"COCD","nan","nan","nan",0
"FSR_0558, MWSC_157","nan","nan",30.13,67.803,129.401,5.8,0.013,0.065,0.1,-2.89,-1.47,0.33,"nan","nan",0,6,37,66,2501.0,0.999,12.312,0.48,0.32,0.0,8.8,"nan","nan",0.6,0.17,8.36,2.57,8.22,2.4,"FPOS","nan","nan","nan",0
"Berkeley_8, MWSC_158","nan","nan",30.352,75.493,127.365,13.224,0.02,0.125,0.24,1.73,-1.85,0.25,"nan","nan",0,7,92,212,5001.0,0.4,13.624,0.192,0.128,-0.01,9.3,"nan","nan",3.34,0.88,36.89,10.61,0.7,0.13,"DIAS","nan","nan","nan",0
"Czernik_6, MWSC_159","nan","nan",30.48,62.85,130.869,1.066,0.013,0.05,0.115,-3.85,0.05,0.58,"nan","nan",0,2,18,77,1391.0,0.26,10.8,0.125,0.083,-0.02,7.98,"nan","nan",0.38,0.09,5.49,1.44,33.76,7.8,"DIAS","nan","nan","nan",0
"Czernik_7, MWSC_162","nan","nan",30.754,62.253,131.152,0.526,0.03,0.065,0.12,-4.16,-1.91,0.53,"nan","nan",0,9,22,55,3001.0,0.6,12.579,0.288,0.192,-0.015,9.116,0.017,10.0,3.4,0.94,8.84,1.59,1.66,0.53,"DIAS","nan","nan","nan",0
"Stock_5, MWSC_163","nan","nan",31.135,64.355,130.736,2.593,0.02,0.115,0.24,1.12,-1.16,0.31,-19.3,0.7,2,4,65,233,1100.0,0.489,10.364,0.235,0.157,-0.015,7.7,"nan","nan",0.93,0.29,7.21,2.36,8.34,1.46,"COCD","nan","nan","nan",0
"SAI_16, MWSC_165","nan","nan",31.413,62.265,131.443,0.623,0.012,0.045,0.09,-0.31,-1.42,0.41,"nan","nan",0,4,29,78,4739.0,0.999,13.7,0.48,0.32,-0.03,9.15,"nan","nan",1.29,0.29,12.81,2.76,2.9,0.62,"DIAS","nan","nan","nan",0
"FSR_0561, MWSC_166","nan","nan",31.474,67.745,129.908,5.884,0.015,0.08,0.135,-3.1,-1.04,0.45,"nan","nan",0,3,19,38,1466.0,2.082,11.501,1.0,0.667,0.09,8.24,0.07,6.0,1.09,0.38,8.41,3.0,3.92,0.7,"FPOS","nan","nan","nan",0
"Riddle_4, MWSC_167","nan","nan",31.86,60.271,132.22,-1.226,0.02,0.04,0.083,1.01,-1.1,0.5,"nan","nan",0,15,23,65,2200.0,1.049,12.05,0.504,0.336,0.0,7.35,"nan","nan",0.78,0.21,3.57,0.85,23.31,4.18,"DIAS","nan","nan","nan",0
"IRAS_02044+6031, MWSC_168","nan","nan",32.032,60.75,132.162,-0.743,0.03,0.145,0.27,0.95,-1.43,0.3,-58.0,"nan",0,5,62,168,2735.0,1.135,12.55,0.545,0.364,0.03,6.25,"nan","nan",5.81,2.35,19.12,6.08,0.39,0.15,"LLEM","emb","nan","nan",0
"IRAS_02054+6011, MWSC_171","nan","nan",32.175,60.437,132.321,-1.022,0.025,0.075,0.125,1.06,-2.72,0.35,"nan","nan",0,4,40,92,2726.0,1.312,12.6,0.63,0.42,0.025,6.8,"nan","nan",2.95,0.7,8.94,1.46,1.77,0.4,"LLEM","emb","nan","nan",0
"Stock_2, MWSC_173","nan","nan",33.66,59.44,133.334,-1.744,0.15,0.925,1.7,16.13,-14.5,0.17,1.8,1.82,27,29,366,661,400.0,0.339,8.12,0.163,0.109,-0.01,8.44,"nan","nan",3.73,0.33,18.85,2.12,24.54,1.4,"COCD","nan",-0.14,0.2,2
"NGC_869, MWSC_175","nan","nan",34.74,57.145,134.616,-3.731,0.06,0.24,0.535,-2.81,0.05,0.1,-41.8,1.57,24,51,630,2233,2300.0,0.521,11.976,0.25,0.167,0.0,7.28,"nan","nan",11.27,1.21,32.25,2.47,4.05,0.48,"COCD","ass",-0.3,"nan",0
"Berkeley_63, MWSC_177","nan","nan",34.899,63.73,132.497,2.504,0.015,0.045,0.11,-2.6,2.98,0.6,"nan","nan",0,3,16,72,3991.0,0.916,13.3,0.44,0.293,0.0,8.9,"nan","nan",1.29,0.45,14.29,5.49,1.72,0.49,"DIAS","nan","nan","nan",0
"SAI_17, MWSC_179","nan","nan",35.212,59.2,134.161,-1.712,0.012,0.04,0.08,0.03,-0.32,0.49,"nan","nan",0,4,22,51,4000.0,1.049,13.348,0.504,0.336,0.0,8.9,"nan","nan",0.91,0.17,12.1,2.54,8.13,1.47,"DIAS","nan","nan","nan",0
"ASCC_8, MWSC_180","nan","nan",35.19,59.69,133.985,-1.255,0.04,0.115,0.24,-0.82,0.19,0.23,-12.9,"nan",1,17,87,346,1801.0,0.6,11.471,0.288,0.192,0.0,7.77,"nan",1.0,1.46,0.43,11.79,3.69,3.51,0.6,"COCD","nan","nan","nan",0
"Berkeley_64, MWSC_182","nan","nan",35.415,65.89,131.972,4.611,0.015,0.06,0.107,-2.19,2.38,0.36,"nan","nan",0,4,37,90,4801.0,0.899,13.696,0.432,0.288,-0.01,9.0,"nan","nan",1.76,0.58,18.42,6.68,0.89,0.24,"DIAS","nan",-0.61,"nan",0
"NGC_884, MWSC_184","nan","nan",35.512,57.145,135.012,-3.59,0.05,0.175,0.44,-4.0,1.65,0.14,-43.6,0.94,15,38,311,1609,2345.0,0.56,12.031,0.269,0.179,0.0,7.2,"nan","nan",2.43,0.37,39.42,8.66,3.4,0.43,"COCD","ass",-0.3,"nan",0
"NGC_886, MWSC_186","nan","nan",35.862,63.755,132.889,2.673,0.03,0.08,0.17,-1.47,0.52,0.41,"nan","nan",0,8,40,145,1000.0,0.5,10.161,0.24,0.16,-0.03,8.75,"nan","nan",0.59,0.17,5.5,1.71,14.95,2.96,"COCD","nan","nan","nan",0
"IRAS_02232+6138, MWSC_192","nan","nan",36.642,61.988,133.847,1.146,0.03,0.115,0.19,-0.85,1.3,0.48,-47.1,"nan",1,3,31,79,1835.0,1.187,11.7,0.57,0.38,-0.02,6.85,"nan","nan",3.7,0.37,8.47,0.52,22.05,3.1,"LLEM","emb","nan","nan",0
"FSR_0584, MWSC_193","nan","nan",36.802,61.628,134.047,0.837,0.012,0.05,0.093,1.19,0.55,0.69,"nan","nan",0,2,11,19,2009.0,1.041,11.85,0.5,0.333,-0.06,9.1,"nan","nan",0.78,1.07,9.4,13.87,0.24,0.27,"DIAS","irc","nan","nan",0
"FSR_0591, MWSC_196","nan","nan",36.915,58.758,135.139,-1.818,0.015,0.055,0.1,-0.98,1.52,0.46,"nan","nan",0,4,25,64,2297.0,0.604,12.0,0.29,0.193,-0.01,6.85,"nan","nan",0.78,0.19,7.9,2.02,7.77,1.58,"DIAS","irc","nan","nan",0
"Tombaugh_4, MWSC_199","nan","nan",37.29,61.785,134.205,1.068,0.03,0.07,0.12,0.91,-2.72,0.28,"nan","nan",0,30,61,105,3700.0,1.249,13.243,0.6,0.4,-0.005,8.64,"nan","nan",1.63,0.46,13.99,4.05,1.41,0.32,"DIAS","nan","nan","nan",0
"Teutsch_55, MWSC_200","nan","nan",37.35,62.07,134.127,1.343,0.018,0.065,0.115,-0.2,-2.63,0.32,"nan","nan",0,5,50,101,2006.0,0.895,11.8,0.43,0.287,0.03,8.735,"nan","nan",0.7,0.27,8.52,3.63,4.98,1.57,"DIAS","nan","nan","nan",0
"FSR_0568, MWSC_201","nan","nan",37.23,72.19,130.308,10.726,0.017,0.06,0.16,-2.46,0.28,0.55,"nan","nan",0,4,22,110,2301.0,0.96,12.118,0.461,0.307,0.03,9.0,0.029,6.0,1.09,0.34,9.97,3.33,3.58,0.84,"FPOS","nan","nan","nan",0
"Stock_7, MWSC_202","nan","nan",37.432,60.675,134.679,0.061,0.012,0.08,0.145,-2.38,-1.33,0.37,-3.7,6.33,3,2,43,97,850.0,0.531,9.818,0.255,0.17,-0.04,7.8,"nan","nan",0.76,0.22,3.89,1.06,15.09,2.52,"COCD","nan","nan","nan",0
"FSR_0620, MWSC_206","nan","nan",37.672,51.805,138.122,-8.119,0.02,0.08,0.18,-2.09,1.12,0.41,"nan","nan",0,4,36,151,2200.0,0.57,11.896,0.274,0.183,0.01,8.84,0.113,4.0,1.36,0.48,12.19,4.65,1.84,0.45,"FPOS","nan","nan","nan",0
"FSR_0569, MWSC_207","nan","nan",37.785,72.48,130.356,11.058,0.02,0.075,0.13,-1.66,1.13,0.59,"nan","nan",0,3,21,50,2375.0,1.312,12.3,0.63,0.42,0.06,8.375,"nan","nan",3.03,1.9,8.31,3.68,0.6,0.44,"FPOS","nan","nan","nan",0
"NGC_956, MWSC_208","nan","nan",37.995,44.58,141.153,-14.709,0.02,0.075,0.14,0.98,0.07,0.55,"nan","nan",0,4,17,52,2613.0,0.354,12.2,0.17,0.113,0.03,9.1,"nan","nan",1.06,0.69,9.9,7.15,0.96,0.45,"DIAS","dub","nan","nan",0
"IC_1805, MWSC_209","nan","nan",38.182,61.455,134.722,0.921,0.045,0.15,0.27,-1.4,-2.23,0.21,-48.5,6.11,6,13,150,486,1700.0,0.799,11.41,0.384,0.256,-0.01,7.25,"nan","nan",1.88,0.2,12.91,1.43,21.14,1.1,"COCD","nan","nan","nan",0
"Czernik_8, MWSC_210","nan","nan",38.254,58.768,135.78,-1.55,0.013,0.05,0.09,-0.6,-0.26,0.48,"nan","nan",0,3,29,87,1410.0,0.799,11.003,0.384,0.256,-0.015,8.175,"nan",1.0,0.67,0.15,5.26,1.2,11.67,1.93,"DIAS","nan","nan","nan",0
"NGC_957, MWSC_211","nan","nan",38.377,57.573,136.297,-2.629,0.04,0.17,0.29,-1.01,1.39,0.16,-40.9,3.0,4,28,238,568,1900.0,0.631,11.597,0.303,0.202,-0.005,7.25,"nan","nan",2.01,0.36,14.73,2.74,6.6,0.59,"COCD","nan","nan","nan",0
"Czernik_9, MWSC_212","nan","nan",38.385,59.875,135.418,-0.502,0.012,0.05,0.09,-2.62,-3.09,0.38,"nan","nan",0,3,32,71,1900.0,1.049,11.731,0.504,0.336,0.0,8.75,"nan","nan",0.34,0.17,6.07,3.44,7.44,4.27,"DIAS","nan","nan","nan",0
"Czernik_10, MWSC_213","nan","nan",38.475,60.18,135.342,-0.203,0.02,0.045,0.09,-4.33,-2.86,0.42,"nan","nan",0,11,30,68,2500.0,1.349,12.424,0.648,0.432,0.0,8.502,0.051,6.0,0.66,0.15,7.34,1.89,14.81,2.83,"DIAS","dub","nan","nan",0
"SAI_21, MWSC_215","nan","nan",38.707,62.588,134.514,2.061,0.015,0.06,0.09,-1.25,-2.1,0.46,"nan","nan",0,2,24,44,1900.0,0.65,11.603,0.312,0.208,0.0,8.95,"nan","nan",0.66,0.19,5.81,1.76,8.78,1.89,"DIAS","nan","nan","nan",0
"King_4, MWSC_216","nan","nan",39.022,59.025,136.046,-1.159,0.015,0.09,0.18,-1.74,-0.09,0.26,-58.3,"nan",1,4,89,242,2801.0,0.895,12.525,0.43,0.287,-0.01,8.205,0.02,9.0,0.82,0.37,12.7,6.44,2.63,1.19,"DIAS","nan","nan","nan",0
"Trumpler_2, MWSC_219","nan","nan",39.367,55.95,137.433,-3.911,0.07,0.2,0.44,0.78,-4.0,0.28,-27.5,11.5,2,21,111,480,670.0,0.321,9.234,0.154,0.103,-0.01,7.925,"nan","nan",5.78,3.77,7.2,1.5,12.74,20.84,"COCD","nan","nan","nan",0
"Berkeley_65, MWSC_221","nan","nan",39.75,60.4,135.836,0.248,0.025,0.06,0.11,0.12,-2.57,0.31,"nan","nan",0,22,59,137,2501.0,1.099,12.344,0.528,0.352,-0.02,7.2,"nan","nan",0.67,0.23,8.47,3.2,6.35,1.99,"DIAS","nan","nan","nan",0
"Czernik_12, MWSC_222","nan","nan",39.843,54.913,138.099,-4.752,0.02,0.055,0.125,-0.78,-0.34,0.39,"nan","nan",0,16,38,112,2000.0,0.26,11.589,0.125,0.083,-0.02,9.1,"nan","nan",0.76,0.17,7.6,1.83,12.23,2.18,"DIAS","nan","nan","nan",0
"NGC_1039, MWSC_223","nan","nan",40.549,42.79,143.659,-15.584,0.16,0.375,0.73,-0.28,-6.73,0.13,-18.2,1.4,3,106,290,513,510.0,0.077,8.563,0.037,0.025,0.005,8.383,0.077,5.0,2.37,0.29,8.22,0.78,47.6,4.82,"COCD","nan",0.07,0.03,4
"FSR_0614, MWSC_224","nan","nan",40.62,56.735,137.749,-2.912,0.018,0.06,0.13,0.17,-2.66,0.47,"nan","nan",0,5,31,109,2787.0,0.854,12.5,0.41,0.273,0.0,6.75,"nan","nan",0.85,0.32,10.37,4.21,3.27,1.11,"DIAS","irc","nan","nan",0
"NGC_1027, MWSC_225","nan","nan",40.665,61.62,135.742,1.543,0.025,0.13,0.235,-2.22,-0.83,0.24,15.0,3.8,1,5,118,273,950.0,0.25,9.969,0.12,0.08,0.0,8.55,"nan","nan",1.46,0.3,5.74,1.01,11.06,1.75,"COCD","nan","nan","nan",0
"Czernik_13, MWSC_227","nan","nan",41.113,62.318,135.642,2.265,0.013,0.05,0.1,0.29,-0.32,0.41,"nan","nan",0,7,37,145,4101.0,0.949,13.37,0.456,0.304,0.0,6.855,"nan","nan",1.76,0.45,12.7,3.16,1.89,0.34,"DIAS","nan","nan","nan",0
"ASCC_9, MWSC_228","nan","nan",41.745,57.745,137.874,-1.739,0.03,0.1,0.21,-0.32,-2.5,0.21,-41.8,1.25,2,11,119,415,2901.0,0.899,12.602,0.432,0.288,0.0,7.0,"nan","nan",4.94,1.0,16.06,2.51,2.04,0.39,"COCD","nan","nan","nan",0
"Teutsch_162, MWSC_232","nan","nan",41.917,61.973,136.129,2.113,0.02,0.06,0.11,-1.45,-1.56,0.46,"nan","nan",0,4,21,37,1600.0,0.949,11.326,0.456,0.304,0.0,7.0,"nan","nan",0.9,0.23,3.68,0.76,14.63,2.83,"DIAS","nan","nan","nan",0
"IC_1848, MWSC_236","nan","nan",42.777,60.41,137.186,0.89,0.045,0.16,0.27,-0.79,-0.89,0.23,-47.4,6.87,4,33,140,254,1500.0,0.67,11.096,0.322,0.215,-0.05,6.85,"nan","nan",1.67,0.39,9.46,2.16,6.35,0.79,"COCD","nan","nan","nan",0
"IRAS_02497+6217, MWSC_240","nan","nan",43.627,62.525,136.598,2.962,0.03,0.125,0.215,0.79,-1.42,0.45,"nan","nan",0,4,38,95,2056.0,1.041,11.9,0.5,0.333,0.0,6.8,"nan","nan",1.19,0.49,9.73,4.0,1.65,0.55,"LLEM","emb","nan","nan",0
"FSR_0581, MWSC_243","nan","nan",44.026,68.825,133.827,8.63,0.02,0.08,0.14,0.76,-3.04,0.43,"nan","nan",0,5,25,55,930.0,0.799,10.1,0.384,0.256,0.0,8.4,"nan","nan",0.32,0.1,4.01,1.39,31.52,8.77,"FPOS","nan","nan","nan",0
"IRAS_02541+6208, MWSC_246","nan","nan",44.82,62.3,137.192,3.018,0.03,0.18,0.32,1.49,-0.76,0.27,-53.2,"nan",0,3,66,212,2273.0,2.228,12.5,1.07,0.714,0.11,6.65,"nan","nan",13.55,5.84,19.05,3.16,0.82,0.8,"LLEM","emb","nan","nan",0
"SAI_24, MWSC_249","nan","nan",44.865,60.55,138.037,1.485,0.025,0.045,0.115,-1.42,-0.2,0.75,-40.0,"nan",1,6,15,54,1000.0,0.5,10.161,0.24,0.16,-0.07,7.2,"nan","nan",0.28,0.1,3.88,1.42,18.32,7.18,"DIAS","nan","nan","nan",0
"SAI_25, MWSC_250","nan","nan",45.097,57.285,139.688,-1.334,0.01,0.07,0.135,2.04,1.94,0.4,"nan","nan",0,4,44,92,2300.0,0.97,12.121,0.466,0.311,-0.025,9.185,0.029,13.0,0.65,0.17,9.64,2.73,8.6,2.37,"DIAS","nan","nan","nan",0
"Berkeley_66, MWSC_255","nan","nan",46.015,58.74,139.415,0.175,0.02,0.055,0.115,2.81,0.03,0.32,-50.6,0.05,2,18,71,221,7002.0,1.149,14.596,0.552,0.368,-0.02,9.15,"nan","nan",2.5,0.29,24.06,3.05,4.82,0.41,"DIAS","nan",-0.48,0.24,2
"NGC_1193, MWSC_256","nan","nan",46.47,44.38,146.8,-12.176,0.02,0.04,0.08,-1.47,0.42,1.11,-82.0,10.39,4,4,10,27,6000.0,0.2,13.955,0.096,0.064,-0.02,9.3,"nan","nan",2.17,0.34,13.29,1.91,3.31,0.37,"DIAS","nan",-0.293,0.17,4
"FSR_0612, MWSC_258","nan","nan",47.55,64.28,137.291,5.345,0.02,0.06,0.09,0.58,-1.84,0.48,"nan","nan",0,7,30,50,1900.0,0.899,11.683,0.432,0.288,0.0,9.092,0.037,8.0,0.31,0.12,4.44,1.96,19.05,8.04,"FPOS","nan","nan","nan",0
"NGC_1220, MWSC_261","nan","nan",47.922,53.347,143.033,-3.965,0.01,0.04,0.085,0.3,0.4,0.51,"nan","nan",0,2,22,58,2100.0,0.75,11.852,0.36,0.24,-0.05,8.2,"nan","nan",0.36,0.15,7.13,2.9,7.34,3.65,"DIAS","nan","nan","nan",0
"Trumpler_3, MWSC_262","nan","nan",48.052,63.15,138.063,4.488,0.04,0.235,0.47,-1.8,1.6,0.19,-8.6,1.12,2,12,163,502,620.0,0.221,9.033,0.106,0.071,-0.015,8.005,"nan","nan",0.94,0.17,8.15,1.66,25.25,2.65,"COCD","nan","nan","nan",0
"NGC_1245, MWSC_264","nan","nan",48.7,47.253,146.648,-8.913,0.025,0.19,0.37,-2.06,1.66,0.15,-29.5,1.0,15,11,243,470,3000.0,0.25,12.466,0.12,0.08,-0.025,9.025,0.011,75.0,2.73,0.55,30.93,7.01,1.88,0.28,"DIAS","nan",0.1,0.15,0
"King_5, MWSC_265","nan","nan",48.693,52.697,143.768,-4.281,0.02,0.14,0.225,0.6,0.4,0.17,-52.0,2.75,19,9,186,316,2200.0,0.67,11.928,0.322,0.215,-0.03,9.09,0.02,48.0,2.09,0.27,14.56,1.9,10.74,0.69,"DIAS","nan",-0.3,0.17,19
"Czernik_14, MWSC_267","nan","nan",49.267,58.605,140.94,0.917,0.013,0.04,0.07,0.33,-2.46,0.42,"nan","nan",0,3,24,50,2200.0,1.07,12.056,0.514,0.343,0.0,8.584,0.035,9.0,0.57,0.1,5.39,1.05,28.33,4.1,"DIAS","nan","nan","nan",0
"FSR_0628, MWSC_272","nan","nan",50.8,60.55,140.548,2.974,0.02,0.06,0.1,-1.42,-4.38,0.35,"nan","nan",0,10,53,89,5001.0,1.049,13.833,0.504,0.336,0.0,9.25,"nan","nan",2.76,0.88,10.54,2.52,0.85,0.22,"DIAS","irc","nan","nan",0
"Melotte_20, MWSC_274","nan","nan",51.675,48.8,147.482,-6.533,0.25,2.0,6.1,21.49,-26.11,0.18,-1.4,0.65,90,12,209,621,175.0,0.09,6.244,0.043,0.029,-0.04,7.7,"nan","nan",3.49,0.43,21.65,2.62,7.88,0.43,"COCD","ass","nan","nan",0
"ASCC_10, MWSC_275","nan","nan",51.765,35.03,155.615,-17.787,0.045,0.2,0.53,-2.9,-1.6,0.35,"nan","nan",0,3,41,205,700.0,0.1,9.258,0.048,0.032,0.0,8.717,0.03,6.0,1.46,0.69,8.95,4.21,2.55,0.55,"COCD","nan","nan","nan",0
"King_6, MWSC_277","nan","nan",52.012,56.465,143.342,-0.073,0.025,0.12,0.26,2.45,-1.82,0.2,"nan","nan",0,11,153,449,632.0,0.3,9.1,0.144,0.096,-0.08,8.975,"nan",1.0,0.67,0.16,4.41,1.07,34.46,4.04,"COCD","nan",0.46,"nan",0
"Czernik_16, MWSC_282","nan","nan",52.792,52.632,145.888,-2.974,0.02,0.075,0.145,-2.62,-0.89,0.26,"nan","nan",0,10,80,214,2700.0,1.149,12.527,0.552,0.368,0.0,7.3,"nan","nan",2.65,0.58,12.95,2.6,2.79,0.33,"DIAS","nan","nan","nan",0
"NGC_1342, MWSC_283","nan","nan",53.004,37.357,155.022,-15.318,0.035,0.105,0.275,-3.12,-5.5,0.27,-11.5,0.4,2,10,56,190,665.0,0.331,9.221,0.159,0.106,-0.01,8.6,"nan","nan",1.01,0.21,5.24,1.0,31.32,3.02,"COCD","nan",-0.16,0.11,0
"ASCC_11, MWSC_284","nan","nan",53.07,44.84,150.558,-9.236,0.05,0.21,0.41,1.26,-4.75,0.17,0.7,5.64,3,12,145,407,837.0,0.271,9.701,0.13,0.087,-0.01,8.345,"nan",1.0,4.57,1.42,8.32,1.28,12.34,7.1,"COCD","nan","nan","nan",0
"FSR_0632, MWSC_285","nan","nan",53.145,59.21,142.276,2.527,0.015,0.06,0.155,1.87,-2.32,0.46,"nan","nan",0,5,31,146,1037.0,0.687,10.3,0.33,0.22,-0.015,8.35,"nan","nan",0.49,0.16,5.72,2.12,15.32,3.93,"FPOS","nan","nan","nan",0
"Berkeley_9, MWSC_286","nan","nan",53.163,52.65,146.062,-2.83,0.025,0.065,0.13,-2.39,-2.43,0.27,"nan","nan",0,23,76,185,1550.0,0.75,11.193,0.36,0.24,-0.02,9.3,0.041,17.0,0.77,0.14,5.96,1.12,32.46,3.32,"DIAS","nan","nan","nan",0
"NGC_1348, MWSC_289","nan","nan",53.55,51.4,146.981,-3.712,0.015,0.06,0.11,1.92,-3.35,0.35,"nan","nan",0,7,47,85,1800.0,0.849,11.55,0.408,0.272,-0.01,8.45,"nan","nan",1.65,0.27,4.83,0.57,16.56,2.83,"DIAS","nan",0.07,"nan",0
