"Cluster","Comment"
"Pismis_8","Tidal & Core radii: r_t=18+/-0.4 [pc], r_c=0.66+/-0.03 [pc]; stars within r_t: N~400"
"Platais_10","Tidal & Core radii: r_t=52+/-47.0 [pc], r_c=0.26+/-0.01 [pc]; stars within r_t: N~60"
"Platais_8","Tidal & Core radii: r_t=62+/-20.3 [pc], r_c=0.29+/-0.0 [pc]; stars within r_t: N~236"
"Platais_9","Tidal & Core radii: r_t=14+/-0.8 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~129"
"Pozzo_1","Tidal & Core radii: r_t=58+/-6.9 [pc], r_c=0.43+/-0.0 [pc]; stars within r_t: N~962"
"Riddle_4","Tidal & Core radii: r_t=104+/-86.2 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~102"
"Roslund_2","Tidal & Core radii: r_t=62+/-38.8 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~346"
"Roslund_3","Tidal & Core radii: r_t=43+/-41.9 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~154"
"Roslund_4","Tidal & Core radii: r_t=20+/-8.9 [pc], r_c=0.35+/-0.01 [pc]; stars within r_t: N~113"
"Roslund_5","Tidal & Core radii: r_t=17+/-5.0 [pc], r_c=0.5+/-0.12 [pc]; stars within r_t: N~225"
"Roslund_6","Tidal & Core radii: r_t=24+/-2.3 [pc], r_c=0.6+/-0.01 [pc]; stars within r_t: N~396"
"Roslund_7","Tidal & Core radii: r_t=117+/-54.3 [pc], r_c=0.41+/-0.0 [pc]; stars within r_t: N~188"
"RSG_5","Tidal & Core radii: r_t=139+/-52.9 [pc], r_c=0.27+/-0.0 [pc]; stars within r_t: N~392"
"RSG_8","Tidal & Core radii: r_t=90+/-27.4 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~685"
"Ruprecht_1","Tidal & Core radii: r_t=53+/-36.7 [pc], r_c=0.61+/-0.0 [pc]; stars within r_t: N~157"
"Ruprecht_10","Tidal & Core radii: r_t=41+/-57.2 [pc], r_c=0.36+/-0.02 [pc]; stars within r_t: N~55"
"Ruprecht_100","Tidal & Core radii: r_t=63+/-64.3 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~137"
"Ruprecht_101","Tidal & Core radii: r_t=18+/-7.6 [pc], r_c=0.78+/-0.01 [pc]; stars within r_t: N~311"
"Ruprecht_102","Tidal & Core radii: r_t=13+/-20.9 [pc], r_c=0.48+/-0.04 [pc]; stars within r_t: N~61"
"Ruprecht_105","Tidal & Core radii: r_t=26+/-9.2 [pc], r_c=0.49+/-0.02 [pc]; stars within r_t: N~130"
"Ruprecht_107","Tidal & Core radii: r_t=57+/-48.5 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~133"
"Ruprecht_108","Tidal & Core radii: r_t=44+/-53.3 [pc], r_c=0.28+/-0.0 [pc]; stars within r_t: N~77"
"Ruprecht_111","Tidal & Core radii: r_t=15+/-2.7 [pc], r_c=0.85+/-0.0 [pc]; stars within r_t: N~224"
"Ruprecht_112","Tidal & Core radii: r_t=17+/-1.3 [pc], r_c=0.86+/-0.0 [pc]; stars within r_t: N~435"
"Ruprecht_115","Tidal & Core radii: r_t=14+/-10.1 [pc], r_c=0.39+/-0.05 [pc]; stars within r_t: N~143"
"Ruprecht_117","Tidal & Core radii: r_t=13+/-6.4 [pc], r_c=0.56+/-0.03 [pc]; stars within r_t: N~95"
"Ruprecht_119","Tidal & Core radii: r_t=60+/-36.5 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~229"
"Ruprecht_121","Tidal & Core radii: r_t=19+/-2.1 [pc], r_c=0.95+/-0.02 [pc]; stars within r_t: N~612"
"Ruprecht_126","Tidal & Core radii: r_t=23+/-37.0 [pc], r_c=0.62+/-0.05 [pc]; stars within r_t: N~116"
"Ruprecht_127","Tidal & Core radii: r_t=25+/-14.8 [pc], r_c=0.56+/-0.07 [pc]; stars within r_t: N~134"
"Ruprecht_128","Tidal & Core radii: r_t=18+/-10.3 [pc], r_c=0.65+/-0.05 [pc]; stars within r_t: N~192"
"Ruprecht_130","Tidal & Core radii: r_t=73+/-61.6 [pc], r_c=0.29+/-0.0 [pc]; stars within r_t: N~139"
"Ruprecht_134","Tidal & Core radii: r_t=23+/-19.8 [pc], r_c=0.69+/-0.03 [pc]; stars within r_t: N~252"
"Ruprecht_135","Tidal & Core radii: r_t=109+/-70.5 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~116"
"Ruprecht_138","Tidal & Core radii: r_t=35+/-29.5 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~249"
"Ruprecht_143","Tidal & Core radii: r_t=19+/-10.0 [pc], r_c=0.47+/-0.01 [pc]; stars within r_t: N~136"
"Ruprecht_144","Tidal & Core radii: r_t=44+/-38.9 [pc], r_c=0.22+/-0.0 [pc]; stars within r_t: N~133"
"Ruprecht_145","Tidal & Core radii: r_t=23+/-4.6 [pc], r_c=0.58+/-0.03 [pc]; stars within r_t: N~213"
"Ruprecht_147","Tidal & Core radii: r_t=29+/-11.1 [pc], r_c=0.35+/-0.01 [pc]; stars within r_t: N~175"
"Ruprecht_148","Tidal & Core radii: r_t=102+/-78.9 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~67"
"Ruprecht_151","Tidal & Core radii: r_t=155+/-72.7 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~64"
"Ruprecht_16","Tidal & Core radii: r_t=56+/-63.9 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~77"
"Ruprecht_161","Tidal & Core radii: r_t=142+/-72.8 [pc], r_c=0.25+/-0.0 [pc]; stars within r_t: N~96"
"Ruprecht_164","Tidal & Core radii: r_t=47+/-50.3 [pc], r_c=0.52+/-0.02 [pc]; stars within r_t: N~298"
"Ruprecht_167","Tidal & Core radii: r_t=179+/-41.9 [pc], r_c=0.44+/-0.0 [pc]; stars within r_t: N~131"
"Ruprecht_170","Tidal & Core radii: r_t=35+/-42.6 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~100"
"Ruprecht_171","Tidal & Core radii: r_t=15+/-1.0 [pc], r_c=0.96+/-0.01 [pc]; stars within r_t: N~559"
"Ruprecht_172","Tidal & Core radii: r_t=50+/-53.2 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~121"
"Ruprecht_174","Tidal & Core radii: r_t=28+/-33.6 [pc], r_c=0.53+/-0.02 [pc]; stars within r_t: N~116"
"Ruprecht_176","Tidal & Core radii: r_t=29+/-11.1 [pc], r_c=0.33+/-0.0 [pc]; stars within r_t: N~184"
"Ruprecht_18","Tidal & Core radii: r_t=22+/-4.5 [pc], r_c=0.63+/-0.01 [pc]; stars within r_t: N~272"
"Ruprecht_19","Tidal & Core radii: r_t=44+/-58.6 [pc], r_c=0.38+/-0.03 [pc]; stars within r_t: N~80"
"Ruprecht_23","Tidal & Core radii: r_t=22+/-25.3 [pc], r_c=0.61+/-0.04 [pc]; stars within r_t: N~125"
"Ruprecht_26","Tidal & Core radii: r_t=19+/-6.8 [pc], r_c=0.61+/-0.07 [pc]; stars within r_t: N~112"
"Ruprecht_27","Tidal & Core radii: r_t=24+/-9.5 [pc], r_c=0.56+/-0.01 [pc]; stars within r_t: N~158"
"Ruprecht_28","Tidal & Core radii: r_t=30+/-33.4 [pc], r_c=0.8+/-0.03 [pc]; stars within r_t: N~154"
"Ruprecht_29","Tidal & Core radii: r_t=53+/-56.5 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~65"
"Ruprecht_33","Tidal & Core radii: r_t=129+/-85.3 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~84"
"Ruprecht_34","Tidal & Core radii: r_t=146+/-78.3 [pc], r_c=0.38+/-0.0 [pc]; stars within r_t: N~64"
"Ruprecht_35","Tidal & Core radii: r_t=96+/-88.0 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~114"
"Ruprecht_36","Tidal & Core radii: r_t=61+/-60.1 [pc], r_c=0.38+/-0.0 [pc]; stars within r_t: N~81"
"Ruprecht_37","Tidal & Core radii: r_t=83+/-74.8 [pc], r_c=0.25+/-0.0 [pc]; stars within r_t: N~64"
"Ruprecht_4","Tidal & Core radii: r_t=51+/-55.6 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~92"
"Ruprecht_41","Tidal & Core radii: r_t=37+/-45.5 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~108"
"Ruprecht_42","Tidal & Core radii: r_t=37+/-56.0 [pc], r_c=0.43+/-0.01 [pc]; stars within r_t: N~59"
"Ruprecht_44","Tidal & Core radii: r_t=29+/-28.5 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~163"
"Ruprecht_45","Tidal & Core radii: r_t=70+/-60.0 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~129"
"Ruprecht_47","Tidal & Core radii: r_t=91+/-68.6 [pc], r_c=0.62+/-0.0 [pc]; stars within r_t: N~153"
"Ruprecht_48","Tidal & Core radii: r_t=101+/-68.5 [pc], r_c=0.44+/-0.0 [pc]; stars within r_t: N~209"
"Ruprecht_50","Tidal & Core radii: r_t=116+/-71.8 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~128"
"Ruprecht_54","Tidal & Core radii: r_t=23+/-25.5 [pc], r_c=0.64+/-0.03 [pc]; stars within r_t: N~112"
"Ruprecht_58","Tidal & Core radii: r_t=12+/-2.4 [pc], r_c=0.6+/-0.02 [pc]; stars within r_t: N~133"
"Ruprecht_60","Tidal & Core radii: r_t=31+/-37.6 [pc], r_c=0.59+/-0.02 [pc]; stars within r_t: N~149"
"Ruprecht_63","Tidal & Core radii: r_t=58+/-48.1 [pc], r_c=0.61+/-0.0 [pc]; stars within r_t: N~157"
"Ruprecht_65","Tidal & Core radii: r_t=170+/-61.3 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~109"
"Ruprecht_66","Tidal & Core radii: r_t=32+/-36.7 [pc], r_c=0.62+/-0.04 [pc]; stars within r_t: N~203"
"Ruprecht_67","Tidal & Core radii: r_t=158+/-67.4 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~122"
"Ruprecht_68","Tidal & Core radii: r_t=17+/-3.1 [pc], r_c=0.9+/-0.01 [pc]; stars within r_t: N~278"
"Ruprecht_71","Tidal & Core radii: r_t=199+/-7.5 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~229"
"Ruprecht_75","Tidal & Core radii: r_t=62+/-59.9 [pc], r_c=0.44+/-0.0 [pc]; stars within r_t: N~129"
"Ruprecht_76","Tidal & Core radii: r_t=62+/-75.3 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~86"
"Ruprecht_77","Tidal & Core radii: r_t=50+/-66.9 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~58"
"Ruprecht_79","Tidal & Core radii: r_t=33+/-11.7 [pc], r_c=0.71+/-0.0 [pc]; stars within r_t: N~269"
"Ruprecht_8","Tidal & Core radii: r_t=152+/-67.2 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~78"
"Ruprecht_82","Tidal & Core radii: r_t=28+/-14.3 [pc], r_c=0.73+/-0.01 [pc]; stars within r_t: N~204"
"Ruprecht_83","Tidal & Core radii: r_t=33+/-17.9 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~200"
"Ruprecht_84","Tidal & Core radii: r_t=119+/-68.1 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~147"
"Ruprecht_85","Tidal & Core radii: r_t=46+/-47.8 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~173"
"Ruprecht_91","Tidal & Core radii: r_t=25+/-7.5 [pc], r_c=0.56+/-0.01 [pc]; stars within r_t: N~263"
"Ruprecht_93","Tidal & Core radii: r_t=20+/-3.9 [pc], r_c=0.94+/-0.01 [pc]; stars within r_t: N~256"
"Ruprecht_94","Tidal & Core radii: r_t=49+/-13.5 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~344"
"Ruprecht_96","Tidal & Core radii: r_t=70+/-52.8 [pc], r_c=0.82+/-0.0 [pc]; stars within r_t: N~245"
"Ruprecht_97","Tidal & Core radii: r_t=59+/-57.0 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~127"
"Ruprecht_98","Tidal & Core radii: r_t=163+/-46.4 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~113"
"SAI_108","Tidal & Core radii: r_t=35+/-36.9 [pc], r_c=0.41+/-0.0 [pc]; stars within r_t: N~105"
"SAI_109","Tidal & Core radii: r_t=86+/-68.4 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~124"
"SAI_113","Tidal & Core radii: r_t=45+/-50.5 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~156"
"SAI_116","Tidal & Core radii: r_t=30+/-17.1 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~200"
"SAI_118","Tidal & Core radii: r_t=58+/-30.6 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~381"
"SAI_132","Tidal & Core radii: r_t=36+/-27.6 [pc], r_c=0.69+/-0.01 [pc]; stars within r_t: N~253"
"SAI_14","Tidal & Core radii: r_t=74+/-75.3 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~50"
"SAI_16","Tidal & Core radii: r_t=144+/-77.0 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~64"
"SAI_17","Tidal & Core radii: r_t=76+/-78.4 [pc], r_c=0.12+/-0.0 [pc]; stars within r_t: N~53"
"SAI_24","Tidal & Core radii: r_t=18+/-5.7 [pc], r_c=0.26+/-0.0 [pc]; stars within r_t: N~190"
"SAI_25","Tidal & Core radii: r_t=119+/-68.4 [pc], r_c=1.02+/-0.0 [pc]; stars within r_t: N~710"
"SAI_4","Tidal & Core radii: r_t=194+/-26.2 [pc], r_c=0.44+/-0.0 [pc]; stars within r_t: N~165"
"SAI_81","Tidal & Core radii: r_t=21+/-27.8 [pc], r_c=0.48+/-0.13 [pc]; stars within r_t: N~101"
"SAI_86","Tidal & Core radii: r_t=50+/-62.8 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~94"
"SAI_91","Tidal & Core radii: r_t=56+/-59.6 [pc], r_c=0.39+/-0.0 [pc]; stars within r_t: N~90"
"SAI_94","Tidal & Core radii: r_t=128+/-76.3 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~89"
"Sher_1","Tidal & Core radii: r_t=146+/-68.9 [pc], r_c=0.25+/-0.0 [pc]; stars within r_t: N~100"
"Skiff_J0058+68","Tidal & Core radii: r_t=37+/-14.8 [pc], r_c=0.88+/-0.01 [pc]; stars within r_t: N~431"
"Skiff_J0458+43","Tidal & Core radii: r_t=22+/-38.3 [pc], r_c=0.25+/-0.04 [pc]; stars within r_t: N~59"
"Skiff_J0507+30","Tidal & Core radii: r_t=91+/-72.7 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~89"
"Skiff_J1942+38","Tidal & Core radii: r_t=53+/-63.0 [pc], r_c=0.41+/-0.0 [pc]; stars within r_t: N~88"
"Skiff_J2330+60","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~108"
"Stephenson_1","Tidal & Core radii: r_t=145+/-53.2 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~383"
"Stock_1","Tidal & Core radii: r_t=38+/-17.5 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~203"
"Stock_10","Tidal & Core radii: r_t=22+/-10.3 [pc], r_c=0.59+/-0.08 [pc]; stars within r_t: N~179"
"Stock_12","Tidal & Core radii: r_t=23+/-7.2 [pc], r_c=0.4+/-0.01 [pc]; stars within r_t: N~149"
"Stock_14","Tidal & Core radii: r_t=152+/-54.5 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~303"
"Stock_18","Tidal & Core radii: r_t=142+/-79.3 [pc], r_c=0.28+/-0.0 [pc]; stars within r_t: N~72"
"Stock_2","Tidal & Core radii: r_t=27+/-1.1 [pc], r_c=0.88+/-0.0 [pc]; stars within r_t: N~1287"
"Stock_20","Tidal & Core radii: r_t=147+/-76.1 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~152"
"Stock_21","Tidal & Core radii: r_t=23+/-26.3 [pc], r_c=0.45+/-0.01 [pc]; stars within r_t: N~88"
"Stock_23","Tidal & Core radii: r_t=121+/-65.7 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~111"
"Stock_24","Tidal & Core radii: r_t=12+/-4.8 [pc], r_c=0.24+/-0.0 [pc]; stars within r_t: N~86"
"Stock_4","Tidal & Core radii: r_t=60+/-37.0 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~129"
"Stock_5","Tidal & Core radii: r_t=15+/-13.9 [pc], r_c=0.32+/-0.11 [pc]; stars within r_t: N~157"
"Stock_7","Tidal & Core radii: r_t=97+/-64.8 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~186"
"Stock_8","Tidal & Core radii: r_t=22+/-1.9 [pc], r_c=0.35+/-0.01 [pc]; stars within r_t: N~461"
"Teutsch_106","Tidal & Core radii: r_t=184+/-38.6 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~262"
"Teutsch_12","Tidal & Core radii: r_t=107+/-83.6 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~69"
"Teutsch_125","Tidal & Core radii: r_t=54+/-68.4 [pc], r_c=0.26+/-0.0 [pc]; stars within r_t: N~69"
"Teutsch_126","Tidal & Core radii: r_t=19+/-11.2 [pc], r_c=0.45+/-0.04 [pc]; stars within r_t: N~144"
"Teutsch_127","Tidal & Core radii: r_t=40+/-39.3 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~160"
"Teutsch_143a","Tidal & Core radii: r_t=66+/-64.9 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~225"
"Teutsch_144","Tidal & Core radii: r_t=136+/-69.2 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~119"
"Teutsch_145","Tidal & Core radii: r_t=187+/-32.0 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~683"
"Teutsch_156","Tidal & Core radii: r_t=69+/-57.2 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~189"
"Teutsch_2","Tidal & Core radii: r_t=134+/-77.2 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~70"
"Teutsch_22","Tidal & Core radii: r_t=38+/-37.4 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~114"
"Teutsch_23","Tidal & Core radii: r_t=119+/-85.6 [pc], r_c=0.41+/-0.0 [pc]; stars within r_t: N~120"
"Teutsch_28","Tidal & Core radii: r_t=189+/-29.7 [pc], r_c=0.62+/-0.0 [pc]; stars within r_t: N~419"
"Teutsch_30","Tidal & Core radii: r_t=191+/-37.7 [pc], r_c=0.26+/-0.0 [pc]; stars within r_t: N~98"
"Teutsch_35","Tidal & Core radii: r_t=134+/-64.6 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~206"
"Teutsch_38","Tidal & Core radii: r_t=142+/-60.9 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~140"
"Teutsch_44","Tidal & Core radii: r_t=130+/-79.3 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~70"
"Teutsch_51","Tidal & Core radii: r_t=73+/-75.8 [pc], r_c=0.21+/-0.0 [pc]; stars within r_t: N~55"
"Teutsch_61","Tidal & Core radii: r_t=85+/-77.4 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~92"
"Teutsch_66","Tidal & Core radii: r_t=156+/-68.8 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~118"
"Teutsch_74","Tidal & Core radii: r_t=84+/-75.2 [pc], r_c=0.3+/-0.0 [pc]; stars within r_t: N~85"
"Teutsch_8","Tidal & Core radii: r_t=17+/-0.6 [pc], r_c=0.51+/-0.03 [pc]; stars within r_t: N~181"
"Teutsch_80","Tidal & Core radii: r_t=35+/-32.0 [pc], r_c=0.37+/-0.01 [pc]; stars within r_t: N~297"
"Teutsch_84","Tidal & Core radii: r_t=17+/-16.5 [pc], r_c=0.6+/-0.02 [pc]; stars within r_t: N~150"
"Toepler_1","Tidal & Core radii: r_t=23+/-19.9 [pc], r_c=0.22+/-0.0 [pc]; stars within r_t: N~107"
"Tombaugh_1","Tidal & Core radii: r_t=26+/-6.2 [pc], r_c=0.81+/-0.0 [pc]; stars within r_t: N~324"
"Tombaugh_2","Tidal & Core radii: r_t=103+/-68.6 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~141"
"Tombaugh_4","Tidal & Core radii: r_t=37+/-37.7 [pc], r_c=0.46+/-0.02 [pc]; stars within r_t: N~164"
"Tombaugh_5","Tidal & Core radii: r_t=22+/-3.0 [pc], r_c=0.87+/-0.01 [pc]; stars within r_t: N~467"
"Trumpler_1","Tidal & Core radii: r_t=199+/-5.8 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~254"
"Trumpler_10","Tidal & Core radii: r_t=117+/-44.8 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~739"
"Trumpler_11","Tidal & Core radii: r_t=53+/-56.0 [pc], r_c=0.77+/-0.0 [pc]; stars within r_t: N~120"
"Trumpler_12","Tidal & Core radii: r_t=14+/-4.5 [pc], r_c=0.76+/-0.05 [pc]; stars within r_t: N~209"
"Trumpler_13","Tidal & Core radii: r_t=19+/-4.2 [pc], r_c=0.44+/-0.01 [pc]; stars within r_t: N~232"
"Trumpler_14","Tidal & Core radii: r_t=73+/-27.1 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~885"
"Trumpler_15","Tidal & Core radii: r_t=21+/-2.0 [pc], r_c=0.5+/-0.02 [pc]; stars within r_t: N~621"
"Trumpler_16","Tidal & Core radii: r_t=47+/-10.5 [pc], r_c=0.52+/-0.0 [pc]; stars within r_t: N~632"
"Trumpler_17","Tidal & Core radii: r_t=17+/-2.5 [pc], r_c=0.88+/-0.05 [pc]; stars within r_t: N~288"
"Trumpler_18","Tidal & Core radii: r_t=23+/-6.9 [pc], r_c=0.61+/-0.01 [pc]; stars within r_t: N~214"
"Trumpler_19","Tidal & Core radii: r_t=19+/-3.8 [pc], r_c=0.92+/-0.01 [pc]; stars within r_t: N~522"
"Trumpler_2","Tidal & Core radii: r_t=97+/-60.2 [pc], r_c=0.53+/-0.0 [pc]; stars within r_t: N~273"
"Trumpler_20","Tidal & Core radii: r_t=22+/-3.2 [pc], r_c=1.0+/-0.02 [pc]; stars within r_t: N~944"
"Trumpler_21","Tidal & Core radii: r_t=15+/-6.2 [pc], r_c=0.62+/-0.05 [pc]; stars within r_t: N~170"
"Trumpler_22","Tidal & Core radii: r_t=26+/-6.2 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~344"
"Trumpler_23","Tidal & Core radii: r_t=26+/-3.4 [pc], r_c=0.76+/-0.0 [pc]; stars within r_t: N~519"
"Trumpler_25","Tidal & Core radii: r_t=25+/-4.0 [pc], r_c=0.77+/-0.0 [pc]; stars within r_t: N~742"
"Trumpler_26","Tidal & Core radii: r_t=19+/-5.8 [pc], r_c=0.62+/-0.02 [pc]; stars within r_t: N~162"
"Trumpler_28","Tidal & Core radii: r_t=36+/-42.7 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~163"
"Trumpler_29","Tidal & Core radii: r_t=23+/-3.4 [pc], r_c=0.96+/-0.01 [pc]; stars within r_t: N~280"
"Trumpler_3","Tidal & Core radii: r_t=59+/-34.1 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~325"
"Trumpler_30","Tidal & Core radii: r_t=16+/-3.2 [pc], r_c=0.54+/-0.02 [pc]; stars within r_t: N~207"
"Trumpler_32","Tidal & Core radii: r_t=16+/-2.5 [pc], r_c=0.72+/-0.01 [pc]; stars within r_t: N~338"
"Trumpler_33","Tidal & Core radii: r_t=82+/-59.2 [pc], r_c=0.62+/-0.0 [pc]; stars within r_t: N~180"
"Trumpler_35","Tidal & Core radii: r_t=52+/-45.9 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~182"
"Trumpler_5","Tidal & Core radii: r_t=34+/-4.9 [pc], r_c=0.93+/-0.0 [pc]; stars within r_t: N~1153"
"Trumpler_7","Tidal & Core radii: r_t=38+/-20.8 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~193"
"Trumpler_9","Tidal & Core radii: r_t=16+/-16.7 [pc], r_c=0.52+/-0.06 [pc]; stars within r_t: N~174"
"Turner_3","Tidal & Core radii: r_t=16+/-6.5 [pc], r_c=0.46+/-0.04 [pc]; stars within r_t: N~190"
"Turner_9","Tidal & Core radii: r_t=104+/-65.0 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~114"
"UBC_100","Tidal & Core radii: r_t=19+/-14.7 [pc], r_c=0.71+/-0.08 [pc]; stars within r_t: N~165"
"UBC_101","Tidal & Core radii: r_t=23+/-29.3 [pc], r_c=0.72+/-0.03 [pc]; stars within r_t: N~109"
"UBC_102","Tidal & Core radii: r_t=169+/-53.9 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~111"
"UBC_103","Tidal & Core radii: r_t=181+/-42.4 [pc], r_c=0.66+/-0.0 [pc]; stars within r_t: N~346"
"UBC_104","Tidal & Core radii: r_t=21+/-21.5 [pc], r_c=0.29+/-0.01 [pc]; stars within r_t: N~106"
"UBC_105","Tidal & Core radii: r_t=25+/-10.8 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~176"
"UBC_106","Tidal & Core radii: r_t=50+/-15.4 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~576"
"UBC_107","Tidal & Core radii: r_t=27+/-25.8 [pc], r_c=0.75+/-0.03 [pc]; stars within r_t: N~178"
"UBC_108","Tidal & Core radii: r_t=13+/-5.3 [pc], r_c=0.42+/-0.07 [pc]; stars within r_t: N~100"
"UBC_10a","Tidal & Core radii: r_t=63+/-62.0 [pc], r_c=0.43+/-0.0 [pc]; stars within r_t: N~177"
"UBC_10b","Tidal & Core radii: r_t=42+/-30.8 [pc], r_c=0.53+/-0.01 [pc]; stars within r_t: N~136"
"UBC_11","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.23+/-0.0 [pc]; stars within r_t: N~85"
"UBC_113","Tidal & Core radii: r_t=13+/-6.0 [pc], r_c=0.47+/-0.02 [pc]; stars within r_t: N~126"
"UBC_114","Tidal & Core radii: r_t=21+/-27.5 [pc], r_c=0.38+/-0.05 [pc]; stars within r_t: N~98"
"UBC_118","Tidal & Core radii: r_t=15+/-6.8 [pc], r_c=0.48+/-0.09 [pc]; stars within r_t: N~135"
"UBC_119","Tidal & Core radii: r_t=32+/-36.4 [pc], r_c=0.49+/-0.05 [pc]; stars within r_t: N~126"
"UBC_120","Tidal & Core radii: r_t=72+/-68.8 [pc], r_c=0.3+/-0.0 [pc]; stars within r_t: N~62"
"UBC_121","Tidal & Core radii: r_t=85+/-55.5 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~150"
"UBC_122","Tidal & Core radii: r_t=17+/-6.4 [pc], r_c=0.61+/-0.02 [pc]; stars within r_t: N~116"
"UBC_123","Tidal & Core radii: r_t=11+/-3.2 [pc], r_c=0.42+/-0.14 [pc]; stars within r_t: N~99"
"UBC_124","Tidal & Core radii: r_t=30+/-27.9 [pc], r_c=0.49+/-0.01 [pc]; stars within r_t: N~153"
"UBC_125","Tidal & Core radii: r_t=139+/-70.3 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~93"
