"process","fname","N_clust","N_clust_max","Nbox","frame_limit"
"no",ubc1031,"nan",130,"nan","nan"
"no",ubc1032,"nan",38,"nan","nan"
"no",ubc1033,"nan",41,"nan","nan"
"no",ubc1034,"nan",123,"nan","nan"
"no",ubc1035,"nan",179,"nan","nan"
"no",ubc1036,"nan",163,"nan","nan"
"no",ubc1037,"nan",92,"nan","nan"
"no",ubc1038,"nan",74,"nan","nan"
"no",ubc1039,"nan",92,"nan","nan"
"no",ubc104,"nan",132,"nan","nan"
"no",ubc1040,75,"nan","nan","nan"
"no",ubc1041,"nan",56,"nan","nan"
"no",ubc1042,"nan",109,"nan","nan"
"no",ubc1043,"nan",59,"nan","nan"
"no",ubc1044,"nan",93,"nan","nan"
"no",ubc1045,"nan",67,"nan","nan"
"no",ubc1046,"nan",65,"nan","nan"
"no",ubc1047,"nan",38,"nan","nan"
"no",ubc1048,"nan",53,"nan","nan"
"no",ubc1049,"nan",174,"nan","nan"
"no",ubc105,"nan",123,"nan","nan"
"no",ubc1050,"nan",34,"nan","nan"
"no",ubc1051,100,"nan","nan","nan"
"no",ubc1052,"nan",59,"nan","nan"
"no",ubc1053,"nan",110,"nan","nan"
"no",ubc1054,"nan",43,"nan","nan"
"no",ubc1055,"nan",76,"nan","nan"
"no",ubc1056,"nan",53,"nan","nan"
"no",ubc1057,"nan",174,"nan","nan"
"no",ubc1058,"nan",94,"nan","nan"
"no",ubc1059,"nan",44,"nan","nan"
"no",ubc106,"nan",664,"nan","nan"
"no",ubc1060,"nan",81,"nan","nan"
"no",ubc1061,"nan",91,"nan","nan"
"no",ubc1062,"nan",96,"nan","nan"
"no",ubc1063,"nan",76,"nan","nan"
"no",ubc1064,"nan",138,"nan","nan"
"no",ubc1065,"nan",27,"nan","nan"
"no",ubc1066,"nan",78,"nan","nan"
"no",ubc1067,"nan",96,"nan","nan"
"no",ubc1068,"nan",34,"nan","nan"
"no",ubc1069,"nan",68,"nan","nan"
"no",ubc107,"nan",174,"nan","nan"
"no",ubc1070,"nan",46,"nan","nan"
"no",ubc1071,"nan",28,"nan","nan"
"no",ubc1072,"nan",145,"nan","nan"
"no",ubc1073,"nan",164,"nan","nan"
"no",ubc1074,"nan",35,"nan","nan"
"no",ubc1075,"nan",74,"nan","nan"
"no",ubc1076,"nan",41,"nan","nan"
"no",ubc1077,"nan",92,"nan","nan"
"no",ubc1078,"nan",78,"nan","nan"
"no",ubc1079,"nan",44,"nan","nan"
"no",ubc108,"nan",127,"nan","nan"
"no",ubc1080,"nan",176,"nan","nan"
"no",ubc1081,"nan",83,"nan","nan"
"no",ubc1082,"nan",59,"nan","nan"
"no",ubc1083,"nan",28,"nan","nan"
"no",ubc1084,"nan",124,"nan","nan"
"no",ubc1085,"nan",85,"nan","nan"
"no",ubc1086,"nan",33,"nan","nan"
"no",ubc1087,"nan",59,"nan","nan"
"no",ubc1088,"nan",52,"nan","nan"
"no",ubc1089,"nan",56,"nan","nan"
"no",ubc1090,"nan",60,"nan","nan"
"no",ubc1091,"nan",97,"nan","nan"
"no",ubc1092,"nan",74,"nan","nan"
"no",ubc1093,"nan",73,"nan","nan"
"no",ubc1094,"nan",126,"nan","nan"
"no",ubc1095,"nan",68,"nan","nan"
"no",ubc1096,"nan",41,"nan","nan"
"no",ubc1097,"nan",97,"nan","nan"
"no",ubc1098,"nan",30,"nan","nan"
"no",ubc1099,75,"nan","nan","nan"
"no",ubc10a,"nan",27,"nan","nan"
"no",ubc10b,"nan",112,"nan","nan"
"no",ubc11,"nan",155,"nan","nan"
"no",ubc110,"nan",133,"nan","nan"
"no",ubc1100,"nan",72,"nan","nan"
"no",ubc1101,"nan",92,"nan","nan"
"no",ubc1102,"nan",82,"nan","nan"
"no",ubc1103,"nan",107,"nan","nan"
"no",ubc1104,"nan",75,"nan","nan"
"no",ubc1105,"nan",91,"nan","nan"
"no",ubc1106,"nan",56,"nan","nan"
"no",ubc1107,"nan",49,"nan","nan"
"no",ubc1108,"nan",129,"nan","nan"
"no",ubc1109,"nan",51,"nan","nan"
"no",ubc1110,"nan",60,"nan","nan"
"no",ubc1111,"nan",44,"nan","nan"
"no",ubc1112,"nan",73,"nan","nan"
"no",ubc1113,"nan",52,"nan","nan"
"no",ubc1114,"nan",38,"nan","nan"
"no",ubc1115,"nan",59,"nan","nan"
"no",ubc1116,"nan",64,"nan","nan"
"no",ubc1117,"nan",44,"nan","nan"
"no",ubc1118,"nan",305,"nan","nan"
"no",ubc1119,"nan",41,"nan","nan"
"no",ubc1120,"nan",33,"nan","nan"
"no",ubc1121,"nan",42,"nan","nan"
"no",ubc1122,"nan",37,"nan","nan"
"no",ubc1123,"nan",41,"nan","nan"
"no",ubc1124,"nan",52,"nan","nan"
"no",ubc1125,"nan",54,"nan","nan"
"no",ubc1126,"nan",57,"nan","nan"
"no",ubc1127,"nan",46,"nan","nan"
"no",ubc1128,"nan",42,"nan","nan"
"no",ubc1129,"nan",38,"nan","nan"
"no",ubc113,"nan",221,"nan","nan"
"no",ubc1130,"nan",89,"nan","nan"
"no",ubc1131,"nan",155,"nan","nan"
"no",ubc1132,"nan",43,"nan","nan"
"no",ubc1133,"nan",94,"nan","nan"
"no",ubc1134,"nan",65,"nan","nan"
"no",ubc1135,"nan",126,"nan","nan"
"no",ubc1136,"nan",70,"nan","nan"
"no",ubc1137,"nan",38,"nan","nan"
"no",ubc1138,"nan",53,"nan","nan"
"no",ubc1139,"nan",54,"nan","nan"
"no",ubc114,"nan",109,"nan","nan"
"no",ubc1140,"nan",75,"nan","nan"
"no",ubc1141,"nan",67,"nan","nan"
"no",ubc1142,"nan",61,"nan","nan"
"no",ubc1143,"nan",123,"nan","nan"
"no",ubc1144,"nan",80,"nan","nan"
"no",ubc1145,"nan",60,"nan","nan"
"no",ubc1146,"nan",87,"nan","nan"
"no",ubc1147,"nan",81,"nan","nan"
"no",ubc1148,"nan",40,"nan","nan"
"no",ubc1149,"nan",66,"nan","nan"
"no",ubc1150,"nan",55,"nan","nan"
"no",ubc1151,"nan",58,"nan","nan"
"no",ubc1152,"nan",48,"nan","nan"
"no",ubc1153,"nan",50,"nan","nan"
"no",ubc1154,"nan",60,"nan","nan"
"no",ubc1155,"nan",25,"nan","nan"
"no",ubc1156,"nan",27,"nan","nan"
"no",ubc1157,"nan",58,"nan","nan"
"no",ubc1158,"nan",35,"nan","nan"
"no",ubc1159,"nan",88,"nan","nan"
"no",ubc1160,"nan",112,"nan","nan"
"no",ubc1161,"nan",59,"nan","nan"
"no",ubc1162,"nan",49,"nan","nan"
"no",ubc1163,"nan",207,"nan","nan"
"no",ubc1164,"nan",25,"nan","nan"
"no",ubc1165,"nan",99,"nan","nan"
"no",ubc1166,"nan",38,"nan","nan"
"no",ubc1167,"nan",36,"nan","nan"
"no",ubc1168,"nan",51,"nan","nan"
"no",ubc1169,"nan",72,"nan","nan"
"no",ubc1170,"nan",25,"nan","nan"
"no",ubc1171,"nan",48,"nan","nan"
"no",ubc1172,"nan",105,"nan","nan"
"no",ubc1173,"nan",45,"nan","nan"
"no",ubc1174,"nan",26,"nan","nan"
"no",ubc1175,"nan",76,"nan","nan"
"no",ubc1176,"nan",41,"nan","nan"
"no",ubc1177,"nan",47,"nan","nan"
"no",ubc1178,"nan",48,"nan","nan"
"no",ubc1179,"nan",25,"nan","nan"
"no",ubc118,"nan",156,"nan","nan"
"no",ubc1180,"nan",52,"nan","nan"
"no",ubc1181,"nan",43,"nan","nan"
"no",ubc1182,"nan",114,"nan","nan"
"no",ubc1183,"nan",45,"nan","nan"
"no",ubc1184,"nan",113,"nan","nan"
"no",ubc1185,"nan",106,"nan","nan"
"no",ubc1186,"nan",51,"nan","nan"
"no",ubc1187,"nan",28,"nan","nan"
"no",ubc1188,"nan",25,"nan","nan"
"no",ubc1189,"nan",40,"nan","nan"
"no",ubc119,"nan",113,"nan","nan"
"no",ubc1190,"nan",52,"nan","nan"
"no",ubc1191,"nan",75,"nan","nan"
"no",ubc1192,"nan",54,"nan","nan"
"no",ubc1193,"nan",41,"nan","nan"
"no",ubc1194,50,"nan","nan","nan"
"no",ubc1195,"nan",123,"nan","nan"
"no",ubc1196,"nan",57,"nan","nan"
"no",ubc1197,"nan",27,"nan","nan"
"no",ubc1198,"nan",49,"nan","nan"
"no",ubc1199,"nan",66,"nan","nan"
"no",ubc120,"nan",95,"nan","nan"
"no",ubc1200,"nan",70,"nan","nan"
"no",ubc1201,"nan",72,"nan","nan"
"no",ubc1202,"nan",81,"nan","nan"
"no",ubc1203,"nan",40,"nan","nan"
"no",ubc1204,"nan",62,"nan","nan"
"no",ubc1205,"nan",82,"nan","nan"
"no",ubc1206,"nan",25,"nan","nan"
"no",ubc1207,50,"nan","nan","nan"
"no",ubc1208,125,"nan","nan","nan"
"no",ubc1209,"nan",304,"nan","nan"
"no",ubc121,"nan",161,"nan","nan"
"no",ubc1210,"nan",59,"nan","nan"
"no",ubc1211,"nan",90,"nan","nan"
"no",ubc1212,"nan",62,"nan","nan"
"no",ubc1213,"nan",32,"nan","nan"
"no",ubc1214,"nan",33,"nan","nan"
"no",ubc1215,"nan",53,"nan","nan"
"no",ubc1216,"nan",73,"nan","nan"
"no",ubc1217,"nan",28,"nan","nan"
"no",ubc1218,"nan",97,"nan","nan"
"no",ubc1219,"nan",52,"nan","nan"
"no",ubc122,"nan",196,"nan","nan"
"no",ubc1220,"nan",46,"nan","nan"
"no",ubc1221,"nan",48,"nan","nan"
"no",ubc1222,"nan",87,"nan","nan"
"no",ubc1223,"nan",43,"nan","nan"
"no",ubc1224,"nan",64,"nan","nan"
"no",ubc1225,"nan",64,"nan","nan"
"no",ubc1226,"nan",74,"nan","nan"
"no",ubc1227,"nan",32,"nan","nan"
"no",ubc1228,"nan",43,"nan","nan"
"no",ubc1229,"nan",77,"nan","nan"
"no",ubc123,"nan",133,"nan","nan"
"no",ubc1230,"nan",37,"nan","nan"
"no",ubc1231,"nan",46,"nan","nan"
"no",ubc1232,50,"nan","nan","nan"
"no",ubc1233,"nan",60,"nan","nan"
"no",ubc1234,"nan",39,"nan","nan"
"no",ubc1235,100,"nan","nan","nan"
"no",ubc1236,"nan",179,"nan","nan"
"no",ubc1237,"nan",40,"nan","nan"
"no",ubc1238,"nan",38,"nan","nan"
"no",ubc1239,"nan",35,"nan","nan"
"no",ubc124,"nan",141,"nan","nan"
"no",ubc1240,"nan",75,"nan","nan"
"no",ubc1241,"nan",61,"nan","nan"
"no",ubc1242,"nan",93,"nan","nan"
"no",ubc1243,"nan",42,"nan","nan"
"no",ubc1244,"nan",169,"nan","nan"
"no",ubc1245,"nan",48,"nan","nan"
"no",ubc1246,"nan",105,"nan","nan"
"no",ubc1247,"nan",55,"nan","nan"
"no",ubc1248,"nan",91,"nan","nan"
"no",ubc1249,"nan",156,"nan","nan"
"no",ubc125,"nan",96,"nan","nan"
"no",ubc1250,"nan",80,"nan","nan"
"no",ubc1251,"nan",39,"nan","nan"
"no",ubc1252,"nan",49,"nan","nan"
"no",ubc1253,"nan",58,"nan","nan"
"no",ubc1254,"nan",112,"nan","nan"
"no",ubc1255,"nan",86,"nan","nan"
"no",ubc1256,"nan",91,"nan","nan"
"no",ubc1257,"nan",27,"nan","nan"
"no",ubc1258,"nan",60,"nan","nan"
"no",ubc1259,"nan",73,"nan","nan"
"no",ubc126,"nan",65,"nan","nan"
"no",ubc1260,"nan",28,"nan","nan"
"no",ubc1261,"nan",51,"nan","nan"
"no",ubc1262,"nan",98,"nan","nan"
"no",ubc1263,"nan",89,"nan","nan"
"no",ubc1264,"nan",271,"nan","nan"
"no",ubc1265,"nan",76,"nan","nan"
"no",ubc1266,"nan",25,"nan","nan"
"no",ubc1267,"nan",34,"nan","nan"
"no",ubc1268,"nan",35,"nan","nan"
"no",ubc1269,"nan",36,"nan","nan"
"no",ubc1270,"nan",39,"nan","nan"
"no",ubc1271,"nan",54,"nan","nan"
"no",ubc1272,"nan",56,"nan","nan"
"no",ubc1273,"nan",32,"nan","nan"
"no",ubc1274,"nan",78,"nan","nan"
"no",ubc1275,"nan",25,"nan","nan"
"no",ubc1276,"nan",34,"nan","nan"
"no",ubc1277,"nan",33,"nan","nan"
"no",ubc1278,"nan",64,"nan","nan"
"no",ubc1279,"nan",55,"nan","nan"
"no",ubc1280,"nan",127,"nan","nan"
"no",ubc1281,"nan",62,"nan","nan"
"no",ubc1282,"nan",25,"nan","nan"
"no",ubc1283,"nan",49,"nan","nan"
"no",ubc1284,"nan",38,"nan","nan"
"no",ubc1285,"nan",59,"nan","nan"
"no",ubc1286,"nan",54,"nan","nan"
"no",ubc1287,"nan",49,"nan","nan"
"no",ubc1288,"nan",25,"nan","nan"
"no",ubc1289,"nan",104,"nan","nan"
"no",ubc129,"nan",348,"nan","nan"
"no",ubc1290,"nan",81,"nan","nan"
"no",ubc1291,"nan",36,"nan","nan"
"no",ubc1292,"nan",91,"nan","nan"
"no",ubc1293,"nan",33,"nan","nan"
"no",ubc1294,"nan",44,"nan","nan"
"no",ubc1295,"nan",76,"nan","nan"
"no",ubc1296,"nan",109,"nan","nan"
"no",ubc1297,"nan",111,"nan","nan"
"no",ubc1298,"nan",45,"nan","nan"
"no",ubc1299,"nan",56,"nan","nan"
"no",ubc130,"nan",142,"nan","nan"
"no",ubc1300,"nan",25,"nan","nan"
"no",ubc1301,"nan",76,"nan","nan"
"no",ubc1302,"nan",30,"nan","nan"
"no",ubc1303,"nan",82,"nan","nan"
"no",ubc1304,"nan",69,"nan","nan"
"no",ubc1305,"nan",38,"nan","nan"
"no",ubc1306,"nan",112,"nan","nan"
"no",ubc1307,"nan",91,"nan","nan"
"no",ubc1308,"nan",28,"nan","nan"
"no",ubc1309,"nan",174,"nan","nan"
"no",ubc131,150,"nan","nan","nan"
"no",ubc1310,"nan",30,"nan","nan"
"no",ubc1311,"nan",44,"nan","nan"
"no",ubc1312,"nan",63,"nan","nan"
"no",ubc1313,"nan",81,"nan","nan"
"no",ubc1314,"nan",105,"nan","nan"
"no",ubc1315,"nan",58,"nan","nan"
"no",ubc1316,"nan",74,"nan","nan"
"no",ubc1317,"nan",57,"nan","nan"
"no",ubc1318,"nan",57,"nan","nan"
"no",ubc1319,"nan",124,"nan","nan"
"no",ubc132,"nan",245,"nan","nan"
"no",ubc1320,"nan",29,"nan","nan"
"no",ubc1321,"nan",35,"nan","nan"
"no",ubc1322,"nan",84,"nan","nan"
"no",ubc1323,"nan",71,"nan","nan"
"no",ubc1324,"nan",35,"nan","nan"
"no",ubc1325,"nan",35,"nan","nan"
"no",ubc1326,"nan",39,"nan","nan"
"no",ubc1327,50,"nan","nan","nan"
"no",ubc1328,"nan",40,"nan","nan"
"no",ubc1329,"nan",49,"nan","nan"
"no",ubc133,"nan",166,"nan","nan"
"no",ubc1330,"nan",91,"nan","nan"
"no",ubc1331,"nan",78,"nan","nan"
"no",ubc1332,"nan",69,"nan","nan"
"no",ubc1333,"nan",50,"nan","nan"
"no",ubc1334,"nan",59,"nan","nan"
"no",ubc1335,"nan",78,"nan","nan"
"no",ubc1336,"nan",76,"nan","nan"
"no",ubc1337,"nan",65,"nan","nan"
"no",ubc1338,"nan",108,"nan","nan"
"no",ubc1339,"nan",163,"nan","nan"
"no",ubc134,"nan",118,"nan","nan"
"no",ubc1340,"nan",45,"nan","nan"
"no",ubc1341,"nan",52,"nan","nan"
"no",ubc1342,"nan",50,"nan","nan"
"no",ubc1343,"nan",40,"nan","nan"
"no",ubc1344,"nan",57,"nan","nan"
"no",ubc1345,"nan",68,"nan","nan"
"no",ubc1346,"nan",44,"nan","nan"
"no",ubc1347,"nan",80,"nan","nan"
"no",ubc1348,"nan",25,"nan","nan"
"no",ubc1349,"nan",35,"nan","nan"
"no",ubc135,"nan",163,"nan","nan"
"no",ubc1350,"nan",39,"nan","nan"
"no",ubc1351,"nan",56,"nan","nan"
"no",ubc1352,"nan",70,"nan","nan"
"no",ubc1353,"nan",88,"nan","nan"
"no",ubc1354,"nan",67,"nan","nan"
"no",ubc1355,"nan",45,"nan","nan"
"no",ubc1356,"nan",80,"nan","nan"
"no",ubc1357,"nan",65,"nan","nan"
"no",ubc1358,"nan",86,"nan","nan"
"no",ubc1359,"nan",30,"nan","nan"
"no",ubc136,"nan",241,"nan","nan"
"no",ubc1360,"nan",35,"nan","nan"
"no",ubc1361,"nan",116,"nan","nan"
"no",ubc1362,"nan",36,"nan","nan"
"no",ubc1363,"nan",49,"nan","nan"
"no",ubc1364,"nan",87,"nan","nan"
"no",ubc1365,"nan",69,"nan","nan"
"no",ubc1366,"nan",64,"nan","nan"
"no",ubc1367,"nan",80,"nan","nan"
"no",ubc1368,"nan",69,"nan","nan"
"no",ubc1369,"nan",50,"nan","nan"
"no",ubc137,"nan",60,"nan","nan"
"no",ubc1370,100,"nan","nan","nan"
"no",ubc1371,"nan",149,"nan","nan"
"no",ubc1372,"nan",59,"nan","nan"
"no",ubc1373,"nan",51,"nan","nan"
"no",ubc1374,"nan",69,"nan","nan"
"no",ubc1375,"nan",96,"nan","nan"
"no",ubc1376,"nan",33,"nan","nan"
"no",ubc1377,"nan",33,"nan","nan"
"no",ubc1378,"nan",90,"nan","nan"
"no",ubc1379,"nan",52,"nan","nan"
"no",ubc1380,100,"nan","nan","nan"
"no",ubc1381,"nan",33,"nan","nan"
"no",ubc1382,"nan",52,"nan","nan"
"no",ubc1383,"nan",59,"nan","nan"
"no",ubc1384,"nan",38,"nan","nan"
"no",ubc1385,"nan",142,"nan","nan"
"no",ubc1386,"nan",194,"nan","nan"
"no",ubc1387,"nan",56,"nan","nan"
"no",ubc1388,"nan",45,"nan","nan"
"no",ubc1389,"nan",68,"nan","nan"
"no",ubc139,"nan",99,"nan","nan"
"no",ubc1390,"nan",38,"nan","nan"
"no",ubc1391,"nan",80,"nan","nan"
"no",ubc1392,"nan",81,"nan","nan"
"no",ubc1393,"nan",61,"nan","nan"
"no",ubc1394,"nan",42,"nan","nan"
"no",ubc1395,150,"nan","nan","nan"
"no",ubc1396,"nan",32,"nan","nan"
"no",ubc1397,"nan",40,"nan","nan"
"no",ubc1398,"nan",38,"nan","nan"
"no",ubc1399,"nan",44,"nan","nan"
"no",ubc14,"nan",80,"nan","nan"
"no",ubc1400,"nan",36,"nan","nan"
"no",ubc1401,"nan",49,"nan","nan"
"no",ubc1402,"nan",59,"nan","nan"
"no",ubc1403,50,"nan","nan","nan"
"no",ubc1404,"nan",35,"nan","nan"
"no",ubc1405,"nan",97,"nan","nan"
"no",ubc1406,"nan",41,"nan","nan"
"no",ubc1407,"nan",110,"nan","nan"
"no",ubc1408,"nan",35,"nan","nan"
"no",ubc1409,"nan",40,"nan","nan"
"no",ubc141,"nan",77,"nan","nan"
"no",ubc1410,"nan",32,"nan","nan"
"no",ubc1411,"nan",110,"nan","nan"
"no",ubc1412,"nan",41,"nan","nan"
"no",ubc1413,"nan",36,"nan","nan"
"no",ubc1414,"nan",108,"nan","nan"
"no",ubc1415,"nan",30,"nan","nan"
"no",ubc1416,"nan",63,"nan","nan"
"no",ubc1417,"nan",47,"nan","nan"
"no",ubc1418,"nan",25,"nan","nan"
"no",ubc1419,"nan",38,"nan","nan"
"no",ubc1420,"nan",57,"nan","nan"
"no",ubc1421,"nan",30,"nan","nan"
"no",ubc1422,"nan",30,"nan","nan"
"no",ubc1423,"nan",57,"nan","nan"
"no",ubc1424,"nan",44,"nan","nan"
"no",ubc1425,"nan",114,"nan","nan"
"no",ubc1426,"nan",46,"nan","nan"
"no",ubc1427,"nan",63,"nan","nan"
"no",ubc1428,"nan",37,"nan","nan"
"no",ubc1429,"nan",58,"nan","nan"
"no",ubc143,100,"nan","nan","nan"
"no",ubc1430,"nan",38,"nan","nan"
"no",ubc1431,"nan",46,"nan","nan"
"no",ubc1432,"nan",153,"nan","nan"
"no",ubc1433,"nan",46,"nan","nan"
"no",ubc1434,"nan",41,"nan","nan"
"no",ubc1435,"nan",55,"nan","nan"
"no",ubc1436,"nan",118,"nan","nan"
"no",ubc1437,"nan",40,"nan","nan"
"no",ubc1438,"nan",142,"nan","nan"
"no",ubc1439,"nan",68,"nan","nan"
"no",ubc1440,"nan",113,"nan","nan"
"no",ubc1441,"nan",102,"nan","nan"
"no",ubc1442,"nan",59,"nan","nan"
"no",ubc1443,"nan",70,"nan","nan"
"no",ubc1444,200,"nan","nan","nan"
"no",ubc1445,"nan",48,"nan","nan"
"no",ubc1446,"nan",30,"nan","nan"
"no",ubc1447,"nan",37,"nan","nan"
"no",ubc1448,"nan",48,"nan","nan"
"no",ubc1449,"nan",73,"nan","nan"
"no",ubc1450,"nan",60,"nan","nan"
"no",ubc1451,"nan",123,"nan","nan"
"no",ubc1452,"nan",36,"nan","nan"
"no",ubc1453,"nan",67,"nan","nan"
"no",ubc1454,"nan",25,"nan","nan"
"no",ubc1455,"nan",250,"nan","nan"
"no",ubc1456,"nan",99,"nan","nan"
"no",ubc1457,"nan",119,"nan","nan"
"no",ubc1458,"nan",59,"nan","nan"
"no",ubc1459,"nan",32,"nan","nan"
"no",ubc146,"nan",260,"nan","nan"
"no",ubc1460,"nan",76,"nan","nan"
"no",ubc1461,"nan",65,"nan","nan"
"no",ubc1462,"nan",29,"nan","nan"
"no",ubc1463,"nan",45,"nan","nan"
"no",ubc1464,"nan",102,"nan","nan"
"no",ubc1465,125,"nan","nan","nan"
"no",ubc1466,"nan",68,"nan","nan"
"no",ubc1467,"nan",140,"nan","nan"
"no",ubc1468,"nan",83,"nan","nan"
"no",ubc1469,"nan",32,"nan","nan"
"no",ubc147,"nan",107,"nan","nan"
"no",ubc1470,"nan",84,"nan","nan"
"no",ubc1471,"nan",44,"nan","nan"
"no",ubc1472,"nan",25,"nan","nan"
"no",ubc1473,"nan",150,"nan","nan"
"no",ubc1474,"nan",106,"nan","nan"
"no",ubc1475,"nan",34,"nan","nan"
"no",ubc1476,"nan",37,"nan","nan"
"no",ubc1477,"nan",39,"nan","nan"
"no",ubc1478,"nan",59,"nan","nan"
"no",ubc1479,"nan",30,"nan","nan"
"no",ubc148,"nan",200,"nan","nan"
"no",ubc1480,"nan",116,"nan","nan"
"no",ubc1481,"nan",53,"nan","nan"
"no",ubc1482,"nan",68,"nan","nan"
"no",ubc1483,"nan",112,"nan","nan"
"no",ubc1484,"nan",246,"nan","nan"
"no",ubc1485,"nan",26,"nan","nan"
"no",ubc1486,"nan",96,"nan","nan"
"no",ubc1487,"nan",43,"nan","nan"
"no",ubc1488,"nan",85,"nan","nan"
"no",ubc1489,"nan",35,"nan","nan"
"no",ubc149,100,"nan","nan","nan"
"no",ubc1490,"nan",82,"nan","nan"
"no",ubc1491,"nan",48,"nan","nan"
"no",ubc1492,"nan",83,"nan","nan"
"no",ubc1493,"nan",52,"nan","nan"
"no",ubc1494,"nan",33,"nan","nan"
"no",ubc1495,"nan",86,"nan","nan"
"no",ubc1496,"nan",38,"nan","nan"
"no",ubc1497,"nan",49,"nan","nan"
"no",ubc1498,"nan",132,"nan","nan"
"no",ubc1499,"nan",116,"nan","nan"
"no",ubc150,"nan",63,"nan","nan"
"no",ubc1500,"nan",61,"nan","nan"
"no",ubc1501,"nan",47,"nan","nan"
"no",ubc1502,"nan",70,"nan","nan"
"no",ubc1503,"nan",26,"nan","nan"
"no",ubc1504,"nan",38,"nan","nan"
"no",ubc1505,"nan",101,"nan","nan"
"no",ubc1506,"nan",86,"nan","nan"
"no",ubc1507,"nan",29,"nan","nan"
"no",ubc1508,"nan",36,"nan","nan"
"no",ubc1509,"nan",38,"nan","nan"
"no",ubc151,"nan",123,"nan","nan"
"no",ubc1510,"nan",48,"nan","nan"
"no",ubc1511,"nan",91,"nan","nan"
"no",ubc1512,"nan",103,"nan","nan"
"no",ubc1513,"nan",41,"nan","nan"
"no",ubc1514,"nan",168,"nan","nan"
"no",ubc1515,"nan",41,"nan","nan"
"no",ubc1516,"nan",81,"nan","nan"
"no",ubc1517,"nan",144,"nan","nan"
"no",ubc1518,"nan",44,"nan","nan"
"no",ubc1519,"nan",67,"nan","nan"
"no",ubc152,"nan",75,"nan","nan"
"no",ubc1520,"nan",78,"nan","nan"
"no",ubc1521,"nan",58,"nan","nan"
"no",ubc1522,"nan",102,"nan","nan"
"no",ubc1523,"nan",43,"nan","nan"
"no",ubc1524,"nan",125,"nan","nan"
"no",ubc1525,"nan",63,"nan","nan"
"no",ubc1526,"nan",28,"nan","nan"
"no",ubc1527,"nan",69,"nan","nan"
"no",ubc1528,"nan",98,"nan","nan"
"no",ubc1529,"nan",94,"nan","nan"
"no",ubc153,"nan",101,"nan","nan"
"no",ubc1530,"nan",28,"nan","nan"
"no",ubc1531,"nan",239,"nan","nan"
"no",ubc1532,"nan",164,"nan","nan"
"no",ubc1533,"nan",312,"nan","nan"
"no",ubc1534,"nan",112,"nan","nan"
"no",ubc1535,"nan",25,"nan","nan"
"no",ubc1536,"nan",138,"nan","nan"
"no",ubc1537,"nan",58,"nan","nan"
"no",ubc1538,"nan",236,"nan","nan"
"no",ubc1539,"nan",84,"nan","nan"
"no",ubc154,"nan",74,"nan","nan"
"no",ubc1540,"nan",230,"nan","nan"
"no",ubc1541,"nan",28,"nan","nan"
"no",ubc1542,"nan",60,"nan","nan"
"no",ubc1543,"nan",177,"nan","nan"
"no",ubc1544,"nan",88,"nan","nan"
"no",ubc1545,"nan",48,"nan","nan"
"no",ubc1546,"nan",190,"nan","nan"
"no",ubc1547,"nan",30,"nan","nan"
"no",ubc1548,"nan",128,"nan","nan"
"no",ubc1549,"nan",102,"nan","nan"
"no",ubc155,100,"nan","nan","nan"
"no",ubc1550,"nan",121,"nan","nan"
"no",ubc1551,"nan",124,"nan","nan"
"no",ubc1552,"nan",27,"nan","nan"
"no",ubc1553,"nan",48,"nan","nan"
"no",ubc1554,"nan",68,"nan","nan"
"no",ubc1555,"nan",45,"nan","nan"
"no",ubc1556,"nan",52,"nan","nan"
"no",ubc1557,"nan",70,"nan","nan"
"no",ubc1558,"nan",64,"nan","nan"
"no",ubc1559,"nan",100,"nan","nan"
"no",ubc156,"nan",94,"nan","nan"
"no",ubc1560,"nan",46,"nan","nan"
"no",ubc1561,"nan",56,"nan","nan"
"no",ubc1562,"nan",88,"nan","nan"
"no",ubc1563,"nan",114,"nan","nan"
"no",ubc1564,"nan",116,"nan","nan"
"no",ubc1565,"nan",342,"nan","nan"
"no",ubc1566,"nan",76,"nan","nan"
"no",ubc1567,"nan",70,"nan","nan"
"no",ubc1568,"nan",25,"nan","nan"
"no",ubc1569,"nan",94,"nan","nan"
"no",ubc157,150,"nan","nan","nan"
"no",ubc1570,"nan",59,"nan","nan"
"no",ubc1571,"nan",372,"nan","nan"
"no",ubc1572,"nan",25,"nan","nan"
"no",ubc1573,"nan",27,"nan","nan"
"no",ubc1574,"nan",32,"nan","nan"
"no",ubc1575,"nan",38,"nan","nan"
"no",ubc1576,"nan",25,"nan","nan"
"no",ubc1577,"nan",32,"nan","nan"
"no",ubc1578,"nan",54,"nan","nan"
"no",ubc1579,100,"nan","nan","nan"
"no",ubc158,"nan",64,"nan","nan"
"no",ubc1580,"nan",44,"nan","nan"
"no",ubc1581,"nan",25,"nan","nan"
"no",ubc1582,"nan",31,"nan","nan"
"no",ubc1583,75,"nan","nan","nan"
"no",ubc1584,"nan",74,"nan","nan"
"no",ubc1585,"nan",68,"nan","nan"
"no",ubc1586,"nan",51,"nan","nan"
"no",ubc1587,"nan",66,"nan","nan"
"no",ubc1588,"nan",42,"nan","nan"
"no",ubc1589,"nan",33,"nan","nan"
"no",ubc159,150,"nan","nan","nan"
"no",ubc1590,"nan",64,"nan","nan"
"no",ubc1591,"nan",60,"nan","nan"
"no",ubc1592,"nan",94,"nan","nan"
"no",ubc1593,50,"nan","nan","nan"
