"fnames","Names"
"ngc6318;melotte166;collinder325;vdbh218;mwsc2552;bh218;ocl1004;vdberghhagen218;eso33301","NGC 6318;Melotte 166;Collinder 325;VDBH 218;MWSC 2552;BH 218;OCL 1004;vdBergh-Hagen 218;ESO 333 01"
"ngc6322","NGC 6322"
"ngc6334","NGC 6334"
"ngc6334e;bdb2003g35142p0066","NGC 6334 E;BDB2003 G351.42+00.66"
"ngc6334i;bdb2003g35141p0064","NGC 6334 I;BDB2003 G351.41+00.64"
"ngc6334ii;bdb2003g35136p0064","NGC 6334 II;BDB2003 G351.36+00.64"
"ngc6334iii;bdb2003g35131p0066","NGC 6334 III;BDB2003 G351.31+00.66"
"ngc6334iv;bdb2003g35123p0067","NGC 6334 IV;BDB2003 G351.23+00.67"
"ngc6334v;bdb2003g35116p0070","NGC 6334 V;BDB2003 G351.16+00.70"
"ngc6357","NGC 6357"
"ngc6360","NGC 6360"
"ngc637;mwsc133","NGC 637;MWSC 133"
"ngc6374;collinder334;ocl1022;eso39305","NGC 6374;Collinder 334;OCL 1022;ESO 393 05"
"ngc6383;vdbh232;fof2107","NGC 6383;VDBH 232;FoF 2107"
"ngc6396;collinder339;vdbh239;mwsc2644;ocl1018;vdberghhagen239;eso39310","NGC 6396;Collinder 339;VDBH 239;MWSC 2644;OCL 1018;vdBergh-Hagen 239;ESO 393 10"
"ngc6400;melotte177;collinder342;vdbh241;mwsc2660;ocl1014;vdberghhagen241;eso39314;fof715","NGC 6400;Melotte 177;Collinder 342;VDBH 241;MWSC 2660;OCL 1014;vdBergh-Hagen 241;ESO 393 14;FoF 715"
"ngc6404;collinder340;vdbh240;mwsc2658;ocl1024;vdberghhagen240;eso39313","NGC 6404;Collinder 340;VDBH 240;MWSC 2658;OCL 1024;vdBergh-Hagen 240;ESO 393 13"
"ngc6405;vdbh242;mwsc2661;fof2415;ocsn239","NGC 6405;VDBH 242;MWSC 2661;FoF 2415;OCSN 239"
"ngc6415","NGC 6415"
"ngc6416;collinder344;mwsc2673;ocl1031;eso45532;fof2314","NGC 6416;Collinder 344;MWSC 2673;OCL 1031;ESO 455 32;FoF 2314"
"ngc6421","NGC 6421"
"ngc6425;vdbh246;mwsc2691;ocl1033;vdberghhagen246;eso45538;fof2315","NGC 6425;VDBH 246;MWSC 2691;OCL 1033;vdBergh-Hagen 246;ESO 455 38;FoF 2315"
"ngc6437","NGC 6437"
"ngc6444;ruprecht132;mwsc2709;ocl1023","NGC 6444;Ruprecht 132;MWSC 2709;OCL 1023"
"ngc6451;melotte181;collinder352;vdbh250;mwsc2718;ocl1035;vdberghhagen250;eso45550","NGC 6451;Melotte 181;Collinder 352;VDBH 250;MWSC 2718;OCL 1035;vdBergh-Hagen 250;ESO 455 50"
"ngc6455;mwsc2725;eso39403","NGC 6455;MWSC 2725;ESO 394 03"
"ngc6469;melotte182;collinder353;mwsc2735;ocl21;eso58918","NGC 6469;Melotte 182;Collinder 353;MWSC 2735;OCL 21;ESO 589 18"
"ngc6475;melotte183;collinder354;vdbh254;mwsc2739;m7;ocl1028;vdberghhagen254;eso39409;fof2404;ocsn240","NGC 6475;Melotte 183;Collinder 354;VDBH 254;MWSC 2739;M 7;OCL 1028;vdBergh-Hagen 254;ESO 394 09;FoF 2404;OCSN 240"
"ngc6476","NGC 6476"
"ngc6480;mwsc2746;eso45613","NGC 6480;MWSC 2746;ESO 456 13"
"ngc6481","NGC 6481"
"ngc6494;melotte184;collinder356;mwsc2757;m23;ocl30;eso58922;fof2336","NGC 6494;Melotte 184;Collinder 356;MWSC 2757;M 23;OCL 30;ESO 589 22;FoF 2336"
"ngc6506;ruprecht138;mwsc2771;ocl16;eso52106","NGC 6506;Ruprecht 138;MWSC 2771;OCL 16;ESO 521 06"
"ngc6507;mwsc2770","NGC 6507;MWSC 2770"
"ngc6514","NGC 6514"
"ngc6519;eso45641","NGC 6519;ESO 456 41"
"ngc6520;melotte187;collinder361;vdbh255;mwsc2790;ocl10;vdberghhagen255;eso45642;fof717","NGC 6520;Melotte 187;Collinder 361;VDBH 255;MWSC 2790;OCL 10;vdBergh-Hagen 255;ESO 456 42;FoF 717"
"ngc6525;mwsc2784","NGC 6525;MWSC 2784"
"ngc6529","NGC 6529"
"ngc6530;m8","NGC 6530;M8"
"ngc6531;melotte188;collinder363;mwsc2796;m21;ocl26;eso52119","NGC 6531;Melotte 188;Collinder 363;MWSC 2796;M 21;OCL 26;ESO 521 19"
"ngc654;mwsc137","NGC 654;MWSC 137"
"ngc6546;collinder365;mwsc2812;ocl24;eso52129","NGC 6546;Collinder 365;MWSC 2812;OCL 24;ESO 521 29"
"ngc6554;mwsc2821","NGC 6554;MWSC 2821"
"ngc6561;mwsc2834","NGC 6561;MWSC 2834"
"ngc6568;collinder369;mwsc2841;ocl28;eso59006;fof2226","NGC 6568;Collinder 369;MWSC 2841;OCL 28;ESO 590 06;FoF 2226"
"ngc657;mwsc135","NGC 657;MWSC 135"
"ngc6573;mwsc2845","NGC 6573;MWSC 2845"
"ngc6583;collinder370;mwsc2860;ocl27;eso59011;fsr0032;fof152","NGC 6583;Collinder 370;MWSC 2860;OCL 27;ESO 590 11;FSR 0032;FoF 152"
"ngc6588;mwsc2895","NGC 6588;MWSC 2895"
"ngc659;mwsc138","NGC 659;MWSC 138"
"ngc6595","NGC 6595"
"ngc6596;mwsc2874","NGC 6596;MWSC 2874"
"ngc6603;melotte197;collinder374;mwsc2883;ocl36;fsr0045","NGC 6603;Melotte 197;Collinder 374;MWSC 2883;OCL 36;FSR 0045"
"ngc6604;mwsc2878","NGC 6604;MWSC 2878"
"ngc6605;ocl47;mwsc2882","NGC 6605;OCL 47;MWSC 2882"
"ngc6611;m16","NGC 6611;M16"
"ngc6613;collinder376;m18;ocl40;mwsc2892","NGC 6613;Collinder 376;M 18;OCL 40;MWSC 2892"
"ngc6618;m17;bdb2003g015050069","NGC 6618;M17;BDB2003 G015.05-00.69"
"ngc6625;mwsc2903","NGC 6625;MWSC 2903"
"ngc663;mwsc139;fof2129","NGC 663;MWSC 139;FoF 2129"
"ngc6631;collinder379;mwsc2916;ocl59","NGC 6631;Collinder 379;MWSC 2916;OCL 59"
"ngc6633;melotte201;collinder380;mwsc2917;ocl90;fof2425;ocsn241","NGC 6633;Melotte 201;Collinder 380;MWSC 2917;OCL 90;FoF 2425;OCSN 241"
"ngc6639;mwsc2934;ocl57","NGC 6639;MWSC 2934;OCL 57"
"ngc6645;melotte205;collinder383;mwsc2946;ocl48;fof68","NGC 6645;Melotte 205;Collinder 383;MWSC 2946;OCL 48;FoF 68"
"ngc6647","NGC 6647"
"ngc6649;melotte206;mwsc2949;ocl66;fof293","NGC 6649;Melotte 206;MWSC 2949;OCL 66;FoF 293"
"ngc6659;mwsc2952","NGC 6659;MWSC 2952"
"ngc6664;collinder385;mwsc2962;ocl68;alessi153","NGC 6664;Collinder 385;MWSC 2962;OCL 68;Alessi 153"
"ngc6682;mwsc2968","NGC 6682;MWSC 2968"
"ngc6683;mwsc2977;ocl74","NGC 6683;MWSC 2977;OCL 74"
"ngc6694;melotte212;collinder389;mwsc2987;m26;ocl67;fsr0071;fof69","NGC 6694;Melotte 212;Collinder 389;MWSC 2987;M 26;OCL 67;FSR 0071;FoF 69"
"ngc6698;mwsc2995;eso52308","NGC 6698;MWSC 2995;ESO 523 08"
"ngc6704;collinder390;mwsc3007;ocl82","NGC 6704;Collinder 390;MWSC 3007;OCL 82"
"ngc6705;melotte213;collinder391;mwsc3008;m11;ocl76;fsr0082;fof155","NGC 6705;Melotte 213;Collinder 391;MWSC 3008;M 11;OCL 76;FSR 0082;FoF 155"
"ngc6709;melotte214;collinder392;mwsc3009;ocl100;fof2193","NGC 6709;Melotte 214;Collinder 392;MWSC 3009;OCL 100;FoF 2193"
"ngc6716;collinder393;mwsc3020;ocl46;eso59205;fof2273","NGC 6716;Collinder 393;MWSC 3020;OCL 46;ESO 592 05;FoF 2273"
"ngc6724;mwsc3029","NGC 6724;MWSC 3029"
"ngc6728;mwsc3032;fof2067","NGC 6728;MWSC 3032;FoF 2067"
"ngc6735;mwsc3034;fof2119","NGC 6735;MWSC 3034;FoF 2119"
"ngc6737;mwsc3042;eso59208","NGC 6737;MWSC 3042;ESO 592 08"
"ngc6738;collinder396;mwsc3035;ocl101","NGC 6738;Collinder 396;MWSC 3035;OCL 101"
"ngc6743;mwsc3036","NGC 6743;MWSC 3036"
"ngc6755;collinder397;mwsc3051;ocl96","NGC 6755;Collinder 397;MWSC 3051;OCL 96"
"ngc6756;collinder398;mwsc3052;ocl99;fsr0113","NGC 6756;Collinder 398;MWSC 3052;OCL 99;FSR 0113"
"ngc6773","NGC 6773"
"ngc6774;ruprecht147;mwsc3078;ocl65;fof2390;ocsn261","NGC 6774;Ruprecht 147;MWSC 3078;OCL 65;FoF 2390;OCSN 261"
"ngc6775;mwsc3079","NGC 6775;MWSC 3079"
"ngc6791;berkeley46;mwsc3088;ocl142;fsr0186;fof639","NGC 6791;Berkeley 46;MWSC 3088;OCL 142;FSR 0186;FoF 639"
"ngc6793;mwsc3098;ocl115;fof2338","NGC 6793;MWSC 3098;OCL 115;FoF 2338"
"ngc6795","NGC 6795"
"ngc6800;mwsc3124;ocl123;fof2340","NGC 6800;MWSC 3124;OCL 123;FoF 2340"
"ngc6802;collinder400;mwsc3134;ocl114;fsr0141","NGC 6802;Collinder 400;MWSC 3134;OCL 114;FSR 0141"
"ngc6811;melotte222;collinder402;fsr0228;mwsc3143;ocl185;fof2201;lisc3310","NGC 6811;Melotte 222;Collinder 402;FSR 0228;MWSC 3143;OCL 185;FoF 2201;LISC 3310"
"ngc6815","NGC 6815"
"ngc6819;melotte223;collinder403;mwsc3155;ocl155;fsr0202;fof628","NGC 6819;Melotte 223;Collinder 403;MWSC 3155;OCL 155;FSR 0202;FoF 628"
"ngc6823;mwsc3163","NGC 6823;MWSC 3163"
"ngc6827;berkeley48;mwsc3186;ocl120;fsr0152","NGC 6827;Berkeley 48;MWSC 3186;OCL 120;FSR 0152"
"ngc6828;mwsc3190","NGC 6828;MWSC 3190"
"ngc6830;melotte224;collinder406;mwsc3191;ocl125","NGC 6830;Melotte 224;Collinder 406;MWSC 3191;OCL 125"
"ngc6832","NGC 6832"
"ngc6834;mwsc3197","NGC 6834;MWSC 3197"
"ngc6837;mwsc3199;ocl1081","NGC 6837;MWSC 3199;OCL 108.1"
"ngc6839;mwsc3203","NGC 6839;MWSC 3203"
"ngc6840;mwsc3205","NGC 6840;MWSC 3205"
"ngc6843;mwsc3206","NGC 6843;MWSC 3206"
"ngc6846;mwsc3207","NGC 6846;MWSC 3207"
"ngc6847","NGC 6847"
"ngc6856","NGC 6856"
"ngc6857","NGC 6857"
"ngc6858;mwsc3233","NGC 6858;MWSC 3233"
"ngc6859","NGC 6859"
"ngc6863","NGC 6863"
"ngc6866;mwsc3239;fof2040;lisc3072","NGC 6866;MWSC 3239;FoF 2040;LISC 3072"
"ngc6871;collinder413;mwsc3253;ocl148;fof493","NGC 6871;Collinder 413;MWSC 3253;OCL 148;FoF 493"
"ngc6873;mwsc3263","NGC 6873;MWSC 3263"
"ngc6874","NGC 6874"
"ngc6882;collinder416;mwsc3278;ocl133;fsr0168;mwsc3277","NGC 6882;Collinder 416;MWSC 3278;OCL 133;FSR 0168;MWSC 3277"
"ngc6883;mwsc3275","NGC 6883;MWSC 3275"
"ngc6885;collinder417;mwsc3282;20vul;ocl132","NGC 6885;Collinder 417;MWSC 3282;20 Vul;OCL 132"
"ngc6895;mwsc3296","NGC 6895;MWSC 3296"
"ngc6904;mwsc3326","NGC 6904;MWSC 3326"
"ngc6910;mwsc3327","NGC 6910;MWSC 3327"
"ngc6913;collinder422;mwsc3329;m29;ocl168","NGC 6913;Collinder 422;MWSC 3329;M 29;OCL 168"
"ngc6938;mwsc3372","NGC 6938;MWSC 3372"
"ngc6939;melotte231;collinder423;mwsc3357;ocl217;fsr0315;fof640","NGC 6939;Melotte 231;Collinder 423;MWSC 3357;OCL 217;FSR 0315;FoF 640"
"ngc6940;melotte232;collinder424;mwsc3370;ocl141;fof2054","NGC 6940;Melotte 232;Collinder 424;MWSC 3370;OCL 141;FoF 2054"
"ngc6950;mwsc3394","NGC 6950;MWSC 3394"
"ngc6980","NGC 6980"
"ngc6989","NGC 6989"
"ngc6991;ngc6991a;fof2342","NGC 6991;NGC 6991A;FoF 2342"
"ngc6994","NGC 6994"
"ngc6996","NGC 6996"
"ngc6997;fof2227","NGC 6997;FoF 2227"
"ngc7005","NGC 7005"
"ngc7011","NGC 7011"
"ngc7023;collinder427","NGC 7023;Collinder 427"
"ngc7024;mwsc3465","NGC 7024;MWSC 3465"
"ngc7031;collinder430;fsr0294;mwsc3466;ocl210","NGC 7031;Collinder 430;FSR 0294;MWSC 3466;OCL 210"
"ngc7036","NGC 7036"
"ngc7037;mwsc3477","NGC 7037;MWSC 3477"
"ngc7039;collinder431;mwsc3474;ocl203","NGC 7039;Collinder 431;MWSC 3474;OCL 203"
"ngc7044;collinder433;mwsc3485;ocl198;fsr0268;fof71","NGC 7044;Collinder 433;MWSC 3485;OCL 198;FSR 0268;FoF 71"
"ngc7050;mwsc3487","NGC 7050;MWSC 3487"
"ngc7055;mwsc3494","NGC 7055;MWSC 3494"
"ngc7058;mwsc3501;fof2419;ocsn242","NGC 7058;MWSC 3501;FoF 2419;OCSN 242"
"ngc7062;collinder434;mwsc3505;ocl205;fsr0286;fof164","NGC 7062;Collinder 434;MWSC 3505;OCL 205;FSR 0286;FoF 164"
"ngc7063;collinder435;mwsc3507;ocl192;fof2274;lisc3389","NGC 7063;Collinder 435;MWSC 3507;OCL 192;FoF 2274;LISC 3389"
"ngc7067;collinder436;mwsc3508;ocl208","NGC 7067;Collinder 436;MWSC 3508;OCL 208"
"ngc7071","NGC 7071"
"ngc7082;mwsc3517;ocl209;fof2070","NGC 7082;MWSC 3517;OCL 209;FoF 2070"
"ngc7084;mwsc3524","NGC 7084;MWSC 3524"
"ngc7086;collinder437;mwsc3520;ocl214;fsr0309;fof343;lisc0522","NGC 7086;Collinder 437;MWSC 3520;OCL 214;FSR 0309;FoF 343;LISC 0522"
"ngc7086a","NGC 7086A"
"ngc7086b","NGC 7086B"
"ngc7092;melotte236;collinder438;mwsc3521;m39;ocl211;ocsn243","NGC 7092;Melotte 236;Collinder 438;MWSC 3521;M 39;OCL 211;OCSN 243"
"ngc7093;mwsc3528","NGC 7093;MWSC 3528"
"ngc7127;mwsc3553","NGC 7127;MWSC 3553"
"ngc7128;collinder440;mwsc3554;ocl218;fsr0327","NGC 7128;Collinder 440;MWSC 3554;OCL 218;FSR 0327"
"ngc7129;mwsc3549","NGC 7129;MWSC 3549"
"ngc7134","NGC 7134"
"ngc7142;collinder442;mwsc3557;ocl241;fsr0373;fof629","NGC 7142;Collinder 442;MWSC 3557;OCL 241;FSR 0373;FoF 629"
"ngc7160;collinder443;mwsc3572;ocl236;fof2256","NGC 7160;Collinder 443;MWSC 3572;OCL 236;FoF 2256"
"ngc7175;mwsc3577","NGC 7175;MWSC 3577"
"ngc7193","NGC 7193"
"ngc7209;melotte238;collinder444;mwsc3585;ocl215;fof2055","NGC 7209;Melotte 238;Collinder 444;MWSC 3585;OCL 215;FoF 2055"
"ngc7226;collinder446;mwsc3591;ocl226;fsr0349","NGC 7226;Collinder 446;MWSC 3591;OCL 226;FSR 0349"
"ngc7235;mwsc3595","NGC 7235;MWSC 3595"
"ngc7243;melotte240;collinder448;mwsc3602;ocl221;fof2214","NGC 7243;Melotte 240;Collinder 448;MWSC 3602;OCL 221;FoF 2214"
"ngc7245;melotte241;collinder449;mwsc3603;ocl225;fsr0348;fof166","NGC 7245;Melotte 241;Collinder 449;MWSC 3603;OCL 225;FSR 0348;FoF 166"
"ngc7261;collinder450;mwsc3617;ocl237;fsr0363","NGC 7261;Collinder 450;MWSC 3617;OCL 237;FSR 0363"
"ngc7281;mwsc3624","NGC 7281;MWSC 3624"
"ngc7295","NGC 7295"
"ngc7296;collinder451;mwsc3625;ocl228;fof679","NGC 7296;Collinder 451;MWSC 3625;OCL 228;FoF 679"
"ngc7352","NGC 7352"
"ngc7380","NGC 7380"
"ngc7394","NGC 7394"
"ngc7419;collinder453;mwsc3672;ocl250;fsr0400","NGC 7419;Collinder 453;MWSC 3672;OCL 250;FSR 0400"
"ngc7423;berkeley57;mwsc3674;ocl246;fsr0391","NGC 7423;Berkeley 57;MWSC 3674;OCL 246;FSR 0391"
"ngc7429;mwsc3676;ocl249","NGC 7429;MWSC 3676;OCL 249"
"ngc743;mwsc154;fof2228","NGC 743;MWSC 154;FoF 2228"
"ngc7438;fsr0380;mwsc3682","NGC 7438;FSR 0380;MWSC 3682"
"ngc744;collinder22;mwsc153;fsr0574;fof669","NGC 744;Collinder 22;MWSC 153;FSR 0574;FoF 669"
"ngc7510;mwsc3706","NGC 7510;MWSC 3706"
"ngc752;melotte12;collinder23;mwsc151;ocl363;fof2380;ocsn221;lisc3519;theia1214","NGC 752;Melotte 12;Collinder 23;MWSC 151;OCL 363;FoF 2380;OCSN 221;LISC 3519;Theia 1214"
"ngc7538;mwsc3707","NGC 7538;MWSC 3707"
"ngc7654;melotte243;collinder455;mwsc3725;m52;ocl260;fof526","NGC 7654;Melotte 243;Collinder 455;MWSC 3725;M 52;OCL 260;FoF 526"
"ngc7686;collinder456;mwsc3734;ocl251","NGC 7686;Collinder 456;MWSC 3734;OCL 251"
"ngc7708;mwsc3745","NGC 7708;MWSC 3745"
"ngc7762;melotte244;collinder457;mwsc3784;ocl280;fsr0468;fof2195","NGC 7762;Melotte 244;Collinder 457;MWSC 3784;OCL 280;FSR 0468;FoF 2195"
"ngc7762a","NGC 7762a"
"ngc7772","NGC 7772"
"ngc7788;collinder459;mwsc3777;ocl275;fsr0458","NGC 7788;Collinder 459;MWSC 3777;OCL 275;FSR 0458"
"ngc7789;melotte245;collinder460;mwsc3779;ocl269;fsr0450;fof49","NGC 7789;Melotte 245;Collinder 460;MWSC 3779;OCL 269;FSR 0450;FoF 49"
"ngc7790;collinder461;mwsc3781;ocl276;fsr0461;fof351","NGC 7790;Collinder 461;MWSC 3781;OCL 276;FSR 0461;FoF 351"
"ngc7795;mwsc3782","NGC 7795;MWSC 3782"
"ngc7801;mwsc2","NGC 7801;MWSC 2"
"ngc7826","NGC 7826"
"ngc7833","NGC 7833"
"ngc869;mwsc175","NGC 869;MWSC 175"
"ngc884;mwsc184","NGC 884;MWSC 184"
"ngc886;mwsc186;fof2250","NGC 886;MWSC 186;FoF 2250"
"ngc956;collinder27;mwsc208;ocl377","NGC 956;Collinder 27;MWSC 208;OCL 377"
"ngc957;collinder28;mwsc211;ocl362;fsr0603;lisc0282","NGC 957;Collinder 28;MWSC 211;OCL 362;FSR 0603;LISC 0282"
"nkd2004g49203","NKD2004 G49.2-0.3"
"norob5","Nor OB5"
"ns14;afgl5216;bip14;iras065670355;mwsc1047","NS14;AFGL5216;BIP14;IRAS 06567-0355;MWSC 1047"
"nuclearstar;bdb2003g359940004","Nuclear Star;BDB2003 G359.94-00.04"
"nuclearyoung;irs16","Nuclear Young;IRS16"
"oc0001","OC 0001"
"oc0002","OC 0002"
"oc0003","OC 0003"
"oc0004","OC 0004"
"oc0005","OC 0005"
"oc0006","OC 0006"
"oc0007","OC 0007"
"oc0008","OC 0008"
"oc0009","OC 0009"
"oc0010","OC 0010"
"oc0011","OC 0011"
"oc0012","OC 0012"
"oc0013","OC 0013"
"oc0014","OC 0014"
"oc0015","OC 0015"
"oc0016","OC 0016"
"oc0017","OC 0017"
"oc0018","OC 0018"
"oc0019","OC 0019"
"oc0020","OC 0020"
"oc0021","OC 0021"
"oc0022","OC 0022"
"oc0023","OC 0023"
"oc0024","OC 0024"
"oc0025","OC 0025"
"oc0026","OC 0026"
"oc0027","OC 0027"
"oc0028","OC 0028"
"oc0029","OC 0029"
"oc0030","OC 0030"
"oc0031","OC 0031"
"oc0032","OC 0032"
"oc0033","OC 0033"
"oc0034","OC 0034"
"oc0035","OC 0035"
"oc0036","OC 0036"
"oc0037","OC 0037"
"oc0038","OC 0038"
"oc0039","OC 0039"
"oc0040","OC 0040"
"oc0041","OC 0041"
"oc0042","OC 0042"
"oc0043","OC 0043"
"oc0044","OC 0044"
"oc0045","OC 0045"
"oc0046","OC 0046"
"oc0047","OC 0047"
"oc0048","OC 0048"
"oc0049","OC 0049"
"oc0050","OC 0050"
"oc0051","OC 0051"
"oc0052","OC 0052"
"oc0053","OC 0053"
"oc0054","OC 0054"
"oc0055","OC 0055"
"oc0056","OC 0056"
"oc0057","OC 0057"
"oc0058","OC 0058"
"oc0059","OC 0059"
"oc0060","OC 0060"
"oc0061","OC 0061"
"oc0062","OC 0062"
"oc0063","OC 0063"
"oc0064","OC 0064"
"oc0065","OC 0065"
"oc0066","OC 0066"
"oc0067","OC 0067"
"oc0068","OC 0068"
"oc0069","OC 0069"
"oc0070","OC 0070"
"oc0071","OC 0071"
"oc0072","OC 0072"
"oc0073","OC 0073"
"oc0074","OC 0074"
"oc0075","OC 0075"
"oc0076","OC 0076"
"oc0077","OC 0077"
"oc0078","OC 0078"
"oc0079","OC 0079"
"oc0080","OC 0080"
"oc0081","OC 0081"
"oc0082","OC 0082"
"oc0083","OC 0083"
"oc0084","OC 0084"
"oc0085","OC 0085"
"oc0086","OC 0086"
"oc0087","OC 0087"
"oc0088","OC 0088"
"oc0089","OC 0089"
"oc0090","OC 0090"
"oc0091","OC 0091"
"oc0092","OC 0092"
"oc0093","OC 0093"
"oc0094","OC 0094"
"oc0095","OC 0095"
"oc0096","OC 0096"
"oc0097","OC 0097"
"oc0098","OC 0098"
"oc0099","OC 0099"
"oc0100","OC 0100"
"oc0101","OC 0101"
"oc0102","OC 0102"
"oc0103","OC 0103"
"oc0104","OC 0104"
"oc0105","OC 0105"
"oc0106","OC 0106"
"oc0107","OC 0107"
"oc0108","OC 0108"
"oc0109","OC 0109"
"oc0110","OC 0110"
"oc0111","OC 0111"
"oc0112","OC 0112"
"oc0113","OC 0113"
"oc0114","OC 0114"
"oc0115","OC 0115"
"oc0116","OC 0116"
"oc0117","OC 0117"
"oc0118","OC 0118"
"oc0119","OC 0119"
"oc0120","OC 0120"
"oc0121","OC 0121"
"oc0122","OC 0122"
"oc0123","OC 0123"
"oc0124","OC 0124"
"oc0125","OC 0125"
"oc0126","OC 0126"
"oc0127","OC 0127"
"oc0128","OC 0128"
"oc0129","OC 0129"
"oc0130","OC 0130"
"oc0131","OC 0131"
"oc0132","OC 0132"
"oc0133","OC 0133"
"oc0134","OC 0134"
"oc0135","OC 0135"
"oc0136","OC 0136"
"oc0137","OC 0137"
"oc0138","OC 0138"
"oc0139","OC 0139"
"oc0140","OC 0140"
"oc0141","OC 0141"
"oc0142","OC 0142"
"oc0143","OC 0143"
"oc0144","OC 0144"
"oc0145","OC 0145"
"oc0146","OC 0146"
"oc0147","OC 0147"
"oc0148","OC 0148"
"oc0149","OC 0149"
"oc0150","OC 0150"
"oc0151","OC 0151"
"oc0152","OC 0152"
"oc0153","OC 0153"
"oc0154","OC 0154"
"oc0155","OC 0155"
"oc0156","OC 0156"
"oc0157","OC 0157"
"oc0158","OC 0158"
"oc0159","OC 0159"
"oc0160","OC 0160"
"oc0161","OC 0161"
"oc0162","OC 0162"
"oc0163","OC 0163"
"oc0164","OC 0164"
"oc0165","OC 0165"
"oc0166","OC 0166"
"oc0167","OC 0167"
"oc0168","OC 0168"
"oc0169","OC 0169"
"oc0170","OC 0170"
"oc0171","OC 0171"
"oc0172","OC 0172"
"oc0173","OC 0173"
"oc0174","OC 0174"
"oc0175","OC 0175"
"oc0176","OC 0176"
"oc0177","OC 0177"
"oc0178","OC 0178"
"oc0179","OC 0179"
"oc0180","OC 0180"
"oc0181","OC 0181"
"oc0182","OC 0182"
"oc0183","OC 0183"
"oc0184","OC 0184"
"oc0185","OC 0185"
"oc0186","OC 0186"
"oc0187","OC 0187"
"oc0188","OC 0188"
"oc0189","OC 0189"
"oc0190","OC 0190"
"oc0191","OC 0191"
"oc0192","OC 0192"
"oc0193","OC 0193"
"oc0194","OC 0194"
"oc0195","OC 0195"
"oc0196","OC 0196"
"oc0197","OC 0197"
"oc0198","OC 0198"
"oc0199","OC 0199"
"oc0200","OC 0200"
"oc0201","OC 0201"
"oc0202","OC 0202"
"oc0203","OC 0203"
"oc0204","OC 0204"
"oc0205","OC 0205"
"oc0206","OC 0206"
"oc0207","OC 0207"
"oc0208","OC 0208"
"oc0209","OC 0209"
"oc0210","OC 0210"
"oc0211","OC 0211"
"oc0212","OC 0212"
"oc0213","OC 0213"
"oc0214","OC 0214"
"oc0215","OC 0215"
"oc0216","OC 0216"
"oc0217","OC 0217"
"oc0218","OC 0218"
"oc0219","OC 0219"
"oc0220","OC 0220"
"oc0221","OC 0221"
"oc0222","OC 0222"
"oc0223","OC 0223"
"oc0224","OC 0224"
"oc0225","OC 0225"
"oc0226","OC 0226"
"oc0227","OC 0227"
"oc0228","OC 0228"
"oc0229","OC 0229"
"oc0230","OC 0230"
"oc0231","OC 0231"
"oc0232","OC 0232"
"oc0233","OC 0233"
"oc0234","OC 0234"
"oc0235","OC 0235"
"oc0236","OC 0236"
"oc0237","OC 0237"
"oc0238","OC 0238"
"oc0239","OC 0239"
"oc0240","OC 0240"
"oc0241","OC 0241"
"oc0242","OC 0242"
"oc0243","OC 0243"
"oc0244","OC 0244"
"oc0245","OC 0245"
"oc0246","OC 0246"
"oc0247","OC 0247"
"oc0248","OC 0248"
"oc0249","OC 0249"
"oc0250","OC 0250"
"oc0251","OC 0251"
"oc0252","OC 0252"
"oc0253","OC 0253"
"oc0254","OC 0254"
"oc0255","OC 0255"
"oc0256","OC 0256"
"oc0257","OC 0257"
"oc0258","OC 0258"
"oc0259","OC 0259"
"oc0260","OC 0260"
"oc0261","OC 0261"
"oc0262","OC 0262"
"oc0263","OC 0263"
"oc0264","OC 0264"
"oc0265","OC 0265"
"oc0266","OC 0266"
"oc0267","OC 0267"
"oc0268","OC 0268"
"oc0269","OC 0269"
"oc0270","OC 0270"
"oc0271","OC 0271"
"oc0272","OC 0272"
"oc0273","OC 0273"
"oc0274","OC 0274"
"oc0275","OC 0275"
"oc0276","OC 0276"
"oc0277","OC 0277"
"oc0278","OC 0278"
"oc0279","OC 0279"
"oc0280","OC 0280"
"oc0281","OC 0281"
"oc0282","OC 0282"
"oc0283","OC 0283"
"oc0284","OC 0284"
"oc0285","OC 0285"
"oc0286","OC 0286"
"oc0287","OC 0287"
"oc0288","OC 0288"
"oc0289","OC 0289"
"oc0290","OC 0290"
"oc0291","OC 0291"
"oc0292","OC 0292"
"oc0293","OC 0293"
"oc0294","OC 0294"
"oc0295","OC 0295"
"oc0296","OC 0296"
"oc0297","OC 0297"
"oc0298","OC 0298"
"oc0299","OC 0299"
"oc0300","OC 0300"
"oc0301","OC 0301"
"oc0302","OC 0302"
"oc0303","OC 0303"
"oc0304","OC 0304"
"oc0305","OC 0305"
"oc0306","OC 0306"
"oc0307","OC 0307"
"oc0308","OC 0308"
"oc0309","OC 0309"
"oc0310","OC 0310"
"oc0311","OC 0311"
"oc0312","OC 0312"
"oc0313","OC 0313"
"oc0314","OC 0314"
"oc0315","OC 0315"
"oc0316","OC 0316"
"oc0317","OC 0317"
"oc0318","OC 0318"
"oc0319","OC 0319"
"oc0320","OC 0320"
"oc0321","OC 0321"
"oc0322","OC 0322"
"oc0323","OC 0323"
"oc0324","OC 0324"
"oc0325","OC 0325"
"oc0326","OC 0326"
"oc0327","OC 0327"
"oc0328","OC 0328"
"oc0329","OC 0329"
"oc0330","OC 0330"
"oc0331","OC 0331"
"oc0332","OC 0332"
"oc0333","OC 0333"
