"ID","RAdeg","e_RAdeg","DEdeg","e_DEdeg","GLON","e_GLON","GLAT","e_GLAT","Num","NCore","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","m-M","A0","logA","RVel","e_Rvel","o_Rvel","Type"
"CWNU 4411",277.0648,0.017,-11.4642,0.022,20.1121,0.016,-0.149,0.025,32,17,0.318,0.038,-0.458,0.028,-2.21,0.069,13.0,5.65,8.2,29.54,5.76,3,2
"CWNU 4412",94.5802,0.023,4.6219,0.022,205.0168,0.025,-5.2152,0.024,26,16,0.26,0.025,-0.488,0.073,-0.433,0.06,13.15,3.25,8.3,60.73,2.83,1,2
"CWNU 4413",79.4595,0.039,38.5393,0.019,168.8095,0.031,0.4342,0.041,47,17,0.165,0.045,0.538,0.113,-0.609,0.107,13.7,2.4,8.8,"nan","nan",0,2
"CWNU 4414",285.6324,0.044,-8.4352,0.042,26.6438,0.06,-6.2797,0.018,86,30,0.132,0.082,-2.56,0.214,-5.4,0.272,13.6,1.2,9.6,42.71,23.29,2,2
"CWNU 4415",290.8415,0.039,25.0091,0.054,58.7251,0.043,4.6411,0.032,50,20,0.089,0.061,-2.032,0.087,-3.963,0.064,13.7,1.6,9.6,"nan","nan",0,2
"CWNU 4416",283.9155,0.061,18.8682,0.047,50.288,0.034,7.5793,0.076,112,31,0.192,0.067,-2.042,0.167,-4.837,0.169,14.25,1.05,9.4,"nan","nan",0,2
"CWNU 4417",334.7517,0.134,65.4134,0.057,107.9391,0.048,7.075,0.054,274,59,0.165,0.116,-1.771,0.173,-0.825,0.242,15.65,0.95,10.1,"nan","nan",0,2
"CWNU 4418",292.4168,0.048,28.77,0.029,62.7176,0.041,5.1524,0.047,120,31,0.077,0.083,-2.425,0.128,-4.324,0.156,14.35,1.0,9.5,-32.67,4.89,1,2
"CWNU 4419",276.5869,0.024,-22.5343,0.06,10.0622,0.056,-4.8698,0.04,139,28,0.194,0.061,-1.301,0.121,-6.798,0.192,12.8,1.85,9.6,116.48,17.27,2,2
"CWNU 4420",272.9402,0.047,-18.6157,0.167,11.945,0.159,0.0089,0.101,260,69,0.326,0.024,0.171,0.104,-1.843,0.122,12.6,4.75,6.7,-2.9,16.49,3,2
"CWNU 4421",117.0035,0.071,-41.846,0.09,256.0645,0.089,-8.1815,0.026,85,21,0.082,0.04,-1.128,0.111,2.388,0.065,14.85,0.8,9.2,"nan","nan",0,2
"CWNU 4423",333.5583,0.062,47.3867,0.05,97.2986,0.035,-7.5105,0.04,44,15,0.243,0.028,-2.324,0.093,-2.502,0.068,13.8,1.15,9.0,"nan","nan",0,2
"CWNU 4424",244.6294,0.193,-55.1263,0.141,329.6554,0.141,-3.3783,0.028,56,17,0.205,0.042,-3.047,0.091,-4.36,0.098,13.95,2.55,9.0,"nan","nan",0,2
"CWNU 4425",264.1356,0.074,-45.7238,0.117,344.7338,0.138,-7.298,0.044,53,18,0.21,0.069,-1.426,0.167,-2.461,0.037,13.15,1.05,9.3,-36.7,61.87,3,2
"CWNU 4426",207.9247,0.216,-58.4694,0.029,310.7647,0.104,3.4833,0.025,263,24,0.175,0.06,-7.162,0.125,-2.141,0.131,13.15,1.95,9.4,-54.26,2.67,1,2
"CWNU 4427",303.9252,0.087,37.3113,0.005,74.9743,0.021,1.2597,0.08,63,5,0.187,0.018,-3.034,0.054,-4.663,0.085,13.45,4.1,8.3,"nan","nan",0,2
"CWNU 4428",224.4912,0.131,-56.0611,0.026,319.9748,0.058,2.5492,0.044,202,39,0.11,0.06,-5.273,0.25,-3.194,0.132,13.65,4.0,9.2,-1.06,37.66,3,2
"CWNU 4429",220.3181,0.064,-63.903,0.036,314.6523,0.037,-3.5646,0.034,71,31,0.183,0.079,-6.627,0.122,-3.826,0.192,13.2,2.55,8.9,-53.37,1.95,1,2
"CWNU 4430",311.1467,0.021,44.0122,0.013,83.6308,0.011,0.775,0.02,36,13,0.28,0.038,-2.443,0.092,-3.214,0.069,13.2,7.2,6.5,"nan","nan",0,2
"CWNU 4431",164.5276,0.092,-58.8069,0.03,288.6964,0.055,0.8996,0.008,58,8,0.185,0.029,-5.666,0.023,2.257,0.027,15.15,4.55,6.8,"nan","nan",0,2
"CWNU 4432",262.7199,0.036,-33.9602,0.018,354.0668,0.018,-0.0217,0.031,58,4,0.427,0.026,-0.754,0.062,-2.348,0.018,11.4,6.05,9.0,"nan","nan",0,2
"CWNU 4433",281.2354,0.05,-4.8729,0.029,27.867,0.043,-0.7808,0.027,63,10,0.21,0.006,-1.607,0.059,-3.985,0.092,12.95,4.25,8.4,35.71,7.45,1,2
"CWNU 4434",178.8136,0.084,-60.5259,0.013,296.0717,0.035,1.5905,0.01,64,17,0.153,0.042,-6.004,0.043,0.958,0.098,13.2,2.8,9.0,24.77,4.97,1,2
"CWNU 4435",281.393,0.048,-4.3373,0.011,28.404,0.031,-0.6719,0.029,63,8,0.245,0.024,-1.215,0.052,-3.59,0.081,14.0,6.1,6.3,16.44,9.97,1,2
"CWNU 4436",44.8546,0.173,60.5773,0.032,138.0248,0.08,1.5055,0.03,100,16,0.189,0.022,-0.52,0.124,0.093,0.077,13.55,3.05,8.8,"nan","nan",0,2
"CWNU 4437",119.4249,0.112,-44.8321,0.11,259.5488,0.067,-8.1368,0.106,108,23,0.084,0.026,-1.341,0.063,2.551,0.07,14.3,0.2,9.6,"nan","nan",0,2
"CWNU 4438",140.6248,0.191,-58.8247,0.09,278.6263,0.025,-6.2038,0.147,360,68,0.07,0.065,-3.098,0.152,3.059,0.203,14.65,0.9,9.2,"nan","nan",0,2
"CWNU 4439",288.365,0.014,19.0176,0.081,52.3301,0.062,3.8998,0.033,78,20,0.12,0.03,-2.723,0.104,-5.582,0.101,16.05,2.1,9.4,-19.38,1.97,1,2
"CWNU 4440",281.393,0.021,-4.0038,0.063,28.6694,0.026,-0.5158,0.009,64,5,0.254,0.037,-1.573,0.075,-3.842,0.041,12.65,5.85,8.8,154.74,6.32,1,2
"CWNU 4441",257.9784,0.08,-39.8115,0.017,347.0926,0.014,-0.2612,0.057,65,4,0.277,0.022,-0.461,0.148,-1.862,0.02,12.6,5.4,8.2,"nan","nan",0,2
"CWNU 4442",289.7512,0.047,14.9848,0.079,49.3992,0.07,0.8667,0.054,112,35,0.245,0.034,-1.739,0.092,-4.549,0.044,12.75,3.8,8.1,13.82,6.51,1,2
"CWNU 4443",317.6689,0.046,38.887,0.063,82.9164,0.058,-6.2688,0.041,130,25,0.167,0.042,-2.699,0.153,-3.69,0.089,14.45,1.5,9.2,"nan","nan",0,2
"CWNU 4444",221.166,0.092,-61.0342,0.048,316.2114,0.036,-1.1133,0.05,55,10,0.241,0.048,-4.659,0.055,-3.112,0.031,13.25,5.85,6.2,-24.2,18.41,2,2
"CWNU 4445",345.3147,0.546,61.7468,0.086,110.2931,0.208,1.6011,0.113,81,31,1.236,0.046,-0.897,0.138,-2.392,0.194,9.65,5.3,6.9,-31.25,9.57,2,2
"CWNU 4446",156.9071,0.171,-54.8615,0.041,283.1579,0.11,2.4058,0.032,59,15,0.139,0.031,-4.855,0.1,3.076,0.066,14.1,1.6,9.4,"nan","nan",0,2
"CWNU 4447",294.1793,0.067,13.0962,0.062,49.7533,0.081,-3.829,0.044,121,33,0.238,0.064,-2.055,0.101,-4.308,0.078,13.8,1.55,9.2,"nan","nan",0,2
"CWNU 4448",263.6161,0.095,-30.4888,0.047,357.4137,0.079,1.2293,0.065,166,22,0.214,0.033,-1.67,0.088,-3.085,0.093,13.5,4.25,9.6,-4.22,2.66,1,2
"CWNU 4449",254.0161,0.071,-40.9666,0.063,344.3508,0.076,1.4552,0.043,141,20,0.22,0.056,-1.392,0.144,-2.83,0.122,12.55,5.8,8.7,-30.88,5.79,1,2
"CWNU 4450",325.7676,0.042,60.5555,0.046,101.7201,0.031,5.7139,0.042,80,17,0.154,0.035,-2.194,0.127,-1.741,0.073,13.6,3.0,8.8,"nan","nan",0,2
"CWNU 4451",325.522,0.088,59.5568,0.056,100.9644,0.036,5.0267,0.072,79,15,0.113,0.025,-2.263,0.067,-1.954,0.128,14.4,3.05,8.9,-95.08,40.41,3,2
"CWNU 4452",243.3742,0.04,-54.9405,0.042,329.2856,0.047,-2.7515,0.037,81,15,0.132,0.041,-3.189,0.122,-3.842,0.06,14.2,2.15,9.2,-85.96,2.13,1,2
"CWNU 4453",243.7649,0.021,-52.4194,0.016,331.1891,0.004,-1.0983,0.009,70,6,0.281,0.095,-2.804,0.086,-3.849,0.054,12.7,3.95,6.0,-41.79,5.45,1,2
"CWNU 4454",278.0487,0.033,-13.6826,0.028,18.5876,0.044,-2.0253,0.02,86,12,0.225,0.038,-1.897,0.055,-4.807,0.085,12.7,2.7,9.4,"nan","nan",0,2
"CWNU 4455",125.1128,0.07,-45.2107,0.031,262.0398,0.061,-4.9471,0.038,85,20,0.1,0.051,-1.708,0.089,2.411,0.06,15.15,1.85,8.8,129.03,5.51,1,2
"CWNU 4456",168.0035,0.102,-60.7763,0.029,291.0857,0.044,-0.2221,0.024,270,48,0.132,0.033,-5.658,0.118,2.001,0.066,15.55,4.9,6.2,-17.78,3.02,1,2
"CWNU 4457",38.968,0.036,58.563,0.054,136.1977,0.046,-1.597,0.05,30,12,0.296,0.019,-0.314,0.027,-0.808,0.054,12.35,3.05,8.6,-73.9,0.01,2,2
"CWNU 4458",287.0267,0.037,11.0268,0.046,44.6333,0.065,1.3608,0.032,364,88,0.111,0.046,-2.735,0.156,-5.753,0.143,16.4,3.9,8.9,25.94,25.4,5,2
"CWNU 4459",267.7659,0.048,-28.3145,0.044,1.1461,0.055,-0.7101,0.027,54,4,0.277,0.008,-1.161,0.053,-2.617,0.03,12.25,3.4,8.9,"nan","nan",0,2
"CWNU 4460",261.6467,0.027,-47.0741,0.019,342.6619,0.026,-6.5842,0.007,50,6,0.188,0.016,-1.961,0.09,-4.62,0.099,13.5,1.55,9.3,"nan","nan",0,2
"CWNU 4461",273.7851,0.025,-28.5065,0.02,3.5907,0.024,-5.405,0.028,65,17,0.114,0.036,-4.453,0.101,-6.434,0.12,14.6,0.8,9.8,-49.66,1.64,1,2
"CWNU 4462",283.164,0.014,-30.6424,0.004,5.2343,0.008,-13.6881,0.009,43,5,0.044,0.005,-2.657,0.034,-1.387,0.044,17.0,0.2,9.3,"nan","nan",0,2
"CWNU 4463",272.7724,0.028,-37.0131,0.046,355.5952,0.039,-8.6393,0.017,82,17,0.031,0.052,-3.369,0.153,-6.32,0.07,17.25,0.05,9.2,"nan","nan",0,2
"CWNU 4464",194.4054,0.036,-67.9887,0.044,303.5128,0.02,-5.1245,0.043,47,21,0.107,0.051,-5.235,0.072,-0.703,0.137,15.05,0.95,9.5,22.81,0.6,1,2
"CWNU 4465",267.5434,0.069,-36.8942,0.021,353.6615,0.039,-4.9309,0.037,56,16,0.042,0.049,-2.922,0.08,-6.587,0.084,17.4,1.4,8.9,-100.9,98.11,3,2
"CWNU 4466",275.4879,0.036,-27.7295,0.075,4.9604,0.049,-6.3848,0.032,65,9,0.144,0.051,-4.072,0.057,-4.696,0.088,14.95,1.35,9.7,"nan","nan",0,2
"CWNU 4467",276.0237,0.04,-26.9323,0.02,5.9093,0.018,-6.4298,0.032,65,16,0.116,0.042,-4.211,0.173,-4.759,0.074,13.65,1.35,9.5,-2.69,5.43,1,2
"CWNU 4468",128.7404,0.063,-52.2859,0.02,269.2553,0.048,-7.0737,0.027,52,14,0.116,0.021,-2.25,0.069,3.474,0.093,14.05,1.75,9.6,71.02,21.05,2,2
"CWNU 4469",276.1682,0.033,-26.595,0.035,6.2797,0.042,-6.3919,0.044,60,8,0.118,0.046,-4.151,0.047,-4.761,0.111,13.85,1.0,9.7,"nan","nan",0,2
"CWNU 4470",228.977,0.129,-65.0508,0.044,317.4148,0.038,-6.3148,0.052,258,28,0.126,0.114,-5.329,0.151,-3.763,0.194,16.65,3.3,7.7,26.12,2.92,1,2
"CWNU 4471",50.0081,0.143,67.483,0.081,136.4397,0.029,8.599,0.096,52,18,0.197,0.037,-0.39,0.151,0.893,0.203,13.65,2.55,9.4,"nan","nan",0,2
"CWNU 4472",325.1139,0.063,58.2227,0.033,99.9253,0.03,4.1583,0.036,45,29,1.068,0.034,-2.012,0.267,-3.189,0.187,9.75,0.05,6.0,58.04,5.96,1,2
"CWNU 4473",308.7352,0.134,51.9353,0.034,88.9731,0.033,6.8732,0.102,70,22,0.086,0.027,-2.598,0.21,-2.982,0.157,13.95,1.4,9.5,-74.4,20.28,2,2
"CWNU 4474",116.7727,0.046,-16.1284,0.086,233.6504,0.102,4.5607,0.038,111,20,0.147,0.024,-1.391,0.043,1.567,0.033,15.35,1.8,8.3,86.09,7.02,1,2
"CWNU 4475",148.6504,0.063,-62.5791,0.028,284.0742,0.026,-6.3633,0.03,93,16,0.074,0.047,-4.907,0.109,3.437,0.091,14.2,0.85,9.6,44.59,1.05,1,2
"CWNU 4476",267.3427,0.047,-40.6452,0.069,350.34,0.057,-6.6805,0.034,130,16,0.127,0.051,-2.09,0.143,-5.35,0.079,16.8,0.1,9.6,"nan","nan",0,2
"CWNU 4477",268.1893,0.11,-39.9657,0.071,351.2235,0.073,-6.8873,0.061,70,20,0.164,0.033,-3.196,0.158,-4.932,0.134,14.4,0.9,9.7,"nan","nan",0,2
"CWNU 4478",287.3533,0.122,-1.3499,0.052,33.7828,0.083,-4.6233,0.074,139,48,0.14,0.078,-2.286,0.186,-4.51,0.177,13.95,1.85,10.1,-47.92,183.73,3,2
"CWNU 4479",275.9805,0.047,-27.1024,0.129,5.7414,0.136,-6.4828,0.031,56,20,0.119,0.063,-3.596,0.118,-4.352,0.144,15.6,0.6,9.7,"nan","nan",0,2
"CWNU 4480",275.3875,0.07,-29.3115,0.121,3.5428,0.123,-7.0226,0.06,138,49,0.139,0.045,-2.055,0.087,-5.635,0.162,16.6,0.45,9.6,"nan","nan",0,2
"CWNU 4481",291.353,0.043,2.9378,0.109,39.4598,0.116,-6.1883,0.047,79,22,0.115,0.029,-3.194,0.131,-5.186,0.181,14.1,1.3,9.5,41.16,13.46,2,2
"CWNU 4482",154.7246,0.047,-64.4593,0.049,287.3926,0.029,-6.291,0.038,43,16,0.068,0.039,-4.848,0.176,2.766,0.083,14.85,1.2,9.1,"nan","nan",0,2
"CWNU 4483",224.8184,0.111,-49.9786,0.045,323.0281,0.076,7.8409,0.019,56,19,0.237,0.103,-4.819,0.186,-3.144,0.142,14.3,1.05,9.8,"nan","nan",0,2
"CWNU 4484",277.2135,0.068,-28.286,0.054,5.163,0.065,-8.0067,0.048,84,18,0.193,0.128,-2.548,0.126,-6.516,0.155,14.4,1.4,9.6,"nan","nan",0,2
"CWNU 4485",129.1882,0.231,-54.8569,0.119,271.5224,0.064,-8.3846,0.153,35,10,0.309,0.063,-4.658,0.056,6.042,0.154,13.05,1.3,9.1,"nan","nan",0,2
"CWNU 4486",273.9588,0.066,-29.3522,0.031,2.9071,0.032,-5.9581,0.059,50,14,0.159,0.022,-1.415,0.06,-2.577,0.187,15.85,0.25,9.5,"nan","nan",0,2
"CWNU 4487",276.4202,0.064,3.9452,0.047,33.5319,0.072,7.5267,0.052,109,35,0.188,0.07,-2.331,0.221,-5.364,0.199,13.6,1.8,9.5,"nan","nan",0,2
"CWNU 4488",260.2396,0.12,-46.8904,0.047,342.2099,0.041,-5.7023,0.03,57,7,0.204,0.017,-2.443,0.074,-4.629,0.086,13.5,1.6,9.4,"nan","nan",0,2
"CWNU 4489",104.3192,0.096,-1.746,0.074,215.1288,0.076,0.5021,0.109,177,50,0.203,0.045,-0.469,0.067,0.511,0.141,13.55,2.65,7.5,60.67,44.66,2,2
"CWNU 4490",318.9295,0.197,56.093,0.092,96.0144,0.131,4.9192,0.037,181,58,0.161,0.075,-2.555,0.13,-2.61,0.098,13.85,2.75,9.2,-110.4,4.87,1,2
"FoF 1789",331.2287,0.182,55.0433,0.109,100.5375,0.063,-0.4277,0.135,274,29,0.197,0.024,-3.174,0.101,-2.705,0.058,13.15,3.1,8.6,-66.25,1.75,2,2
"CWNU 4492",79.5238,0.087,43.4756,0.096,164.8006,0.106,3.3166,0.045,132,10,0.185,0.043,0.548,0.086,-0.321,0.055,13.6,0.7,6.8,"nan","nan",0,2
"CWNU 4493",343.0169,0.064,57.1507,0.042,107.2618,0.033,-2.0382,0.042,53,11,0.282,0.033,-3.169,0.041,-2.629,0.077,12.55,0.05,6.3,"nan","nan",0,2
"CWNU 4494",67.7422,0.138,54.0141,0.081,151.7327,0.116,3.9011,0.035,162,54,0.187,0.086,-0.229,0.147,-0.116,0.123,13.2,2.05,8.7,-47.99,7.44,3,2
"CWNU 4495",76.7576,0.126,49.2462,0.182,158.9991,0.121,5.1282,0.147,238,45,0.201,0.04,0.446,0.067,-0.67,0.153,13.1,1.35,9.4,"nan","nan",0,2
"CWNU 4496",286.8027,0.09,2.9638,0.059,37.3677,0.07,-2.1508,0.088,276,78,0.135,0.051,-2.697,0.094,-5.638,0.166,16.6,2.75,9.1,16.47,55.12,3,2
"CWNU 4497",280.9667,0.112,-6.332,0.131,26.4535,0.131,-1.2189,0.131,133,21,0.423,0.015,0.999,0.142,-0.073,0.083,11.6,1.5,7.7,"nan","nan",0,2
"CWNU 4498",206.6371,0.135,-60.2493,0.091,309.7572,0.055,1.8922,0.084,59,6,0.425,0.059,-3.45,0.073,-1.691,0.067,12.2,2.75,7.4,"nan","nan",0,2
"CWNU 4499",100.9732,0.025,7.1791,0.034,205.6992,0.028,1.5849,0.007,69,5,0.252,0.047,-0.946,0.087,0.173,0.013,12.4,1.55,8.9,"nan","nan",0,2
"CWNU 4500",161.728,0.089,-62.7881,0.032,289.225,0.022,-3.2525,0.058,59,8,0.281,0.008,-6.073,0.011,3.344,0.067,13.2,1.5,9.4,"nan","nan",0,2
"CWNU 4501",9.8655,0.079,64.602,0.021,121.6483,0.031,1.7615,0.019,59,5,0.275,0.047,-2.015,0.012,-0.379,0.051,13.2,1.8,6.3,"nan","nan",0,2
"CWNU 4502",278.3939,0.08,-17.0423,0.206,15.7017,0.142,-3.8542,0.117,140,11,0.228,0.023,-0.661,0.089,-2.029,0.068,12.9,2.15,9.2,"nan","nan",0,2
"CWNU 4503",143.5948,0.102,-50.1465,0.056,273.874,0.086,1.266,0.011,70,5,0.178,0.002,-4.156,0.046,3.275,0.033,13.3,2.8,8.9,50.44,4.73,1,2
"CWNU 4504",34.5984,0.279,63.9707,0.101,132.2963,0.163,2.6885,0.073,144,20,0.19,0.042,0.004,0.1,-0.135,0.061,13.75,2.4,9.2,-58.11,3.24,1,2
"CWNU 4505",77.3605,0.142,40.867,0.082,165.9769,0.12,0.4699,0.051,145,34,0.243,0.03,0.385,0.122,-1.279,0.081,13.2,1.2,8.7,"nan","nan",0,2
"CWNU 4506",112.0697,0.024,-20.1293,0.066,234.9712,0.067,-1.3084,0.091,73,7,0.281,0.008,-1.525,0.049,1.831,0.031,12.75,1.45,8.4,"nan","nan",0,2
"CWNU 4507",279.95,0.05,-4.8959,0.01,27.2493,0.037,0.3491,0.029,69,4,0.295,0.02,-0.389,0.015,-1.778,0.054,12.85,0.8,6.0,"nan","nan",0,2
"CWNU 4508",338.2894,0.133,57.6154,0.063,105.2422,0.084,-0.4456,0.044,71,24,0.256,0.048,-3.544,0.072,-2.49,0.069,13.6,2.1,8.9,"nan","nan",0,2
"CWNU 4509",38.2759,0.324,58.0504,0.179,136.0692,0.26,-2.2045,0.084,65,3,0.281,0.005,-0.652,0.105,-0.46,0.051,12.7,1.95,9.1,"nan","nan",0,2
"CWNU 4510",94.6278,0.079,19.1806,0.101,192.1657,0.124,1.6999,0.056,59,4,0.401,0.013,-0.067,0.062,-1.159,0.069,12.1,1.55,8.9,"nan","nan",0,2
"CWNU 4511",114.4018,0.117,-27.92,0.078,242.7723,0.088,-3.2226,0.115,164,25,0.15,0.041,-1.183,0.085,2.318,0.101,14.1,2.25,8.8,"nan","nan",0,2
"CWNU 4512",264.3236,0.321,-40.8977,0.185,348.8783,0.208,-4.8696,0.105,162,37,0.284,0.055,-1.123,0.118,-2.442,0.062,12.65,1.6,9.7,-63.3,44.91,3,2
"CWNU 4513",98.9514,0.073,-7.7918,0.11,218.126,0.116,-6.9868,0.04,161,66,0.132,0.048,0.009,0.209,0.605,0.149,13.75,1.4,8.8,127.59,3.63,1,2
"CWNU 4514",27.2494,0.187,60.057,0.031,130.0669,0.087,-2.0242,0.024,79,29,0.172,0.051,-0.997,0.043,-0.429,0.063,13.65,2.2,8.4,"nan","nan",0,2
"CWNU 4515",294.9669,0.104,28.0735,0.13,63.1761,0.173,2.8498,0.035,241,50,0.137,0.057,-3.045,0.056,-6.531,0.123,13.95,2.05,9.2,15.16,5.3,2,2
"CWNU 4516",101.314,0.066,6.5025,0.054,206.466,0.062,1.5927,0.02,73,5,0.227,0.012,-0.289,0.106,0.128,0.045,13.05,1.7,8.7,68.05,2.73,1,2
"CWNU 4517",114.7878,0.033,-23.1854,0.092,238.8542,0.067,-0.5955,0.07,57,8,0.196,0.026,-2.278,0.052,3.208,0.07,13.05,1.55,7.6,"nan","nan",0,2
"CWNU 4518",117.8602,0.086,-21.0446,0.116,238.42,0.139,2.9371,0.052,58,4,0.274,0.014,-2.604,0.065,2.719,0.042,13.0,0.9,7.9,"nan","nan",0,2
"CWNU 4519",282.9226,0.072,-8.6481,0.085,25.2683,0.098,-4.0106,0.077,124,44,0.137,0.062,-3.492,0.078,-6.814,0.156,14.15,1.95,9.2,47.18,57.25,3,2
"CWNU 4520",251.8031,0.083,-47.4283,0.285,338.4033,0.143,-1.4911,0.169,64,5,0.463,0.007,-0.924,0.023,-3.153,0.099,11.7,3.25,8.7,"nan","nan",0,2
"CWNU 4521",109.8978,0.034,-12.5831,0.03,227.3119,0.027,0.3977,0.023,39,13,0.174,0.028,-1.341,0.087,1.199,0.079,14.05,0.8,6.0,"nan","nan",0,2
"CWNU 4522",183.9949,0.153,-64.2686,0.031,299.0914,0.042,-1.6657,0.037,61,5,0.271,0.01,-9.353,0.032,0.571,0.029,12.6,2.9,8.7,"nan","nan",0,2
"CWNU 4523",338.8647,0.205,58.811,0.151,106.0863,0.067,0.4275,0.144,91,36,0.247,0.054,-3.129,0.067,-2.398,0.061,12.85,3.55,7.5,"nan","nan",0,2
"CWNU 4524",161.0326,0.067,-62.1544,0.061,288.6585,0.028,-2.8697,0.051,119,36,0.125,0.065,-4.77,0.107,2.545,0.088,13.65,1.1,9.5,36.68,2.17,1,2
"CWNU 4525",258.6321,0.034,-28.269,0.019,356.7992,0.046,6.0606,0.027,91,10,0.101,0.021,-4.903,0.101,-4.664,0.079,15.9,1.4,9.6,"nan","nan",0,2
"CWNU 4526",305.5788,0.092,51.3828,0.122,87.3882,0.065,8.1444,0.094,179,40,0.179,0.051,-3.514,0.128,-4.371,0.194,13.9,1.1,9.5,-103.08,4.99,1,2
"CWNU 4527",81.2665,0.109,39.6334,0.02,168.6865,0.018,2.2365,0.047,68,5,0.212,0.043,0.403,0.076,-0.595,0.063,13.55,2.35,8.7,"nan","nan",0,2
"CWNU 4528",340.3205,0.099,56.6362,0.091,105.7137,0.068,-1.8221,0.074,127,44,0.272,0.044,-3.228,0.266,-2.867,0.175,12.4,1.5,8.8,-75.34,17.9,2,2
"CWNU 4529",77.4517,0.194,42.0159,0.072,165.0904,0.143,1.2257,0.068,238,30,0.206,0.042,0.354,0.105,-1.277,0.101,13.25,1.4,8.4,"nan","nan",0,2
"CWNU 4530",273.9833,0.046,-23.8809,0.164,7.7556,0.125,-3.3792,0.087,194,21,0.165,0.069,-1.469,0.087,-3.59,0.142,13.15,2.6,9.4,"nan","nan",0,2
"CWNU 4531",90.9758,0.076,25.5092,0.05,185.0084,0.047,1.7662,0.066,124,40,0.212,0.053,0.875,0.088,-0.942,0.139,12.7,1.3,8.8,71.31,4.48,1,2
"CWNU 4532",2.9981,0.079,64.0466,0.006,118.6351,0.04,1.5041,0.007,53,3,0.165,0.004,-2.147,0.057,-0.459,0.152,13.1,2.2,7.9,"nan","nan",0,2
"CWNU 4533",260.0898,0.033,-45.8304,0.013,343.0952,0.027,-5.0009,0.016,85,6,0.175,0.043,-2.474,0.109,-4.079,0.125,13.5,1.85,9.4,-45.54,3.98,1,2
"CWNU 4534",265.506,0.048,-40.0141,0.037,350.153,0.055,-5.1512,0.027,121,19,0.211,0.06,-1.113,0.093,-3.457,0.216,13.0,1.75,9.5,-38.17,3.18,1,2
"CWNU 4535",276.6308,0.067,-17.6084,0.156,14.4773,0.203,-2.633,0.049,190,21,0.236,0.051,-0.94,0.066,-3.041,0.069,13.0,2.95,9.2,15.7,5.26,2,2
"CWNU 4536",41.2979,0.238,62.2162,0.036,135.7558,0.114,2.2245,0.051,84,10,0.146,0.046,-0.763,0.074,0.416,0.053,14.35,2.3,8.8,"nan","nan",0,2
"CWNU 4537",273.1717,0.041,-22.0963,0.021,8.962,0.033,-1.8706,0.038,53,4,0.338,0.005,-0.675,0.045,-3.419,0.05,12.4,0.85,6.3,"nan","nan",0,2
"CWNU 4538",277.9883,0.069,-23.3039,0.029,9.9795,0.046,-6.3692,0.063,81,12,0.13,0.027,-1.405,0.073,-3.676,0.095,13.2,1.65,9.4,20.32,6.97,1,2
"CWNU 4539",260.0219,0.031,-29.4386,0.115,356.5583,0.086,4.3964,0.046,118,28,0.07,0.053,-4.036,0.108,-6.107,0.195,14.55,3.3,9.4,59.71,37.9,2,2
"CWNU 4540",313.9259,0.222,48.0701,0.168,87.9898,0.184,1.8878,0.112,188,32,0.38,0.072,-3.566,0.097,-6.899,0.124,12.3,2.85,8.8,"nan","nan",0,2
"CWNU 4541",126.8765,0.06,-36.2331,0.067,255.4535,0.095,1.2893,0.056,203,18,0.177,0.045,-2.513,0.148,2.888,0.058,15.45,3.75,7.0,"nan","nan",0,2
"CWNU 4542",116.9273,0.057,-18.9433,0.088,236.1791,0.1,3.2564,0.062,97,14,0.234,0.053,-2.153,0.032,2.673,0.06,13.75,1.75,8.6,86.55,2.61,1,2
"CWNU 4543",140.4281,0.087,-54.3721,0.065,275.3961,0.015,-3.1258,0.081,95,21,0.144,0.019,-3.89,0.062,3.471,0.123,13.25,0.5,8.9,47.53,9.07,1,2
"CWNU 4544",248.5399,0.095,-46.6311,0.122,337.4881,0.128,0.7456,0.028,210,23,0.259,0.041,-2.713,0.071,-3.59,0.093,12.6,4.85,8.6,"nan","nan",0,2
"CWNU 4545",112.9695,0.06,-26.6203,0.081,241.0497,0.077,-3.6975,0.038,96,22,0.146,0.039,-1.191,0.045,1.783,0.071,14.2,1.65,8.8,46.51,23.81,2,2
"CWNU 4546",272.1982,0.019,-32.0481,0.097,359.8025,0.076,-5.89,0.029,52,3,0.173,0.022,-1.622,0.004,-4.001,0.028,13.55,1.9,9.4,"nan","nan",0,2
"CWNU 4547",139.6105,0.143,-41.2089,0.025,265.6388,0.059,5.7475,0.078,108,8,0.155,0.053,-4.21,0.114,3.598,0.071,13.9,1.2,9.2,"nan","nan",0,2
"CWNU 4548",120.2647,0.154,-20.3696,0.144,239.0281,0.126,5.2129,0.075,86,11,0.302,0.016,-2.651,0.053,0.949,0.046,13.15,0.7,8.1,"nan","nan",0,2
"CWNU 4549",257.7582,0.049,-41.7015,0.043,345.4844,0.079,-1.2389,0.014,52,4,0.451,0.026,-0.048,0.049,-1.269,0.138,12.0,3.6,8.8,-36.65,4.4,1,2
"CWNU 4550",318.8474,0.32,57.5865,0.06,97.0679,0.102,6.0134,0.135,237,49,0.189,0.069,-2.871,0.192,-2.934,0.12,13.35,1.85,9.2,-66.63,11.04,3,2
