fname,N_clust,N_clust_max
cwwdl2006,nan,808
ubc1227,nan,32
ubc1228,nan,43
ubc187,nan,67
hsc1056,nan,35
ubc1229,nan,77
ubc1230,nan,37
cwnu2425,nan,72
hsc1057,nan,74
cwnu3163,nan,157
cwwdl14029,nan,49
cwwdl14488,nan,32
cwwdl4603,nan,57
cwnu391,nan,70
hsc1059,nan,25
cwnu4748,nan,40
hsc1060,nan,64
hsc1061,nan,25
cwnu2309,nan,115
upk265,nan,66
hsc1062,nan,26
hsc1063,nan,32
cwwdl8449,nan,73
cwnu3834,nan,128
fof1352,nan,235
cwwdl8403,nan,83
theia3402,nan,41
cwnu2983,nan,50
ubc604,nan,25
cwnu3521,nan,96
ubc603,nan,76
cwwdl10575,nan,51
hsc1064,nan,34
cwwdl3478,nan,52
cwnu3569,nan,69
cwwdl2930,nan,121
cwnu3225,nan,33
hsc1020,nan,25
ubc1231,nan,46
fof1334,nan,156
ubc1576,nan,25
cwnu3939,nan,103
cwwdl10590,nan,41
hsc1065,nan,59
hsc1066,nan,94
hsc1067,nan,25
cwnu3598,nan,117
cwnu3454,nan,168
ubc1232,nan,49
cwwdl3060,nan,78
cwnu3,nan,76
hsc1068,nan,25
cwnu3406,nan,178
hsc1069,nan,58
ubc415,nan,42
hsc1070,nan,28
cwnu2238,nan,25
ubc188,nan,105
cwwdl3307,nan,48
cwnu3678,nan,69
hsc1071,nan,25
hsc1072,nan,25
hsc1073,nan,39
cwnu441,nan,54
cwwdl2912,nan,48
ubc416,nan,50
hsc1074,nan,41
ubc1577,nan,32
cwnu3120,nan,39
oc0241,nan,25
hsc1076,nan,25
cwwdl13359,nan,107
ubc1233,nan,60
cwnu99,nan,49
ubc1234,nan,39
ubc1194,nan,102
ubc1235,nan,32
theia2252,nan,79
cwnu3846,nan,60
cwnu4391,nan,153
cwnu4504,nan,144
cwwdl11834,nan,67
cwwdl10624,nan,35
lisciii3661,nan,617
cwnu4236,nan,46
ubc417,nan,39
cwwdl13289,nan,35
cwwdl13362,nan,48
cwnu66,nan,72
cwnu3675,nan,67
cwnu4704,nan,93
hsc1078,nan,25
cwnu2445,nan,70
hsc1080,nan,25
cwnu77,nan,73
hsc1081,nan,27
ubc189,nan,310
cwnu466,nan,51
hsc1082,nan,57
cwnu4623,nan,66
cwnu3946,nan,280
cwnu1288,nan,40
cwnu1246,nan,33
cwwdl2008,nan,75
cwnu65,nan,52
cwwdl13518,nan,36
cwnu346,nan,84
oc0242,nan,25
lisciii2920,nan,192
cwnu4145,nan,97
hsc1083,nan,43
cwnu3065,nan,154
cwnu3356,nan,91
hsc1084,nan,49
hsc1085,nan,54
hxhwl63,nan,62
theia2254,nan,32
hsc1086,nan,33
cwnu4702,nan,42
cwnu1266,nan,30
fof2428,nan,217
ocsn46,nan,164
cwwdl3347,nan,44
ubc44,nan,75
cwwdl13511,nan,48
ubc86,nan,29
theia3862,nan,58
theia123,nan,204
cwwdl13513,nan,46
theia746,nan,61
cwwdl4617,nan,68
ubc418,nan,80
hsc1090,nan,41
hsc1077,nan,25
cwwdl13520,nan,35
cwwdl3744,nan,44
cwwdl13771,nan,70
oc0243,nan,36
oc0244,nan,30
cwnu3691,nan,65
fof1925,nan,226
ubc419,nan,124
ubc46,nan,104
cwwdl13364,nan,38
cwwdl4607,nan,48
cwnu3628,nan,110
cwnu4245,nan,35
cwwdl13361,nan,92
hsc1092,nan,25
cwwdl13522,nan,32
hsc1093,nan,31
cwwdl13519,nan,35
cwnu3168,nan,105
hsc1094,nan,25
oc0245,nan,32
oc0246,nan,36
ubc1236,nan,179
cwwdl13509,nan,72
cwwdl2011,nan,188
cwwdl13770,nan,136
ubc1237,nan,40
cwwdl232,nan,60
cwnu2783,nan,25
cwnu2352,nan,91
oc0247,nan,46
cwwdl13950,nan,54
hsc1097,nan,208
hsc1099,nan,62
cwnu4038,nan,270
oc0248,nan,35
fof921,nan,201
cwwdl13320,nan,38
theia586,nan,40
ubc605,nan,30
cwwdl2618,nan,188
cwwdl13376,nan,36
oc0249,nan,25
cwwdl8509,nan,40
hxhwl44,nan,54
ubc190,nan,77
oc0250,nan,49
hsc1101,nan,36
cwnu2984,nan,138
hsc1102,nan,25
hsc1103,nan,25
oc0251,nan,35
cwwdl2007,nan,145
theia2945,nan,36
cwwdl13372,nan,60
cwwdl13374,nan,38
cwwdl13370,nan,78
ubc1238,nan,38
ubc1239,nan,35
hsc1104,nan,43
hsc1105,nan,54
cwnu3667,nan,81
theia900,nan,52
ubc47,nan,42
cwwdl13377,nan,65
cwnu3324,nan,73
hsc1106,nan,52
cwwdl4637,nan,44
hsc1107,nan,25
cwwdl10668,nan,40
cwnu1894,nan,30
oc0252,nan,25
cwwdl13378,nan,32
ubc191,nan,152
cwnu4536,nan,84
cwwdl12454,nan,100
upk281,nan,60
cwnu3991,nan,321
fof1937,nan,224
ubc192,nan,124
cwwdl2624,nan,456
cwwdl10681,nan,35
theia701,nan,74
ubc420,nan,198
cwnu4365,nan,47
fof2134,nan,403
cwnu3759,nan,30
upk282,nan,89
cwnu4509,nan,65
theia1432,nan,54
theia862,nan,175
cwnu3719,nan,55
cwwdl13375,nan,36
cwnu3609,nan,100
hsc1108,nan,27
cwnu4457,nan,30
cwnu3446,nan,27
cwnu3063,nan,67
hsc1109,nan,34
cwwdl13527,nan,64
oc0253,nan,38
cwwdl13781,nan,56
oc0254,nan,46
cwnu1252,nan,38
cwwdl13524,nan,180
cwnu4471,nan,52
ocsn47,nan,124
ubc1240,nan,75
cwwdl599,nan,33
cwnu1433,nan,41
cwnu1509,nan,33
cwnu1996,nan,25
cwnu4345,nan,70
cwnu2372,nan,102
cwwdl13367,nan,168
upk287,nan,46
cwwdl6257,nan,46
cwnu1715,nan,38
cwnu3183,nan,111
cwnu2239,nan,25
fof1957,nan,144
ubc421,nan,121
cwwdl14529,nan,313
cwnu4360,nan,55
hsc1112,nan,25
cwwdl10687,nan,33
ubc422,nan,80
cwwdl4633,nan,94
cwnu1197,nan,25
cwwdl13531,nan,56
hsc1113,nan,25
ubc1241,nan,61
cwnu1095,nan,60
cwnu3778,nan,31
oc0255,nan,25
cwwdl8493,nan,80
cwnu438,nan,94
cwnu4025,nan,258
cwwdl8491,nan,73
ubc1242,nan,93
theia311,nan,27
hsc1115,nan,26
cwnu3672,nan,87
hsc1116,nan,25
hsc1117,nan,65
cwwdl13109,nan,49
cwwdl2626,nan,158
cwnu3710,nan,41
cwwdl3134,nan,46
ubc1243,nan,42
hsc1118,nan,29
cwnu3325,nan,113
hsc1119,nan,25
theia652,nan,34
hsc1120,nan,35
cwnu4436,nan,100
cwnu3134,nan,77
cwnu1076,nan,48
cwnu4179,nan,194
cwnu4189,nan,25
cwnu234,nan,72
theia863,nan,77
lisciii3759,nan,153
hsc1122,nan,89
cwnu1960,nan,28
cwnu1408,nan,54
cwnu473,nan,60
cwwdl13371,nan,78
ubc1244,nan,169
oc0256,nan,30
theia592,nan,57
cwnu1001,nan,60
cwnu1154,nan,33
hsc1125,nan,25
oc0257,nan,25
oc0258,nan,27
cwnu2860,nan,30
cwnu4060,nan,41
hsc1127,nan,27
ubc194,nan,113
oc0259,nan,48
cwnu3803,nan,108
cwwdl14301,nan,54
hsc1128,nan,65
cwnu1130,nan,59
lisciii2595,nan,449
hsc1129,nan,26
fof1355,nan,233
theia1740,nan,139
cwnu429,nan,54
hsc1130,nan,44
oc0260,nan,27
theia638,nan,93
upk292,nan,38
ubc1245,nan,48
cwnu474,nan,54
cwnu1029,nan,152
ubc423,nan,49
cwwdl2632,nan,36
cwnu119,nan,62
cwnu2838,nan,33
cwnu489,nan,105
cwnu481,nan,48
upk294,nan,65
cwnu16,nan,51
theia5292,nan,61
cwnu1297,nan,67
oc0261,nan,28
cwnu1382,nan,57
cwnu1799,nan,33
hsc1133,nan,25
cwnu1058,nan,97
cwnu1484,nan,49
oc0262,nan,54
cwnu1131,nan,148
theia1713,nan,114
cwnu2033,nan,27
cwnu1212,nan,27
hsc1134,nan,32
cwnu3805,nan,79
hsc1136,nan,59
fof2042,nan,136
cwnu4554,nan,341
hsc1131,nan,91
theia1722,nan,358
cwnu1070,nan,75
cwwdl14458,nan,41
theia2482,nan,44
hsc1155,nan,96
cwnu2970,nan,56
cwnu487,nan,94
hsc1138,nan,186
hsc1139,nan,45
cwnu1406,nan,54
hsc1140,nan,40
cwnu3765,nan,35
upk296,nan,86
cwnu2161,nan,25
cwnu1731,nan,28
cwnu4570,nan,90
cwwdl13157,nan,32
oc0263,nan,25
hsc1165,nan,71
hsc1146,nan,25
cwnu3716,nan,53
hsc1147,nan,25
cwnu149,nan,57
oc0264,nan,27
theia85,nan,47
cwnu305,nan,65
cwnu4361,nan,56
upk300,nan,29
oc0265,nan,43
cwnu4625,nan,53
cwnu483,nan,118
oc0266,nan,62
cwnu3310,nan,71
hsc1150,nan,25
hsc1149,nan,51
hsc1152,nan,25
oc0267,nan,33
hsc1153,nan,25
oc0268,nan,25
cwwdl13147,nan,33
ubc1246,nan,105
cwnu365,nan,56
cwnu133,nan,68
upk303,nan,261
ubc607,nan,129
cwnu1804,nan,27
ubc1247,nan,55
cwnu1574,nan,32
theia2135,nan,107
cwnu2010,nan,27
cwnu2398,nan,25
ubc49,nan,142
cwwdl236,nan,46
ubc1248,nan,91
oc0269,nan,33
cwwdl3133,nan,43
cwnu3049,nan,128
hsc1162,nan,28
hsc1179,nan,55
cwnu3547,nan,50
hsc1163,nan,55
cwnu4775,nan,34
hsc1166,nan,25
cwnu4595,nan,73
upk307,nan,99
fof1956,nan,129
cwwdl14316,nan,49
hsc1168,nan,25
cwwdl238,nan,46
ubc424,nan,69
cwnu3804,nan,118
upk305,nan,74
hsc1170,nan,27
cwnu3164,nan,50
oc0270,nan,43
theia2488,nan,43
cwnu2703,nan,65
hsc1195,nan,35
cwnu2768,nan,36
cwwdl14112,nan,110
hsc1172,nan,68
fof613,nan,352
ubc1249,nan,156
cwnu2071,nan,25
hsc1173,nan,25
cwnu1783,nan,27
cwnu4281,nan,104
oc0271,nan,59
oc0272,nan,27
hsc1175,nan,25
cwnu3512,nan,99
hsc1176,nan,67
hsc1177,nan,25
hsc1178,nan,25
cwnu2079,nan,25
cwnu2996,nan,84
cwnu3398,nan,87
ubc1250,nan,80
ubc87,nan,65
cwwdl11945,nan,59
cwnu2490,nan,25
cwnu1332,nan,62
ubc1251,nan,39
cwnu396,nan,57
cwnu1899,nan,30
cwnu2021,nan,27
ubc1252,nan,49
cwnu1132,nan,44
cwnu3809,nan,104
hsc1180,nan,54
cwnu3630,nan,93
hsc1181,nan,491
theia7938,nan,80
hxhwl73,nan,108
cwwdl12760,nan,72
cwnu3578,nan,193
ubc608,nan,62
hsc1184,nan,32
hsc1185,nan,42
cwnu3067,nan,274
cwnu409,nan,59
cwwdl3218,nan,86
cwnu2092,nan,25
cwwl3078,nan,60
oc0273,nan,25
cwnu1519,nan,48
cwnu2032,nan,27
hsc1169,nan,25
cwnu1137,nan,38
cwnu1042,nan,68
fof2028,nan,385
hsc1186,nan,25
cwnu1486,nan,49
cwnu3901,nan,61
ubc1253,nan,58
cwnu2623,nan,102
hsc1188,nan,25
cwnu3700,nan,60
ubc1254,nan,112
cwwdl4657,nan,54
cwnu17,nan,172
cwnu4357,nan,53
cwnu1346,nan,60
oc0274,nan,33
cwnu3401,nan,35
cwnu3768,nan,25
cwnu78,nan,54
upk310,nan,25
cwnu2101,nan,25
hsc1189,nan,37
cwnu3898,nan,281
ubc51,nan,144
cwnu3061,nan,53
cwnu1080,nan,40
cwnu4616,nan,33
cwwdl14302,nan,36
lisciii1038,nan,1000
hsc1190,nan,32
cwnu1278,nan,70
hsc1192,nan,25
cwnu2112,nan,25
hxwhb1,nan,68
cwnu3064,nan,146
cwnu3176,nan,49
cwnu1220,nan,158
fof1960,nan,277
hsc1137,nan,58
cwnu2049,nan,27
lisciii1299,nan,99
hsc1193,nan,25
hsc1194,nan,26
upk312,nan,53
hsc1196,nan,25
ubc1255,nan,86
hsc1197,nan,25
theia1040,nan,54
cwnu2124,nan,25
cwnu1479,nan,49
cwnu3191,nan,217
hsc1198,nan,89
cwnu2233,nan,25
cwnu496,nan,102
theia1086,nan,81
cwnu3213,nan,43
ubc1256,nan,91
cwnu1542,nan,46
cwnu4800,nan,168
cwnu4229,nan,52
theia2192,nan,39
cwnu4366,nan,37
hsc1201,nan,36
ubc1257,nan,27
hsc1202,nan,25
hsc1203,nan,44
upk317,nan,42
ubc609,nan,364
cwnu335,nan,92
ubc425,nan,42
cwnu1422,nan,54
hsc1204,nan,25
cwnu3927,nan,85
ubc52,nan,50
cwnu2201,nan,25
lisciii1036,nan,641
cwnu4494,nan,162
cwnu405,nan,140
cwnu1086,nan,48
theia47,nan,49
hsc1205,nan,28
cwnu4005,nan,147
ubc1258,nan,60
cwnu402,nan,49
hsc1206,nan,25
ubc426,nan,80
cwnu2132,nan,25
ubc1259,nan,73
ocsn48,nan,171
cwnu1140,nan,35
cwnu1497,nan,49
cwnu1125,nan,60
cwnu2842,nan,32
cwnu1381,nan,57
cwnu364,nan,65
theia2493,nan,55
cwnu1202,nan,25
ubc53,nan,75
cwwdl3753,nan,52
hsc1210,nan,25
ubc88,nan,140
upk322,nan,96
cwnu3166,nan,93
ubc1260,nan,28
cwnu4399,nan,47
cwnu4606,nan,56
cwnu3410,nan,35
hsc1213,nan,68
cwnu3625,nan,101
cwnu2935,nan,120
cwnu2474,nan,256
cwnu2255,nan,25
cwnu1597,nan,43
upk325,nan,44
hsc1217,nan,25
cwnu3414,nan,37
theia3318,nan,215
hsc1219,nan,58
cwnu3606,nan,98
hsc1220,nan,25
cwnu2324,nan,97
lisciii3517,nan,702
upk326,nan,64
cwnu2378,nan,83
hsc1222,nan,25
cwnu2879,nan,25
hsc1223,nan,25
cwwdl13230,nan,43
cwnu1567,nan,44
lisciii1837,nan,123
ubc8,nan,335
cwnu3237,nan,78
cwnu1760,nan,36
cwnu1191,nan,54
cwnu1681,nan,40
cwnu2577,nan,25
cwnu368,nan,49
hsc1225,nan,33
cwnu4780,nan,27
cwnu4700,nan,105
hsc1226,nan,25
cwnu4633,nan,164
cwnu3123,nan,99
cwwdl3219,nan,62
ubc54,nan,336
upk333,nan,63
cwnu3397,nan,72
hsc1228,nan,25
hsc1229,nan,47
cwnu2957,nan,86
cwnu3182,nan,76
hsc1230,nan,31
hsc1234,nan,25
cwwdl3220,nan,78
cwwl3086,nan,73
hsc1231,nan,31
hsc1232,nan,31
cwnu2994,nan,157
hsc1233,nan,25
cwnu1935,nan,28
cwnu2399,nan,91
theia1083,nan,28
cwwdl12484,nan,86
ubc1578,nan,54
cwnu1693,nan,38
hsc1235,nan,25
cwnu2235,nan,25
ubc1261,nan,51
hsc1238,nan,25
cwnu2542,nan,54
cwnu2852,nan,27
cwnu2956,nan,92
cwnu2580,nan,115
hsc1239,nan,25
hsc1240,nan,25
ubc55,nan,89
cwnu1407,nan,35
hsc1254,nan,25
cwwdl13170,nan,33
lisciii1031,nan,577
cwwdl2950,nan,91
cwnu3048,nan,169
oc0275,nan,28
hsc1242,nan,25
ubc427,nan,93
cwnu3059,nan,194
hsc1243,nan,37
cwnu3105,nan,116
cwwdl13232,nan,38
hsc1245,nan,25
cwnu3528,nan,203
hsc1246,nan,60
cwnu2684,nan,84
fof2139,nan,355
cwnu2928,nan,55
hsc1248,nan,40
ubc56,nan,226
cwwdl14173,nan,78
fof2230,nan,134
fof2027,nan,173
cwnu461,nan,110
ubc1262,nan,98
cwwdl3349,nan,32
ubc57,nan,51
hsc1249,nan,25
cwwdl13229,nan,48
cwnu358,nan,38
cwnu1505,nan,48
cwnu1392,nan,56
cwnu2195,nan,25
cwnu1508,nan,48
cwwdl14545,nan,33
ubc610,nan,25
ubc1263,nan,89
cwwdl4659,nan,76
ubc428,nan,89
cwnu105,nan,51
cwwdl11953,nan,54
cwnu361,nan,92
cwnu2036,nan,27
hsc1252,nan,47
ocsn223,nan,209
cwnu1607,nan,43
hsc1253,nan,25
hsc1255,nan,52
cwnu1247,nan,25
cwnu1701,nan,56
cwnu1190,nan,35
ubc1264,nan,271
cwnu3293,nan,103
hsc1256,nan,25
hsc1257,nan,25
lisciii3431,nan,401
cwnu1359,nan,36
hsc1250,nan,34
cwnu4495,nan,238
hsc1258,nan,32
cwnu3158,nan,80
lisciii1301,nan,211
cwnu4723,nan,111
cwnu1931,nan,28
cwnu1814,nan,33
hsc1259,nan,45
cwwdl14370,nan,59
hsc1260,nan,28
cwnu3019,nan,56
ocsn107,nan,379
hsc1262,nan,143
cwnu3268,nan,100
hsc1270,nan,34
cwnu3205,nan,71
cwnu1172,nan,25
cwnu1688,nan,38
cwnu514,nan,51
theia560,nan,47
hsc1266,nan,25
cwnu3558,nan,44
ubc1265,nan,76
cwnu4066,nan,32
cwnu499,nan,54
ubc1607,nan,56
cwnu386,nan,110
cwwdl14372,nan,49
theia569,nan,40
hsc1268,nan,25
cwnu2849,nan,40
ubc429,nan,56
cwnu4016,nan,202
cwwdl13261,nan,33
cwwdl13260,nan,48
cwnu4299,nan,87
cwnu2843,nan,46
cwnu3317,nan,68
ubc1266,nan,25
cwnu2175,nan,25
cwnu3713,nan,108
cwnu1023,nan,116
cwnu449,nan,59
hxhwl35,nan,54
cwnu3216,nan,95
hsc1271,nan,26
hsc1272,nan,25
cwnu3586,nan,31
hsc1273,nan,25
cwnu350,nan,56
ubc4,nan,117
cwnu3087,nan,136
hsc1274,nan,50
theia933,nan,25
cwnu2168,nan,25
cwnu381,nan,123
ubc1267,nan,34
cwwdl8547,nan,96
cwnu1773,nan,35
ubc1268,nan,35
ocsn304,nan,105
cwwdl8551,nan,44
ubc59,nan,80
cwwdl13241,nan,73
oc0276,nan,35
oc0277,nan,65
hsc1279,nan,25
ocsn136,nan,331
ubc19,nan,59
oc0278,nan,41
ocsn284,nan,97
oc0279,nan,25
cwnu3584,nan,29
ubc611,nan,25
cwwdl8586,nan,54
cwnu1128,nan,115
cwnu1667,nan,40
cwnu2910,nan,25
ubc1269,nan,36
cwwdl12507,nan,32
cwnu2505,nan,145
cwnu1876,nan,32
ubc430,nan,32
cwnu116,nan,49
ubc1270,nan,39
ocsn272,nan,65
lisciii1789,nan,112
cwwdl10728,nan,70
ubc1271,nan,54
cwwdl10790,nan,36
cwnu3640,nan,110
hsc1282,nan,72
cwwdl13259,nan,35
oc0280,nan,36
hsc1347,nan,42
ocsn285,nan,164
ubc31,nan,147
cwnu518,nan,57
cwwdl10812,nan,32
cwnu4240,nan,42
hsc1283,nan,28
ubc1272,nan,56
cwnu390,nan,80
cwnu4288,nan,93
hsc1284,nan,105
cwnu4349,nan,65
cwnu3180,nan,194
cwwdl10723,nan,81
cwnu1098,nan,112
theia2901,nan,53
hsc1286,nan,35
cwnu3018,nan,136
cwwdl10714,nan,108
cwnu3557,nan,138
cwnu4058,nan,318
theia480,nan,35
cwwdl2025,nan,169
hsc1289,nan,46
cwnu3540,nan,156
ubc431,nan,115
cwnu4226,nan,54
cwwdl10737,nan,60
cwnu4492,nan,132
cwnu22,nan,78
ubc1273,nan,32
hsc1291,nan,25
cwwdl10733,nan,62
cwnu1741,nan,36
cwnu4529,nan,238
cwnu3899,nan,161
ubc1274,nan,78
fof1968,nan,183
cwnu4308,nan,81
cwnu1937,nan,28
cwnu3459,nan,221
hsc1292,nan,25
cwnu2995,nan,55
ubc1275,nan,25
hsc1293,nan,93
cwwdl10761,nan,43
cwnu3426,nan,111
hsc1294,nan,25
cwwdl13263,nan,36
hxhwl18,nan,73
theia5736,nan,68
oc0281,nan,25
cwwdl10749,nan,51
cwwdl10758,nan,44
cwnu1263,nan,28
cwnu442,nan,73
cwnu4564,nan,75
cwwdl10751,nan,49
cwwdl10743,nan,54
cwnu1145,nan,64
upk347,nan,49
cwnu1158,nan,25
cwnu3534,nan,88
cwnu4505,nan,145
cwnu4340,nan,47
ubc1608,nan,54
cwwdl10782,nan,38
cwnu186,nan,91
cwwdl10734,nan,62
cwwdl10755,nan,59
cwwdl10769,nan,41
cwnu1807,nan,33
cwwdl8537,nan,57
fof1367,nan,377
hsc1297,nan,44
cwnu3276,nan,106
cwnu1114,nan,70
cwwdl10719,nan,89
cwnu2129,nan,25
cwnu4172,nan,161
hsc1298,nan,25
ubc1276,nan,34
cwnu3548,nan,30
cwnu210,nan,51
oc0282,nan,30
cwwl2944,nan,120
cwnu4052,nan,268
hsc1299,nan,49
cwnu3111,nan,110
hsc1314,nan,116
hsc1300,nan,102
cwwdl10773,nan,40
cwnu2130,nan,43
cwnu4036,nan,245
cwnu3369,nan,101
cwwdl10713,nan,110
cwnu3753,nan,46
cwnu1068,nan,92
hsc1304,nan,25
upk350,nan,97
cwnu1171,nan,25
ocsn49,nan,412
hsc1306,nan,25
cwnu3157,nan,86
cwwdl14417,nan,32
cwnu2856,nan,33
hsc1308,nan,49
theia684,nan,36
cwnu4601,nan,79
oc0283,nan,27
oc0284,nan,32
oc0285,nan,44
theia1362,nan,44
hsc1309,nan,198
fof2036,nan,345
ubc612,nan,56
hsc1310,nan,28
cwwdl2644,nan,41
cwnu3519,nan,44
cwnu3828,nan,82
cwwl2942,nan,78
oc0286,nan,25
ubc432,nan,62
cwnu3318,nan,40
hsc1311,nan,25
cwnu4154,nan,84
cwnu3266,nan,137
hsc1312,nan,37
cwnu3058,nan,132
cwnu2307,nan,25
hsc1313,nan,25
hsc1330,nan,67
cwnu154,nan,140
cwnu1810,nan,33
cwnu2091,nan,36
ubc61,nan,92
hsc1315,nan,25
cwnu2689,nan,44
cwnu1317,nan,51
ubc613,nan,83
cwnu4527,nan,68
ocsn268,nan,75
cwnu4413,nan,47
cwnu3835,nan,69
hsc1318,nan,52
cwnu2393,nan,78
cwnu1820,nan,25
cwnu2950,nan,73
hsc1320,nan,25
hsc1321,nan,25
hsc1322,nan,73
oc0287,nan,25
cwnu3124,nan,52
hsc1323,nan,49
cwnu2214,nan,25
ubc1609,nan,25
ubc197,nan,116
cwwdl14371,nan,57
upk357,nan,57
cwnu1602,nan,43
ubc63,nan,41
cwnu1514,nan,48
theia7082,nan,45
cwwl3095,nan,76
cwnu4000,nan,162
hsc1324,nan,25
theia387,nan,119
hxhwl49,nan,52
cwnu3437,nan,36
ubc1277,nan,33
theia1424,nan,78
cwnu1732,nan,36
cwnu1720,nan,44
cwnu4127,nan,61
theia3980,nan,25
cwnu2206,nan,25
cwnu4238,nan,46
cwnu2969,nan,131
cwnu3573,nan,86
cwwdl3190,nan,44
ubc1278,nan,64
hsc1328,nan,25
hsc1329,nan,129
cwwdl12515,nan,60
oc0288,nan,25
ubc1279,nan,55
fof2047,nan,742
hsc1331,nan,25
cwnu1248,nan,25
cwnu2287,nan,25
hsc1332,nan,25
cwnu3396,nan,58
hsc1333,nan,39
theia415,nan,25
hsc1334,nan,48
oc0289,nan,25
cwnu424,nan,57
cwnu4759,nan,63
cwnu1089,nan,51
cwnu173,nan,36
cwnu1421,nan,54
cwnu470,nan,56
cwnu465,nan,126
ubc1280,nan,127
cwwdl12514,nan,75
hsc1341,nan,25
cwnu3817,nan,38
cwnu4770,nan,30
cwnu3377,nan,135
cwnu1094,nan,27
hsc1342,nan,41
cwwl3093,nan,84
hxwhb7,nan,30
cwnu2896,nan,25
theia856,nan,51
cwnu525,nan,577
cwnu2636,nan,99
hsc1343,nan,25
cwnu3668,nan,82
ubc1281,nan,62
ubc198,nan,111
hsc1344,nan,25
cwnu2145,nan,25
ocsn118,nan,78
ocsn50,nan,128
hsc1346,nan,25
theia54,nan,48
cwnu1825,nan,25
cwnu1335,nan,38
cwnu178,nan,99
ubc199,nan,89
hsc1348,nan,27
hsc1350,nan,52
hsc1351,nan,25
cwnu3415,nan,121
hsc1353,nan,25
hxwhb4,nan,33
ocsn273,nan,89
ubc1282,nan,25
cwnu344,nan,57
oc0290,nan,25
hxwhb6,nan,25
hxwhb8,nan,33
hsc1355,nan,532
hxwhb3,nan,38
hsc1356,nan,40
oc0291,nan,30
hxwhb2,nan,51
hxwhb5,nan,32
theia669,nan,25
fof2048,nan,586
oc0292,nan,97
hsc1358,nan,25
cwnu4099,nan,50
oc0293,nan,72
cwnu2903,nan,25
hsc1359,nan,111
hxwhb9,nan,28
lisciii1442,nan,459
cwnu3181,nan,106
hsc1360,nan,40
cwnu3295,nan,168
hsc1361,nan,25
cwnu3206,nan,63
theia7,nan,47
cwnu1108,nan,25
ubc1283,nan,49
hxwhb10,nan,28
cwnu2108,nan,25
cwnu2941,nan,121
hsc1362,nan,26
cwnu2673,nan,99
cwnu4116,nan,47
oc0294,nan,44
cwnu2578,nan,67
hsc1364,nan,25
hsc1365,nan,25
cwnu3517,nan,111
cwnu2755,nan,73
ocsn51,nan,60
hsc1366,nan,25
hxhwl53,nan,56
hsc1367,nan,25
cwnu2489,nan,60
hsc1369,nan,25
cwnu3571,nan,119
cwnu52,nan,65
ocsn52,nan,70
hsc1370,nan,25
ubc68,nan,73
cwnu2369,nan,25
cwnu3195,nan,76
cwnu1129,nan,40
cwnu1147,nan,27
cwnu2218,nan,25
cwnu255,nan,64
ubc614,nan,56
ubc1579,nan,25
theia874,nan,57
hsc1375,nan,25
cwnu1718,nan,36
cwnu3175,nan,89
cwnu2533,nan,25
cwnu2446,nan,70
hsc1377,nan,25
upk367,nan,67
cwnu2465,nan,25
hsc1378,nan,37
hsc1379,nan,61
cwnu1942,nan,33
cwnu2749,nan,73
ubc1284,nan,38
cwnu1104,nan,52
hsc1380,nan,80
theia780,nan,74
cwnu3177,nan,206
hsc1381,nan,26
ocsn271,nan,64
cwnu2078,nan,25
cwnu3583,nan,75
cwnu2362,nan,88
cwnu1464,nan,51
cwnu2020,nan,25
cwnu3060,nan,59
hsc1385,nan,25
cwnu2171,nan,25
cwnu2180,nan,25
cwnu3153,nan,121
hsc1386,nan,57
hsc1387,nan,25
hsc1388,nan,35
cwnu3254,nan,74
cwnu3491,nan,120
hsc1389,nan,25
theia3582,nan,50
upk369,nan,37
ubc1285,nan,59
cwnu3005,nan,42
cwnu5,nan,454
theia71,nan,25
hsc1392,nan,25
hsc1340,nan,194
hsc1394,nan,25
cwnu1571,nan,44
cwnu1372,nan,57
cwnu4796,nan,44
hsc1395,nan,30
theia925,nan,49
theia3747,nan,53
cwnu200,nan,76
hsc1398,nan,34
hsc1399,nan,25
theia3796,nan,25
hxhwl38,nan,48
ubc1286,nan,54
hsc1390,nan,25
cwnu195,nan,54
cwnu1839,nan,25
hsc1400,nan,36
cwnu1930,nan,30
hsc1401,nan,25
hsc1402,nan,25
cwnu126,nan,48
theia1798,nan,119
hsc1403,nan,105
hsc1404,nan,25
cwnu1946,nan,65
ubc1287,nan,49
hsc1407,nan,25
cwnu3807,nan,93
hsc1408,nan,25
hsc1409,nan,31
cwnu3674,nan,57
cwnu2332,nan,96
hsc1410,nan,25
ocsn53,nan,43
hsc1411,nan,25
cwnu1570,nan,44
hsc1413,nan,49
cwnu3290,nan,83
hsc1438,nan,110
cwnu1838,nan,33
cwnu4176,nan,122
ubc1288,nan,25
cwnu197,nan,68
ubc1580,nan,44
theia66,nan,39
theia754,nan,572
ubc1289,nan,104
cwnu194,nan,118
ubc1290,nan,81
cwnu146,nan,140
oc0295,nan,57
ubc1291,nan,36
hsc1414,nan,33
cwnu3092,nan,52
cwnu1801,nan,33
hsc1416,nan,34
cwwdl12517,nan,94
cwnu3483,nan,48
hsc1417,nan,25
cwnu1242,nan,25
hsc1418,nan,25
cwwdl8594,nan,75
ubc1292,nan,91
cwnu3382,nan,61
cwwl3079,nan,65
cwnu3487,nan,48
cwnu1684,nan,38
hsc1419,nan,30
cwnu2999,nan,77
lisciii1790,nan,800
lisciii1046,nan,428
hsc1430,nan,67
