fname,N_clust,N_clust_max
hsc2233,nan,25
hsc2234,nan,25
hsc2235,nan,25
hsc2236,nan,42
hsc2229,nan,30
ubc1465,nan,25
cwwdl14184,nan,59
cwwdl13969,nan,43
theia6111,nan,89
cwnu184,nan,161
hsc2237,nan,25
cwnu3392,nan,64
cwwdl11182,nan,68
cwwdl2996,nan,65
ubc1466,nan,68
cwwdl3439,nan,35
hsc2239,nan,64
cwnu1903,nan,40
cwnu2354,nan,25
fof1992,nan,77
cwwdl212,nan,46
cwnu2493,nan,60
ubc253,nan,80
hsc2241,nan,25
cwnu3709,nan,73
hsc2256,nan,37
oc0517,nan,28
cwnu88,nan,67
theia4371,nan,32
cwnu2526,nan,57
hsc2244,nan,41
cwnu3849,nan,73
cwnu2557,nan,126
cwnu1272,nan,41
cwnu3438,nan,65
ubc1467,nan,140
hsc2246,nan,25
oc0518,nan,32
cwnu3452,nan,62
cwnu1161,nan,30
ubc255,nan,112
fof2236,nan,214
ubc254,nan,123
cwwdl765,nan,112
cwnu4270,nan,117
upk549,nan,268
hsc2247,nan,46
oc0519,nan,33
cwnu3210,nan,78
cwwdl207,nan,65
lisc3692,nan,36
hsc2248,nan,25
cwnu4068,nan,58
ubc492,nan,46
hsc2249,nan,25
oc0520,nan,28
cwnu1210,nan,25
cwnu3896,nan,101
cwnu3749,nan,39
lisc3651,nan,294
lisc3683,nan,32
cwnu3635,nan,204
theia3127,nan,172
hsc2278,nan,46
oc0521,nan,36
cwnu2646,nan,72
hsc2253,nan,28
lisc3652,nan,56
cwnu4096,nan,145
oc0522,nan,25
cwwl2239,nan,86
oc0523,nan,30
cwnu2401,nan,25
cwnu1051,nan,30
cwnu1949,nan,60
cwnu1060,nan,25
cwnu1085,nan,102
theia5426,nan,485
cwnu1290,nan,68
ubc1468,nan,83
hsc2257,nan,28
hsc2263,nan,39
cwnu4766,nan,35
cwnu3712,nan,42
theia2145,nan,45
cwwdl5026,nan,44
lisc3682,nan,33
ubc493,nan,40
oc0524,nan,25
cwnu3900,nan,273
cwnu2472,nan,65
cwnu3797,nan,84
cwnu1933,nan,28
cwnu4373,nan,30
cwnu1837,nan,25
cwnu1855,nan,25
cwnu1319,nan,38
theia953,nan,147
hsc2260,nan,58
cwnu1862,nan,25
hsc2261,nan,50
cwnu2933,nan,69
cwnu1590,nan,44
cwnu3989,nan,270
upk560,nan,162
lisc3643,nan,52
lisc3635,nan,67
cwwdl472,nan,38
theia5867,nan,38
cwnu4756,nan,208
ubc1469,nan,32
lisc3634,nan,56
oc0525,nan,33
oc0526,nan,25
oc0527,nan,28
cwnu3422,nan,110
cwnu3634,nan,117
oc0528,nan,28
cwnu2177,nan,25
cwnu3296,nan,60
lisc3684,nan,60
cwnu4438,nan,360
ubc1623,nan,25
cwnu1629,nan,41
oc0529,nan,40
lisc3681,nan,48
cwnu1928,nan,30
cwnu1673,nan,40
ubc494,nan,128
cwwdl205,nan,153
cwnu1863,nan,32
cwwdl14525,nan,59
ubc1470,nan,84
hsc2266,nan,50
hsc2268,nan,29
cwnu3707,nan,38
cwnu1912,nan,52
cwnu2919,nan,25
cwnu3773,nan,37
hsc2270,nan,25
hsc2271,nan,28
cwnu4662,nan,68
cwnu3148,nan,128
hsc2272,nan,25
hsc2273,nan,25
ubc1471,nan,44
hsc2274,nan,84
cwnu3298,nan,230
ubc495,nan,90
lisc3701,nan,46
cwnu2757,nan,73
theia5094,nan,60
hsc2282,nan,96
cwnu515,nan,60
cwnu4187,nan,145
lisc3653,nan,48
cwnu1316,nan,38
cwnu3735,nan,44
hsc2275,nan,25
cwnu3510,nan,60
cwnu4198,nan,75
hsc2297,nan,59
ubc651,nan,62
lisc3655,nan,89
cwnu3461,nan,242
cwnu2026,nan,25
cwnu3076,nan,91
cwnu3017,nan,122
cwwdl13562,nan,41
cwnu1843,nan,33
cwnu1530,nan,48
upk552,nan,79
cwnu2321,nan,100
hsc2280,nan,113
cwnu1426,nan,35
hsc2281,nan,167
ubc1472,nan,25
lisc3694,nan,46
cwnu3757,nan,84
hsc2284,nan,34
lisc3647,nan,40
hsc2286,nan,25
hsc2307,nan,25
hsc2287,nan,29
cwnu3020,nan,95
oc0531,nan,25
oc0530,nan,41
hsc2288,nan,55
cwnu4159,nan,62
oc0532,nan,25
fof780,nan,218
cwnu2185,nan,25
hsc2289,nan,31
ubc1473,nan,150
hsc2290,nan,25
lisc3663,nan,209
lisc3696,nan,97
lisc3690,nan,38
cwnu1553,nan,32
cwwdl208,nan,88
lisc3702,nan,32
cwnu3358,nan,89
hsc2294,nan,85
theia453,nan,25
cwnu4160,nan,73
hsc2296,nan,53
ocsn87,nan,115
lisc3650,nan,52
cwnu1375,nan,36
lisc3657,nan,281
theia1075,nan,29
theia2436,nan,25
lisc3661,nan,60
cwnu265,nan,59
lisc3697,nan,70
lisc3689,nan,51
lisc3649,nan,484
theia2121,nan,28
hsc2298,nan,61
cwnu1764,nan,27
hsc2302,nan,27
cwnu2678,nan,44
cwnu4699,nan,71
fof2290,nan,75
cwwdl14103,nan,129
hsc2304,nan,116
cwnu2452,nan,68
oc0533,nan,25
hsc2305,nan,37
cwnu2138,nan,25
hsc2306,nan,33
cwnu4182,nan,98
lisc3660,nan,46
hsc2327,nan,91
hsc2308,nan,25
hsc2309,nan,63
hsc2311,nan,25
cwnu3046,nan,118
cwnu3012,nan,159
hsc2312,nan,25
cwnu3897,nan,215
hsc2314,nan,25
hsc2315,nan,101
cwwdl214,nan,43
theia6242,nan,125
fof676,nan,111
oc0534,nan,89
cwnu4312,nan,78
cwnu1311,nan,38
cwnu1579,nan,44
oc0535,nan,25
cwnu287,nan,48
cwnu264,nan,44
cwwdl485,nan,35
hsc2319,nan,25
cwnu3315,nan,57
cwnu3189,nan,87
hsc2320,nan,40
ubc1474,nan,106
hsc2283,nan,87
cwnu3503,nan,107
cwnu4446,nan,59
cwnu2072,nan,25
hsc2321,nan,25
hsc2322,nan,36
cwnu3458,nan,190
oc0536,nan,35
hsc2324,nan,25
hsc2325,nan,105
cwwdl3451,nan,38
cwnu3541,nan,173
ocsn88,nan,65
cwnu4232,nan,51
cwnu2702,nan,44
cwnu2,nan,38
cwnu2304,nan,110
oc0537,nan,35
theia2448,nan,107
ubc1475,nan,34
hsc2326,nan,25
cwnu2046,nan,27
cwnu3155,nan,106
cwnu1846,nan,25
oc0538,nan,57
cwnu1531,nan,48
cwnu3996,nan,155
hsc2329,nan,57
cwnu2359,nan,89
cwnu2705,nan,43
ubc1476,nan,37
cwnu2436,nan,70
cwnu2087,nan,25
cwwdl3452,nan,35
fof782,nan,145
hsc2330,nan,91
cwnu4475,nan,93
cwwdl772,nan,137
cwnu3867,nan,208
cwnu1816,nan,33
cwnu3703,nan,58
cwwdl215,nan,107
cwnu3313,nan,96
cwnu3536,nan,53
hsc2331,nan,29
ubc496,nan,94
cwnu3429,nan,51
cwnu2424,nan,73
hsc2332,nan,73
cwnu3537,nan,67
cwnu2323,nan,99
hsc2333,nan,25
cwnu4567,nan,134
cwnu3961,nan,191
cwnu3508,nan,78
hsc2334,nan,25
hsc2335,nan,25
hsc2337,nan,39
hsc2338,nan,44
cwnu3193,nan,63
cwnu2638,nan,96
cwnu2488,nan,62
cwnu3916,nan,64
oc0539,nan,30
cwnu2730,nan,43
cwnu2219,nan,25
cwnu4825,nan,82
ubc1477,nan,39
cwnu3810,nan,83
cwnu3830,nan,131
cwnu2300,nan,25
ubc497,nan,107
cwwdl13311,nan,108
fof2059,nan,108
oc0540,nan,59
theia295,nan,25
ubc498,nan,76
cwnu3843,nan,61
hsc2339,nan,26
oc0541,nan,25
oc0542,nan,27
cwnu4296,nan,89
cwnu4079,nan,63
cwnu4793,nan,58
theia1315,nan,86
ubc1478,nan,59
theia3227,nan,45
hsc2340,nan,197
cwnu3995,nan,158
oc0543,nan,32
hsc2341,nan,37
fof1490,nan,127
cwnu3119,nan,123
cwnu4093,nan,91
hsc2342,nan,27
hsc2343,nan,25
cwnu3027,nan,50
ubc1479,nan,30
theia411,nan,66
ubc258,nan,56
cwnu2509,nan,59
cwwdl2181,nan,73
cwnu3615,nan,122
cwnu2545,nan,54
cwnu2275,nan,134
hsc2344,nan,26
cwnu3566,nan,205
cwnu4073,nan,52
cwnu2413,nan,75
cwnu2514,nan,59
theia1982,nan,42
cwwdl4123,nan,76
ubc652,nan,66
hsc2336,nan,39
cwnu4553,nan,133
cwwdl4128,nan,64
hsc2348,nan,35
cwnu3955,nan,101
cwnu1663,nan,30
theia2185,nan,28
cwnu2738,nan,41
cwwdl5121,nan,41
cwnu2946,nan,277
hsc2350,nan,68
ubc259,nan,185
cwnu4396,nan,54
hsc2352,nan,25
cwwdl5099,nan,57
cwnu1821,nan,33
cwwdl2750,nan,33
hsc2353,nan,25
hsc2354,nan,46
cwnu3684,nan,61
ubc499,nan,44
hsc2355,nan,25
ubc500,nan,88
hsc2356,nan,25
cwnu3986,nan,66
ubc260,nan,32
cwnu2554,nan,126
cwwdl805,nan,196
fof1487,nan,195
hsc2358,nan,38
cwnu1678,nan,40
cwnu3641,nan,109
cwwdl3301,nan,33
ubc1480,nan,116
fof403,nan,262
ubc653,nan,59
cwnu4014,nan,97
ubc1481,nan,53
ubc502,nan,86
cwnu4735,nan,86
ubc654,nan,35
ubc503,nan,88
ubc1482,nan,68
cwnu3980,nan,121
hsc2359,nan,430
cwwdl3456,nan,73
hsc2361,nan,44
cwwdl2180,nan,150
cwnu3333,nan,132
cwwdl11243,nan,38
cwnu1053,nan,107
oc0544,nan,25
hsc2362,nan,38
cwnu3493,nan,59
cwnu3141,nan,563
cwwdl794,nan,56
hsc2363,nan,244
hsc2364,nan,33
cwwdl1374,nan,33
cwwdl5091,nan,70
ubc1483,nan,112
theia3409,nan,166
cwnu4860,nan,78
hsc2365,nan,38
cwnu29,nan,52
oc0545,nan,44
oc0546,nan,43
cwnu4621,nan,44
hsc2367,nan,25
ubc261,nan,115
oc0547,nan,27
hsc2368,nan,25
hsc2369,nan,25
cwnu4196,nan,77
hsc2370,nan,38
cwnu3729,nan,73
oc0548,nan,51
cwnu4482,nan,43
fof1049,nan,50
cwwdl13402,nan,46
oc0549,nan,28
cwnu3467,nan,127
hsc2372,nan,25
cwnu4604,nan,45
ubc504,nan,54
cwnu2601,nan,49
cwnu2334,nan,27
cwnu2522,nan,57
ubc505,nan,77
ubc262,nan,48
oc0550,nan,33
cwnu4691,nan,49
ubc1484,nan,246
cwnu2512,nan,59
cwnu4103,nan,93
ubc655,nan,25
ubc506,nan,66
cwnu4195,nan,78
hsc2374,nan,25
hsc2375,nan,25
hsc2376,nan,48
hsc2377,nan,73
cwnu2549,nan,54
cwwdl2197,nan,64
hsc2303,nan,153
cwnu2975,nan,121
ubc656,nan,25
theia2151,nan,33
ubc1485,nan,26
cwwdl807,nan,35
cwnu4185,nan,222
hsc2378,nan,30
cwwdl504,nan,526
cwwdl506,nan,32
cwnu3200,nan,220
cwnu2531,nan,56
cwnu4105,nan,200
ubc263,nan,112
hsc2380,nan,54
cwnu1734,nan,28
cwwdl499,nan,153
cwnu2232,nan,212
cwwdl500,nan,310
cwwdl14597,nan,44
cwnu2433,nan,72
ubc657,nan,30
cwnu4761,nan,431
upk562,nan,75
ubc1486,nan,96
cwnu4524,nan,119
cwwdl14602,nan,73
cwwdl5172,nan,57
cwnu4431,nan,58
hsc2381,nan,25
hsc2382,nan,59
cwnu4622,nan,70
cwwdl13407,nan,44
cwwdl11253,nan,72
ubc264,nan,60
hsc2384,nan,273
cwwdl4221,nan,54
ubc1487,nan,43
cwwdl508,nan,64
hsc2386,nan,69
cwwdl4199,nan,81
oc0551,nan,41
cwnu3337,nan,301
cwnu4331,nan,50
ubc507,nan,76
cwnu3055,nan,68
cwwdl1416,nan,43
cwnu2998,nan,118
hsc2388,nan,25
ubc1488,nan,85
cwwdl5178,nan,68
hsc2389,nan,29
cwnu3035,nan,163
theia1844,nan,46
ubc1489,nan,35
cwnu3256,nan,93
ubc1490,nan,82
cwwdl826,nan,96
ubc1491,nan,48
cwnu3552,nan,51
hsc2392,nan,25
cwnu3364,nan,92
oc0552,nan,28
ubc1492,nan,83
cwwdl831,nan,48
ubc508,nan,100
cwnu4500,nan,59
ubc1493,nan,52
cwnu4241,nan,42
cwnu1078,nan,57
theia2296,nan,84
cwnu1730,nan,36
ubc1494,nan,33
cwnu84,nan,70
ubc1495,nan,86
cwnu3486,nan,42
cwnu4568,nan,91
cwnu3975,nan,62
cwwdl14043,nan,123
hsc2393,nan,25
fof2238,nan,105
oc0553,nan,25
ubc509,nan,40
cwwdl13411,nan,33
fof1036,nan,68
cwnu4379,nan,71
hsc2351,nan,34
ubc1496,nan,38
cwnu4613,nan,67
cwwdl9197,nan,46
hsc2394,nan,25
cwnu2487,nan,62
cwnu3283,nan,224
hsc2395,nan,81
cwnu3854,nan,93
hsc2396,nan,25
cwnu2607,nan,49
hsc2397,nan,25
fof826,nan,172
cwwdl5186,nan,62
cwnu4072,nan,51
cwwdl509,nan,169
ubc510,nan,81
hsc2398,nan,45
cwnu3533,nan,54
oc0554,nan,25
oc0555,nan,80
cwwdl9203,nan,46
cwnu2265,nan,150
cwwdl2200,nan,211
hxwhb12,nan,99
cwnu2060,nan,25
hsc2399,nan,25
ubc266,nan,220
cwnu4612,nan,52
cwwdl13575,nan,40
cwnu4112,nan,200
cwnu2478,nan,64
cwnu1016,nan,56
cwnu73,nan,49
cwnu3028,nan,101
cwwdl13412,nan,32
cwnu4611,nan,109
ubc511,nan,77
cwnu1405,nan,35
cwnu1417,nan,35
ubc512,nan,105
cwnu2064,nan,25
cwwdl851,nan,35
oc0556,nan,25
ubc1497,nan,49
cwnu2048,nan,25
cwnu2383,nan,81
ubc1498,nan,132
cwnu3500,nan,77
cwnu4168,nan,531
ubc267,nan,152
oc0557,nan,27
hsc2401,nan,40
hsc2402,nan,25
oc0558,nan,28
oc0559,nan,25
cwwdl849,nan,51
cwnu3882,nan,81
cwnu3798,nan,104
cwwdl839,nan,110
hsc2403,nan,75
cwnu61,nan,48
ubc659,nan,25
hsc2404,nan,76
cwnu3355,nan,133
fof1086,nan,198
ubc660,nan,83
hsc2405,nan,25
cwwdl13817,nan,72
hsc2406,nan,25
cwnu4754,nan,250
ubc268,nan,164
cwnu4861,nan,75
cwnu4456,nan,270
cwnu3568,nan,43
cwnu1139,nan,57
hsc2408,nan,115
cwwdl848,nan,83
upk567,nan,138
hsc2409,nan,43
cwnu1759,nan,36
cwnu4390,nan,68
ubc661,nan,41
hsc2411,nan,25
cwwdl529,nan,51
ubc269,nan,104
cwwdl13579,nan,36
theia704,nan,30
cwnu4034,nan,76
hsc2412,nan,29
ubc270,nan,74
cwnu4380,nan,116
cwwdl2211,nan,54
fof1540,nan,184
cwwdl2753,nan,137
cwnu2335,nan,102
cwnu2432,nan,72
cwwdl13408,nan,40
hsc2416,nan,65
ubc272,nan,154
cwnu4208,nan,67
cwnu2442,nan,70
oc0560,nan,32
cwnu3813,nan,106
hsc2417,nan,25
hsc2418,nan,25
hsc2419,nan,48
oc0561,nan,32
cwnu4076,nan,57
cwnu1008,nan,44
ubc273,nan,66
cwwdl2215,nan,73
cwnu2735,nan,41
cwnu2538,nan,54
cwnu1817,nan,25
cwnu2529,nan,56
cwwdl9305,nan,41
hsc2423,nan,25
hsc2424,nan,68
cwnu2280,nan,25
cwnu1356,nan,36
cwnu2898,nan,25
cwnu4230,nan,52
cwnu3107,nan,58
ubc1499,nan,116
fof5,nan,341
cwnu3085,nan,125
cwwl2324,nan,107
hsc2425,nan,25
hsc2427,nan,43
cwnu3878,nan,65
cwnu2483,nan,62
fof1103,nan,250
oc0562,nan,25
hsc2428,nan,27
hsc2429,nan,60
ubc1500,nan,61
hsc2430,nan,25
oc0563,nan,33
ubc275,nan,57
ubc513,nan,36
cwnu4170,nan,155
oc0564,nan,60
cwnu4729,nan,53
theia2745,nan,60
hsc2431,nan,43
hsc2432,nan,25
hxhwl64,nan,73
hsc2433,nan,55
cwnu3494,nan,188
hsc2434,nan,25
ubc1501,nan,47
ubc1502,nan,70
cwnu2791,nan,25
ubc276,nan,70
ubc1503,nan,26
ubc514,nan,25
cwnu4871,nan,250
cwnu1696,nan,38
cwnu4199,nan,74
cwnu4146,nan,183
cwwdl13971,nan,81
ubc277,nan,135
hsc2435,nan,71
theia743,nan,105
oc0565,nan,27
hsc2437,nan,25
oc0566,nan,27
cwnu453,nan,60
cwnu4789,nan,75
cwnu2054,nan,25
cwnu3593,nan,194
hsc2438,nan,25
cwnu4305,nan,84
cwnu4856,nan,54
oc0567,nan,27
hsc2443,nan,25
cwnu2517,nan,57
cwnu4718,nan,32
ubc1587,nan,66
cwnu1815,nan,27
cwnu2712,nan,43
cwwdl13588,nan,46
cwwdl13832,nan,46
cwwdl2763,nan,35
cwnu3926,nan,183
cwnu2264,nan,25
ubc1504,nan,38
hsc2446,nan,25
cwnu2261,nan,158
hsc2447,nan,25
oc0568,nan,27
ubc1624,nan,25
cwwdl13831,nan,52
cwnu2945,nan,74
theia585,nan,57
cwnu4389,nan,293
cwnu2900,nan,25
oc0569,nan,36
cwwdl864,nan,78
hsc2450,nan,25
ubc1505,nan,101
oc0570,nan,27
cwnu3425,nan,49
cwnu3489,nan,30
fof2094,nan,128
cwnu3112,nan,48
cwnu3342,nan,114
cwwdl13417,nan,49
cwnu1196,nan,25
cwnu1167,nan,33
cwwdl13594,nan,32
cwwdl13313,nan,81
cwnu3645,nan,108
ubc279,nan,250
theia2727,nan,60
cwnu1699,nan,38
hsc2454,nan,25
cwnu4157,nan,48
cwnu2140,nan,25
cwnu3744,nan,40
theia4367,nan,76
cwnu1608,nan,46
oc0571,nan,28
hsc2458,nan,25
cwnu1470,nan,51
ubc1506,nan,86
cwnu2419,nan,73
cwnu2916,nan,32
hsc2459,nan,25
cwnu2695,nan,44
cwnu2562,nan,52
ubc1507,nan,29
ubc1508,nan,36
cwwdl14104,nan,64
hxhwl16,nan,171
theia2982,nan,160
hsc2460,nan,54
upk569,nan,145
cwnu2089,nan,54
hsc2461,nan,33
cwnu1238,nan,48
oc0572,nan,46
cwnu2462,nan,67
oc0573,nan,25
ubc1509,nan,38
oc0574,nan,40
hsc2449,nan,49
cwnu2082,nan,25
hsc2464,nan,25
hsc2442,nan,118
cwnu2763,nan,49
cwnu4303,nan,84
cwnu1658,nan,30
theia882,nan,37
cwnu4434,nan,64
cwnu3469,nan,128
ubc280,nan,137
cwwdl13583,nan,46
cwnu4343,nan,89
fof1120,nan,145
cwwdl13584,nan,44
cwnu2886,nan,25
cwwdl13421,nan,32
hsc2452,nan,71
cwnu2358,nan,25
cwnu3992,nan,204
hsc2469,nan,38
ubc1625,nan,25
cwwdl13592,nan,32
cwwdl873,nan,211
cwnu3029,nan,86
cwwdl9421,nan,51
ubc1510,nan,48
ubc662,nan,58
cwwl1275,nan,64
hsc2470,nan,26
hsc2471,nan,25
cwwdl13415,nan,56
cwwdl13419,nan,33
ocsn176,nan,505
cwnu4626,nan,90
cwnu4666,nan,479
cwwdl13587,nan,49
cwnu4311,nan,78
fof1582,nan,130
cwnu2313,nan,25
fof1115,nan,186
ubc281,nan,151
oc0575,nan,52
cwwdl532,nan,91
cwwdl2764,nan,150
oc0576,nan,38
oc0577,nan,25
ubc282,nan,105
hsc2474,nan,25
theia2119,nan,68
cwnu4369,nan,306
cwnu4017,nan,98
cwnu2671,nan,88
cwnu4559,nan,380
cwwdl13973,nan,59
ubc515,nan,72
fof1578,nan,102
cwwdl13422,nan,32
cwwdl14679,nan,83
oc0578,nan,48
ocsn187,nan,52
cwnu3999,nan,226
cwnu1941,nan,28
hsc2477,nan,29
fof2435,nan,275
hsc2478,nan,45
ubc1511,nan,91
cwnu1323,nan,38
cwwdl13829,nan,84
ocsn188,nan,97
oc0579,nan,59
cwnu4318,nan,55
cwnu3913,nan,137
hsc2490,nan,58
cwnu1544,nan,32
cwnu4045,nan,196
cwnu1710,nan,28
oc0580,nan,150
hsc2481,nan,25
cwnu1580,nan,44
cwnu3865,nan,56
cwnu2700,nan,83
hsc2482,nan,25
ubc1512,nan,103
hsc2462,nan,87
cwnu3792,nan,30
ubc1513,nan,41
cwwdl9456,nan,49
hsc2484,nan,25
cwnu1440,nan,52
cwnu1652,nan,30
cwwdl2237,nan,196
ubc1514,nan,168
cwnu4001,nan,93
cwnu1399,nan,54
cwwdl3343,nan,40
hsc2486,nan,25
cwnu2539,nan,54
cwwdl3342,nan,83
ubc283,nan,145
cwnu2350,nan,92
ubc516,nan,63
oc0581,nan,28
cwnu1475,nan,33
cwnu2299,nan,25
cwnu1377,nan,57
cwnu4374,nan,79
theia3784,nan,27
hsc2489,nan,25
cwnu2410,nan,75
cwwdl13414,nan,92
ubc517,nan,256
hsc2468,nan,210
ubc1588,nan,42
cwnu3697,nan,63
ubc663,nan,25
cwnu2634,nan,99
cwnu3694,nan,67
hxhwl55,nan,67
cwnu3471,nan,130
cwnu1173,nan,27
ubc1589,nan,33
cwnu2745,nan,73
ubc1590,nan,64
theia7490,nan,41
hsc2494,nan,41
hsc2495,nan,25
cwnu4701,nan,393
ubc284,nan,323
hsc2498,nan,48
hsc2499,nan,25
theia5228,nan,36
cwnu4522,nan,61
cwnu3847,nan,60
ubc518,nan,102
cwnu503,nan,78
hsc2502,nan,27
cwnu1723,nan,28
ubc519,nan,46
cwnu2269,nan,160
cwnu2593,nan,49
cwnu4256,nan,217
cwnu252,nan,60
cwwdl14187,nan,32
fof1600,nan,145
fof1599,nan,174
cwwdl1492,nan,81
cwnu2704,nan,44
hsc2503,nan,28
hsc2504,nan,25
cwnu3787,nan,28
hsc2505,nan,119
hsc2506,nan,180
ubc285,nan,148
cwnu2486,nan,62
fof1595,nan,190
cwwdl13337,nan,52
cwnu1380,nan,36
hsc2507,nan,25
cwnu2759,nan,60
cwnu2405,nan,76
cwnu1977,nan,25
cwwdl13596,nan,35
hsc2511,nan,25
hsc2512,nan,25
cwnu2520,nan,57
cwnu3066,nan,141
cwnu1685,nan,28
ocsn177,nan,321
cwnu2846,nan,30
cwnu4295,nan,90
cwnu4200,nan,74
cwnu1198,nan,28
cwnu4323,nan,39
ubc1515,nan,41
cwnu2599,nan,49
cwnu2750,nan,73
hsc2514,nan,89
cwnu2690,nan,83
cwwdl13314,nan,49
ubc520,nan,60
cwnu1136,nan,1000
cwnu1103,nan,32
hsc2515,nan,25
ocsn193,nan,52
theia2351,nan,33
ubc286,nan,118
cwwdl13595,nan,163
cwnu1984,nan,25
cwnu1970,nan,28
ubc521,nan,118
ocsn89,nan,115
cwnu3554,nan,33
cwnu147,nan,62
hsc2518,nan,33
cwnu1573,nan,44
lisc3630,nan,36
cwnu2793,nan,25
hsc2519,nan,25
cwnu175,nan,78
hsc2520,nan,101
theia980,nan,126
cwnu4762,nan,455
cwnu2059,nan,25
cwnu2196,nan,25
hsc2521,nan,25
cwnu1507,nan,48
cwnu1725,nan,28
cwnu2632,nan,48
hsc2523,nan,25
cwnu1327,nan,62
oc0582,nan,44
cwwdl2770,nan,224
ubc287,nan,132
cwnu1256,nan,30
cwnu2476,nan,64
oc0583,nan,40
cwnu4007,nan,54
lisc3678,nan,33
lisc3704,nan,36
cwnu3923,nan,123
cwnu4751,nan,422
cwnu4651,nan,209
lisc3674,nan,65
oc0584,nan,43
cwnu1480,nan,49
hsc2525,nan,25
cwnu1866,nan,32
cwnu3902,nan,43
hsc2526,nan,29
hsc2527,nan,58
cwnu1413,nan,35
cwnu2229,nan,30
theia954,nan,25
cwnu2242,nan,25
lisc3677,nan,36
cwnu2292,nan,120
cwwdl14186,nan,43
cwnu2664,nan,89
fof1994,nan,211
cwwdl3107,nan,129
hsc2528,nan,25
ubc1516,nan,81
ubc522,nan,144
oc0585,nan,25
lisc3675,nan,51
lisc3676,nan,41
theia358,nan,55
cwwdl11395,nan,92
ubc289,nan,143
hsc2529,nan,25
cwwdl13980,nan,49
cwnu2339,nan,94
cwnu4228,nan,53
ocsn178,nan,404
hsc2531,nan,25
cwwdl14045,nan,57
ubc523,nan,102
hsc2532,nan,25
cwwdl14223,nan,48
ubc290,nan,355
cwnu3747,nan,39
hsc2533,nan,25
cwnu1800,nan,33
cwnu1633,nan,41
hsc2534,nan,25
cwnu2088,nan,25
cwnu1737,nan,36
cwnu277,nan,56
cwnu4679,nan,117
ubc524,nan,148
cwwdl2772,nan,129
cwnu2675,nan,86
cwwdl13982,nan,51
cwnu490,nan,67
upk579,nan,131
hsc2536,nan,25
upk578,nan,79
cwwdl14466,nan,64
cwnu3911,nan,234
cwwdl14142,nan,48
cwnu2081,nan,25
hxhwl20,nan,94
hsc2538,nan,25
cwnu480,nan,51
theia246,nan,25
cwnu486,nan,70
cwnu4297,nan,89
oc0587,nan,36
theia1082,nan,110
cwnu4290,nan,91
ubc1517,nan,144
hsc2539,nan,206
cwnu231,nan,57
cwnu3244,nan,277
hsc2540,nan,41
cwwdl14048,nan,32
cwnu4464,nan,47
ubc1518,nan,44
cwnu3739,nan,45
cwnu2692,nan,83
ubc1519,nan,67
hsc2546,nan,78
cwnu1500,nan,33
cwnu2384,nan,81
cwnu2811,nan,25
theia323,nan,105
theia29,nan,45
cwnu1689,nan,28
cwnu450,nan,92
hsc2549,nan,26
ubc1520,nan,78
cwnu2498,nan,60
cwnu1565,nan,32
cwnu2295,nan,25
hsc2550,nan,30
cwwdl13979,nan,52
hsc2551,nan,31
hsc2552,nan,44
cwnu2922,nan,25
cwnu2400,nan,76
cwnu2579,nan,51
cwnu2319,nan,102
cwnu2506,nan,59
lisciii2171,nan,340
cwnu2473,nan,25
cwnu2245,nan,25
ubc525,nan,173
hsc2553,nan,25
lisc3632,nan,44
hsc2554,nan,25
cwwdl14425,nan,44
cwnu2135,nan,25
oc0588,nan,43
hsc2555,nan,25
cwnu1122,nan,198
hsc2556,nan,36
cwnu3812,nan,150
hsc2557,nan,70
oc0589,nan,80
ubc1521,nan,58
hsc2558,nan,43
cwnu467,nan,203
oc0590,nan,25
cwwdl14492,nan,43
cwnu27,nan,134
hsc2559,nan,53
cwnu4223,nan,56
oc0591,nan,25
theia1934,nan,145
oc0592,nan,67
oc0593,nan,27
cwnu476,nan,171
ubc1626,nan,25
oc0594,nan,25
hsc2561,nan,85
fof1142,nan,172
cwnu1453,nan,51
theia2478,nan,113
theia782,nan,49
hsc2562,nan,25
cwwdl5475,nan,52
ubc1522,nan,102
cwnu278,nan,115
hsc2564,nan,32
cwnu3618,nan,147
hsc2565,nan,25
cwnu2548,nan,54
cwnu1489,nan,49
oc0595,nan,25
hsc2567,nan,25
hsc2568,nan,25
cwnu2370,nan,84
cwnu2641,nan,96
cwnu3695,nan,64
cwnu2821,nan,52
cwnu3934,nan,159
cwnu1643,nan,30
cwnu382,nan,57
ubc291,nan,123
hsc2569,nan,31
cwnu2552,nan,54
cwnu2616,nan,25
cwnu485,nan,56
oc0596,nan,33
cwnu2084,nan,25
hsc2570,nan,25
hsc2571,nan,25
cwnu4393,nan,40
theia771,nan,66
hsc2575,nan,187
ubc526,nan,27
hsc2576,nan,198
cwnu2971,nan,136
lisciii3737,nan,166
cwnu2510,nan,59
cwnu2901,nan,25
hsc2578,nan,35
hsc2579,nan,56
hsc2580,nan,29
cwnu3354,nan,51
cwnu1342,nan,60
cwnu4650,nan,205
cwnu2772,nan,25
ubc292,nan,29
cwnu3771,nan,36
cwnu3267,nan,396
cwnu3344,nan,184
cwwdl13599,nan,36
cwnu3686,nan,63
cwnu4563,nan,79
hsc2581,nan,47
cwnu2952,nan,156
cwwdl13844,nan,43
hsc2582,nan,25
cwnu3885,nan,127
cwnu2137,nan,25
cwnu1351,nan,25
cwnu3456,nan,173
cwnu4802,nan,133
hsc2583,nan,25
