"Cluster","RA_ICRS","DE_ICRS","MA22","e_MA22","NA22","MA23f","e_MA23f","NA23f","MA23g","e_MA23g","NA23g","MZ23","e_MZ23","NZ23","MK24","e_MK24","NK24","MF24","e_MF24","NF24"
"ASCC_61",161.5697,-57.038,-0.28,0.16,43.0,-0.22,0.12,72,-0.08,0.03,14.0,-0.25,0.1,50.0,-0.25,0.08,81.0,-0.14,0.08,71.0
"ASCC_63",164.1153,-60.4947,-0.04,0.14,7.0,-0.44,0.18,34,-0.14,0.06,8.0,"nan","nan","nan",-0.13,0.07,18.0,-0.35,0.23,29.0
"ASCC_75",206.9008,-62.4709,-0.16,0.07,7.0,-0.21,0.1,6,"nan","nan","nan",-0.3,0.14,10.0,-0.18,0.03,13.0,"nan","nan","nan"
"Alessi_22",357.648,36.1007,-0.16,0.08,16.0,-0.08,0.08,22,"nan","nan","nan",0.07,0.07,13.0,-0.02,0.07,17.0,-0.06,0.09,29.0
"Alessi_50",95.5235,21.0768,-0.18,0.09,90.0,-0.51,0.14,54,-0.38,0.04,5.0,-0.41,0.07,16.0,-0.37,0.09,25.0,-0.34,0.18,51.0
"Alessi_62",284.0636,21.5933,-0.07,0.09,126.0,0.01,0.07,165,"nan","nan","nan",0.05,0.07,114.0,-0.05,0.09,167.0,0.0,0.04,199.0
"Alessi_116",310.1589,20.1905,-0.2,0.09,98.0,-0.11,0.06,129,-0.06,0.02,7.0,-0.07,0.08,88.0,-0.1,0.08,112.0,-0.04,0.06,124.0
"Alessi_170",100.4441,-5.245,-0.14,0.1,128.0,-0.24,0.14,111,0.01,0.02,6.0,-0.05,0.11,70.0,-0.08,0.06,80.0,-0.07,0.07,97.0
"Auner_1",106.0572,-19.7587,-0.38,0.12,45.0,-0.63,0.13,21,-0.42,0.05,5.0,-0.66,0.12,13.0,-0.46,0.09,28.0,-0.51,0.16,26.0
"BH_55",134.0302,-39.5027,-0.08,0.12,106.0,-0.37,0.12,73,-0.27,0.04,11.0,-0.36,0.11,13.0,-0.29,0.07,44.0,-0.23,0.11,72.0
"BH_66",141.3317,-54.7262,-0.27,0.13,54.0,-0.5,0.18,94,-0.28,0.08,17.0,-0.5,0.09,20.0,-0.33,0.08,48.0,-0.32,0.16,77.0
"BH_73",142.9736,-50.2283,-0.14,0.15,26.0,-0.39,0.08,24,"nan","nan","nan",-0.44,0.1,10.0,-0.32,0.06,24.0,-0.34,0.14,28.0
"BH_84",150.3539,-58.2198,-0.38,0.18,11.0,-0.4,0.17,30,"nan","nan","nan","nan","nan","nan",-0.18,0.07,9.0,-0.5,0.14,28.0
"BH_85",150.4758,-49.5682,-0.16,0.08,112.0,-0.47,0.18,38,-0.29,0.04,8.0,-0.34,0.08,18.0,-0.42,0.13,56.0,-0.27,0.12,40.0
"BH_118",170.7413,-58.5537,-0.19,0.11,68.0,-0.29,0.15,42,-0.22,0.08,14.0,-0.41,0.15,28.0,-0.2,0.11,49.0,-0.21,0.1,42.0
"BH_202",253.7833,-40.9466,-0.27,0.11,153.0,-0.19,0.1,124,0.16,0.03,10.0,-0.36,0.1,127.0,-0.12,0.06,252.0,-0.27,0.1,134.0
"BH_211",255.5178,-41.1243,-0.22,0.12,64.0,-0.09,0.2,13,0.21,0.02,5.0,-0.4,0.12,38.0,-0.12,0.07,82.0,-0.31,0.09,20.0
"Berkeley_2",6.3211,60.3938,-0.31,0.12,63.0,-0.39,0.14,103,-0.24,0.09,16.0,-0.7,0.05,8.0,-0.32,0.09,41.0,-0.38,0.17,95.0
"Berkeley_8",30.3089,75.4782,0.0,0.17,414.0,-0.41,0.13,197,-0.27,0.05,36.0,-0.29,0.13,45.0,-0.35,0.06,229.0,-0.21,0.13,210.0
"Berkeley_9",53.1655,52.651,0.04,0.15,125.0,-0.19,0.07,103,-0.09,0.06,6.0,-0.01,0.11,48.0,-0.19,0.04,72.0,-0.16,0.1,116.0
"Berkeley_12",71.1098,42.6953,-0.03,0.13,239.0,-0.35,0.1,184,-0.27,0.06,33.0,-0.3,0.11,55.0,-0.29,0.05,122.0,-0.26,0.13,179.0
"Berkeley_13",73.94,52.7985,-0.05,0.16,95.0,-0.45,0.12,102,-0.36,0.05,11.0,-0.44,0.05,7.0,-0.37,0.05,30.0,-0.37,0.15,109.0
"Berkeley_14",74.9306,43.4891,-0.14,0.1,238.0,-0.41,0.16,131,-0.29,0.05,28.0,-0.4,0.07,54.0,-0.37,0.08,106.0,-0.35,0.19,133.0
"Berkeley_17",80.1271,30.569,-0.19,0.12,403.0,-0.3,0.13,206,-0.14,0.06,35.0,-0.28,0.12,136.0,-0.25,0.06,201.0,-0.19,0.18,193.0
"Berkeley_18",80.5404,45.4406,-0.26,0.12,582.0,-0.38,0.1,280,-0.34,0.06,86.0,-0.59,0.09,181.0,-0.34,0.06,248.0,-0.38,0.14,258.0
"Berkeley_19",81.0236,29.5769,-0.28,0.11,80.0,-0.49,0.14,53,-0.34,0.03,6.0,-0.6,0.07,12.0,-0.33,0.08,22.0,-0.36,0.19,48.0
"Berkeley_21",87.9364,21.8081,-0.2,0.11,114.0,-0.4,0.14,65,-0.33,0.11,17.0,-0.56,0.11,47.0,-0.37,0.06,64.0,-0.34,0.19,65.0
"Berkeley_22",89.6172,7.7531,-0.3,0.11,122.0,-0.5,0.15,55,-0.36,0.08,14.0,-0.55,0.17,35.0,-0.38,0.09,49.0,-0.4,0.13,53.0
"Berkeley_23",98.3102,20.5316,-0.18,0.12,118.0,-0.48,0.15,63,-0.41,0.05,14.0,-0.34,0.08,21.0,-0.34,0.06,31.0,-0.3,0.13,50.0
"Berkeley_24",99.4532,-0.8711,-0.29,0.12,144.0,-0.44,0.13,116,-0.45,0.08,33.0,-0.64,0.12,25.0,-0.38,0.08,68.0,-0.42,0.18,102.0
"Berkeley_25",100.3183,-16.4895,-0.36,0.12,100.0,-0.53,0.15,43,-0.43,0.1,13.0,-0.6,0.09,29.0,-0.38,0.08,40.0,-0.57,0.2,40.0
"Berkeley_27",102.8475,5.7682,-0.26,0.1,112.0,-0.42,0.1,14,-0.41,0.03,4.0,-0.67,0.1,6.0,-0.36,0.05,10.0,-0.47,0.17,17.0
"Berkeley_28",103.0334,2.9142,-0.25,0.1,30.0,-0.58,0.12,24,"nan","nan","nan","nan","nan","nan",-0.42,0.04,6.0,-0.49,0.18,21.0
"Berkeley_29",103.273,16.9339,-0.28,0.13,33.0,-0.66,0.09,19,"nan","nan","nan",-0.57,0.09,12.0,-0.43,0.08,19.0,-0.61,0.04,7.0
"Berkeley_30",104.402,3.261,-0.21,0.1,66.0,-0.55,0.15,30,-0.23,0.01,3.0,-0.58,0.1,5.0,-0.35,0.06,15.0,-0.45,0.21,39.0
"Berkeley_31",104.4071,8.2883,-0.29,0.1,165.0,-0.6,0.16,47,-0.4,0.08,7.0,-0.48,0.14,23.0,-0.39,0.06,46.0,-0.44,0.22,38.0
"Berkeley_32",104.5329,6.4369,-0.2,0.11,517.0,-0.45,0.12,116,-0.38,0.04,16.0,-0.35,0.08,83.0,-0.34,0.08,109.0,-0.31,0.12,98.0
"Berkeley_35",107.4819,2.7292,-0.32,0.11,141.0,-0.56,0.13,86,-0.38,0.08,13.0,-0.4,0.1,21.0,-0.34,0.06,26.0,-0.42,0.17,40.0
"Berkeley_37",110.0752,-1.0035,-0.36,0.1,83.0,-0.55,0.13,74,-0.42,0.04,6.0,-0.44,0.1,13.0,-0.39,0.07,28.0,-0.48,0.2,41.0
"Berkeley_39",116.6971,-4.6637,-0.25,0.14,747.0,-0.41,0.15,374,-0.2,0.06,47.0,-0.21,0.1,210.0,-0.28,0.08,421.0,-0.24,0.13,311.0
"Berkeley_44",289.3111,19.5509,0.0,0.16,135.0,-0.2,0.13,117,0.08,0.07,30.0,0.03,0.09,39.0,-0.12,0.07,177.0,-0.07,0.12,134.0
"Berkeley_52",303.6278,28.9415,-0.36,0.28,14.0,-0.24,0.1,53,-0.24,0.04,5.0,"nan","nan","nan",-0.23,0.09,58.0,-0.04,0.06,48.0
"Berkeley_54",315.737,40.4292,-0.19,0.12,125.0,-0.2,0.09,78,-0.13,0.11,11.0,-0.23,0.09,65.0,-0.21,0.08,88.0,-0.13,0.09,81.0
"Berkeley_56",319.4008,41.8307,-0.27,0.13,106.0,-0.42,0.11,64,-0.45,0.02,5.0,-0.52,0.08,51.0,-0.28,0.08,69.0,-0.36,0.16,64.0
"Berkeley_60",4.4231,60.9313,-0.3,0.14,28.0,-0.41,0.15,82,-0.18,0.0,3.0,"nan","nan","nan",-0.18,0.05,11.0,-0.48,0.16,98.0
"Berkeley_67",69.4855,50.7373,0.02,0.16,101.0,-0.29,0.07,54,-0.21,0.06,8.0,-0.42,0.11,36.0,-0.24,0.04,76.0,-0.25,0.13,159.0
"Berkeley_68",71.0541,42.1312,-0.09,0.14,291.0,-0.37,0.12,257,-0.24,0.06,41.0,-0.23,0.08,63.0,-0.27,0.07,136.0,-0.24,0.12,246.0
"Berkeley_69",81.1039,32.6103,-0.28,0.11,99.0,-0.4,0.14,133,-0.28,0.11,17.0,-0.58,0.2,7.0,-0.29,0.07,47.0,-0.33,0.14,141.0
"Berkeley_70",81.4668,41.9583,-0.25,0.11,235.0,-0.45,0.1,141,-0.35,0.05,32.0,-0.58,0.07,24.0,-0.33,0.05,105.0,-0.41,0.15,133.0
"Berkeley_71",85.2344,32.2834,-0.2,0.12,38.0,-0.4,0.11,62,-0.32,0.09,8.0,-0.52,0.13,6.0,-0.34,0.04,18.0,-0.52,0.21,84.0
"Berkeley_72",87.563,22.2571,-0.2,0.1,23.0,-0.52,0.13,59,"nan","nan","nan",-0.5,0.24,3.0,-0.39,0.07,8.0,-0.4,0.16,51.0
"Berkeley_73",95.5172,-6.3065,-0.4,0.14,75.0,-0.53,0.15,37,-0.42,0.0,5.0,-0.48,0.12,10.0,-0.45,0.1,22.0,-0.43,0.18,33.0
"Berkeley_76",106.6774,-11.7383,-0.39,0.17,39.0,-0.45,0.13,22,-0.36,0.04,4.0,"nan","nan","nan",-0.35,0.05,14.0,-0.47,0.14,21.0
"Berkeley_77",110.3683,-3.2384,-0.24,0.1,58.0,-0.45,0.14,21,"nan","nan","nan",-0.18,0.07,6.0,-0.29,0.06,14.0,-0.19,0.08,14.0
"Berkeley_78",110.9146,5.3687,-0.29,0.13,167.0,-0.55,0.14,87,-0.4,0.06,14.0,-0.36,0.07,52.0,-0.38,0.07,95.0,-0.37,0.14,64.0
"Berkeley_81",285.4262,-0.4398,-0.07,0.13,110.0,-0.11,0.22,49,0.09,0.05,22.0,0.16,0.08,21.0,-0.05,0.13,48.0,-0.06,0.19,45.0
"Berkeley_89",306.1138,46.0418,-0.15,0.1,217.0,-0.27,0.14,160,-0.01,0.05,27.0,-0.21,0.08,68.0,-0.18,0.06,176.0,-0.22,0.16,158.0
"Berkeley_91",317.713,48.5371,-0.2,0.1,35.0,-0.1,0.1,20,-0.03,0.08,4.0,-0.08,0.07,8.0,-0.04,0.08,34.0,0.01,0.04,26.0
"Berkeley_92",321.1958,57.5279,-0.08,0.12,50.0,-0.32,0.1,40,-0.33,0.06,5.0,-0.32,0.09,22.0,-0.28,0.07,39.0,-0.21,0.12,38.0
"Berkeley_93",328.8889,63.9383,-0.4,0.19,15.0,-0.5,0.06,11,"nan","nan","nan",-0.6,0.08,10.0,-0.47,0.1,13.0,-0.43,0.06,13.0
"Berkeley_98",340.6615,52.4076,-0.14,0.12,214.0,-0.23,0.13,166,-0.04,0.04,28.0,-0.1,0.08,94.0,-0.19,0.07,173.0,-0.08,0.06,141.0
"Berkeley_99",350.2387,71.7738,-0.28,0.13,131.0,-0.51,0.12,64,-0.48,0.06,17.0,-0.48,0.09,36.0,-0.4,0.09,74.0,-0.43,0.13,61.0
"Berkeley_101",353.2101,64.2032,-0.41,0.17,23.0,-0.44,0.14,56,-0.27,0.08,9.0,"nan","nan","nan",-0.27,0.07,18.0,-0.47,0.2,53.0
"Berkeley_102",354.6395,56.6304,-0.32,0.08,41.0,-0.49,0.11,27,"nan","nan","nan",-0.7,0.04,6.0,-0.45,0.1,29.0,-0.52,0.14,23.0
"Berkeley_104",0.8866,63.5942,-0.27,0.08,23.0,-0.38,0.14,38,-0.14,0.05,8.0,-0.38,0.05,5.0,-0.2,0.08,14.0,-0.29,0.11,37.0
"COIN-Gaia_6",28.0966,58.6408,-0.18,0.1,88.0,-0.38,0.1,113,"nan","nan","nan",-0.22,0.16,10.0,-0.31,0.05,33.0,-0.3,0.15,91.0
"COIN-Gaia_12",79.1491,41.77,-0.17,0.13,90.0,-0.13,0.07,88,"nan","nan","nan",-0.1,0.1,70.0,-0.07,0.07,79.0,-0.05,0.05,80.0
"COIN-Gaia_19",82.141,34.2969,-0.24,0.15,130.0,-0.33,0.15,204,-0.31,0.07,3.0,-0.11,0.09,76.0,-0.14,0.06,138.0,-0.26,0.19,200.0
"CWNU_2",139.8893,-65.8357,-0.12,0.11,8.0,-0.09,0.05,13,"nan","nan","nan",-0.2,0.17,10.0,-0.14,0.11,14.0,-0.15,0.13,16.0
"CWNU_6",229.9869,-56.2341,-0.1,0.08,13.0,-0.14,0.06,5,"nan","nan","nan",-0.04,0.05,4.0,-0.11,0.04,9.0,-0.27,0.11,8.0
"CWNU_7",240.0615,-59.1074,-0.29,0.14,17.0,-0.19,0.04,13,"nan","nan","nan",-0.16,0.21,11.0,-0.15,0.06,16.0,-0.12,0.07,13.0
"CWNU_37",276.725,-12.516,-0.22,0.18,28.0,-0.26,0.24,10,-0.13,0.07,5.0,-0.16,0.05,9.0,-0.11,0.06,18.0,-0.19,0.15,6.0
"CWNU_105",58.9917,38.4744,0.03,0.12,16.0,-0.22,0.09,20,-0.17,0.03,4.0,"nan","nan","nan",-0.28,0.04,14.0,-0.22,0.11,24.0
"CWNU_121",203.6031,-66.5422,-0.22,0.09,17.0,-0.15,0.12,14,"nan","nan","nan",-0.09,0.05,12.0,-0.15,0.06,15.0,-0.11,0.06,13.0
"CWNU_128",117.6196,-35.1475,-0.08,0.14,61.0,-0.15,0.08,51,"nan","nan","nan",-0.09,0.13,30.0,-0.13,0.04,46.0,-0.08,0.07,52.0
"CWNU_135",116.512,-53.1436,-0.23,0.1,15.0,-0.2,0.06,19,"nan","nan","nan",-0.31,0.09,12.0,-0.22,0.09,16.0,-0.15,0.09,18.0
"CWNU_158",99.9493,5.2466,-0.18,0.08,20.0,-0.31,0.09,24,"nan","nan","nan",-0.26,0.25,6.0,-0.19,0.06,11.0,-0.18,0.1,26.0
"CWNU_201",95.4585,-10.3571,-0.22,0.12,26.0,-0.18,0.08,35,-0.1,0.01,3.0,-0.12,0.12,17.0,-0.13,0.03,25.0,-0.13,0.09,43.0
"CWNU_226",111.2522,-4.9355,-0.1,0.08,23.0,-0.29,0.13,29,"nan","nan","nan",-0.13,0.11,19.0,-0.26,0.07,22.0,-0.2,0.09,23.0
"CWNU_252",185.4841,-61.0503,-0.25,0.08,24.0,-0.21,0.16,27,"nan","nan","nan",-0.19,0.12,17.0,-0.14,0.04,24.0,-0.15,0.1,21.0
"CWNU_265",153.7558,-54.5689,-0.25,0.14,70.0,-0.13,0.08,97,"nan","nan","nan",-0.11,0.08,42.0,-0.1,0.06,102.0,-0.15,0.1,120.0
"CWNU_268",119.1896,-31.0638,-0.14,0.16,18.0,-0.42,0.12,22,"nan","nan","nan","nan","nan","nan",-0.31,0.02,7.0,-0.41,0.13,29.0
"CWNU_274",106.054,-16.8947,-0.18,0.05,11.0,-0.16,0.1,12,"nan","nan","nan",-0.2,0.06,11.0,-0.15,0.07,11.0,-0.1,0.08,13.0
"CWNU_318",219.1552,-61.9183,-0.18,0.12,23.0,-0.24,0.09,5,"nan","nan","nan",-0.22,0.14,7.0,-0.18,0.06,19.0,-0.17,0.05,7.0
"CWNU_336",308.4001,47.1042,-0.1,0.09,25.0,-0.26,0.08,23,"nan","nan","nan",0.15,0.04,17.0,-0.1,0.05,18.0,-0.08,0.07,24.0
"CWNU_350",76.4759,45.9428,-0.23,0.13,16.0,-0.22,0.1,14,"nan","nan","nan",-0.21,0.17,6.0,-0.18,0.03,16.0,-0.26,0.15,16.0
"CWNU_358",72.9792,49.0811,-0.04,0.07,10.0,-0.21,0.03,12,"nan","nan","nan",-0.17,0.11,7.0,-0.2,0.02,8.0,-0.15,0.06,16.0
"CWNU_379",214.1022,-63.5095,-0.22,0.14,7.0,-0.18,0.14,11,"nan","nan","nan","nan","nan","nan",-0.1,0.06,11.0,-0.14,0.07,10.0
"CWNU_383",142.2569,-35.7189,-0.26,0.1,22.0,-0.2,0.07,22,"nan","nan","nan",-0.21,0.09,15.0,-0.25,0.07,19.0,-0.15,0.06,26.0
"CWNU_416",97.2488,13.39,-0.13,0.1,22.0,-0.29,0.1,22,"nan","nan","nan",-0.14,0.11,10.0,-0.13,0.05,13.0,-0.14,0.1,25.0
"CWNU_434",110.144,-7.3031,-0.19,0.07,15.0,-0.45,0.11,12,"nan","nan","nan",-0.38,0.06,4.0,-0.38,0.11,8.0,-0.34,0.23,8.0
"CWNU_509",133.9074,-25.627,-0.24,0.17,27.0,-0.17,0.09,31,"nan","nan","nan",-0.1,0.09,16.0,-0.16,0.08,29.0,-0.06,0.05,27.0
"CWNU_1033",110.2297,-10.5144,-0.15,0.06,19.0,-0.22,0.11,19,"nan","nan","nan",-0.13,0.1,15.0,-0.09,0.08,15.0,-0.05,0.07,17.0
"CWNU_1140",64.1336,51.1666,-0.13,0.1,181.0,-0.13,0.09,234,"nan","nan","nan",-0.05,0.09,161.0,-0.09,0.05,197.0,-0.1,0.07,239.0
"CWNU_1280",127.0196,-34.0417,-0.24,0.11,26.0,-0.48,0.17,36,"nan","nan","nan","nan","nan","nan",-0.36,0.03,9.0,-0.4,0.24,19.0
"CWNU_1291",99.8389,-4.0462,-0.17,0.07,24.0,-0.39,0.07,18,"nan","nan","nan",-0.24,0.11,6.0,-0.26,0.04,8.0,-0.2,0.12,12.0
"CWNU_1295",92.068,28.0628,-0.25,0.08,43.0,-0.43,0.09,53,-0.42,0.05,6.0,-0.36,0.12,14.0,-0.3,0.04,18.0,-0.38,0.18,34.0
"CWNU_1305",96.1651,12.4732,-0.11,0.14,35.0,-0.32,0.09,28,-0.24,0.02,8.0,-0.2,0.1,16.0,-0.23,0.03,29.0,-0.22,0.09,30.0
"CWNU_1313",94.9098,1.9236,-0.19,0.1,35.0,-0.31,0.11,35,"nan","nan","nan",-0.23,0.08,8.0,-0.21,0.08,14.0,-0.21,0.14,29.0
"CWNU_1321",120.5542,-31.3377,-0.15,0.15,7.0,-0.47,0.15,10,-0.31,0.02,3.0,"nan","nan","nan",-0.36,0.05,8.0,-0.34,0.17,7.0
"CWNU_1331",110.0029,3.2415,-0.17,0.11,25.0,-0.4,0.15,20,"nan","nan","nan",-0.03,0.09,9.0,-0.23,0.07,12.0,-0.24,0.11,10.0
"CWNU_1372",89.0053,32.7413,-0.25,0.09,29.0,-0.32,0.12,28,-0.23,0.07,3.0,-0.38,0.04,7.0,-0.3,0.07,14.0,-0.27,0.09,25.0
"CWNU_1375",149.2138,-57.5068,-0.12,0.17,15.0,-0.18,0.07,20,"nan","nan","nan",-0.18,0.08,10.0,-0.19,0.05,20.0,-0.12,0.06,22.0
"CWNU_1378",123.9036,-33.9458,-0.32,0.07,28.0,-0.5,0.15,33,-0.69,0.09,4.0,-0.4,0.07,6.0,-0.46,0.06,30.0,-0.53,0.19,27.0
"CWNU_1399",182.1922,-62.5966,-0.44,0.16,14.0,-0.16,0.08,17,-0.09,0.04,3.0,-0.34,0.05,10.0,-0.1,0.08,22.0,-0.07,0.07,17.0
"CWNU_1415",210.4171,-60.3464,-0.26,0.16,9.0,-0.04,0.17,14,0.07,0.08,6.0,0.06,0.13,4.0,-0.14,0.18,22.0,0.07,0.07,12.0
"CWNU_1423",87.3066,17.9479,-0.16,0.08,13.0,-0.39,0.15,20,"nan","nan","nan",-0.37,0.16,10.0,-0.22,0.02,10.0,-0.14,0.05,12.0
"CWNU_1434",117.1281,-25.7633,-0.21,0.11,6.0,-0.44,0.13,10,"nan","nan","nan","nan","nan","nan",-0.51,0.04,4.0,-0.27,0.12,7.0
"CWNU_1438",102.9705,-10.4938,-0.14,0.18,19.0,-0.42,0.08,4,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.25,0.06,4.0
"CWNU_1440",181.6713,-62.973,-0.11,0.21,10.0,-0.31,0.1,4,"nan","nan","nan",-0.14,0.07,5.0,-0.16,0.03,9.0,"nan","nan","nan"
"CWNU_1455",236.4248,-56.6668,-0.11,0.16,21.0,-0.03,0.1,10,0.09,0.01,3.0,0.13,0.06,4.0,-0.03,0.05,13.0,-0.14,0.13,17.0
"CWNU_1459",145.5995,-38.4632,-0.19,0.15,54.0,-0.33,0.13,44,-0.14,0.06,5.0,-0.12,0.07,13.0,-0.3,0.07,47.0,-0.17,0.09,37.0
"CWNU_1473",98.0816,9.5645,-0.23,0.09,18.0,-0.36,0.09,18,"nan","nan","nan",-0.28,0.1,6.0,-0.22,0.03,10.0,-0.17,0.09,15.0
"CWNU_1483",115.2931,-24.1722,-0.27,0.12,9.0,-0.36,0.14,13,"nan","nan","nan",-0.42,0.11,3.0,-0.32,0.03,6.0,-0.21,0.1,12.0
"CWNU_1487",114.8406,-14.7672,-0.1,0.07,30.0,-0.15,0.08,28,"nan","nan","nan",-0.05,0.1,24.0,-0.11,0.05,25.0,0.0,0.07,28.0
"CWNU_1502",350.8663,60.6321,"nan","nan","nan",-0.57,0.17,16,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.63,0.14,18.0
"CWNU_1505",67.8308,45.9657,0.05,0.19,12.0,-0.29,0.12,13,"nan","nan","nan",0.01,0.11,4.0,-0.17,0.06,5.0,-0.19,0.11,20.0
"CWNU_1515",113.8382,-16.2455,-0.3,0.13,18.0,-0.51,0.09,25,-0.4,0.06,4.0,-0.66,0.19,5.0,-0.35,0.04,10.0,-0.36,0.19,13.0
"CWNU_1519",55.9388,51.3967,-0.21,0.13,9.0,-0.34,0.08,14,"nan","nan","nan","nan","nan","nan",-0.14,0.01,3.0,-0.26,0.12,23.0
"CWNU_1541",135.3525,-40.4619,-0.21,0.13,22.0,-0.29,0.1,22,-0.24,0.07,4.0,"nan","nan","nan",-0.23,0.04,8.0,-0.21,0.09,22.0
"CWNU_1564",296.1923,24.0682,-0.06,0.09,19.0,-0.09,0.18,12,-0.03,0.13,7.0,-0.12,0.0,3.0,-0.11,0.06,13.0,-0.29,0.3,18.0
"CWNU_1586",118.3141,-26.6231,-0.08,0.11,19.0,-0.35,0.17,23,"nan","nan","nan",-0.25,0.18,10.0,-0.21,0.07,19.0,-0.16,0.11,16.0
"CWNU_1611",106.2554,-14.1232,-0.12,0.12,11.0,-0.27,0.15,8,"nan","nan","nan","nan","nan","nan",-0.2,0.08,4.0,-0.05,0.07,8.0
"CWNU_1665",128.9222,-41.6817,0.12,0.14,6.0,-0.21,0.06,17,"nan","nan","nan","nan","nan","nan",-0.17,0.11,4.0,-0.4,0.11,23.0
"CWNU_1697",12.1667,55.8866,-0.22,0.11,66.0,-0.36,0.1,62,-0.25,0.06,8.0,-0.41,0.1,9.0,-0.32,0.06,33.0,-0.28,0.11,66.0
"CWNU_1712",106.5482,-6.3633,-0.18,0.12,18.0,-0.16,0.05,7,"nan","nan","nan",-0.15,0.06,6.0,-0.19,0.04,7.0,-0.15,0.13,7.0
"CWNU_1714",100.5839,-1.5201,-0.3,0.12,31.0,-0.63,0.12,21,"nan","nan","nan","nan","nan","nan",-0.43,0.05,5.0,-0.5,0.26,15.0
"CWNU_1720",80.4805,37.7382,-0.32,0.08,13.0,-0.35,0.11,22,-0.26,0.03,4.0,"nan","nan","nan",-0.25,0.02,7.0,-0.39,0.12,22.0
"CWNU_1734",163.0562,-59.628,-0.3,0.16,16.0,-0.3,0.1,22,-0.24,0.0,4.0,-0.47,0.06,7.0,-0.26,0.08,32.0,-0.2,0.04,21.0
"CWNU_1752",245.3027,-52.6525,-0.19,0.05,7.0,-0.24,0.36,4,"nan","nan","nan",0.19,0.04,3.0,-0.08,0.09,12.0,-0.01,0.23,3.0
"CWNU_1757",304.434,48.0314,0.04,0.15,20.0,-0.29,0.12,21,"nan","nan","nan",-0.02,0.1,15.0,-0.14,0.05,18.0,-0.15,0.15,23.0
"CWNU_1762",119.298,-24.4736,-0.26,0.11,19.0,-0.35,0.12,10,"nan","nan","nan","nan","nan","nan",-0.29,0.04,7.0,-0.32,0.12,6.0
"CWNU_1777",243.9208,-50.3959,-0.13,0.13,5.0,-0.02,0.25,6,"nan","nan","nan",0.13,0.19,3.0,-0.05,0.05,20.0,-0.2,0.27,7.0
"CWNU_1789",114.4145,-18.6778,-0.18,0.21,11.0,-0.33,0.12,29,-0.17,0.07,3.0,"nan","nan","nan",-0.19,0.01,6.0,-0.31,0.15,33.0
"CWNU_1801",91.7455,32.1609,-0.19,0.08,20.0,-0.27,0.16,29,-0.11,0.04,3.0,-0.24,0.1,15.0,-0.15,0.09,19.0,-0.21,0.11,22.0
"CWNU_1821",158.4915,-59.5177,-0.23,0.06,7.0,-0.31,0.11,10,"nan","nan","nan",-0.09,0.09,6.0,-0.19,0.05,7.0,-0.2,0.11,3.0
"CWNU_1857",281.9798,-6.1369,-0.13,0.11,49.0,-0.26,0.11,22,-0.25,0.1,5.0,-0.34,0.17,21.0,-0.21,0.07,33.0,-0.3,0.11,19.0
"CWNU_1860",341.1585,57.0528,-0.03,0.07,10.0,-0.33,0.11,14,"nan","nan","nan",-0.11,0.02,5.0,-0.17,0.06,6.0,-0.17,0.1,21.0
"CWNU_1863",149.9416,-53.2873,-0.09,0.08,7.0,-0.39,0.06,16,"nan","nan","nan",-0.36,0.01,3.0,-0.19,0.03,9.0,-0.26,0.22,11.0
"CWNU_1897",123.3079,-27.6147,-0.2,0.14,43.0,-0.32,0.13,35,-0.25,0.07,3.0,-0.35,0.1,18.0,-0.3,0.04,35.0,-0.22,0.08,33.0
"CWNU_1926",130.0803,-33.0872,-0.26,0.16,17.0,-0.4,0.16,21,"nan","nan","nan",-0.34,0.04,7.0,-0.34,0.05,13.0,-0.16,0.09,17.0
"CWNU_1944",127.9741,-52.1259,-0.15,0.15,166.0,-0.34,0.14,84,-0.3,0.24,13.0,-0.39,0.22,25.0,-0.35,0.07,90.0,-0.38,0.19,82.0
"CWNU_1966",104.1566,0.496,-0.34,0.11,24.0,-0.53,0.11,46,"nan","nan","nan",-0.36,0.05,3.0,-0.38,0.05,7.0,-0.51,0.23,30.0
"CWNU_1988",202.2133,-63.2675,-0.29,0.1,7.0,0.16,0.16,3,0.16,0.16,3.0,"nan","nan","nan",-0.22,0.19,17.0,0.09,0.06,7.0
"CWNU_2071",58.1374,55.8215,0.25,0.15,5.0,-0.29,0.11,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.29,0.15,16.0
"CWNU_2072",152.9786,-58.1501,-0.33,0.1,11.0,-0.14,0.12,8,"nan","nan","nan",-0.04,0.1,14.0,-0.18,0.05,15.0,-0.13,0.18,5.0
"CWNU_2079",54.2297,52.4401,0.04,0.08,13.0,-0.16,0.11,19,-0.06,0.08,4.0,-0.04,0.1,4.0,-0.22,0.06,14.0,-0.15,0.08,18.0
"CWNU_2088",192.159,-60.7323,-0.2,0.09,10.0,-0.32,0.39,5,"nan","nan","nan",-0.02,0.25,5.0,-0.09,0.08,12.0,-0.25,0.52,7.0
"CWNU_2116",112.6195,-22.9776,-0.11,0.04,11.0,-0.2,0.06,14,"nan","nan","nan",-0.24,0.07,13.0,-0.14,0.03,13.0,-0.19,0.05,14.0
