"Cluster","RA_ICRS","DE_ICRS","GLON","GLAT","r50","nbstars07","pmRA*","pmDE","plx","Flag","AgeNN","AVNN","DMNN","DistPc"
"Haffner_11       ",113.855,-27.708,242.388,-3.539,0.048,140,-1.465,3.149,0.138,"NN            ",8.97,1.56,13.74,5605
"Haffner_13       ",115.209,-30.073,245.035,-3.656,0.327,197,-6.184,5.879,1.742,"NN            ",7.31,0,8.75,562
"Haffner_14       ",116.182,-28.384,243.987,-2.082,0.081,162,-1.821,1.728,0.226,"NN            ",8.46,1.52,13.07,4108
"Haffner_15       ",116.38,-32.846,247.946,-4.158,0.031,151,-2.154,3.289,0.238,"NN            ",7.41,3.13,12.91,3811
"Haffner_16       ",117.586,-25.458,242.091,0.473,0.031,83,-2.811,2.991,0.293,"NN            ",7.92,0.38,12.56,3244
"Haffner_17       ",117.899,-31.812,247.699,-2.529,0.027,98,-1.195,1.859,0.247,"NN            ",8.1,2.99,12.61,3331
"Haffner_18       ",118.168,-26.387,243.157,0.449,0.032,62,-2.548,2.67,0.185,"NN            ",7.15,1.52,13.53,5083
"Haffner_19       ",118.193,-26.274,243.071,0.526,0.017,39,-2.494,2.507,0.169,"NN            ",7.56,0.8,13.69,5472
"Haffner_20       ",119.061,-30.369,246.974,-0.933,0.017,44,-2.294,3.407,0.178,"NN            ",8.29,1.8,13.19,4341
"Haffner_21       ",120.288,-27.212,244.846,1.636,0.029,58,-1.432,1.563,0.286,"NN            ",8.43,0.59,12.49,3143
"Haffner_22       ",123.108,-27.913,246.783,3.366,0.078,146,-1.638,2.878,0.329,"NN            ",9.39,0.33,12.24,2802
"Haffner_23       ",107.389,-16.866,229.987,-3.729,0.117,49,-0.526,-0.077,0.448,"NN            ",8.5,0.66,11.55,2042
"Haffner_26       ",123.911,-30.851,249.623,2.328,0.066,52,-1.588,2.37,0.303,"NN            ",8.73,0.46,12.23,2788
"Haffner_3        ",106.027,-6.133,219.831,0.01,0.042,29,-1.179,-0.906,0.379,"NN            ",8.77,0.79,12,2511
"Haffner_4        ",106.512,-15.002,227.939,-3.627,0.024,57,-0.417,0.904,0.223,"NN            ",8.66,1.05,13.52,5051
"Haffner_5        ",109.493,-22.66,236.059,-4.635,0.06,180,0.965,-4.06,0.571,"NN            ",9.67,0.76,11.14,1692
"Haffner_6        ",109.998,-13.151,227.864,0.226,0.049,154,-1.22,1.96,0.204,"NN            ",8.79,1.36,13.25,4466
"Haffner_7        ",110.734,-29.502,242.677,-6.801,0.032,76,-1.541,2.966,0.199,"NN            ",8.94,0.47,13.19,4350
"Haffner_8        ",110.777,-12.31,227.479,1.293,0.04,93,-1.626,0.446,0.314,"NN            ",8.38,1.16,12.39,3009
"Haffner_9        ",111.175,-17.001,231.795,-0.586,0.035,126,-0.832,0.424,0.337,"NN            ",8.58,1.38,12.32,2906
"Harvard_10       ",244.859,-54.957,329.885,-3.365,0.354,153,-1.919,-10.577,1.418,"NN            ",8.3,0.45,9.28,716
"Harvard_13       ",255.999,-48.09,339.615,-4.056,0.078,32,-2.766,-7.19,0.807,"NN            ",8.93,1.43,10.58,1308
"Harvard_16       ",262.781,-36.813,351.718,-1.64,0.132,347,-0.636,-0.778,0.623,"NN            ",7.86,2.42,11.01,1591
"Harvard_20       ",298.321,18.345,56.312,-4.686,0.079,36,-1.732,-4.447,0.461,"NN            ",8.16,0.51,11.39,1898
"Havlen_Moffat_1  ",259.752,-38.817,348.715,-0.784,0.019,25,-1.047,-2.552,0.211,"tooRed        ","     ","     ","     ","      "
"Hogg_10          ",167.663,-60.385,290.788,0.088,0.032,11,-6.201,1.754,0.382,"notEnoughStars","     ","     ","     ","      "
"Hogg_15          ",190.906,-63.101,302.048,-0.242,0.064,72,-6.018,-0.461,0.266,"NN            ",6.34,3.4,12.4,3020
"Hogg_17          ",218.459,-61.326,314.899,-0.856,0.059,41,-5.201,-2.433,0.407,"NN            ",8.17,1.8,11.79,2277
"Hogg_18          ",222.716,-52.271,320.784,6.413,0.067,25,-1.808,-2.317,0.564,"NN            ",8.42,1.21,11.22,1756
"Hogg_19          ",247.236,-49.11,335.08,-0.308,0.046,34,-2.05,-3.125,0.369,"NN            ",7.27,2.14,12.04,2558
"Hogg_21          ",251.414,-47.747,337.95,-1.45,0.045,27,-0.937,-2.206,0.366,"NN            ",7.95,1.54,12.16,2703
"Hogg_4           ",149.424,-54.612,279.469,0.144,0.077,226,-5.022,4.484,0.21,"NN            ",9.17,1.04,13.02,4025
"IC_1311          ",302.697,41.177,77.705,4.18,0.039,449,-3.364,-5.047,0.124,"NN            ",8.96,1.34,13.95,6167
"IC_1369          ",318.033,47.77,89.606,-0.398,0.043,185,-4.644,-5.609,0.262,"NN            ",8.46,2.11,12.59,3301
"IC_1396          ",324.745,57.514,99.309,3.755,0.297,403,-2.355,-4.495,1.066,"NN            ",7.08,1.59,9.79,905
"IC_1434          ",332.625,52.858,99.951,-2.679,0.091,231,-3.904,-3.328,0.278,"NN            ",8.44,0.58,12.71,3481
"IC_1442          ",333.978,53.995,101.258,-2.199,0.115,95,-3.341,-3.283,0.259,"NN            ",7.29,1.17,12.65,3386
"IC_1590          ",13.205,56.629,123.123,-6.242,0.055,97,-2.368,-1.449,0.339,"NN            ",6.79,1.13,12.37,2980
"IC_166           ",28.094,61.857,130.052,-0.169,0.06,699,-1.439,1.126,0.175,"NN            ",9.12,2.47,13.62,5285
"IC_1805          ",38.21,61.471,134.733,0.945,0.111,106,-0.702,-0.669,0.449,"NN            ",6.88,2.22,11.47,1964
"IC_1848          ",42.855,60.419,137.222,0.919,0.2,279,-0.372,-0.315,0.415,"NN            ",7.2,1.75,11.9,2398
"IC_2157          ",91.183,24.091,186.34,1.243,0.047,35,0.959,-2.982,0.448,"NN            ",8.18,1.1,11.53,2020
"IC_2391          ",130.292,-52.991,270.386,-6.737,0.814,222,-24.644,23.316,6.582,"NN            ",7.46,0.04,5.86,148
"IC_2395          ",130.531,-48.09,266.58,-3.627,0.209,291,-4.464,3.293,1.379,"NN            ",7.31,0.51,9.23,702
"IC_2488          ",141.857,-57.004,277.812,-4.442,0.22,404,-7.761,5.698,0.718,"NN            ",8.21,0.67,10.61,1323
"IC_2581          ",156.867,-57.626,284.591,0.025,0.059,103,-7.275,3.594,0.352,"NN            ",7.01,1.17,12.02,2535
"IC_2602          ",160.613,-64.426,289.565,-4.955,1.449,311,-17.582,10.7,6.561,"NN            ",7.56,0.03,5.87,149
"IC_2714          ",169.373,-62.719,292.401,-1.784,0.171,888,-7.597,2.639,0.719,"NN            ",8.72,0.95,10.67,1360
"IC_2948          ",174.822,-63.44,294.97,-1.689,0.105,51,-5.968,0.647,0.388,"NN            ",6.81,1.16,12,2508
"IC_348           ",56.132,32.159,160.486,-17.81,0.096,139,4.483,-6.447,3.079,"NN            ",7.07,1.91,7.64,337
"IC_361           ",64.736,58.252,147.512,5.662,0.068,470,1.721,-1.139,0.227,"NN            ",8.91,1.92,12.77,3576
"IC_4651          ",261.212,-49.917,340.104,-7.902,0.23,806,-2.41,-5.064,1.056,"NN            ",9.22,0.42,9.96,982
"IC_4665          ",266.554,5.615,30.514,17.055,0.506,167,-0.909,-8.52,2.868,"NN            ",7.52,0.45,7.75,354
"IC_4725          ",277.937,-19.114,13.701,-4.425,0.261,461,-1.688,-6.117,1.514,"NN            ",8.05,0.84,9.22,698
"IC_4756          ",279.649,5.435,36.322,5.325,0.534,466,1.26,-4.927,2.093,"NN            ",9.11,0.29,8.53,506
"IC_4996          ",304.135,37.649,75.37,1.308,0.028,69,-2.681,-5.348,0.487,"NN            ",7.05,1.5,11.55,2043
"IC_5146          ",328.372,47.246,94.383,-5.52,0.068,105,-2.91,-2.49,1.213,"tooRed        ","     ","     ","     ","      "
"Ivanov_4         ",105.144,-8.861,221.858,-2.016,0.019,9,-1.355,1.022,0.355,"NN            ",7.8,1.24,11.97,2480
"Ivanov_8         ",124.794,-35.658,254.02,0.247,0.012,14,-2.375,3.543,0.088,"tooRed        ","     ","     ","     ","      "
"Juchert_1        ",290.629,12.667,47.726,-0.997,0.024,53,-1.777,-4.609,0.232,"tooRed        ","     ","     ","     ","      "
"Juchert_10       ",220.049,-60.375,315.987,-0.289,0.043,132,-4.915,-2.592,0.107,"tooRed        ","     ","     ","     ","      "
"Juchert_13       ",180.431,-64.099,297.535,-1.75,0.048,177,-8.127,0.249,0.274,"NN            ",9.36,1.74,12.65,3390
"Juchert_18       ",97.864,6.804,204.6,-1.313,0.025,25,0.059,0.057,0.148,"NN            ",7.39,2.02,13.79,5733
"Juchert_19       ",60.585,52.446,149.74,-0.195,0.025,21,-0.141,0.176,0.102,"NN            ",6.91,3.33,13.83,5822
"Juchert_20       ",62.703,46.874,154.492,-3.414,0.04,72,1.103,-1.643,0.331,"NN            ",8.48,1.74,12.47,3115
"Juchert_3        ",286.886,6.279,40.354,-0.701,0.028,60,-1.509,-3.985,0.283,"tooRed        ","     ","     ","     ","      "
"Juchert_9        ",58.84,58.391,145.122,3.68,0.02,34,-0.223,-0.033,0.186,"NN            ",7.06,2.25,13.39,4770
"Juchert_Saloran_1",4.078,59.967,118.545,-2.606,0.038,65,-1.731,-1.312,0.197,"NN            ",8.78,2.82,13.66,5383
"Kharchenko_1     ",92.197,24.281,186.624,2.144,0.065,29,0.767,-2.286,0.42,"NN            ",8.85,0.93,11.89,2382
"King_1           ",5.505,64.383,119.758,1.692,0.155,651,-4.947,-1.273,0.519,"NN            ",9.56,1.9,11.19,1727
"King_10          ",343.748,59.17,108.493,-0.398,0.039,201,-2.722,-2.088,0.259,"NN            ",7.24,3.43,12.97,3931
"King_11          ",356.912,68.636,117.151,6.484,0.062,260,-3.358,-0.643,0.262,"NN            ",9.65,2.67,12.46,3097
"King_12          ",358.265,61.953,116.128,-0.145,0.054,56,-3.416,-1.42,0.296,"NN            ",7.27,1.85,12.47,3126
"King_13          ",2.553,61.175,117.982,-1.3,0.071,244,-2.746,-0.839,0.231,"NN            ",8.7,1.76,12.74,3525
"King_14          ",7.987,63.163,120.734,0.375,0.058,94,-3.267,-0.985,0.402,"NN            ",8.16,1.3,11.92,2420
"King_15          ",8.262,61.854,120.765,-0.941,0.041,65,-2.326,-0.862,0.306,"NN            ",8.47,1.58,12.66,3403
"King_16          ",10.915,64.172,122.084,1.313,0.051,31,-2.908,-0.419,0.328,"NN            ",7.72,2,12.29,2874
"King_17          ",77.09,39.069,167.297,-0.745,0.038,38,-0.126,-1.274,0.239,"NN            ",7.72,1.61,13.07,4106
"King_18          ",343.055,58.289,107.785,-1.032,0.049,47,-2.639,-2.068,0.31,"NN            ",7.63,1.96,12.49,3153
"King_19          ",347.053,60.523,110.563,0.155,0.061,133,-4.838,-2.651,0.343,"NN            ",8.69,1.94,12.07,2598
"King_2           ",12.741,58.188,122.869,-4.684,0.051,117,-1.358,-0.824,0.166,"NN            ",9.61,0.97,14.15,6760
"King_20          ",353.305,58.469,112.839,-2.861,0.061,69,-2.686,-2.585,0.496,"NN            ",8.41,2.06,11.45,1949
"King_21          ",357.479,62.705,115.945,0.671,0.046,100,-3.259,-1.675,0.305,"NN            ",7.99,2.03,12.39,3005
"King_23          ",110.459,-0.988,217.296,6.305,0.059,89,-0.457,-0.879,0.279,"NN            ",9.29,0.17,12.48,3136
"King_25          ",291.122,13.696,48.86,-0.934,0.052,124,-1.367,-3.958,0.31,"NN            ",7.65,4.17,12.45,3089
"King_26          ",292.237,14.882,50.417,-1.321,0.036,78,-2.344,-4.935,0.414,"NN            ",8.37,2.71,11.79,2281
"King_4           ",39.028,59.024,136.054,-1.155,0.052,72,-0.575,-0.084,0.378,"NN            ",8,2.2,12.16,2706
"King_5           ",48.682,52.695,143.768,-4.281,0.091,234,-0.282,-1.2,0.367,"NN            ",9.01,1.97,12.06,2581
"King_6           ",51.982,56.444,143.345,-0.095,0.159,227,3.864,-1.814,1.346,"NN            ",8.31,1.34,9.38,751
"King_7           ",59.783,51.785,149.8,-1.017,0.06,354,1.121,-1.196,0.286,"NN            ",8.35,3.18,12.51,3171
"King_8           ",87.324,33.633,176.384,3.101,0.025,84,0.52,-1.743,0.131,"NN            ",8.92,1.38,13.71,5517
"King_9           ",333.877,54.405,101.441,-1.828,0.028,49,-2.28,-0.972,0.129,"NN            ",9.49,1.33,13.78,5696
"Koposov_10       ",86.861,35.427,174.646,3.695,0.04,59,0.457,-1.78,0.329,"NN            ",8.25,2.08,12.38,2992
"Koposov_12       ",90.245,35.287,176.155,6.013,0.078,125,0.699,-1.732,0.396,"NN            ",8.59,1.43,11.96,2461
"Koposov_36       ",84.218,31.21,177.069,-0.403,0.064,69,0.804,-3.668,0.541,"NN            ",8.63,1.76,11.35,1864
"Koposov_43       ",88.079,29.901,179.923,1.747,0.033,10,-0.037,-1.664,0.18,"NN            ",9.45,1.41,13.34,4662
"Koposov_53       ",92.221,26.264,184.897,3.121,0.039,41,0.242,-0.632,0.18,"NN            ",7.21,1.53,13.56,5143
"Koposov_63       ",92.499,24.567,186.507,2.522,0.043,44,0.546,-0.447,0.206,"manual        ",9.29,1.06,12.89,3780
"Kronberger_1     ",82.089,34.777,173.106,0.049,0.014,32,-0.05,-2.199,0.443,"NN            ",6.78,2.05,11.84,2338
"Kronberger_25    ",275.667,-14.727,16.584,-0.467,0.007,19,-0.343,-1.827,0.268,"tooRed        ","     ","     ","     ","      "
"Kronberger_4     ",296.297,28.16,63.844,1.883,0.014,61,-2.542,-4.836,0.119,"NN            ",8.83,2.19,14.22,6984
"Kronberger_52    ",299.536,30.883,67.625,0.851,0.024,57,-2.622,-4.837,0.106,"NN            ",8.61,2.49,13.49,4997
"Kronberger_54    ",300.778,31.968,69.106,0.523,0.006,10,-2.596,-5.209,0.195,"tooRed        ","     ","     ","     ","      "
"Kronberger_57    ",305.986,36.602,75.344,-0.501,0.012,25,-3.54,-4.406,0.275,"tooRed        ","     ","     ","     ","      "
"Kronberger_69    ",300.499,31.42,68.516,0.433,0.033,33,-2.741,-5.246,0.351,"NN            ",7.61,2.46,12.14,2680
"Kronberger_79    ",293.478,18.522,54.18,-0.611,0.015,59,-2.718,-5.33,0.148,"tooRed        ","     ","     ","     ","      "
"Kronberger_80    ",317.954,52.379,92.928,2.798,0.015,41,-2.329,-2.887,0.071,"tooRed        ","     ","     ","     ","      "
"Kronberger_81    ",321.547,53.534,95.271,2.067,0.045,28,-2.61,-3.324,0.228,"notEnoughStars","     ","     ","     ","      "
"Kronberger_84    ",323.884,53.517,96.275,1.106,0.019,27,-3.085,-2.908,0.225,"NN            ",8.46,1.94,13.03,4045
"Kronberger_85    ",119.59,-34.77,250.967,-2.842,0.025,29,-1.265,2.815,0.069,"tooRed        ","     ","     ","     ","      "
"LDN_988e         ",316.027,50.245,90.539,2.245,0.024,33,1.181,-3.56,1.596,"tooRed        ","     ","     ","     ","      "
"FoF_1218          ",273.976,-18.099,12.845,-0.632,0.06,89,-0.034,-1.161,0.365,"NN            ",8.41,1.86,12.02,2536
"FoF_1235          ",281.846,-5.255,27.793,-1.495,0.107,166,0.41,-2.124,0.469,"NN            ",8.6,1.82,11.5,1998
"FoF_145           ",256.976,-44.157,343.169,-2.23,0.122,487,-2.091,-5.424,0.521,"manual        ",9,3,11.49,1982
"FoF_1540          ",170.219,-59.302,291.594,1.562,0.061,75,-5.245,1.807,0.346,"NN            ",9.21,0.49,12.02,2539
"FoF_1624          ",266.582,-29.175,359.877,-0.257,0.125,198,1.705,-0.777,0.48,"NN            ",8.46,1.63,11.36,1866
"FoF_1800          ",337.843,58.053,105.257,0.071,0.21,230,-4.592,-2.648,0.705,"NN            ",8.52,1.25,10.72,1392
"FoF_198           ",112.127,-20.107,234.957,-1.27,0.096,79,-2.262,2.497,0.278,"NN            ",8.41,0.54,12.54,3213
"FoF_1994          ",191.005,-58.096,301.948,4.761,0.141,214,-2.174,-1.294,0.501,"NN            ",8.86,1.22,11.4,1905
"FoF_2000          ",319.099,57.463,97.08,5.822,0.18,134,-3.102,-4.407,0.71,"NN            ",8.34,1.02,10.59,1312
"FoF_2059          ",153.233,-60.885,284.814,-3.717,0.191,88,-6.337,3.073,0.472,"NN            ",8.43,0.3,11.47,1970
"FoF_2068          ",283.967,-5.094,28.897,-3.303,0.071,110,-0.47,-4.333,0.503,"NN            ",8.35,1.22,11.47,1969
"FoF_2094          ",175.495,-61.961,294.867,-0.182,0.107,131,-3.712,1.269,0.545,"NN            ",8.17,0.6,11.19,1733
"FoF_2100          ",227.612,-60.495,319.247,-2.105,0.137,65,-3.383,-3.509,0.481,"NN            ",8.4,1.39,11.5,1992
"FoF_2117          ",282.302,-4.466,28.702,-1.54,0.184,526,1.089,0.094,0.607,"NN            ",8.8,2.08,10.89,1507
"FoF_2123          ",297.959,22.107,59.381,-2.476,0.078,67,-0.771,-2.324,0.582,"NN            ",8.54,1.72,11.11,1670
"FoF_2139          ",67.683,46.302,157.324,-1.406,0.198,215,0.308,-4.233,0.87,"NN            ",8.43,1.68,10.21,1101
"FoF_2198          ",107.506,4.667,210.88,6.256,0.166,117,0.678,-1.008,0.8,"NN            ",9.31,0.17,10.4,1204
"FoF_2210          ",247.197,-54.963,330.822,-4.328,0.124,100,0.04,-1.284,0.684,"NN            ",8.11,0.8,10.73,1400
"FoF_2219          ",130.848,-45.788,264.897,-2.039,0.377,208,-5.079,4.603,0.648,"NN            ",8.1,0.76,10.82,1457
"FoF_2220          ",127.45,-41.343,259.864,-1.327,0.193,89,-1.762,1.07,0.716,"NN            ",8.66,0.68,10.65,1349
"FoF_2238          ",167.713,-56.821,289.46,3.397,0.106,90,-7.446,0.66,0.814,"NN            ",8.47,0.25,10.38,1193
"FoF_2253          ",307.515,45.921,83.604,3.974,0.121,105,-1.251,-0.969,0.674,"NN            ",7.71,1.12,10.97,1563
"FoF_273           ",245.723,-50.172,333.636,-0.347,0.07,86,-2.322,-4.119,0.372,"NN            ",8.58,2.05,11.9,2399
"FoF_282           ",265.248,-33.257,355.802,-1.426,0.067,63,-0.065,-1.024,0.344,"tooRed        ","     ","     ","     ","      "
"FoF_321           ",296.389,21.153,57.819,-1.698,0.076,212,-0.36,-3.531,0.434,"NN            ",9.07,2.47,11.58,2068
"FoF_403           ",161.024,-58.095,286.743,0.717,0.095,125,-7.047,2.935,0.37,"NN            ",7.42,1.35,12.21,2764
"FoF_5             ",156.138,-72.51,292.315,-12.738,0.627,342,-6.89,1.462,0.51,"NN            ",9.43,0.27,11.32,1840
"FoF_589           ",119.812,-19.126,237.713,5.496,0.063,98,-1.387,0.501,0.312,"NN            ",8.49,0.23,12.41,3037
"FoF_597           ",282.104,8.714,40.362,4.628,0.067,131,-0.058,-1.49,0.418,"NN            ",8.73,2.46,11.6,2087
"FoF_658           ",95.274,-3.431,212.537,-8.312,0.137,106,-1.458,1.613,0.673,"NN            ",8.97,0.59,10.93,1533
"FoF_861           ",244.705,-52.88,331.278,-1.821,0.034,67,-2.563,-3.953,0.243,"NN            ",9.27,1.36,13.06,4087
"FoF_866           ",261.768,-39.405,349.115,-2.407,0.07,205,2.907,0.48,0.391,"NN            ",9.28,2.3,11.96,2464
"FoF_876           ",316.055,42.074,84.46,-3.218,0.081,48,-2.454,-4.273,0.472,"NN            ",7.68,1.72,11.64,2124
"FoF_930           ",102.845,-1.801,214.529,-0.834,0.078,161,-0.915,2.996,0.391,"NN            ",9.36,0.74,11.87,2371
"FoF_947           ",118.61,-27.518,244.329,0.205,0.065,89,-4.264,3.683,0.333,"NN            ",9.13,1.22,12.3,2889
"L_1641S          ",85.675,-8.133,212.48,-18.954,0.143,99,0.013,-0.39,2.288,"tooRed        ","     ","     ","     ","      "
"Loden_1194       ",212.006,-59.786,312.436,1.665,0.336,62,-7.762,-4.667,1.329,"manual        ",8.4,0.46,9.19,688
"Loden_372        ",172.769,-58.507,292.583,2.74,0.088,64,-6.807,0.936,0.551,"NN            ",7.98,0.68,11.2,1734
"Loden_46         ",155.884,-54.667,282.56,2.246,0.327,39,-11.367,4.645,0.875,"NN            ",8.92,0.21,10.22,1105
"Lynga_1          ",209.994,-62.152,310.842,-0.338,0.035,29,-5.303,-2.274,0.422,"NN            ",8.22,0.94,11.75,2242
"Lynga_14         ",253.764,-45.239,340.913,-1.091,0.035,13,-0.336,-1.977,0.308,"tooRed        ","     ","     ","     ","      "
"Lynga_2          ",216.085,-61.328,313.839,-0.44,0.198,147,-6.716,-4.696,1.034,"NN            ",8.01,0.79,9.93,970
"Lynga_3          ",229.194,-58.373,321.035,-0.705,0.018,24,-4.853,-3.727,0.108,"tooRed        ","     ","     ","     ","      "
"Lynga_4          ",233.344,-55.234,324.662,0.653,0.048,54,-3.983,-3.004,0.35,"tooRed        ","     ","     ","     ","      "
"Lynga_5          ",235.462,-56.68,324.766,-1.213,0.078,131,-3.66,-3.561,0.305,"manual        ",8.9,2.5,12.33,2929
"Lynga_6          ",241.218,-51.96,330.352,0.302,0.056,30,-1.866,-2.757,0.383,"NN            ",6.49,3.51,11.92,2422
"Lynga_9          ",245.17,-48.523,334.547,1.074,0.061,382,-2.559,-2.415,0.359,"manual        ",8.8,2.5,12.01,2525
"Mamajek_1        ",130.637,-78.963,292.436,-21.601,0.362,20,-29.834,26.99,10.13,"notEnoughStars","     ","     ","     ","      "
"Mamajek_4        ",276.635,-50.772,344.031,-16.989,1.404,180,4.646,-21.051,2.224,"NN            ",8.57,0.31,8.32,461
"Markarian_38     ",273.819,-18.997,11.985,-0.928,0.044,17,0.845,-2.277,0.567,"NN            ",7.2,0.84,11.28,1802
"Markarian_50     ",348.806,60.448,111.335,-0.239,0.035,38,-3.465,-2.56,0.323,"NN            ",7.06,2.35,12.53,3198
"Mayer_1          ",5.502,61.751,119.456,-0.922,0.101,33,-3.341,-1.426,0.353,"NN            ",7.46,1.29,12.09,2618
"Mayer_3          ",112.523,-18.553,233.771,-0.198,0.026,23,-1.892,2.336,0.209,"tooRed        ","     ","     ","     ","      "
"Melotte_101      ",160.535,-65.11,289.863,-5.572,0.136,472,-6.307,3.483,0.439,"NN            ",8.22,0.91,11.53,2027
"Melotte_105      ",169.92,-63.486,292.903,-2.416,0.054,458,-6.771,2.133,0.407,"NN            ",8.48,1.42,11.85,2346
"Melotte_111      ",186.014,25.652,222.546,83.401,3.112,306,-12.03,-8.973,11.595,"GDR2HRD       ",8.81,0,4.67,85
"Melotte_20       ",51.617,48.975,147.357,-6.404,2.027,747,22.864,-25.378,5.668,"NN            ",7.71,0.3,6.17,171
"Melotte_22       ",56.601,24.114,166.462,-23.614,1.274,952,20.077,-45.503,7.346,"NN            ",7.89,0.18,5.55,128
"Melotte_25       ",67.447,16.948,179.767,-21.164,5.416,515,103.018,-27.228,21.059,"GDR2HRD       ",8.9,0,3.39,47
"Melotte_66       ",111.573,-47.685,259.569,-14.265,0.088,804,-1.474,2.745,0.183,"NN            ",9.63,0.25,13.42,4830
"Melotte_71       ",114.383,-12.065,228.951,4.506,0.075,533,-2.446,4.21,0.434,"NN            ",8.99,0.38,11.65,2139
"Melotte_72       ",114.618,-10.698,227.862,5.369,0.053,177,-4.159,3.68,0.369,"NN            ",8.99,0.41,12.14,2684
"Moffat_1         ",240.397,-54.149,328.535,-1.014,0.033,15,-2.211,-3.037,0.402,"NN            ",7.89,2.02,11.79,2278
"Muzzio_1         ",134.478,-47.761,268,-1.371,0.124,26,-5.261,4.224,0.519,"NN            ",6.89,3.2,11.35,1858
"NGC_1027         ",40.677,61.616,135.754,1.545,0.22,377,-1.753,2.09,0.882,"NN            ",8.29,1.01,10.26,1125
"NGC_103          ",6.312,61.326,119.795,-1.386,0.053,175,-2.823,-0.988,0.288,"NN            ",8.01,1.08,12.5,3167
"NGC_1039         ",40.531,42.722,143.682,-15.646,0.403,555,0.722,-5.681,1.949,"NN            ",8.12,0.16,8.64,534
"NGC_1193         ",46.486,44.383,146.814,-12.162,0.027,215,-0.125,-0.329,0.159,"NN            ",9.71,0.41,13.49,4988
"NGC_1220         ",47.92,53.344,143.039,-3.963,0.022,44,0.187,-0.717,0.297,"NN            ",7.69,2.33,12.43,3064
"NGC_1245         ",48.691,47.235,146.658,-8.927,0.109,479,0.504,-1.579,0.289,"NN            ",9.08,0.5,12.53,3201
"NGC_129          ",7.607,60.213,120.323,-2.552,0.169,365,-2.605,-1.096,0.511,"NN            ",8.11,1.51,11.4,1906
"NGC_1333         ",52.297,31.31,158.343,-20.505,0.095,50,7.425,-9.865,3.344,"NN            ",7.06,2.12,7.38,299
"NGC_1342         ",52.894,37.38,154.94,-15.347,0.289,327,0.52,-1.604,1.502,"NN            ",8.91,0.71,9.18,686
"NGC_1348         ",53.524,51.409,146.968,-3.709,0.068,75,1.288,-0.726,0.404,"NN            ",7.62,2.55,11.9,2400
"NGC_136          ",7.896,61.506,120.566,-1.274,0.027,70,-1.648,-0.522,0.181,"NN            ",8.41,1.76,13.56,5141
"NGC_1444         ",57.361,52.658,148.1,-1.29,0.056,18,-0.746,-1.829,0.832,"NN            ",6.99,1.8,10.34,1167
"NGC_146          ",8.262,63.316,120.869,0.518,0.075,45,-2.864,-0.451,0.307,"NN            ",7.55,1.6,12.49,3141
"NGC_1496         ",61.111,52.668,149.833,0.182,0.044,54,1.511,-0.756,0.612,"NN            ",8.59,1.42,11.11,1667
"NGC_1502         ",61.954,62.332,143.671,7.657,0.081,150,-0.571,-0.848,0.916,"NN            ",7.02,1.92,10.34,1171
"NGC_1513         ",62.47,49.504,152.589,-1.59,0.106,332,1.324,-3.679,0.651,"NN            ",8.46,1.6,10.95,1546
"NGC_1528         ",63.878,51.218,152.069,0.274,0.235,306,2.181,-2.246,0.948,"NN            ",8.47,0.82,10.14,1067
"NGC_1545         ",65.202,50.221,153.366,0.145,0.29,117,-1.957,-0.082,1.367,"NN            ",8.04,0.77,9.32,732
"NGC_1579         ",67.514,35.325,165.293,-8.999,0.112,54,2.477,-4.945,1.81,"tooRed        ","     ","     ","     ","      "
